Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,System pressure,,Cond temp,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,ml,MPa,ml,°C,
62.322,0.2163159,,,,,62.322,10.47265,,,,,,,,,,,62.322,0.3912765,,,
62.324,0.2155133,,,,,62.324,10.43577,,,,,,,,,,,62.324,0.3909606,,,
62.327,0.214713,,,,,62.327,10.399,,,,,,,,,,,62.327,0.3906455,,,
62.33,0.2139128,,,,,62.33,10.36223,,,,,,,,,,,62.33,0.3903305,,,
62.332,0.2131126,,,,,62.332,10.32546,,,,,,,,,,,62.332,0.3900155,,,
62.335,0.2123123,,,,,62.335,10.28869,,,,,,,,,,,62.335,0.3897004,,,
62.337,0.2115121,,,,,62.337,10.25192,,,,,,,,,,,62.337,0.3893854,,,
62.34,0.2107119,,,,,62.34,10.21515,,,,,,,,,,,62.34,0.3890704,,,
62.342,0.2099116,,,,,62.342,10.17838,,,,,,,,,,,62.342,0.3887553,,,
62.345,0.2090067,,,,,62.345,10.14219,,,,,,,,,,,62.345,0.388792,,,
62.348,0.2080453,,,,,62.348,10.10632,,,,,,,,,,,62.348,0.3890182,,,
62.35,0.207084,,,,,62.35,10.07045,,,,,,,,,,,62.35,0.3892444,,,
62.353,0.2061226,,,,,62.353,10.03458,,,,,,,,,,,62.353,0.3894706,,,
62.355,0.2051612,,,,,62.355,9.998709,,,,,,,,,,,62.355,0.3896968,,,
62.358,0.2041999,,,,,62.358,9.962838,,,,,,,,,,,62.358,0.389923,,,
62.36,0.2032385,,,,,62.36,9.926967,,,,,,,,,,,62.36,0.3901492,,,
62.363,0.2022771,,,,,62.363,9.891095,,,,,,,,,,,62.363,0.3903754,,,
62.366,0.2013157,,,,,62.366,9.855224,,,,,,,,,,,62.366,0.3906016,,,
62.368,0.2003544,,,,,62.368,9.819352,,,,,,,,,,,62.368,0.3908278,,,
62.371,0.199393,,,,,62.371,9.783482,,,,,,,,,,,62.371,0.391054,,,
62.373,0.1984288,,,,,62.373,9.747503,,,,,,,,,,,62.373,0.3912809,,,
62.376,0.1974674,,,,,62.376,9.711632,,,,,,,,,,,62.376,0.3915071,,,
62.378,0.1965818,,,,,62.378,9.676902,,,,,,,,,,,62.378,0.3915272,,,
62.381,0.1957247,,,,,62.381,9.6426,,,,,,,,,,,62.381,0.39147,,,
62.384,0.1948675,,,,,62.384,9.608299,,,,,,,,,,,62.384,0.3914127,,,
62.386,0.1940104,,,,,62.386,9.573997,,,,,,,,,,,62.386,0.3913555,,,
62.389,0.1931533,,,,,62.389,9.539696,,,,,,,,,,,62.389,0.3912982,,,
62.391,0.1922961,,,,,62.391,9.505394,,,,,,,,,,,62.391,0.391241,,,
62.394,0.191439,,,,,62.394,9.471092,,,,,,,,,,,62.394,0.3911837,,,
62.396,0.1905819,,,,,62.396,9.436791,,,,,,,,,,,62.396,0.3911265,,,
62.399,0.1897247,,,,,62.399,9.40249,,,,,,,,,,,62.399,0.3910692,,,
62.402,0.1888676,,,,,62.402,9.368188,,,,,,,,,,,62.402,0.391012,,,
62.404,0.1880105,,,,,62.404,9.333886,,,,,,,,,,,62.404,0.3909547,,,
62.407,0.1871533,,,,,62.407,9.299584,,,,,,,,,,,62.407,0.3908975,,,
62.409,0.1862962,,,,,62.409,9.265284,,,,,,,,,,,62.409,0.3908402,,,
62.412,0.1854222,,,,,62.412,9.23234,,,,,,,,,,,62.412,0.3907623,,,
62.414,0.1845427,,,,,62.414,9.199841,,,,,,,,,,,62.414,0.3906775,,,
62.417,0.1836633,,,,,62.417,9.16734,,,,,,,,,,,62.417,0.3905928,,,
62.42,0.1827838,,,,,62.42,9.134841,,,,,,,,,,,62.42,0.3905081,,,
62.422,0.1819017,,,,,62.422,9.102245,,,,,,,,,,,62.422,0.3904231,,,
62.425,0.1810222,,,,,62.425,9.069745,,,,,,,,,,,62.425,0.3903384,,,
62.427,0.1801427,,,,,62.427,9.037246,,,,,,,,,,,62.427,0.3902536,,,
62.43,0.1792632,,,,,62.43,9.004746,,,,,,,,,,,62.43,0.3901689,,,
62.432,0.1783838,,,,,62.432,8.972246,,,,,,,,,,,62.432,0.3900842,,,
62.435,0.1775043,,,,,62.435,8.939747,,,,,,,,,,,62.435,0.3899994,,,
62.438,0.1766248,,,,,62.438,8.907248,,,,,,,,,,,62.438,0.3899147,,,
62.44,0.1757453,,,,,62.44,8.874748,,,,,,,,,,,62.44,0.38983,,,
62.443,0.1748658,,,,,62.443,8.842248,,,,,,,,,,,62.443,0.3897452,,,
62.445,0.1742219,,,,,62.445,8.811225,,,,,,,,,,,62.445,0.3898455,,,
62.448,0.1736365,,,,,62.448,8.780567,,,,,,,,,,,62.448,0.3899917,,,
62.45,0.1730511,,,,,62.45,8.749909,,,,,,,,,,,62.45,0.3901379,,,
62.453,0.1724657,,,,,62.453,8.719253,,,,,,,,,,,62.453,0.3902841,,,
62.456,0.1718802,,,,,62.456,8.688595,,,,,,,,,,,62.456,0.3904302,,,
62.458,0.1712948,,,,,62.458,8.657938,,,,,,,,,,,62.458,0.3905764,,,
62.461,0.1707094,,,,,62.461,8.62728,,,,,,,,,,,62.461,0.3907226,,,
62.463,0.170124,,,,,62.463,8.596622,,,,,,,,,,,62.463,0.3908688,,,
62.466,0.1695385,,,,,62.466,8.565966,,,,,,,,,,,62.466,0.391015,,,
62.468,0.1689531,,,,,62.468,8.535308,,,,,,,,,,,62.468,0.3911612,,,
62.471,0.168366,,,,,62.471,8.50456,,,,,,,,,,,62.471,0.3913078,,,
62.474,0.1677805,,,,,62.474,8.473903,,,,,,,,,,,62.474,0.391454,,,
62.476,0.1671951,,,,,62.476,8.443245,,,,,,,,,,,62.476,0.3916001,,,
62.479,0.1665885,,,,,62.479,8.414321,,,,,,,,,,,62.479,0.3913703,,,
62.481,0.1659785,,,,,62.481,8.385672,,,,,,,,,,,62.481,0.3910809,,,
62.484,0.1653686,,,,,62.484,8.357022,,,,,,,,,,,62.484,0.3907916,,,
62.486,0.1647586,,,,,62.486,8.328373,,,,,,,,,,,62.486,0.3905022,,,
62.489,0.1641486,,,,,62.489,8.299723,,,,,,,,,,,62.489,0.3902129,,,
62.492,0.1635387,,,,,62.492,8.271073,,,,,,,,,,,62.492,0.3899236,,,
62.494,0.1629287,,,,,62.494,8.242424,,,,,,,,,,,62.494,0.3896343,,,
62.497,0.1623187,,,,,62.497,8.213775,,,,,,,,,,,62.497,0.3893449,,,
62.499,0.1617088,,,,,62.499,8.185125,,,,,,,,,,,62.499,0.3890556,,,
62.502,0.1610988,,,,,62.502,8.156475,,,,,,,,,,,62.502,0.3887662,,,
62.504,0.1604888,,,,,62.504,8.127826,,,,,,,,,,,62.504,0.3884769,,,
62.507,0.1598788,,,,,62.507,8.099176,,,,,,,,,,,62.507,0.3881876,,,
62.51,0.1592689,,,,,62.51,8.070527,,,,,,,,,,,62.51,0.3878982,,,
62.512,0.1587007,,,,,62.512,8.043683,,,,,,,,,,,62.512,0.3879476,,,
62.515,0.1581381,,,,,62.515,8.017076,,,,,,,,,,,62.515,0.3880414,,,
62.517,0.1575754,,,,,62.517,7.990468,,,,,,,,,,,62.517,0.3881351,,,
62.52,0.1570111,,,,,62.52,7.963781,,,,,,,,,,,62.52,0.3882292,,,
62.522,0.1564485,,,,,62.522,7.937174,,,,,,,,,,,62.522,0.3883229,,,
62.525,0.1558858,,,,,62.525,7.910566,,,,,,,,,,,62.525,0.3884167,,,
62.528,0.1553232,,,,,62.528,7.883959,,,,,,,,,,,62.528,0.3885104,,,
62.53,0.1547605,,,,,62.53,7.857351,,,,,,,,,,,62.53,0.3886042,,,
62.533,0.1541979,,,,,62.533,7.830744,,,,,,,,,,,62.533,0.3886979,,,
62.535,0.1536352,,,,,62.535,7.804136,,,,,,,,,,,62.535,0.3887917,,,
62.538,0.1530726,,,,,62.538,7.777529,,,,,,,,,,,62.538,0.3888854,,,
62.54,0.1525099,,,,,62.54,7.750921,,,,,,,,,,,62.54,0.3889792,,,
62.543,0.1519473,,,,,62.543,7.724313,,,,,,,,,,,62.543,0.3890729,,,
62.546,0.1513059,,,,,62.546,7.699033,,,,,,,,,,,62.546,0.3890524,,,
62.548,0.1506602,,,,,62.548,7.673827,,,,,,,,,,,62.548,0.3890254,,,
62.551,0.1500144,,,,,62.551,7.648621,,,,,,,,,,,62.551,0.3889984,,,
62.553,0.1493687,,,,,62.553,7.623415,,,,,,,,,,,62.553,0.3889714,,,
62.556,0.1487229,,,,,62.556,7.598209,,,,,,,,,,,62.556,0.3889444,,,
62.558,0.1480771,,,,,62.558,7.573004,,,,,,,,,,,62.558,0.3889174,,,
62.561,0.1474314,,,,,62.561,7.547798,,,,,,,,,,,62.561,0.3888904,,,
62.564,0.1467856,,,,,62.564,7.522592,,,,,,,,,,,62.564,0.3888634,,,
62.566,0.1461398,,,,,62.566,7.497386,,,,,,,,,,,62.566,0.3888365,,,
62.569,0.1454922,,,,,62.569,7.472106,,,,,,,,,,,62.569,0.3888094,,,
62.571,0.1448464,,,,,62.571,7.4469,,,,,,,,,,,62.571,0.3887824,,,
62.574,0.1442006,,,,,62.574,7.421694,,,,,,,,,,,62.574,0.3887554,,,
62.576,0.1435549,,,,,62.576,7.396488,,,,,,,,,,,62.576,0.3887284,,,
62.579,0.1429804,,,,,62.579,7.372014,,,,,,,,,,,62.579,0.388498,,,
62.582,0.142407,,,,,62.582,7.34755,,,,,,,,,,,62.582,0.3882645,,,
62.584,0.1418336,,,,,62.584,7.323087,,,,,,,,,,,62.584,0.388031,,,
62.587,0.1412603,,,,,62.587,7.298624,,,,,,,,,,,62.587,0.3877975,,,
62.589,0.1406869,,,,,62.589,7.27416,,,,,,,,,,,62.589,0.387564,,,
62.592,0.1401135,,,,,62.592,7.249697,,,,,,,,,,,62.592,0.3873306,,,
62.594,0.1395401,,,,,62.594,7.225234,,,,,,,,,,,62.594,0.3870971,,,
62.597,0.1389667,,,,,62.597,7.20077,,,,,,,,,,,62.597,0.3868636,,,
62.6,0.1383933,,,,,62.6,7.176307,,,,,,,,,,,62.6,0.3866301,,,
62.602,0.1378199,,,,,62.602,7.151844,,,,,,,,,,,62.602,0.3863966,,,
62.605,0.1372466,,,,,62.605,7.12738,,,,,,,,,,,62.605,0.3861631,,,
62.607,0.1366732,,,,,62.607,7.102917,,,,,,,,,,,62.607,0.3859296,,,
62.61,0.1361,,,,,62.61,7.078465,,,,,,,,,,,62.61,0.3857021,,,
62.612,0.1355463,,,,,62.612,7.054931,,,,,,,,,,,62.612,0.3859693,,,
62.615,0.1349926,,,,,62.615,7.031398,,,,,,,,,,,62.615,0.3862364,,,
62.618,0.1344373,,,,,62.618,7.007794,,,,,,,,,,,62.618,0.3865044,,,
62.62,0.1338836,,,,,62.62,6.984261,,,,,,,,,,,62.62,0.3867715,,,
62.623,0.1333299,,,,,62.623,6.960727,,,,,,,,,,,62.623,0.3870387,,,
62.625,0.1327762,,,,,62.625,6.937194,,,,,,,,,,,62.625,0.3873059,,,
62.628,0.1322225,,,,,62.628,6.91366,,,,,,,,,,,62.628,0.387573,,,
62.63,0.1316688,,,,,62.63,6.890127,,,,,,,,,,,62.63,0.3878402,,,
62.633,0.1311151,,,,,62.633,6.866593,,,,,,,,,,,62.633,0.3881074,,,
62.636,0.1305615,,,,,62.636,6.84306,,,,,,,,,,,62.636,0.3883745,,,
62.638,0.1300078,,,,,62.638,6.819526,,,,,,,,,,,62.638,0.3886417,,,
62.641,0.1294541,,,,,62.641,6.795993,,,,,,,,,,,62.641,0.3889089,,,
62.643,0.1288573,,,,,62.643,6.772597,,,,,,,,,,,62.643,0.3891535,,,
62.646,0.1277457,,,,,62.646,6.750852,,,,,,,,,,,62.646,0.3891285,,,
62.648,0.126634,,,,,62.648,6.729106,,,,,,,,,,,62.648,0.3891036,,,
62.651,0.1255224,,,,,62.651,6.707361,,,,,,,,,,,62.651,0.3890786,,,
62.654,0.1244107,,,,,62.654,6.685616,,,,,,,,,,,62.654,0.3890536,,,
62.656,0.1232991,,,,,62.656,6.66387,,,,,,,,,,,62.656,0.3890286,,,
62.659,0.1221874,,,,,62.659,6.642125,,,,,,,,,,,62.659,0.3890037,,,
62.661,0.1210758,,,,,62.661,6.620379,,,,,,,,,,,62.661,0.3889787,,,
62.664,0.1199641,,,,,62.664,6.598634,,,,,,,,,,,62.664,0.3889537,,,
62.666,0.1188492,,,,,62.666,6.576824,,,,,,,,,,,62.666,0.3889287,,,
62.669,0.1177375,,,,,62.669,6.555079,,,,,,,,,,,62.669,0.3889037,,,
62.672,0.1166259,,,,,62.672,6.533334,,,,,,,,,,,62.672,0.3888787,,,
62.674,0.1155142,,,,,62.674,6.511588,,,,,,,,,,,62.674,0.3888538,,,
62.677,0.1144298,,,,,62.677,6.490133,,,,,,,,,,,62.677,0.3887897,,,
62.679,0.1135416,,,,,62.679,6.470774,,,,,,,,,,,62.679,0.388444,,,
62.682,0.1126534,,,,,62.682,6.451414,,,,,,,,,,,62.682,0.3880982,,,
62.684,0.1117652,,,,,62.684,6.432054,,,,,,,,,,,62.684,0.3877524,,,
62.687,0.1108771,,,,,62.687,6.412694,,,,,,,,,,,62.687,0.3874066,,,
62.69,0.1099889,,,,,62.69,6.393335,,,,,,,,,,,62.69,0.3870609,,,
62.692,0.1091007,,,,,62.692,6.373975,,,,,,,,,,,62.692,0.3867151,,,
62.695,0.1082125,,,,,62.695,6.354616,,,,,,,,,,,62.695,0.3863693,,,
62.697,0.1073244,,,,,62.697,6.335256,,,,,,,,,,,62.697,0.3860236,,,
62.7,0.1064362,,,,,62.7,6.315897,,,,,,,,,,,62.7,0.3856778,,,
62.702,0.105548,,,,,62.702,6.296537,,,,,,,,,,,62.702,0.385332,,,
62.705,0.1046598,,,,,62.705,6.277177,,,,,,,,,,,62.705,0.3849862,,,
62.708,0.1037716,,,,,62.708,6.257818,,,,,,,,,,,62.708,0.3846404,,,
62.71,0.102925,,,,,62.71,6.238851,,,,,,,,,,,62.71,0.3843912,,,
62.713,0.1022959,,,,,62.713,6.221939,,,,,,,,,,,62.713,0.3846481,,,
62.715,0.101665,,,,,62.715,6.204977,,,,,,,,,,,62.715,0.3849057,,,
62.718,0.101036,,,,,62.718,6.188065,,,,,,,,,,,62.718,0.3851625,,,
62.72,0.1004069,,,,,62.72,6.171154,,,,,,,,,,,62.72,0.3854194,,,
62.723,0.09977786,,,,,62.723,6.154242,,,,,,,,,,,62.723,0.3856762,,,
62.726,0.09914881,,,,,62.726,6.13733,,,,,,,,,,,62.726,0.3859331,,,
62.728,0.09851975,,,,,62.728,6.120418,,,,,,,,,,,62.728,0.3861899,,,
62.731,0.0978907,,,,,62.731,6.103507,,,,,,,,,,,62.731,0.3864468,,,
62.733,0.09726164,,,,,62.733,6.086595,,,,,,,,,,,62.733,0.3867036,,,
62.736,0.09663259,,,,,62.736,6.069683,,,,,,,,,,,62.736,0.3869605,,,
62.738,0.09600354,,,,,62.738,6.052771,,,,,,,,,,,62.738,0.3872173,,,
62.741,0.09537449,,,,,62.741,6.03586,,,,,,,,,,,62.741,0.3874742,,,
62.744,0.09480941,,,,,62.744,6.019426,,,,,,,,,,,62.744,0.3876583,,,
62.746,0.09447174,,,,,62.746,6.004691,,,,,,,,,,,62.746,0.3875841,,,
62.749,0.09413406,,,,,62.749,5.989956,,,,,,,,,,,62.749,0.3875099,,,
62.751,0.09379639,,,,,62.751,5.975222,,,,,,,,,,,62.751,0.3874356,,,
62.754,0.09345871,,,,,62.754,5.960487,,,,,,,,,,,62.754,0.3873614,,,
62.756,0.09312104,,,,,62.756,5.945753,,,,,,,,,,,62.756,0.3872872,,,
62.759,0.09278336,,,,,62.759,5.931018,,,,,,,,,,,62.759,0.387213,,,
62.762,0.09244569,,,,,62.762,5.916283,,,,,,,,,,,62.762,0.3871388,,,
62.764,0.09210701,,,,,62.764,5.901505,,,,,,,,,,,62.764,0.3870643,,,
62.767,0.09176934,,,,,62.767,5.88677,,,,,,,,,,,62.767,0.3869901,,,
62.769,0.09143166,,,,,62.769,5.872036,,,,,,,,,,,62.769,0.3869159,,,
62.772,0.09109399,,,,,62.772,5.857301,,,,,,,,,,,62.772,0.3868416,,,
62.774,0.09075631,,,,,62.774,5.842566,,,,,,,,,,,62.774,0.3867674,,,
62.777,0.09042763,,,,,62.777,5.828258,,,,,,,,,,,62.777,0.3867022,,,
62.78,0.09012364,,,,,62.78,5.815119,,,,,,,,,,,62.78,0.386662,,,
62.782,0.08981964,,,,,62.782,5.80198,,,,,,,,,,,62.782,0.3866217,,,
62.785,0.08951564,,,,,62.785,5.788841,,,,,,,,,,,62.785,0.3865814,,,
62.787,0.08921165,,,,,62.787,5.775702,,,,,,,,,,,62.787,0.3865411,,,
62.79,0.08890765,,,,,62.79,5.762564,,,,,,,,,,,62.79,0.3865009,,,
62.792,0.08860366,,,,,62.792,5.749425,,,,,,,,,,,62.792,0.3864606,,,
62.795,0.08829966,,,,,62.795,5.736286,,,,,,,,,,,62.795,0.3864203,,,
62.798,0.08799566,,,,,62.798,5.723147,,,,,,,,,,,62.798,0.38638,,,
62.8,0.08769167,,,,,62.8,5.710009,,,,,,,,,,,62.8,0.3863398,,,
62.803,0.08738767,,,,,62.803,5.69687,,,,,,,,,,,62.803,0.3862995,,,
62.805,0.08708367,,,,,62.805,5.683731,,,,,,,,,,,62.805,0.3862592,,,
62.808,0.08677968,,,,,62.808,5.670592,,,,,,,,,,,62.808,0.3862189,,,
62.81,0.08660077,,,,,62.81,5.657774,,,,,,,,,,,62.81,0.3861955,,,
62.813,0.0866802,,,,,62.813,5.645583,,,,,,,,,,,62.813,0.386207,,,
62.816,0.0867594,,,,,62.816,5.633427,,,,,,,,,,,62.816,0.3862183,,,
62.818,0.0868386,,,,,62.818,5.621271,,,,,,,,,,,62.818,0.3862297,,,
62.821,0.0869178,,,,,62.821,5.609115,,,,,,,,,,,62.821,0.3862411,,,
62.823,0.08699699,,,,,62.823,5.596959,,,,,,,,,,,62.823,0.3862525,,,
62.826,0.08707619,,,,,62.826,5.584804,,,,,,,,,,,62.826,0.3862639,,,
62.828,0.08715539,,,,,62.828,5.572648,,,,,,,,,,,62.828,0.3862753,,,
62.831,0.08723459,,,,,62.831,5.560492,,,,,,,,,,,62.831,0.3862866,,,
62.834,0.08731379,,,,,62.834,5.548336,,,,,,,,,,,62.834,0.386298,,,
62.836,0.08739299,,,,,62.836,5.53618,,,,,,,,,,,62.836,0.3863094,,,
62.839,0.08747219,,,,,62.839,5.524024,,,,,,,,,,,62.839,0.3863208,,,
62.841,0.08755139,,,,,62.841,5.511868,,,,,,,,,,,62.841,0.3863322,,,
62.844,0.0878442,,,,,62.844,5.49993,,,,,,,,,,,62.844,0.3862891,,,
62.846,0.08853867,,,,,62.846,5.488401,,,,,,,,,,,62.846,0.3861438,,,
62.849,0.08923314,,,,,62.849,5.476871,,,,,,,,,,,62.849,0.3859984,,,
62.852,0.08992761,,,,,62.852,5.465342,,,,,,,,,,,62.852,0.385853,,,
62.854,0.09062208,,,,,62.854,5.453813,,,,,,,,,,,62.854,0.3857076,,,
62.857,0.09131655,,,,,62.857,5.442284,,,,,,,,,,,62.857,0.3855622,,,
62.859,0.09201102,,,,,62.859,5.430754,,,,,,,,,,,62.859,0.3854169,,,
62.862,0.09270755,,,,,62.862,5.41919,,,,,,,,,,,62.862,0.385271,,,
62.864,0.09340202,,,,,62.864,5.407661,,,,,,,,,,,62.864,0.3851257,,,
62.867,0.09409649,,,,,62.867,5.396132,,,,,,,,,,,62.867,0.3849803,,,
62.87,0.09479097,,,,,62.87,5.384603,,,,,,,,,,,62.87,0.3848349,,,
62.872,0.09548543,,,,,62.872,5.373073,,,,,,,,,,,62.872,0.3846895,,,
62.875,0.0961799,,,,,62.875,5.361544,,,,,,,,,,,62.875,0.3845441,,,
62.877,0.09730497,,,,,62.877,5.350273,,,,,,,,,,,62.877,0.3844934,,,
62.88,0.0990905,,,,,62.88,5.339396,,,,,,,,,,,62.88,0.3845876,,,
62.882,0.100876,,,,,62.882,5.328521,,,,,,,,,,,62.882,0.3846819,,,
62.885,0.1026616,,,,,62.885,5.317645,,,,,,,,,,,62.885,0.3847762,,,
62.888,0.1044471,,,,,62.888,5.306769,,,,,,,,,,,62.888,0.3848705,,,
62.89,0.1062326,,,,,62.89,5.295893,,,,,,,,,,,62.89,0.3849648,,,
62.893,0.1080182,,,,,62.893,5.285017,,,,,,,,,,,62.893,0.3850591,,,
62.895,0.1098037,,,,,62.895,5.274142,,,,,,,,,,,62.895,0.3851534,,,
62.898,0.1115892,,,,,62.898,5.263266,,,,,,,,,,,62.898,0.3852477,,,
62.901,0.1133747,,,,,62.901,5.25239,,,,,,,,,,,62.901,0.385342,,,
62.903,0.1151603,,,,,62.903,5.241514,,,,,,,,,,,62.903,0.3854363,,,
62.906,0.1169458,,,,,62.906,5.230638,,,,,,,,,,,62.906,0.3855306,,,
62.908,0.1187313,,,,,62.908,5.219762,,,,,,,,,,,62.908,0.3856249,,,
62.911,0.1207644,,,,,62.911,5.209349,,,,,,,,,,,62.911,0.3855937,,,
62.913,0.1230906,,,,,62.913,5.199576,,,,,,,,,,,62.913,0.3854072,,,
62.916,0.1254168,,,,,62.916,5.189803,,,,,,,,,,,62.916,0.3852207,,,
62.918,0.127743,,,,,62.918,5.180031,,,,,,,,,,,62.918,0.3850343,,,
62.921,0.1300692,,,,,62.921,5.170258,,,,,,,,,,,62.921,0.3848478,,,
62.924,0.1323954,,,,,62.924,5.160485,,,,,,,,,,,62.924,0.3846614,,,
62.926,0.1347215,,,,,62.926,5.150712,,,,,,,,,,,62.926,0.3844749,,,
62.929,0.1370477,,,,,62.929,5.14094,,,,,,,,,,,62.929,0.3842885,,,
62.931,0.1393739,,,,,62.931,5.131167,,,,,,,,,,,62.931,0.384102,,,
62.934,0.1417001,,,,,62.934,5.121395,,,,,,,,,,,62.934,0.3839155,,,
62.937,0.1440263,,,,,62.937,5.111622,,,,,,,,,,,62.937,0.3837291,,,
62.939,0.1463525,,,,,62.939,5.101849,,,,,,,,,,,62.939,0.3835427,,,
62.942,0.1486787,,,,,62.942,5.092077,,,,,,,,,,,62.942,0.3833562,,,
62.944,0.1518455,,,,,62.944,5.083011,,,,,,,,,,,62.944,0.3831266,,,
62.947,0.1559312,,,,,62.947,5.074718,,,,,,,,,,,62.947,0.3828497,,,
62.949,0.160017,,,,,62.949,5.066426,,,,,,,,,,,62.949,0.3825728,,,
62.952,0.1641028,,,,,62.952,5.058134,,,,,,,,,,,62.952,0.382296,,,
62.955,0.1681885,,,,,62.955,5.049841,,,,,,,,,,,62.955,0.3820191,,,
62.957,0.1722743,,,,,62.957,5.041549,,,,,,,,,,,62.957,0.3817423,,,
62.96,0.1763722,,,,,62.96,5.033232,,,,,,,,,,,62.96,0.3814646,,,
62.962,0.1804579,,,,,62.962,5.024939,,,,,,,,,,,62.962,0.3811877,,,
62.965,0.1845437,,,,,62.965,5.016646,,,,,,,,,,,62.965,0.3809109,,,
62.967,0.1886295,,,,,62.967,5.008354,,,,,,,,,,,62.967,0.380634,,,
62.97,0.1927152,,,,,62.97,5.000062,,,,,,,,,,,62.97,0.3803572,,,
62.973,0.196801,,,,,62.973,4.991769,,,,,,,,,,,62.973,0.3800803,,,
62.975,0.2008867,,,,,62.975,4.983477,,,,,,,,,,,62.975,0.3798035,,,
62.978,0.2053842,,,,,62.978,4.975976,,,,,,,,,,,62.978,0.3797199,,,
62.98,0.2102626,,,,,62.98,4.96921,,,,,,,,,,,62.98,0.3798152,,,
62.983,0.2151411,,,,,62.983,4.962444,,,,,,,,,,,62.983,0.3799104,,,
62.985,0.2200195,,,,,62.985,4.955678,,,,,,,,,,,62.985,0.3800057,,,
62.988,0.224898,,,,,62.988,4.948911,,,,,,,,,,,62.988,0.380101,,,
62.991,0.2297765,,,,,62.991,4.942144,,,,,,,,,,,62.991,0.3801963,,,
62.993,0.2346549,,,,,62.993,4.935378,,,,,,,,,,,62.993,0.3802916,,,
62.996,0.2395334,,,,,62.996,4.928612,,,,,,,,,,,62.996,0.3803869,,,
62.998,0.2444119,,,,,62.998,4.921845,,,,,,,,,,,62.998,0.3804822,,,
63.001,0.2492903,,,,,63.001,4.915079,,,,,,,,,,,63.001,0.3805775,,,
63.003,0.2541688,,,,,63.003,4.908313,,,,,,,,,,,63.003,0.3806728,,,
63.006,0.2590472,,,,,63.006,4.901546,,,,,,,,,,,63.006,0.380768,,,
63.009,0.2639402,,,,,63.009,4.89476,,,,,,,,,,,63.009,0.3808636,,,
63.011,0.2691438,,,,,63.011,4.888628,,,,,,,,,,,63.011,0.3807249,,,
63.014,0.274587,,,,,63.014,4.882963,,,,,,,,,,,63.014,0.3804137,,,
63.016,0.2800302,,,,,63.016,4.877298,,,,,,,,,,,63.016,0.3801025,,,
63.019,0.2854734,,,,,63.019,4.871634,,,,,,,,,,,63.019,0.3797913,,,
63.021,0.2909167,,,,,63.021,4.865969,,,,,,,,,,,63.021,0.3794801,,,
63.024,0.2963599,,,,,63.024,4.860305,,,,,,,,,,,63.024,0.3791689,,,
63.027,0.3018031,,,,,63.027,4.85464,,,,,,,,,,,63.027,0.3788577,,,
63.029,0.3072463,,,,,63.029,4.848976,,,,,,,,,,,63.029,0.3785465,,,
63.032,0.3126895,,,,,63.032,4.843311,,,,,,,,,,,63.032,0.3782353,,,
63.034,0.3181328,,,,,63.034,4.837646,,,,,,,,,,,63.034,0.3779241,,,
63.037,0.323576,,,,,63.037,4.831982,,,,,,,,,,,63.037,0.3776129,,,
63.039,0.3290192,,,,,63.039,4.826317,,,,,,,,,,,63.039,0.3773017,,,
63.042,0.3344624,,,,,63.042,4.820652,,,,,,,,,,,63.042,0.3769905,,,
63.045,0.3402337,,,,,63.045,4.815364,,,,,,,,,,,63.045,0.3768933,,,
63.047,0.3462271,,,,,63.047,4.810331,,,,,,,,,,,63.047,0.3769407,,,
63.05,0.3522204,,,,,63.05,4.805297,,,,,,,,,,,63.05,0.3769882,,,
63.052,0.3582138,,,,,63.052,4.800264,,,,,,,,,,,63.052,0.3770357,,,
63.055,0.3642071,,,,,63.055,4.79523,,,,,,,,,,,63.055,0.3770832,,,
63.057,0.3702182,,,,,63.057,4.790182,,,,,,,,,,,63.057,0.3771308,,,
63.06,0.3762116,,,,,63.06,4.785148,,,,,,,,,,,63.06,0.3771783,,,
63.063,0.3822049,,,,,63.063,4.780115,,,,,,,,,,,63.063,0.3772257,,,
63.065,0.3881983,,,,,63.065,4.775081,,,,,,,,,,,63.065,0.3772732,,,
63.068,0.3941917,,,,,63.068,4.770048,,,,,,,,,,,63.068,0.3773207,,,
63.07,0.400185,,,,,63.07,4.765014,,,,,,,,,,,63.07,0.3773682,,,
63.073,0.4061784,,,,,63.073,4.759981,,,,,,,,,,,63.073,0.3774156,,,
63.075,0.4121717,,,,,63.075,4.754947,,,,,,,,,,,63.075,0.3774631,,,
63.078,0.4177734,,,,,63.078,4.750272,,,,,,,,,,,63.078,0.3774143,,,
63.081,0.4231748,,,,,63.081,4.745779,,,,,,,,,,,63.081,0.3773163,,,
63.083,0.4285763,,,,,63.083,4.741287,,,,,,,,,,,63.083,0.3772183,,,
63.086,0.4339778,,,,,63.086,4.736794,,,,,,,,,,,63.086,0.3771203,,,
63.088,0.4393792,,,,,63.088,4.732302,,,,,,,,,,,63.088,0.3770224,,,
63.091,0.4447806,,,,,63.091,4.727809,,,,,,,,,,,63.091,0.3769243,,,
