Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,System pressure,,Cond temp,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,ml,MPa,ml,°C,
14.212,2.399028,17.764,4.609787,17.764,2.751177,14.212,3.399178,35.529,0,35.529,5.00001,,,,,35.528,4.188556,14.212,0.3829545,71.069,23.73547,
14.214,2.39924,17.767,4.607083,17.767,2.7671,14.214,3.399162,35.536,0,35.536,5.00001,,,,,35.535,4.181834,14.214,0.3830655,71.082,23.73678,
14.217,2.399451,17.77,4.58658,17.77,2.753913,14.217,3.399145,35.542,0,35.542,5.00001,,,,,35.541,4.175117,14.217,0.3831763,71.094,23.73893,
14.219,2.399663,17.773,4.599305,17.773,2.749118,14.219,3.399129,35.548,0,35.548,5.00001,,,,,35.547,4.168399,14.219,0.3832871,71.107,23.74071,
14.222,2.399875,17.777,4.588497,17.777,2.767545,14.222,3.399112,35.555,0,35.555,5.00001,,,,,35.554,4.161678,14.222,0.3833979,71.12,23.74215,
14.224,2.400086,17.78,4.596256,17.78,2.736339,14.224,3.399096,35.561,0,35.561,5.00001,,,,,35.56,4.15496,14.224,0.3835087,71.133,23.7432,
14.227,2.400298,17.783,4.57113,17.783,2.736761,14.227,3.399079,35.568,0,35.568,5.00001,,,,,35.567,4.148243,14.227,0.3836195,71.146,23.74426,
14.23,2.40051,17.786,4.549562,17.786,2.729232,14.23,3.399062,35.574,0,35.574,5.00001,,,,,35.573,4.141521,14.23,0.3837304,71.159,23.74559,
14.232,2.400721,17.79,4.567401,17.79,2.755119,14.232,3.399046,35.581,0,35.581,5.00001,,,,,35.58,4.134804,14.232,0.3838412,71.172,23.74632,
14.235,2.400988,17.793,4.578265,17.793,2.751792,14.235,3.399033,35.587,0,35.587,5.00001,,,,,35.586,4.128309,14.235,0.3839435,71.184,23.74714,
14.237,2.401335,17.796,4.588733,17.796,2.747789,14.237,3.399025,35.593,0,35.593,5.00001,,,,,35.592,4.122497,14.237,0.3840332,71.197,23.74782,
14.24,2.401682,17.799,4.562623,17.799,2.752977,14.24,3.399017,35.6,0,35.6,5.00001,,,,,35.599,4.116689,14.24,0.3841231,71.21,23.7484,
14.242,2.402029,17.802,4.586741,17.802,2.760151,14.242,3.399009,35.606,0,35.606,5.00001,,,,,35.605,4.11088,14.242,0.3842128,71.223,23.74865,
14.245,2.402376,17.806,4.568261,17.806,2.738719,14.245,3.399001,35.613,0,35.613,5.00001,,,,,35.612,4.105069,14.245,0.3843026,71.236,23.74884,
14.248,2.402723,17.809,4.586053,17.809,2.762792,14.248,3.398993,35.619,0,35.619,5.00001,,,,,35.618,4.099261,14.248,0.3843923,71.249,23.74902,
14.25,2.403069,17.812,4.583276,17.812,2.766998,14.25,3.398985,35.626,0,35.626,5.00001,,,,,35.625,4.093449,14.25,0.384482,71.262,23.74921,
14.253,2.403416,17.815,4.582694,17.815,2.767204,14.253,3.398977,35.632,0,35.632,5.00001,,,,,35.631,4.087641,14.253,0.3845717,71.274,23.74906,
14.255,2.403763,17.818,4.580087,17.818,2.764113,14.255,3.398969,35.639,0,35.639,5.00001,,,,,35.637,4.081832,14.255,0.3846615,71.287,23.74844,
14.258,2.40411,17.822,4.611478,17.822,2.76109,14.258,3.398961,35.645,0,35.645,5.00001,,,,,35.644,4.076021,14.258,0.3847512,71.3,23.74806,
14.26,2.404457,17.825,4.57657,17.825,2.744056,14.26,3.398952,35.651,0,35.651,5.00001,,,,,35.65,4.070213,14.26,0.3848409,71.313,23.74751,
14.263,2.404804,17.828,4.570201,17.828,2.756848,14.263,3.398945,35.658,0,35.658,5.00001,,,,,35.657,4.064404,14.263,0.3849308,71.326,23.74604,
14.266,2.405151,17.831,4.561521,17.831,2.761334,14.266,3.398937,35.664,0,35.664,5.00001,,,,,35.663,4.058593,14.266,0.3850206,71.339,23.74457,
14.268,2.405426,17.835,4.555337,17.835,2.762856,14.268,3.398933,35.671,0,35.671,5.00001,,,,,35.67,4.052994,14.268,0.3849601,71.352,23.74299,
14.271,2.405615,17.838,4.57234,17.838,2.761312,14.271,3.398934,35.677,0,35.677,5.00001,,,,,35.676,4.047904,14.271,0.3847232,71.364,23.74233,
14.273,2.405805,17.841,4.585663,17.841,2.759392,14.273,3.398936,35.684,0,35.684,5.00001,,,,,35.682,4.04281,14.273,0.3844863,71.377,23.74217,
14.276,2.405995,17.844,4.585386,17.844,2.749123,14.276,3.398937,35.69,0,35.69,5.00001,,,,,35.689,4.03772,14.276,0.3842494,71.39,23.74164,
14.278,2.406184,17.847,4.564051,17.847,2.741547,14.278,3.398939,35.696,0,35.696,5.00001,,,,,35.695,4.03263,14.278,0.3840125,71.403,23.74081,
14.281,2.406374,17.851,4.537781,17.851,2.730324,14.281,3.398941,35.703,0,35.703,5.00001,,,,,35.702,4.027537,14.281,0.3837756,71.416,23.74034,
14.284,2.406563,17.854,4.560002,17.854,2.741261,14.284,3.398942,35.709,0,35.709,5.00001,,,,,35.708,4.022446,14.284,0.3835387,71.429,23.73928,
14.286,2.406753,17.857,4.553125,17.857,2.739125,14.286,3.398944,35.716,0,35.716,5.00001,,,,,35.715,4.017356,14.286,0.3833018,71.442,23.73834,
14.289,2.406943,17.86,4.532385,17.86,2.726791,14.289,3.398945,35.722,0,35.722,5.00001,,,,,35.721,4.012263,14.289,0.3830646,71.454,23.7373,
14.291,2.407132,17.863,4.54258,17.863,2.732418,14.291,3.398947,35.729,0,35.729,5.00001,,,,,35.727,4.007173,14.291,0.3828277,71.467,23.73697,
14.294,2.407322,17.867,4.580579,17.867,2.761074,14.294,3.398948,35.735,0,35.735,5.00001,,,,,35.734,4.002082,14.294,0.3825908,71.48,23.73724,
14.296,2.407512,17.87,4.550595,17.87,2.734096,14.296,3.39895,35.741,0,35.741,5.00001,,,,,35.74,3.996989,14.296,0.3823539,71.493,23.73753,
14.299,2.407701,17.873,4.53307,17.873,2.744081,14.299,3.398952,35.748,0,35.748,5.00001,,,,,35.747,3.991899,14.299,0.382117,71.506,23.73781,
14.302,2.407718,17.876,4.563113,17.876,2.74832,14.302,3.398948,35.754,0,35.754,5.00001,,,,,35.753,3.986974,14.302,0.3820742,71.519,23.73817,
14.304,2.407565,17.88,4.560583,17.88,2.755492,14.304,3.398941,35.761,0,35.761,5.00001,,,,,35.76,3.982375,14.304,0.382221,71.532,23.73882,
14.307,2.407412,17.883,4.56258,17.883,2.739233,14.307,3.398934,35.767,0,35.767,5.00001,,,,,35.766,3.977778,14.307,0.3823677,71.544,23.73958,
14.309,2.407259,17.886,4.533761,17.886,2.745502,14.309,3.398926,35.774,0,35.774,5.00001,,,,,35.772,3.973182,14.309,0.3825144,71.557,23.74114,
14.312,2.407106,17.889,4.527081,17.889,2.737033,14.312,3.398919,35.78,0,35.78,5.00001,,,,,35.779,3.968583,14.312,0.3826614,71.57,23.74295,
14.314,2.406953,17.892,4.50588,17.892,2.748721,14.314,3.398912,35.786,0,35.786,5.00001,,,,,35.785,3.963986,14.314,0.3828081,71.583,23.74505,
14.317,2.4068,17.896,4.511972,17.896,2.760885,14.317,3.398904,35.793,0,35.793,5.00001,,,,,35.792,3.959389,14.317,0.3829549,71.596,23.74669,
14.32,2.406647,17.899,4.52714,17.899,2.730629,14.32,3.398897,35.799,0,35.799,5.00001,,,,,35.798,3.95479,14.32,0.3831016,71.609,23.74699,
14.322,2.406494,17.902,4.553904,17.902,2.75207,14.322,3.39889,35.806,0,35.806,5.00001,,,,,35.805,3.950193,14.322,0.3832484,71.622,23.74703,
14.325,2.406342,17.905,4.537138,17.905,2.728159,14.325,3.398882,35.812,0,35.812,5.00001,,,,,35.811,3.945597,14.325,0.3833951,71.634,23.74815,
14.327,2.406189,17.908,4.53288,17.908,2.727999,14.327,3.398875,35.819,0,35.819,5.00001,,,,,35.817,3.940998,14.327,0.3835419,71.647,23.74884,
14.33,2.406036,17.912,4.535531,17.912,2.738815,14.33,3.398868,35.825,0,35.825,5.00001,,,,,35.824,3.936401,14.33,0.3836886,71.66,23.74975,
14.332,2.405883,17.915,4.535161,17.915,2.750421,14.332,3.39886,35.831,0,35.831,5.00001,,,,,35.83,3.931804,14.332,0.3838353,71.673,23.75093,
14.335,2.405541,17.918,4.527081,17.918,2.740742,14.335,3.398848,35.838,0,35.838,5.00001,,,,,35.837,3.927391,14.335,0.3838639,71.686,23.75252,
14.338,2.40505,17.921,4.55657,17.921,2.741982,14.338,3.398833,35.844,0,35.844,5.00001,,,,,35.843,3.923284,14.338,0.3837991,71.699,23.75376,
14.34,2.40456,17.925,4.528893,17.925,2.736414,14.34,3.398817,35.851,0,35.851,5.00001,,,,,35.85,3.919177,14.34,0.3837345,71.712,23.75336,
14.343,2.40407,17.928,4.522706,17.928,2.723398,14.343,3.398802,35.857,0,35.857,5.00001,,,,,35.856,3.915067,14.343,0.3836699,71.724,23.75213,
14.345,2.40358,17.931,4.558553,17.931,2.731198,14.345,3.398786,35.864,0,35.864,5.00001,,,,,35.862,3.91096,14.345,0.3836052,71.737,23.75101,
14.348,2.403089,17.934,4.572399,17.934,2.756674,14.348,3.398771,35.87,0,35.87,5.00001,,,,,35.869,3.906853,14.348,0.3835406,71.75,23.75063,
14.35,2.402599,17.937,4.535306,17.937,2.745434,14.35,3.398756,35.876,0,35.876,5.00001,,,,,35.875,3.902744,14.35,0.383476,71.763,23.75014,
14.353,2.402109,17.941,4.510283,17.941,2.748256,14.353,3.39874,35.883,0,35.883,5.00001,,,,,35.882,3.898637,14.353,0.3834113,71.776,23.74967,
14.356,2.401618,17.944,4.53696,17.944,2.763957,14.356,3.398725,35.889,0,35.889,5.00001,,,,,35.888,3.89453,14.356,0.3833467,71.789,23.74913,
14.358,2.401128,17.947,4.521857,17.947,2.743462,14.358,3.398709,35.896,0,35.896,5.00001,,,,,35.895,3.89042,14.358,0.3832821,71.802,23.74888,
14.361,2.400637,17.95,4.519926,17.95,2.74521,14.361,3.398694,35.902,0,35.902,5.00001,,,,,35.901,3.886313,14.361,0.3832174,71.814,23.74844,
14.363,2.400147,17.953,4.501785,17.953,2.725619,14.363,3.398678,35.909,0,35.909,5.00001,,,,,35.907,3.882206,14.363,0.3831527,71.827,23.74803,
14.366,2.399657,17.957,4.531626,17.957,2.730897,14.366,3.398663,35.915,0,35.915,5.00001,,,,,35.914,3.878097,14.366,0.3830881,71.84,23.74753,
14.368,2.399174,17.96,4.502946,17.96,2.726545,14.368,3.398648,35.921,0,35.921,5.00001,,,,,35.92,3.874181,14.368,0.3829527,71.853,23.74755,
14.371,2.398696,17.963,4.550761,17.963,2.728806,14.371,3.398634,35.928,0,35.928,5.00001,,,,,35.927,3.870519,14.371,0.3827675,71.866,23.74749,
14.374,2.398218,17.966,4.5179,17.966,2.733814,14.374,3.39862,35.934,0,35.934,5.00001,,,,,35.933,3.866855,14.374,0.3825824,71.879,23.74798,
14.376,2.39774,17.97,4.498332,17.97,2.739148,14.376,3.398606,35.941,0,35.941,5.00001,,,,,35.94,3.863193,14.376,0.3823972,71.892,23.74887,
14.379,2.397262,17.973,4.533597,17.973,2.747969,14.379,3.398592,35.947,0,35.947,5.00001,,,,,35.946,3.859531,14.379,0.3822121,71.905,23.75009,
14.381,2.396783,17.976,4.553035,17.976,2.722132,14.381,3.398578,35.954,0,35.954,5.00001,,,,,35.952,3.855867,14.381,0.3820269,71.917,23.75061,
14.384,2.396305,17.979,4.512772,17.979,2.719327,14.384,3.398564,35.96,0,35.96,5.00001,,,,,35.959,3.852205,14.384,0.3818418,71.93,23.75112,
14.386,2.395827,17.982,4.509007,17.982,2.720785,14.386,3.39855,35.966,0,35.966,5.00001,,,,,35.965,3.848543,14.386,0.3816564,71.943,23.75129,
14.389,2.395349,17.986,4.509925,17.986,2.71447,14.389,3.398536,35.973,0,35.973,5.00001,,,,,35.972,3.844879,14.389,0.3814712,71.956,23.75199,
14.392,2.394871,17.989,4.532373,17.989,2.738548,14.392,3.398522,35.979,0,35.979,5.00001,,,,,35.978,3.841217,14.392,0.3812861,71.969,23.75239,
14.394,2.394392,17.992,4.513323,17.992,2.735981,14.394,3.398508,35.986,0,35.986,5.00001,,,,,35.985,3.837553,14.394,0.381101,71.982,23.75288,
14.397,2.393914,17.995,4.475472,17.995,2.703415,14.397,3.398494,35.992,0,35.992,5.00001,,,,,35.991,3.833891,14.397,0.3809158,71.995,23.75216,
14.399,2.393436,17.998,4.505234,17.998,2.736101,14.399,3.39848,35.999,0,35.999,5.00001,,,,,35.997,3.830229,14.399,0.3807307,72.007,23.75077,
14.402,2.393252,18.002,4.519041,18.002,2.726264,14.402,3.398475,36.005,0,36.005,5.00001,,,,,36.004,3.826751,14.402,0.3808009,72.02,23.74945,
14.404,2.393242,18.005,4.523414,18.005,2.741152,14.404,3.398475,36.011,0,36.011,5.00001,,,,,36.01,3.823484,14.404,0.3810217,72.033,23.74823,
14.407,2.393231,18.008,4.485657,18.008,2.714143,14.407,3.398476,36.018,0,36.018,5.00001,,,,,36.017,3.820216,14.407,0.3812425,72.046,23.74706,
14.41,2.393221,18.011,4.479381,18.011,2.712306,14.41,3.398477,36.024,0,36.024,5.00001,,,,,36.023,3.816947,14.41,0.3814636,72.059,23.7465,
14.412,2.39321,18.015,4.448746,18.015,2.702764,14.412,3.398477,36.031,0,36.031,5.00001,,,,,36.03,3.813679,14.412,0.3816845,72.072,23.74616,
14.415,2.393199,18.018,4.465688,18.018,2.706928,14.415,3.398478,36.037,0,36.037,5.00001,,,,,36.036,3.810412,14.415,0.3819053,72.085,23.74608,
14.417,2.393189,18.021,4.460917,18.021,2.719218,14.417,3.398478,36.044,0,36.044,5.00001,,,,,36.042,3.807142,14.417,0.3821261,72.097,23.74643,
14.42,2.393178,18.024,4.462502,18.024,2.714267,14.42,3.398479,36.05,0,36.05,5.00001,,,,,36.049,3.803875,14.42,0.3823469,72.11,23.74739,
14.422,2.393167,18.027,4.471024,18.027,2.723554,14.422,3.398479,36.056,0,36.056,5.00001,,,,,36.055,3.800608,14.422,0.3825677,72.123,23.74874,
14.425,2.393157,18.031,4.494165,18.031,2.7393,14.425,3.39848,36.063,0,36.063,5.00001,,,,,36.062,3.797338,14.425,0.3827885,72.136,23.74927,
14.428,2.393147,18.034,4.495726,18.034,2.726861,14.428,3.39848,36.069,0,36.069,5.00001,,,,,36.068,3.794071,14.428,0.3830093,72.149,23.7496,
14.43,2.393136,18.037,4.495841,18.037,2.718404,14.43,3.398481,36.076,0,36.076,5.00001,,,,,36.075,3.790803,14.43,0.3832301,72.162,23.7494,
14.433,2.393125,18.04,4.462755,18.04,2.718403,14.433,3.398482,36.082,0,36.082,5.00001,,,,,36.081,3.787534,14.433,0.383451,72.175,23.74895,
14.435,2.393174,18.043,4.494359,18.043,2.745698,14.435,3.398488,36.089,0,36.089,5.00001,,,,,36.087,3.784451,14.435,0.3834632,72.187,23.7483,
14.438,2.393249,18.047,4.47202,18.047,2.71146,14.438,3.398496,36.095,0,36.095,5.00001,,,,,36.094,3.781542,14.438,0.3833826,72.2,23.74813,
14.44,2.393324,18.05,4.504898,18.05,2.710948,14.44,3.398504,36.101,0,36.101,5.00001,,,,,36.1,3.77863,14.44,0.3833019,72.213,23.74729,
14.443,2.393399,18.053,4.475615,18.053,2.71135,14.443,3.398512,36.108,0,36.108,5.00001,,,,,36.107,3.775721,14.443,0.3832213,72.226,23.74706,
14.446,2.393473,18.056,4.462717,18.056,2.73088,14.446,3.39852,36.114,0,36.114,5.00001,,,,,36.113,3.772811,14.446,0.3831407,72.239,23.74697,
14.448,2.393548,18.06,4.468999,18.06,2.718087,14.448,3.398528,36.121,0,36.121,5.00001,,,,,36.12,3.7699,14.448,0.3830601,72.252,23.74648,
14.451,2.393623,18.063,4.517432,18.063,2.734203,14.451,3.398536,36.127,0,36.127,5.00001,,,,,36.126,3.76699,14.451,0.3829794,72.265,23.74554,
14.453,2.393698,18.066,4.49142,18.066,2.717048,14.453,3.398545,36.134,0,36.134,5.00001,,,,,36.132,3.764081,14.453,0.3828988,72.277,23.7455,
14.456,2.393773,18.069,4.49392,18.069,2.710465,14.456,3.398553,36.14,0,36.14,5.00001,,,,,36.139,3.761169,14.456,0.3828182,72.29,23.74526,
14.458,2.393848,18.072,4.502211,18.072,2.721332,14.458,3.398561,36.146,0,36.146,5.00001,,,,,36.145,3.75826,14.458,0.3827374,72.303,23.74478,
14.461,2.393923,18.076,4.482644,18.076,2.733467,14.461,3.398569,36.153,0,36.153,5.00001,,,,,36.152,3.75535,14.461,0.3826568,72.316,23.74354,
14.464,2.393997,18.079,4.47677,18.079,2.720373,14.464,3.398577,36.159,0,36.159,5.00001,,,,,36.158,3.752438,14.464,0.3825761,72.329,23.74241,
14.466,2.394072,18.082,4.440869,18.082,2.698696,14.466,3.398585,36.166,0,36.166,5.00001,,,,,36.165,3.749529,14.466,0.3824955,72.342,23.74132,
14.469,2.393901,18.085,4.442137,18.085,2.705177,14.469,3.398594,36.172,0,36.172,5.00001,,,,,36.171,3.746818,14.469,0.3824967,72.355,23.73959,
14.471,2.393634,18.088,4.466989,18.088,2.726993,14.471,3.398602,36.179,0,36.179,5.00001,,,,,36.177,3.744258,14.471,0.3825301,72.367,23.73745,
14.474,2.393366,18.092,4.474757,18.092,2.737562,14.474,3.398611,36.185,0,36.185,5.00001,,,,,36.184,3.7417,14.474,0.3825635,72.38,23.73551,
14.476,2.393098,18.095,4.458103,18.095,2.722991,14.476,3.39862,36.191,0,36.191,5.00001,,,,,36.19,3.739141,14.476,0.3825969,72.393,23.73354,
14.479,2.392831,18.098,4.461914,18.098,2.725246,14.479,3.398628,36.198,0,36.198,5.00001,,,,,36.197,3.736581,14.479,0.3826303,72.406,23.73145,
14.482,2.392563,18.101,4.461218,18.101,2.724615,14.482,3.398637,36.204,0,36.204,5.00001,,,,,36.203,3.734023,14.482,0.3826636,72.419,23.72962,
14.484,2.392295,18.105,4.465882,18.105,2.71704,14.484,3.398646,36.211,0,36.211,5.00001,,,,,36.21,3.731465,14.484,0.382697,72.432,23.7288,
14.487,2.392027,18.108,4.456326,18.108,2.729268,14.487,3.398655,36.217,0,36.217,5.00001,,,,,36.216,3.728905,14.487,0.3827304,72.445,23.72868,
14.489,2.39176,18.111,4.470355,18.111,2.721469,14.489,3.398663,36.224,0,36.224,5.00001,,,,,36.222,3.726346,14.489,0.3827638,72.457,23.72876,
14.492,2.391492,18.114,4.477109,18.114,2.720827,14.492,3.398672,36.23,0,36.23,5.00001,,,,,36.229,3.723788,14.492,0.3827972,72.47,23.72863,
14.494,2.391224,18.117,4.461768,18.117,2.723001,14.494,3.398681,36.236,0,36.236,5.00001,,,,,36.235,3.721228,14.494,0.3828306,72.483,23.72838,
14.497,2.390957,18.121,4.478129,18.121,2.727128,14.497,3.398689,36.243,0,36.243,5.00001,,,,,36.242,3.71867,14.497,0.3828639,72.496,23.72836,
14.5,2.390689,18.124,4.452011,18.124,2.714436,14.5,3.398698,36.249,0,36.249,5.00001,,,,,36.248,3.716111,14.5,0.3828973,72.509,23.72772,
14.502,2.390492,18.127,4.429696,18.127,2.697948,14.502,3.398705,36.256,0,36.256,5.00001,,,,,36.255,3.713722,14.502,0.3829899,72.522,23.72688,
14.505,2.390316,18.13,4.457738,18.13,2.713286,14.505,3.398711,36.262,0,36.262,5.00001,,,,,36.261,3.71144,14.505,0.3830996,72.535,23.72579,
14.507,2.39014,18.133,4.410759,18.133,2.714229,14.507,3.398717,36.269,0,36.269,5.00001,,,,,36.267,3.709157,14.507,0.3832094,72.547,23.72574,
14.51,2.389964,18.137,4.449868,18.137,2.711214,14.51,3.398723,36.275,0,36.275,5.00001,,,,,36.274,3.706873,14.51,0.3833191,72.56,23.72622,
14.512,2.389787,18.14,4.46158,18.14,2.707752,14.512,3.398729,36.281,0,36.281,5.00001,,,,,36.28,3.704591,14.512,0.3834287,72.573,23.72669,
14.515,2.389611,18.143,4.42719,18.143,2.716911,14.515,3.398735,36.288,0,36.288,5.00001,,,,,36.287,3.702308,14.515,0.3835384,72.586,23.72697,
14.518,2.389435,18.146,4.440372,18.146,2.714559,14.518,3.398741,36.294,0,36.294,5.00001,,,,,36.293,3.700024,14.518,0.383648,72.599,23.72761,
14.52,2.389259,18.15,4.452894,18.15,2.713394,14.52,3.398747,36.301,0,36.301,5.00001,,,,,36.3,3.697742,14.52,0.3837577,72.612,23.7284,
14.523,2.389083,18.153,4.435664,18.153,2.705035,14.523,3.398753,36.307,0,36.307,5.00001,,,,,36.306,3.695459,14.523,0.3838674,72.625,23.72914,
14.525,2.388907,18.156,4.42698,18.156,2.701664,14.525,3.398759,36.314,0,36.314,5.00001,,,,,36.312,3.693175,14.525,0.383977,72.637,23.72972,
14.528,2.388731,18.159,4.427089,18.159,2.719649,14.528,3.398765,36.32,0,36.32,5.00001,,,,,36.319,3.690893,14.528,0.3840867,72.65,23.73052,
14.53,2.388554,18.162,4.426635,18.162,2.713409,14.53,3.398771,36.326,0,36.326,5.00001,,,,,36.325,3.68861,14.53,0.3841963,72.663,23.73074,
14.533,2.388378,18.166,4.447922,18.166,2.725883,14.533,3.398777,36.333,0,36.333,5.00001,,,,,36.332,3.686326,14.533,0.3843062,72.676,23.73033,
14.536,2.388283,18.169,4.446918,18.169,2.712396,14.536,3.398787,36.339,0,36.339,5.00001,,,,,36.338,3.684234,14.536,0.3841373,72.689,23.73011,
14.538,2.388204,18.172,4.429691,18.172,2.723998,14.538,3.398799,36.346,0,36.346,5.00001,,,,,36.345,3.682238,14.538,0.3839112,72.702,23.73037,
14.541,2.388126,18.175,4.429102,18.175,2.716538,14.541,3.39881,36.352,0,36.352,5.00001,,,,,36.351,3.680243,14.541,0.3836851,72.715,23.73022,
14.543,2.388047,18.178,4.442867,18.178,2.718757,14.543,3.398822,36.359,0,36.359,5.00001,,,,,36.357,3.678248,14.543,0.383459,72.727,23.73015,
14.546,2.387969,18.182,4.4387,18.182,2.712837,14.546,3.398833,36.365,0,36.365,5.00001,,,,,36.364,3.676252,14.546,0.3832329,72.74,23.73054,
14.548,2.387891,18.185,4.449006,18.185,2.735702,14.548,3.398844,36.371,0,36.371,5.00001,,,,,36.37,3.674257,14.548,0.3830068,72.753,23.73074,
14.551,2.387812,18.188,4.398117,18.188,2.711146,14.551,3.398856,36.378,0,36.378,5.00001,,,,,36.377,3.672262,14.551,0.3827806,72.766,23.73136,
14.554,2.387734,18.191,4.434,18.191,2.721979,14.554,3.398867,36.384,0,36.384,5.00001,,,,,36.383,3.670266,14.554,0.3825545,72.779,23.73182,
14.556,2.387655,18.195,4.433705,18.195,2.712503,14.556,3.398879,36.391,0,36.391,5.00001,,,,,36.39,3.668271,14.556,0.3823281,72.792,23.73178,
14.559,2.387577,18.198,4.430581,18.198,2.705126,14.559,3.39889,36.397,0,36.397,5.00001,,,,,36.396,3.666276,14.559,0.382102,72.805,23.73135,
14.561,2.387499,18.201,4.413436,18.201,2.706457,14.561,3.398901,36.404,0,36.404,5.00001,,,,,36.402,3.66428,14.561,0.3818758,72.817,23.73029,
14.564,2.38742,18.204,4.413472,18.204,2.695432,14.564,3.398913,36.41,0,36.41,5.00001,,,,,36.409,3.662285,14.564,0.3816497,72.83,23.72826,
14.566,2.387342,18.207,4.425879,18.207,2.705341,14.566,3.398924,36.416,0,36.416,5.00001,,,,,36.415,3.66029,14.566,0.3814236,72.843,23.72621,
14.569,2.387377,18.211,4.397457,18.211,2.714736,14.569,3.398933,36.423,0,36.423,5.00001,,,,,36.422,3.658382,14.569,0.3815361,72.856,23.72448,
14.572,2.387432,18.214,4.426678,18.214,2.716466,14.572,3.398941,36.429,0,36.429,5.00001,,,,,36.428,3.656511,14.572,0.3817049,72.869,23.72353,
14.574,2.387486,18.217,4.465405,18.217,2.708664,14.574,3.398949,36.436,0,36.436,5.00001,,,,,36.435,3.65464,14.574,0.3818736,72.882,23.72241,
14.577,2.387541,18.22,4.423148,18.22,2.708536,14.577,3.398957,36.442,0,36.442,5.00001,,,,,36.441,3.652768,14.577,0.3820424,72.895,23.72088,
14.579,2.387595,18.223,4.429512,18.223,2.702127,14.579,3.398966,36.449,0,36.449,5.00001,,,,,36.447,3.650897,14.579,0.3822111,72.908,23.71951,
14.582,2.38765,18.227,4.418382,18.227,2.700996,14.582,3.398974,36.455,0,36.455,5.00001,,,,,36.454,3.649026,14.582,0.3823802,72.92,23.71872,
14.584,2.387704,18.23,4.41274,18.23,2.682578,14.584,3.398982,36.461,0,36.461,5.00001,,,,,36.46,3.647154,14.584,0.3825489,72.933,23.71765,
14.587,2.387759,18.233,4.419082,18.233,2.692942,14.587,3.398991,36.468,0,36.468,5.00001,,,,,36.467,3.645283,14.587,0.3827177,72.946,23.71631,
14.59,2.387813,18.236,4.407532,18.236,2.69864,14.59,3.398999,36.474,0,36.474,5.00001,,,,,36.473,3.643413,14.59,0.3828864,72.959,23.71545,
14.592,2.387868,18.24,4.396843,18.24,2.688738,14.592,3.399007,36.481,0,36.481,5.00001,,,,,36.48,3.641541,14.592,0.3830552,72.972,23.71517,
14.595,2.387922,18.243,4.36368,18.243,2.689854,14.595,3.399015,36.487,0,36.487,5.00001,,,,,36.486,3.63967,14.595,0.383224,72.985,23.71534,
14.597,2.387977,18.246,4.39609,18.246,2.691463,14.597,3.399024,36.494,0,36.494,5.00001,,,,,36.493,3.637799,14.597,0.3833927,72.998,23.71501,
14.6,2.388031,18.249,4.40872,18.249,2.702588,14.6,3.399032,36.5,0,36.5,5.00001,,,,,36.499,3.635927,14.6,0.3835615,73.01,23.71436,
14.602,2.388089,18.252,4.405396,18.252,2.689149,14.602,3.399032,36.506,0,36.506,5.00001,,,,,36.505,3.634175,14.602,0.3835357,73.023,23.71342,
14.605,2.388146,18.256,4.373204,18.256,2.680995,14.605,3.399032,36.513,0,36.513,5.00001,,,,,36.512,3.632463,14.605,0.3834938,73.036,23.71224,
14.608,2.388204,18.259,4.402774,18.259,2.69376,14.608,3.399032,36.519,0,36.519,5.00001,,,,,36.518,3.63075,14.608,0.3834521,73.049,23.71149,
14.61,2.388262,18.262,4.363507,18.262,2.674694,14.61,3.399032,36.526,0,36.526,5.00001,,,,,36.525,3.629037,14.61,0.3834104,73.062,23.71157,
14.613,2.388319,18.265,4.390716,18.265,2.686913,14.613,3.399032,36.532,0,36.532,5.00001,,,,,36.531,3.627325,14.613,0.3833686,73.075,23.71157,
14.615,2.388376,18.268,4.412437,18.268,2.7006,14.615,3.399032,36.539,0,36.539,5.00001,,,,,36.538,3.625612,14.615,0.3833269,73.088,23.71105,
14.618,2.388434,18.272,4.394864,18.272,2.696692,14.618,3.399031,36.545,0,36.545,5.00001,,,,,36.544,3.623899,14.618,0.3832851,73.1,23.70974,
14.62,2.388492,18.275,4.417791,18.275,2.682714,14.62,3.399031,36.551,0,36.551,5.00001,,,,,36.55,3.622187,14.62,0.3832434,73.113,23.70857,
14.623,2.388549,18.278,4.372539,18.278,2.685147,14.623,3.399031,36.558,0,36.558,5.00001,,,,,36.557,3.620474,14.623,0.3832016,73.126,23.70806,
14.626,2.388607,18.281,4.403375,18.281,2.692712,14.626,3.399031,36.564,0,36.564,5.00001,,,,,36.563,3.618762,14.626,0.3831599,73.139,23.70794,
14.628,2.388664,18.285,4.395631,18.285,2.703917,14.628,3.399031,36.571,0,36.571,5.00001,,,,,36.57,3.617049,14.628,0.3831181,73.152,23.70808,
14.631,2.388722,18.288,4.378176,18.288,2.700544,14.631,3.399031,36.577,0,36.577,5.00001,,,,,36.576,3.615336,14.631,0.3830763,73.165,23.70885,
