Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,Cond temp,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,ml,°C,
3.496,1384.364,4.372,38.62184,4.372,18.19541,3.496,10.72098,8.743,100,8.743,5.00001,,,,,8.741,6.7485,17.485,24.24912,
3.499,1362.088,4.375,38.35739,4.375,18.0573,3.499,10.60047,8.749,100,8.749,5.00001,,,,,8.747,6.748203,17.498,24.24884,
3.502,1339.809,4.378,38.04763,4.378,17.93228,3.502,10.47916,8.755,100,8.755,5.00001,,,,,8.754,6.747911,17.511,24.2484,
3.504,1318.022,4.381,37.85435,4.381,17.83924,3.504,10.35837,8.762,100,8.762,5.00001,,,,,8.76,6.747619,17.524,24.24745,
3.507,1296.604,4.385,37.49916,4.385,17.70702,3.507,10.23873,8.768,100,8.768,5.00001,,,,,8.767,6.747326,17.537,24.2462,
3.509,1274.757,4.388,37.24274,4.388,17.5836,3.509,10.11559,8.775,100,8.775,5.00001,,,,,8.773,6.747034,17.55,24.24526,
3.512,1252.83,4.391,36.9877,4.391,17.45945,3.512,9.99387,8.781,100,8.781,5.00001,,,,,8.779,6.746742,17.563,24.24434,
3.514,1231.647,4.394,36.77865,4.394,17.37857,3.514,9.87328,8.788,100,8.788,5.00001,,,,,8.786,6.74645,17.575,24.24346,
3.517,1210.979,4.398,36.55785,4.398,17.25578,3.517,9.752851,8.794,100,8.794,5.00001,,,,,8.792,6.746158,17.588,24.24283,
3.52,1189.932,4.401,36.2851,4.401,17.14175,3.52,9.633247,8.8,100,8.8,5.00001,,,,,8.799,6.745865,17.601,24.24285,
3.522,1169.299,4.404,36.04787,4.404,17.03962,3.522,9.514239,8.807,100,8.807,5.00001,,,,,8.805,6.745573,17.614,24.24274,
3.525,1148.627,4.407,35.77736,4.407,16.92199,3.525,9.395214,8.813,100,8.813,5.00001,,,,,8.812,6.745281,17.627,24.24168,
3.527,1128.791,4.41,35.52084,4.41,16.79953,3.527,9.277844,8.82,100,8.82,5.00001,,,,,8.818,6.744988,17.64,24.2401,
3.53,1108.595,4.414,35.28833,4.414,16.68092,3.53,9.161123,8.826,100,8.826,5.00001,,,,,8.824,6.744697,17.653,24.23902,
3.532,1089.172,4.417,35.09744,4.417,16.58676,3.532,9.045318,8.833,100,8.833,5.00001,,,,,8.831,6.744491,17.665,24.23804,
3.535,1069.648,4.42,34.86512,4.42,16.48832,3.535,8.930489,8.839,100,8.839,5.00001,,,,,8.837,6.744284,17.678,24.23683,
3.538,1050.387,4.423,34.6091,4.423,16.37494,3.538,8.816669,8.845,100,8.845,5.00001,,,,,8.844,6.744078,17.691,24.23543,
3.54,1031.083,4.426,34.37504,4.426,16.24559,3.54,8.70407,8.852,100,8.852,5.00001,,,,,8.85,6.743872,17.704,24.23418,
3.543,1012.097,4.43,34.14838,4.43,16.16018,3.543,8.59201,8.858,100,8.858,5.00001,,,,,8.857,6.743665,17.717,24.23349,
3.545,993.1939,4.433,33.9703,4.433,16.0926,3.545,8.481662,8.865,100,8.865,5.00001,,,,,8.863,6.743459,17.73,24.23214,
3.548,974.3302,4.436,33.74282,4.436,15.96747,3.548,8.373021,8.871,100,8.871,5.00001,,,,,8.869,6.743253,17.743,24.23078,
3.55,955.9971,4.439,33.5326,4.439,15.86273,3.55,8.265946,8.878,100,8.878,5.00001,,,,,8.876,6.743047,17.755,24.22986,
3.553,938.412,4.443,33.33474,4.443,15.79408,3.553,8.160618,8.884,100,8.884,5.00001,,,,,8.882,6.74284,17.768,24.23011,
3.556,920.8512,4.446,33.11994,4.446,15.67681,3.556,8.057495,8.89,100,8.89,5.00001,,,,,8.889,6.742634,17.781,24.22984,
3.558,903.8311,4.449,32.90433,4.449,15.5732,3.558,7.956994,8.897,100,8.897,5.00001,,,,,8.895,6.742428,17.794,24.2299,
3.561,886.9174,4.452,32.6629,4.452,15.45198,3.561,7.857815,8.903,100,8.903,5.00001,,,,,8.902,6.742221,17.807,24.22997,
3.563,870.1257,4.455,32.49623,4.455,15.39582,3.563,7.758831,8.91,100,8.91,5.00001,,,,,8.908,6.742017,17.82,24.23092,
3.566,853.3741,4.459,32.28638,4.459,15.29608,3.566,7.662241,8.916,100,8.916,5.00001,,,,,8.914,6.741856,17.833,24.23073,
3.568,837.3581,4.462,32.0601,4.462,15.20493,3.568,7.56835,8.923,100,8.923,5.00001,,,,,8.921,6.741695,17.846,24.23012,
3.571,821.7973,4.465,31.81403,4.465,15.08478,3.571,7.475803,8.929,100,8.929,5.00001,,,,,8.927,6.741534,17.858,24.22882,
3.574,806.6442,4.468,31.72003,4.468,15.04348,3.574,7.384854,8.935,100,8.935,5.00001,,,,,8.934,6.741373,17.871,24.22806,
3.576,791.6453,4.471,31.50844,4.471,14.93429,3.576,7.296897,8.942,100,8.942,5.00001,,,,,8.94,6.741212,17.884,24.22744,
3.579,777.0723,4.475,31.31988,4.475,14.84803,3.579,7.210002,8.948,100,8.948,5.00001,,,,,8.947,6.741051,17.897,24.22645,
3.581,762.626,4.478,31.12042,4.478,14.76942,3.581,7.124968,8.955,100,8.955,5.00001,,,,,8.953,6.74089,17.91,24.22548,
3.584,748.6768,4.481,30.9341,4.481,14.65318,3.584,7.041553,8.961,100,8.961,5.00001,,,,,8.959,6.740728,17.923,24.22486,
3.586,734.5367,4.484,30.82705,4.484,14.60821,3.586,6.960369,8.968,100,8.968,5.00001,,,,,8.966,6.740567,17.936,24.22429,
3.589,720.9507,4.488,30.6305,4.488,14.51062,3.589,6.88031,8.974,100,8.974,5.00001,,,,,8.972,6.740406,17.948,24.2234,
3.592,707.5399,4.491,30.39563,4.491,14.41532,3.592,6.802698,8.98,100,8.98,5.00001,,,,,8.979,6.740245,17.961,24.22247,
3.594,694.7745,4.494,30.29732,4.494,14.37403,3.594,6.726839,8.987,100,8.987,5.00001,,,,,8.985,6.740084,17.974,24.222,
3.597,681.8545,4.497,30.08349,4.497,14.26309,3.597,6.652115,8.993,100,8.993,5.00001,,,,,8.992,6.739929,17.987,24.22183,
3.599,669.3639,4.5,29.97517,4.5,14.20659,3.599,6.579678,9,100,9,5.00001,,,,,8.998,6.739833,18,24.2212,
3.602,657.1187,4.504,29.85177,4.504,14.16327,3.602,6.508862,9.006,100,9.006,5.00001,,,,,9.004,6.739737,18.013,24.22074,
3.604,644.9951,4.507,29.65981,4.507,14.09023,3.604,6.439789,9.013,100,9.013,5.00001,,,,,9.011,6.739641,18.026,24.22015,
3.607,633.0787,4.51,29.49867,4.51,13.98806,3.607,6.371989,9.019,100,9.019,5.00001,,,,,9.017,6.739545,18.038,24.22005,
3.61,621.5341,4.513,29.34597,4.513,13.90518,3.61,6.305982,9.025,100,9.025,5.00001,,,,,9.024,6.739449,18.051,24.21967,
3.612,610.527,4.517,29.12978,4.517,13.82638,3.612,6.243296,9.032,100,9.032,5.00001,,,,,9.03,6.739353,18.064,24.21863,
3.615,599.5872,4.52,28.97026,4.52,13.7354,3.615,6.179977,9.038,100,9.038,5.00001,,,,,9.037,6.739256,18.077,24.21755,
3.617,588.6269,4.523,28.76995,4.523,13.65239,3.617,6.118378,9.045,100,9.045,5.00001,,,,,9.043,6.739161,18.09,24.21698,
3.62,578.0431,4.526,28.67072,4.526,13.59453,3.62,6.059078,9.051,100,9.051,5.00001,,,,,9.049,6.739064,18.103,24.21617,
3.622,567.9592,4.529,28.48261,4.529,13.53559,3.622,6.001387,9.058,100,9.058,5.00001,,,,,9.056,6.738968,18.116,24.21508,
3.625,557.891,4.533,28.37586,4.533,13.46276,3.625,5.944921,9.064,100,9.064,5.00001,,,,,9.062,6.738872,18.128,24.21379,
3.628,548.1238,4.536,28.23221,4.536,13.39941,3.628,5.88957,9.07,100,9.07,5.00001,,,,,9.069,6.738776,18.141,24.21355,
3.63,538.4904,4.539,28.06206,4.539,13.34088,3.63,5.835944,9.077,100,9.077,5.00001,,,,,9.075,6.738683,18.154,24.21311,
3.633,529.2446,4.542,27.91222,4.542,13.27348,3.633,5.783628,9.083,100,9.083,5.00001,,,,,9.082,6.738605,18.167,24.21249,
3.635,520.1753,4.545,27.76684,4.545,13.19497,3.635,5.732721,9.09,100,9.09,5.00001,,,,,9.088,6.738528,18.18,24.21194,
3.638,511.4264,4.549,27.64811,4.549,13.12924,3.638,5.683315,9.096,100,9.096,5.00001,,,,,9.094,6.738451,18.193,24.21191,
3.64,502.8164,4.552,27.5448,4.552,13.07541,3.64,5.634945,9.103,100,9.103,5.00001,,,,,9.101,6.738373,18.206,24.21138,
3.643,494.479,4.555,27.42186,4.555,12.99258,3.643,5.587999,9.109,100,9.109,5.00001,,,,,9.107,6.738296,18.218,24.21075,
3.646,486.2529,4.558,27.24061,4.558,12.94263,3.646,5.542141,9.115,100,9.115,5.00001,,,,,9.114,6.738218,18.231,24.20955,
3.648,478.1841,4.562,27.15583,4.562,12.88021,3.648,5.49688,9.122,100,9.122,5.00001,,,,,9.12,6.738141,18.244,24.20914,
3.651,470.0839,4.565,27.02916,4.565,12.79545,3.651,5.453029,9.128,100,9.128,5.00001,,,,,9.127,6.738063,18.257,24.2088,
3.653,462.2888,4.568,26.87537,4.568,12.74696,3.653,5.41023,9.135,100,9.135,5.00001,,,,,9.133,6.737986,18.27,24.20828,
3.656,454.7386,4.571,26.68887,4.571,12.66459,3.656,5.368722,9.141,100,9.141,5.00001,,,,,9.139,6.737908,18.283,24.20771,
3.658,447.3697,4.574,26.53831,4.574,12.61155,3.658,5.328154,9.148,100,9.148,5.00001,,,,,9.146,6.737831,18.296,24.20711,
3.661,439.9697,4.578,26.45077,4.578,12.55989,3.661,5.288273,9.154,100,9.154,5.00001,,,,,9.152,6.737753,18.308,24.20604,
3.664,432.7866,4.581,26.2874,4.581,12.48781,3.664,5.24974,9.16,100,9.16,5.00001,,,,,9.159,6.737682,18.321,24.20543,
3.666,425.8638,4.584,26.21428,4.584,12.43357,3.666,5.213222,9.167,100,9.167,5.00001,,,,,9.165,6.737638,18.334,24.20486,
3.669,419.0027,4.587,26.09638,4.587,12.39134,3.669,5.175874,9.173,100,9.173,5.00001,,,,,9.172,6.737593,18.347,24.20438,
3.671,412.1934,4.59,25.94662,4.59,12.3063,3.671,5.139955,9.18,100,9.18,5.00001,,,,,9.178,6.737548,18.36,24.20426,
3.674,405.5367,4.594,25.80188,4.594,12.24271,3.674,5.105228,9.186,100,9.186,5.00001,,,,,9.184,6.737504,18.373,24.20412,
3.676,399.3436,4.597,25.67851,4.597,12.16277,3.676,5.071413,9.193,100,9.193,5.00001,,,,,9.191,6.737459,18.386,24.2035,
3.679,393.2804,4.6,25.5911,4.6,12.14196,3.679,5.03822,9.199,100,9.199,5.00001,,,,,9.197,6.737414,18.398,24.20266,
3.682,387.2378,4.603,25.47062,4.603,12.07912,3.682,5.006142,9.205,100,9.205,5.00001,,,,,9.204,6.73737,18.411,24.20214,
3.684,381.4251,4.607,25.33311,4.607,12.00032,3.684,4.975146,9.212,100,9.212,5.00001,,,,,9.21,6.737325,18.424,24.20135,
3.687,375.7117,4.61,25.1686,4.61,11.96408,3.687,4.944384,9.218,100,9.218,5.00001,,,,,9.217,6.737281,18.437,24.20126,
3.689,370.0779,4.613,25.12737,4.613,11.94958,3.689,4.914584,9.225,100,9.225,5.00001,,,,,9.223,6.737236,18.45,24.20157,
3.692,364.5445,4.616,24.9844,4.616,11.89373,3.692,4.885614,9.231,100,9.231,5.00001,,,,,9.229,6.737192,18.463,24.20213,
3.694,359.1315,4.619,24.85463,4.619,11.81759,3.694,4.857107,9.238,100,9.238,5.00001,,,,,9.236,6.737147,18.476,24.20261,
3.697,353.9159,4.623,24.77962,4.623,11.7674,3.697,4.829521,9.244,100,9.244,5.00001,,,,,9.242,6.737105,18.488,24.20223,
3.7,348.731,4.626,24.67089,4.626,11.71774,3.7,4.802459,9.25,100,9.25,5.00001,,,,,9.249,6.737071,18.501,24.20223,
3.702,343.5779,4.629,24.50925,4.629,11.64828,3.702,4.776046,9.257,100,9.257,5.00001,,,,,9.255,6.737037,18.514,24.20297,
3.705,338.5148,4.632,24.38374,4.632,11.59352,3.705,4.7507,9.263,100,9.263,5.00001,,,,,9.262,6.737003,18.527,24.20337,
3.707,333.6406,4.635,24.29136,4.635,11.56694,3.707,4.725901,9.27,100,9.27,5.00001,,,,,9.268,6.736969,18.54,24.20398,
3.71,328.7421,4.639,24.15362,4.639,11.46279,3.71,4.701747,9.276,100,9.276,5.00001,,,,,9.274,6.736935,18.553,24.20429,
3.712,324.0487,4.642,24.05646,4.642,11.397,3.712,4.67836,9.283,100,9.283,5.00001,,,,,9.281,6.736901,18.566,24.20494,
3.715,319.4936,4.645,23.93856,4.645,11.36559,3.715,4.655643,9.289,100,9.289,5.00001,,,,,9.287,6.736867,18.578,24.20518,
3.718,315.0466,4.648,23.81806,4.648,11.30498,3.718,4.633414,9.295,100,9.295,5.00001,,,,,9.294,6.736834,18.591,24.20508,
3.72,310.8105,4.652,23.7339,4.652,11.28901,3.72,4.612742,9.302,100,9.302,5.00001,,,,,9.3,6.736799,18.604,24.20512,
3.723,306.5562,4.655,23.65395,4.655,11.24413,3.723,4.591598,9.308,100,9.308,5.00001,,,,,9.307,6.736765,18.617,24.20554,
3.725,302.3617,4.658,23.578,4.658,11.19993,3.725,4.571129,9.315,100,9.315,5.00001,,,,,9.313,6.736732,18.63,24.20675,
3.728,298.4388,4.661,23.40067,4.661,11.11693,3.728,4.551415,9.321,100,9.321,5.00001,,,,,9.319,6.736698,18.643,24.20741,
3.73,294.7177,4.664,23.36733,4.664,11.08056,3.73,4.532374,9.328,100,9.328,5.00001,,,,,9.326,6.73667,18.656,24.20801,
3.733,290.9479,4.668,23.20137,4.668,11.01821,3.733,4.513707,9.334,100,9.334,5.00001,,,,,9.332,6.73666,18.668,24.20857,
3.736,287.2365,4.671,23.10356,4.671,10.97863,3.736,4.495956,9.341,100,9.341,5.00001,,,,,9.339,6.73665,18.681,24.20886,
3.738,283.5731,4.674,22.97985,4.674,10.93243,3.738,4.478245,9.347,100,9.347,5.00001,,,,,9.345,6.736639,18.694,24.20878,
3.741,280.025,4.677,22.86331,4.677,10.86148,3.741,4.461251,9.353,100,9.353,5.00001,,,,,9.352,6.736629,18.707,24.20765,
3.743,276.5198,4.68,22.77278,4.68,10.81608,3.743,4.444656,9.36,100,9.36,5.00001,,,,,9.358,6.736619,18.72,24.20663,
3.746,273.1099,4.684,22.71277,4.684,10.78027,3.746,4.428719,9.366,100,9.366,5.00001,,,,,9.364,6.736609,18.733,24.2056,
3.748,269.8781,4.687,22.5485,4.687,10.72913,3.748,4.413182,9.373,100,9.373,5.00001,,,,,9.371,6.736598,18.746,24.20405,
3.751,266.6629,4.69,22.43569,4.69,10.68649,3.751,4.397879,9.379,100,9.379,5.00001,,,,,9.377,6.736588,18.759,24.20267,
3.754,263.4508,4.693,22.36553,4.693,10.65616,3.754,4.383012,9.386,100,9.386,5.00001,,,,,9.384,6.736578,18.771,24.20083,
3.756,260.2918,4.697,22.29259,4.697,10.58506,3.756,4.368426,9.392,100,9.392,5.00001,,,,,9.39,6.736568,18.784,24.19938,
3.759,257.2086,4.7,22.15762,4.7,10.54868,3.759,4.354276,9.398,100,9.398,5.00001,,,,,9.397,6.736557,18.797,24.19773,
3.761,254.1048,4.703,22.09557,4.703,10.50526,3.761,4.340727,9.405,100,9.405,5.00001,,,,,9.403,6.736547,18.81,24.19626,
3.764,251.0895,4.706,21.99393,4.706,10.49581,3.764,4.327558,9.411,100,9.411,5.00001,,,,,9.41,6.736539,18.823,24.19411,
3.766,248.2465,4.709,21.89275,4.709,10.41757,3.766,4.314872,9.418,100,9.418,5.00001,,,,,9.416,6.736537,18.836,24.19215,
3.769,245.393,4.713,21.8109,4.713,10.38571,3.769,4.30253,9.424,100,9.424,5.00001,,,,,9.422,6.736535,18.849,24.19046,
3.772,242.5701,4.716,21.73186,4.716,10.346,3.772,4.290299,9.431,100,9.431,5.00001,,,,,9.429,6.736532,18.861,24.18804,
3.774,239.8614,4.719,21.61201,4.719,10.30127,3.774,4.279037,9.437,100,9.437,5.00001,,,,,9.435,6.73653,18.874,24.18538,
3.777,237.0905,4.722,21.55419,4.722,10.27898,3.777,4.267344,9.443,100,9.443,5.00001,,,,,9.442,6.736527,18.887,24.18308,
3.779,234.3985,4.725,21.47343,4.725,10.22092,3.779,4.25623,9.45,100,9.45,5.00001,,,,,9.448,6.736525,18.9,24.1814,
3.782,231.9272,4.729,21.32223,4.729,10.13857,3.782,4.245417,9.456,100,9.456,5.00001,,,,,9.455,6.736522,18.913,24.17974,
3.784,229.631,4.732,21.26431,4.732,10.12838,3.784,4.234767,9.463,100,9.463,5.00001,,,,,9.461,6.73652,18.926,24.17829,
3.787,227.248,4.735,21.10952,4.735,10.07254,3.787,4.22457,9.469,100,9.469,5.00001,,,,,9.467,6.736517,18.939,24.17767,
3.79,224.852,4.738,21.00638,4.738,10.01954,3.79,4.214631,9.476,100,9.476,5.00001,,,,,9.474,6.736515,18.951,24.17726,
3.792,222.5117,4.742,20.93941,4.742,10.00878,3.792,4.204725,9.482,100,9.482,5.00001,,,,,9.48,6.736512,18.964,24.1763,
3.795,220.3243,4.745,20.8077,4.745,9.928254,3.795,4.195251,9.488,100,9.488,5.00001,,,,,9.487,6.73651,18.977,24.17514,
3.797,218.1446,4.748,20.77254,4.748,9.910381,3.797,4.185706,9.495,100,9.495,5.00001,,,,,9.493,6.736511,18.99,24.17482,
3.8,215.8984,4.751,20.70989,4.751,9.881037,3.8,4.176658,9.501,100,9.501,5.00001,,,,,9.5,6.736519,19.003,24.17422,
3.802,213.8177,4.754,20.53418,4.754,9.81447,3.802,4.168031,9.508,100,9.508,5.00001,,,,,9.506,6.736527,19.016,24.17332,
3.805,211.7989,4.758,20.4835,4.758,9.801412,3.805,4.158997,9.514,100,9.514,5.00001,,,,,9.512,6.736536,19.029,24.1717,
3.808,209.7894,4.761,20.36561,4.761,9.747871,3.808,4.150505,9.521,100,9.521,5.00001,,,,,9.519,6.736543,19.041,24.16996,
3.81,207.7822,4.764,20.3406,4.764,9.716672,3.81,4.142148,9.527,100,9.527,5.00001,,,,,9.525,6.736551,19.054,24.16868,
3.813,205.8448,4.767,20.2235,4.767,9.691087,3.813,4.133912,9.533,100,9.533,5.00001,,,,,9.532,6.736559,19.067,24.16701,
3.815,203.8367,4.77,20.13896,4.77,9.626798,3.815,4.125838,9.54,100,9.54,5.00001,,,,,9.538,6.736567,19.08,24.16509,
3.818,201.9523,4.774,19.98027,4.774,9.605446,3.818,4.118016,9.546,100,9.546,5.00001,,,,,9.545,6.736575,19.093,24.16282,
3.82,200.0819,4.777,19.95917,4.777,9.585083,3.82,4.110443,9.553,100,9.553,5.00001,,,,,9.551,6.736583,19.106,24.16106,
3.823,198.242,4.78,19.86357,4.78,9.537434,3.823,4.102979,9.559,100,9.559,5.00001,,,,,9.557,6.736591,19.119,24.15899,
3.826,196.562,4.783,19.77061,4.783,9.475224,3.826,4.095342,9.566,100,9.566,5.00001,,,,,9.564,6.736599,19.131,24.15672,
3.828,194.787,4.787,19.68113,4.787,9.454321,3.828,4.088291,9.572,100,9.572,5.00001,,,,,9.57,6.736607,19.144,24.15481,
3.831,193.005,4.79,19.5978,4.79,9.401704,3.831,4.081066,9.578,100,9.578,5.00001,,,,,9.577,6.736615,19.157,24.15403,
3.833,191.2466,4.793,19.53914,4.793,9.381528,3.833,4.074344,9.585,100,9.585,5.00001,,,,,9.583,6.736623,19.17,24.15321,
3.836,189.5183,4.796,19.41667,4.796,9.334366,3.836,4.067586,9.591,100,9.591,5.00001,,,,,9.59,6.73663,19.183,24.15202,
3.838,187.9338,4.799,19.32323,4.799,9.280542,3.838,4.060926,9.598,100,9.598,5.00001,,,,,9.596,6.736638,19.196,24.15121,
3.841,186.3304,4.803,19.24051,4.803,9.246198,3.841,4.054294,9.604,100,9.604,5.00001,,,,,9.602,6.736645,19.209,24.15087,
3.844,184.6804,4.806,19.13358,4.806,9.218665,3.844,4.047675,9.611,100,9.611,5.00001,,,,,9.609,6.736653,19.221,24.15025,
3.846,183.1153,4.809,19.09254,4.809,9.194327,3.846,4.04142,9.617,100,9.617,5.00001,,,,,9.615,6.73666,19.234,24.14857,
3.849,181.5658,4.812,18.97087,4.812,9.138575,3.849,4.035242,9.623,100,9.623,5.00001,,,,,9.622,6.736668,19.247,24.14639,
3.851,180.1346,4.815,18.89161,4.815,9.085138,3.851,4.029391,9.63,100,9.63,5.00001,,,,,9.628,6.736676,19.26,24.14403,
3.854,178.7114,4.819,18.80358,4.819,9.051164,3.854,4.023216,9.636,100,9.636,5.00001,,,,,9.635,6.736683,19.273,24.14157,
3.856,177.301,4.822,18.74863,4.822,9.04915,3.856,4.017356,9.643,100,9.643,5.00001,,,,,9.641,6.736691,19.286,24.139,
3.859,175.9502,4.825,18.65731,4.825,9.000459,3.859,4.011525,9.649,100,9.649,5.00001,,,,,9.647,6.736699,19.299,24.13674,
3.862,174.6137,4.828,18.55978,4.828,8.956244,3.862,4.005791,9.656,100,9.656,5.00001,,,,,9.654,6.736706,19.311,24.1351,
3.864,173.1904,4.832,18.48237,4.832,8.920095,3.864,3.999922,9.662,100,9.662,5.00001,,,,,9.66,6.736717,19.324,24.13411,
3.867,171.7374,4.835,18.41487,4.835,8.918802,3.867,3.994484,9.668,100,9.668,5.00001,,,,,9.667,6.736732,19.337,24.13333,
3.869,170.3901,4.838,18.29083,4.838,8.856486,3.869,3.989041,9.675,100,9.675,5.00001,,,,,9.673,6.736747,19.35,24.13288,
3.872,169.1046,4.841,18.24484,4.841,8.841886,3.872,3.983756,9.681,100,9.681,5.00001,,,,,9.68,6.736762,19.363,24.13201,
3.874,167.794,4.844,18.12978,4.844,8.763475,3.874,3.978334,9.688,100,9.688,5.00001,,,,,9.686,6.736777,19.376,24.13144,
3.877,166.49,4.848,18.03689,4.848,8.719673,3.877,3.9731,9.694,100,9.694,5.00001,,,,,9.692,6.736792,19.389,24.13053,
3.88,165.1682,4.851,17.96721,4.851,8.715122,3.88,3.967918,9.701,100,9.701,5.00001,,,,,9.699,6.736807,19.401,24.12944,
3.882,163.9073,4.854,17.93036,4.854,8.698676,3.882,3.963039,9.707,100,9.707,5.00001,,,,,9.705,6.736822,19.414,24.1281,
3.885,162.5774,4.857,17.81526,4.857,8.651467,3.885,3.957913,9.713,100,9.713,5.00001,,,,,9.712,6.736837,19.427,24.12772,
3.887,161.2277,4.86,17.75195,4.86,8.638474,3.887,3.95305,9.72,100,9.72,5.00001,,,,,9.718,6.736852,19.44,24.12725,
3.89,160.055,4.864,17.67452,4.864,8.567653,3.89,3.948225,9.726,100,9.726,5.00001,,,,,9.725,6.736867,19.453,24.12653,
3.892,158.9249,4.867,17.63095,4.867,8.555424,3.892,3.943352,9.733,100,9.733,5.00001,,,,,9.731,6.736882,19.466,24.12575,
3.895,157.7869,4.87,17.53712,4.87,8.537896,3.895,3.938704,9.739,100,9.739,5.00001,,,,,9.737,6.736897,19.479,24.12547,
3.898,156.6422,4.873,17.43889,4.873,8.493496,3.898,3.933817,9.746,100,9.746,5.00001,,,,,9.744,6.736917,19.491,24.12505,
3.9,155.5182,4.877,17.43304,4.877,8.471912,3.9,3.929311,9.752,100,9.752,5.00001,,,,,9.75,6.736942,19.504,24.12456,
3.903,154.3756,4.88,17.28249,4.88,8.424651,3.903,3.924756,9.758,100,9.758,5.00001,,,,,9.757,6.736968,19.517,24.1242,
3.905,153.1417,4.883,17.17159,4.883,8.378481,3.905,3.920207,9.765,100,9.765,5.00001,,,,,9.763,6.736993,19.53,24.12414,
3.908,151.9906,4.886,17.16159,4.886,8.370023,3.908,3.915685,9.771,100,9.771,5.00001,,,,,9.77,6.737018,19.543,24.12416,
3.91,150.9556,4.889,17.12048,4.889,8.359616,3.91,3.911373,9.778,100,9.778,5.00001,,,,,9.776,6.737043,19.556,24.12392,
3.913,149.8893,4.893,17.04373,4.893,8.30386,3.913,3.907098,9.784,100,9.784,5.00001,,,,,9.782,6.737068,19.569,24.12313,
3.916,148.834,4.896,16.95655,4.896,8.291084,3.916,3.902675,9.791,100,9.791,5.00001,,,,,9.789,6.737093,19.582,24.12232,
3.918,147.7437,4.899,16.84708,4.899,8.236694,3.918,3.898355,9.797,100,9.797,5.00001,,,,,9.795,6.737118,19.594,24.12198,
3.921,146.6962,4.902,16.81546,4.902,8.2125,3.921,3.894119,9.803,100,9.803,5.00001,,,,,9.802,6.737144,19.607,24.12115,
3.923,145.5981,4.905,16.75614,4.905,8.200741,3.923,3.889881,9.81,100,9.81,5.00001,,,,,9.808,6.737168,19.62,24.12049,
3.926,144.5234,4.909,16.64798,4.909,8.183275,3.926,3.885944,9.816,100,9.816,5.00001,,,,,9.815,6.737194,19.633,24.12027,
3.928,143.4182,4.912,16.50589,4.912,8.116746,3.928,3.881898,9.823,100,9.823,5.00001,,,,,9.821,6.737219,19.646,24.12024,
3.931,142.4172,4.915,16.47757,4.915,8.098571,3.931,3.877971,9.829,100,9.829,5.00001,,,,,9.827,6.737246,19.659,24.12019,
3.934,141.3694,4.918,16.44445,4.918,8.057457,3.934,3.874266,9.836,100,9.836,5.00001,,,,,9.834,6.737275,19.672,24.11991,
3.936,140.3599,4.922,16.35179,4.922,8.024369,3.936,3.870256,9.842,100,9.842,5.00001,,,,,9.84,6.737304,19.684,24.1203,
3.939,139.3651,4.925,16.2923,4.925,7.991937,3.939,3.866205,9.848,100,9.848,5.00001,,,,,9.847,6.737333,19.697,24.12105,
3.941,138.2972,4.928,16.21872,4.928,7.976904,3.941,3.862491,9.855,100,9.855,5.00001,,,,,9.853,6.737362,19.71,24.12171,
3.944,137.3575,4.931,16.20852,4.931,7.988935,3.944,3.858852,9.861,100,9.861,5.00001,,,,,9.86,6.737391,19.723,24.12147,
3.946,136.3883,4.934,16.1067,4.934,7.933394,3.946,3.855206,9.868,100,9.868,5.00001,,,,,9.866,6.73742,19.736,24.12153,
3.949,135.4324,4.938,16.13408,4.938,7.922796,3.949,3.851424,9.874,100,9.874,5.00001,,,,,9.872,6.737449,19.749,24.12204,
3.952,134.4485,4.941,16.03969,4.941,7.907882,3.952,3.847673,9.881,100,9.881,5.00001,,,,,9.879,6.737477,19.762,24.12232,
3.954,133.5069,4.944,15.92205,4.944,7.856969,3.954,3.844184,9.887,100,9.887,5.00001,,,,,9.885,6.737506,19.774,24.12237,
3.957,132.5719,4.947,15.88243,4.947,7.83277,3.957,3.840687,9.893,100,9.893,5.00001,,,,,9.892,6.737535,19.787,24.12267,
3.959,131.619,4.951,15.81622,4.951,7.82106,3.959,3.837067,9.9,100,9.9,5.00001,,,,,9.898,6.737564,19.8,24.12293,
3.962,130.7006,4.954,15.74108,4.954,7.784268,3.962,3.833649,9.906,100,9.906,5.00001,,,,,9.905,6.737593,19.813,24.12238,
3.964,129.8325,4.957,15.67812,4.957,7.753969,3.964,3.830454,9.913,100,9.913,5.00001,,,,,9.911,6.737607,19.826,24.1217,
3.967,128.9792,4.96,15.61618,4.96,7.718822,3.967,3.826914,9.919,100,9.919,5.00001,,,,,9.917,6.737611,19.839,24.12141,
3.97,128.0566,4.963,15.52241,4.963,7.675833,3.97,3.823543,9.926,100,9.926,5.00001,,,,,9.924,6.737616,19.852,24.12094,
3.972,127.1575,4.967,15.47528,4.967,7.664781,3.972,3.820333,9.932,100,9.932,5.00001,,,,,9.93,6.73762,19.864,24.12027,
