Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,Cond temp,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,ml,°C,
24.837,2.732217,31.048,4.133574,31.048,2.581076,24.837,3.362217,62.098,0,62.098,5.00001,,,,,62.094,12.21907,,,
24.84,2.732028,31.051,4.120093,31.051,2.57435,24.84,3.362212,62.105,0,62.105,5.00001,,,,,62.1,12.21807,,,
24.842,2.731882,31.055,4.107038,31.055,2.571618,24.842,3.362206,62.111,0,62.111,5.00001,,,,,62.106,12.21708,,,
24.845,2.731735,31.058,4.113189,31.058,2.580765,24.845,3.362201,62.117,0,62.117,5.00001,,,,,62.113,12.21608,,,
24.847,2.731589,31.061,4.112919,31.061,2.585693,24.847,3.362195,62.124,0,62.124,5.00001,,,,,62.119,12.21509,,,
24.85,2.731443,31.064,4.112735,31.064,2.572254,24.85,3.362189,62.13,0,62.13,5.00001,,,,,62.126,12.21409,,,
24.853,2.731297,31.067,4.115591,31.067,2.588102,24.853,3.362183,62.137,0,62.137,5.00001,,,,,62.132,12.2131,,,
24.855,2.731151,31.071,4.089632,31.071,2.574249,24.855,3.362177,62.143,0,62.143,5.00001,,,,,62.139,12.21211,,,
24.858,2.731005,31.074,4.084713,31.074,2.559736,24.858,3.362171,62.15,0,62.15,5.00001,,,,,62.145,12.21111,,,
24.86,2.730859,31.077,4.062287,31.077,2.565292,24.86,3.362165,62.156,0,62.156,5.00001,,,,,62.151,12.21012,,,
24.863,2.730713,31.08,4.056281,31.08,2.574835,24.863,3.362159,62.163,0,62.163,5.00001,,,,,62.158,12.20907,,,
24.865,2.730566,31.084,4.067532,31.084,2.574255,24.865,3.362153,62.169,0,62.169,5.00001,,,,,62.164,12.20779,,,
24.868,2.73042,31.087,4.075741,31.087,2.554814,24.868,3.362147,62.175,0,62.175,5.00001,,,,,62.171,12.20651,,,
24.871,2.730274,31.09,4.082903,31.09,2.558923,24.871,3.362141,62.182,0,62.182,5.00001,,,,,62.177,12.20524,,,
24.873,2.730031,31.093,4.08258,31.093,2.569266,24.873,3.362139,62.188,0,62.188,5.00001,,,,,62.184,12.20396,,,
24.876,2.72974,31.096,4.063842,31.096,2.560877,24.876,3.362139,62.195,0,62.195,5.00001,,,,,62.19,12.20268,,,
24.878,2.729448,31.1,4.043714,31.1,2.564604,24.878,3.362139,62.201,0,62.201,5.00001,,,,,62.196,12.2014,,,
24.881,2.729155,31.103,4.067785,31.103,2.563012,24.881,3.362139,62.208,0,62.208,5.00001,,,,,62.203,12.20013,,,
24.883,2.728863,31.106,4.026567,31.106,2.552157,24.883,3.362139,62.214,0,62.214,5.00001,,,,,62.209,12.19885,,,
24.886,2.728572,31.109,4.05642,31.109,2.562469,24.886,3.362139,62.22,0,62.22,5.00001,,,,,62.216,12.19757,,,
24.889,2.72828,31.112,4.037985,31.112,2.555627,24.889,3.362139,62.227,0,62.227,5.00001,,,,,62.222,12.19629,,,
24.891,2.727988,31.116,4.041883,31.116,2.569428,24.891,3.362139,62.233,0,62.233,5.00001,,,,,62.229,12.19502,,,
24.894,2.727695,31.119,4.07603,31.119,2.573359,24.894,3.362138,62.24,0,62.24,5.00001,,,,,62.235,12.19374,,,
24.896,2.727404,31.122,4.022851,31.122,2.536941,24.896,3.362138,62.246,0,62.246,5.00001,,,,,62.241,12.1924,,,
24.899,2.727112,31.125,4.055547,31.125,2.55869,24.899,3.362138,62.253,0,62.253,5.00001,,,,,62.248,12.19085,,,
24.901,2.72682,31.129,4.036836,31.129,2.549206,24.901,3.362138,62.259,0,62.259,5.00001,,,,,62.254,12.18929,,,
24.904,2.726528,31.132,4.0635,31.132,2.565748,24.904,3.362138,62.265,0,62.265,5.00001,,,,,62.261,12.18775,,,
24.907,2.726322,31.135,4.022731,31.135,2.569507,24.907,3.36214,62.272,0,62.272,5.00001,,,,,62.267,12.18619,,,
24.909,2.726151,31.138,4.036967,31.138,2.568168,24.909,3.362143,62.278,0,62.278,5.00001,,,,,62.274,12.18464,,,
24.912,2.725981,31.141,4.027548,31.141,2.544725,24.912,3.362146,62.285,0,62.285,5.00001,,,,,62.28,12.18309,,,
24.914,2.72581,31.145,4.032872,31.145,2.549446,24.914,3.362149,62.291,0,62.291,5.00001,,,,,62.286,12.18154,,,
24.917,2.72564,31.148,4.012507,31.148,2.543839,24.917,3.362152,62.298,0,62.298,5.00001,,,,,62.293,12.17999,,,
24.919,2.72547,31.151,4.020672,31.151,2.565505,24.919,3.362155,62.304,0,62.304,5.00001,,,,,62.299,12.17844,,,
24.922,2.725299,31.154,4.031901,31.154,2.557395,24.922,3.362158,62.31,0,62.31,5.00001,,,,,62.306,12.17689,,,
24.925,2.725128,31.157,4.028947,31.157,2.561476,24.925,3.362161,62.317,0,62.317,5.00001,,,,,62.312,12.17534,,,
24.927,2.724958,31.161,3.996792,31.161,2.546204,24.927,3.362164,62.323,0,62.323,5.00001,,,,,62.319,12.17379,,,
24.93,2.724788,31.164,4.001243,31.164,2.55576,24.93,3.362167,62.33,0,62.33,5.00001,,,,,62.325,12.17214,,,
24.932,2.724617,31.167,4.011523,31.167,2.521014,24.932,3.36217,62.336,0,62.336,5.00001,,,,,62.331,12.17023,,,
24.935,2.724447,31.17,4.022109,31.17,2.546304,24.935,3.362173,62.343,0,62.343,5.00001,,,,,62.338,12.16833,,,
24.937,2.724276,31.174,4.013271,31.174,2.550374,24.937,3.362176,62.349,0,62.349,5.00001,,,,,62.344,12.16643,,,
24.94,2.724243,31.177,4.009634,31.177,2.552318,24.94,3.362182,62.355,0,62.355,5.00001,,,,,62.351,12.16452,,,
24.943,2.724257,31.18,3.997671,31.18,2.542575,24.943,3.36219,62.362,0,62.362,5.00001,,,,,62.357,12.16262,,,
24.945,2.724271,31.183,4.003603,31.183,2.560081,24.945,3.362197,62.368,0,62.368,5.00001,,,,,62.364,12.16071,,,
24.948,2.724284,31.186,4.001373,31.186,2.566898,24.948,3.362205,62.375,0,62.375,5.00001,,,,,62.37,12.15881,,,
24.95,2.724298,31.19,4.03503,31.19,2.546712,24.95,3.362212,62.381,0,62.381,5.00001,,,,,62.376,12.15691,,,
24.953,2.724312,31.193,4.020481,31.193,2.544296,24.953,3.362219,62.388,0,62.388,5.00001,,,,,62.383,12.155,,,
24.955,2.724325,31.196,4.008744,31.196,2.548263,24.955,3.362227,62.394,0,62.394,5.00001,,,,,62.389,12.1531,,,
24.958,2.724339,31.199,4.010037,31.199,2.531708,24.958,3.362234,62.4,0,62.4,5.00001,,,,,62.396,12.15119,,,
24.961,2.724353,31.202,4.029437,31.202,2.535126,24.961,3.362242,62.407,0,62.407,5.00001,,,,,62.402,12.14929,,,
24.963,2.724366,31.206,3.994438,31.206,2.545272,24.963,3.362249,62.413,0,62.413,5.00001,,,,,62.409,12.14723,,,
24.966,2.72438,31.209,3.990024,31.209,2.530707,24.966,3.362257,62.42,0,62.42,5.00001,,,,,62.415,12.14487,,,
24.968,2.724394,31.212,3.994411,31.212,2.54554,24.968,3.362264,62.426,0,62.426,5.00001,,,,,62.422,12.14251,,,
24.971,2.724407,31.215,3.964263,31.215,2.530084,24.971,3.362272,62.433,0,62.433,5.00001,,,,,62.428,12.14015,,,
24.973,2.724536,31.219,3.998733,31.219,2.530298,24.973,3.362285,62.439,0,62.439,5.00001,,,,,62.434,12.13779,,,
24.976,2.724691,31.222,4.005399,31.222,2.534721,24.976,3.3623,62.445,0,62.445,5.00001,,,,,62.441,12.13543,,,
24.979,2.724846,31.225,3.98341,31.225,2.526437,24.979,3.362314,62.452,0,62.452,5.00001,,,,,62.447,12.13307,,,
24.981,2.725,31.228,3.980409,31.228,2.532529,24.981,3.362329,62.458,0,62.458,5.00001,,,,,62.454,12.13071,,,
24.984,2.725155,31.231,3.982469,31.231,2.535069,24.984,3.362344,62.465,0,62.465,5.00001,,,,,62.46,12.12835,,,
24.986,2.72531,31.235,3.981355,31.235,2.531637,24.986,3.362358,62.471,0,62.471,5.00001,,,,,62.467,12.12599,,,
24.989,2.725465,31.238,3.979567,31.238,2.541706,24.989,3.362373,62.478,0,62.478,5.00001,,,,,62.473,12.12362,,,
24.991,2.72562,31.241,3.957088,31.241,2.539696,24.991,3.362387,62.484,0,62.484,5.00001,,,,,62.479,12.12126,,,
24.994,2.725775,31.244,3.959398,31.244,2.528295,24.994,3.362402,62.49,0,62.49,5.00001,,,,,62.486,12.1189,,,
24.997,2.725929,31.247,3.967718,31.247,2.531746,24.997,3.362417,62.497,0,62.497,5.00001,,,,,62.492,12.11629,,,
24.999,2.726084,31.251,3.970723,31.251,2.524764,24.999,3.362431,62.503,0,62.503,5.00001,,,,,62.499,12.11329,,,
25.002,2.726239,31.254,3.960176,31.254,2.536949,25.002,3.362446,62.51,0,62.51,5.00001,,,,,62.505,12.11028,,,
25.004,2.726394,31.257,3.963729,31.257,2.533951,25.004,3.36246,62.516,0,62.516,5.00001,,,,,62.512,12.10728,,,
25.007,2.726659,31.26,3.971768,31.26,2.541113,25.007,3.362478,62.523,0,62.523,5.00001,,,,,62.518,12.10427,,,
25.009,2.726943,31.264,3.937757,31.264,2.537528,25.009,3.362498,62.529,0,62.529,5.00001,,,,,62.524,12.10126,,,
25.012,2.727226,31.267,3.973636,31.267,2.548765,25.012,3.362517,62.535,0,62.535,5.00001,,,,,62.531,12.09826,,,
25.015,2.727509,31.27,3.972114,31.27,2.529782,25.015,3.362535,62.542,0,62.542,5.00001,,,,,62.537,12.09526,,,
25.017,2.727792,31.273,3.985649,31.273,2.543122,25.017,3.362555,62.548,0,62.548,5.00001,,,,,62.544,12.09225,,,
25.02,2.728075,31.276,3.984362,31.276,2.527201,25.02,3.362574,62.555,0,62.555,5.00001,,,,,62.55,12.08924,,,
25.022,2.728359,31.28,3.965938,31.28,2.529829,25.022,3.362592,62.561,0,62.561,5.00001,,,,,62.557,12.08624,,,
25.025,2.728642,31.283,3.960288,31.283,2.530303,25.025,3.362612,62.568,0,62.568,5.00001,,,,,62.563,12.08323,,,
25.027,2.728925,31.286,3.94179,31.286,2.534069,25.027,3.362631,62.574,0,62.574,5.00001,,,,,62.569,12.08023,,,
25.03,2.729208,31.289,3.95283,31.289,2.510818,25.03,3.362649,62.58,0,62.58,5.00001,,,,,62.576,12.07682,,,
25.033,2.729491,31.292,3.970094,31.292,2.525583,25.033,3.362669,62.587,0,62.587,5.00001,,,,,62.582,12.07285,,,
25.035,2.729774,31.296,3.957131,31.296,2.52168,25.035,3.362688,62.593,0,62.593,5.00001,,,,,62.589,12.06889,,,
25.038,2.730058,31.299,3.956795,31.299,2.519655,25.038,3.362706,62.6,0,62.6,5.00001,,,,,62.595,12.06492,,,
25.04,2.73016,31.302,3.943377,31.302,2.531639,25.04,3.362725,62.606,0,62.606,5.00001,,,,,62.602,12.06096,,,
25.043,2.730239,31.305,3.942394,31.305,2.522674,25.043,3.362743,62.613,0,62.613,5.00001,,,,,62.608,12.057,,,
25.045,2.730318,31.309,3.962,31.309,2.520425,25.045,3.362762,62.619,0,62.619,5.00001,,,,,62.614,12.05303,,,
25.048,2.730397,31.312,3.950555,31.312,2.519938,25.048,3.36278,62.625,0,62.625,5.00001,,,,,62.621,12.04906,,,
25.051,2.730477,31.315,3.931628,31.315,2.530702,25.051,3.362799,62.632,0,62.632,5.00001,,,,,62.627,12.0451,,,
25.053,2.730556,31.318,3.959788,31.318,2.531149,25.053,3.362817,62.638,0,62.638,5.00001,,,,,62.634,12.04114,,,
25.056,2.730635,31.321,3.949749,31.321,2.525758,25.056,3.362836,62.645,0,62.645,5.00001,,,,,62.64,12.03717,,,
25.058,2.730715,31.325,3.933666,31.325,2.511811,25.058,3.362854,62.651,0,62.651,5.00001,,,,,62.647,12.03321,,,
25.061,2.730794,31.328,3.955925,31.328,2.527496,25.061,3.362873,62.658,0,62.658,5.00001,,,,,62.653,12.02925,,,
25.063,2.730873,31.331,3.948111,31.331,2.517599,25.063,3.362891,62.664,0,62.664,5.00001,,,,,62.659,12.02472,,,
25.066,2.730953,31.334,3.957027,31.334,2.504992,25.066,3.36291,62.67,0,62.67,5.00001,,,,,62.666,12.01956,,,
25.069,2.731032,31.337,3.952614,31.337,2.521518,25.069,3.362928,62.677,0,62.677,5.00001,,,,,62.672,12.01439,,,
25.071,2.731111,31.341,3.932831,31.341,2.509131,25.071,3.362947,62.683,0,62.683,5.00001,,,,,62.679,12.00924,,,
25.074,2.731171,31.344,3.95205,31.344,2.510125,25.074,3.362971,62.69,0,62.69,5.00001,,,,,62.685,12.00407,,,
25.076,2.73123,31.347,3.946748,31.347,2.522673,25.076,3.362996,62.696,0,62.696,5.00001,,,,,62.692,11.99891,,,
25.079,2.731289,31.35,3.942695,31.35,2.516193,25.079,3.36302,62.703,0,62.703,5.00001,,,,,62.698,11.99375,,,
25.081,2.731348,31.354,3.945615,31.354,2.525089,25.081,3.363045,62.709,0,62.709,5.00001,,,,,62.704,11.98859,,,
25.084,2.731407,31.357,3.96669,31.357,2.518991,25.084,3.363069,62.715,0,62.715,5.00001,,,,,62.711,11.98343,,,
25.087,2.731466,31.36,3.968347,31.36,2.531658,25.087,3.363094,62.722,0,62.722,5.00001,,,,,62.717,11.97827,,,
25.089,2.731525,31.363,3.961783,31.363,2.549376,25.089,3.363119,62.728,0,62.728,5.00001,,,,,62.724,11.97311,,,
25.092,2.731584,31.366,3.939678,31.366,2.525689,25.092,3.363143,62.735,0,62.735,5.00001,,,,,62.73,11.96795,,,
25.094,2.731643,31.37,3.953656,31.37,2.532477,25.094,3.363168,62.741,0,62.741,5.00001,,,,,62.737,11.96279,,,
25.097,2.731703,31.373,3.942844,31.373,2.52713,25.097,3.363192,62.748,0,62.748,5.00001,,,,,62.743,11.95687,,,
25.099,2.731761,31.376,3.965514,31.376,2.529332,25.099,3.363217,62.754,0,62.754,5.00001,,,,,62.749,11.95026,,,
25.102,2.73182,31.379,3.956423,31.379,2.531724,25.102,3.363241,62.76,0,62.76,5.00001,,,,,62.756,11.94365,,,
25.105,2.731879,31.382,3.968482,31.382,2.53268,25.105,3.363266,62.767,0,62.767,5.00001,,,,,62.762,11.93703,,,
25.107,2.731855,31.386,3.956988,31.386,2.536661,25.107,3.36329,62.773,0,62.773,5.00001,,,,,62.769,11.93042,,,
25.11,2.73183,31.389,3.92808,31.389,2.52239,25.11,3.363313,62.78,0,62.78,5.00001,,,,,62.775,11.92381,,,
25.112,2.731804,31.392,3.934171,31.392,2.533663,25.112,3.363336,62.786,0,62.786,5.00001,,,,,62.782,11.91719,,,
25.115,2.731779,31.395,3.919438,31.395,2.498643,25.115,3.36336,62.793,0,62.793,5.00001,,,,,62.788,11.91058,,,
25.117,2.731754,31.399,3.952099,31.399,2.51695,25.117,3.363383,62.799,0,62.799,5.00001,,,,,62.794,11.90396,,,
25.12,2.731729,31.402,3.948047,31.402,2.513082,25.12,3.363406,62.805,0,62.805,5.00001,,,,,62.801,11.89735,,,
25.123,2.731704,31.405,3.951116,31.405,2.514945,25.123,3.36343,62.812,0,62.812,5.00001,,,,,62.807,11.89074,,,
25.125,2.731679,31.408,3.93385,31.408,2.512173,25.125,3.363453,62.818,0,62.818,5.00001,,,,,62.814,11.88412,,,
25.128,2.731654,31.411,3.937999,31.411,2.497806,25.128,3.363477,62.825,0,62.825,5.00001,,,,,62.82,11.8775,,,
25.13,2.731629,31.415,3.947402,31.415,2.497916,25.13,3.3635,62.831,0,62.831,5.00001,,,,,62.827,11.86983,,,
25.133,2.731603,31.418,3.947486,31.418,2.516173,25.133,3.363523,62.838,0,62.838,5.00001,,,,,62.833,11.86137,,,
25.135,2.731578,31.421,3.950884,31.421,2.513431,25.135,3.363547,62.844,0,62.844,5.00001,,,,,62.839,11.8529,,,
25.138,2.731544,31.424,3.945136,31.424,2.50904,25.138,3.36357,62.851,0,62.851,5.00001,,,,,62.846,11.84443,,,
25.141,2.731354,31.427,3.931169,31.427,2.500578,25.141,3.363582,62.857,0,62.857,5.00001,,,,,62.852,11.83597,,,
25.143,2.731164,31.431,3.948941,31.431,2.514336,25.143,3.363595,62.863,0,62.863,5.00001,,,,,62.859,11.8275,,,
25.146,2.730974,31.434,3.931014,31.434,2.50845,25.146,3.363607,62.87,0,62.87,5.00001,,,,,62.865,11.81903,,,
25.148,2.730784,31.437,3.964156,31.437,2.512373,25.148,3.36362,62.876,0,62.876,5.00001,,,,,62.872,11.81057,,,
25.151,2.730594,31.44,3.948734,31.44,2.513695,25.151,3.363632,62.883,0,62.883,5.00001,,,,,62.878,11.80211,,,
25.153,2.730404,31.444,3.950989,31.444,2.524287,25.153,3.363645,62.889,0,62.889,5.00001,,,,,62.884,11.79364,,,
25.156,2.730214,31.447,3.950596,31.447,2.518128,25.156,3.363658,62.896,0,62.896,5.00001,,,,,62.891,11.78517,,,
25.159,2.730024,31.45,3.937963,31.45,2.51052,25.159,3.36367,62.902,0,62.902,5.00001,,,,,62.897,11.77671,,,
25.161,2.729834,31.453,3.93168,31.453,2.498088,25.161,3.363683,62.908,0,62.908,5.00001,,,,,62.904,11.76824,,,
25.164,2.729644,31.456,3.924217,31.456,2.495437,25.164,3.363695,62.915,0,62.915,5.00001,,,,,62.91,11.7581,,,
25.166,2.729453,31.46,3.929533,31.46,2.511208,25.166,3.363708,62.921,0,62.921,5.00001,,,,,62.917,11.74693,,,
25.169,2.729263,31.463,3.940023,31.463,2.523673,25.169,3.36372,62.928,0,62.928,5.00001,,,,,62.923,11.73577,,,
25.171,2.729067,31.466,3.966517,31.466,2.525708,25.171,3.363733,62.934,0,62.934,5.00001,,,,,62.929,11.72459,,,
25.174,2.728792,31.469,3.943369,31.469,2.51021,25.174,3.363739,62.941,0,62.941,5.00001,,,,,62.936,11.71342,,,
25.177,2.728518,31.472,3.973665,31.472,2.508981,25.177,3.363746,62.947,0,62.947,5.00001,,,,,62.942,11.70224,,,
25.179,2.728244,31.476,3.954566,31.476,2.512907,25.179,3.363753,62.953,0,62.953,5.00001,,,,,62.949,11.69108,,,
25.182,2.727969,31.479,3.971194,31.479,2.521973,25.182,3.36376,62.96,0,62.96,5.00001,,,,,62.955,11.67991,,,
25.184,2.727695,31.482,3.930545,31.482,2.500735,25.184,3.363767,62.966,0,62.966,5.00001,,,,,62.962,11.66873,,,
25.187,2.727421,31.485,3.943792,31.485,2.513037,25.187,3.363774,62.973,0,62.973,5.00001,,,,,62.968,11.65756,,,
25.189,2.727147,31.489,3.923872,31.489,2.496815,25.189,3.363781,62.979,0,62.979,5.00001,,,,,62.974,11.6464,,,
25.192,2.726873,31.492,3.935439,31.492,2.507473,25.192,3.363788,62.986,0,62.986,5.00001,,,,,62.981,11.63522,,,
25.195,2.726598,31.495,3.960131,31.495,2.512449,25.195,3.363795,62.992,0,62.992,5.00001,,,,,62.987,11.62405,,,
25.197,2.726324,31.498,3.964965,31.498,2.512895,25.197,3.363802,62.998,0,62.998,5.00001,,,,,62.994,11.61026,,,
25.2,2.72605,31.501,3.954993,31.501,2.521588,25.2,3.363809,63.005,0,63.005,5.00001,,,,,63,11.59517,,,
25.202,2.725775,31.505,3.970997,31.505,2.524623,25.202,3.363816,63.011,0,63.011,5.00001,,,,,63.007,11.58006,,,
25.205,2.725513,31.508,3.971073,31.508,2.525575,25.205,3.363822,63.018,0,63.018,5.00001,,,,,63.013,11.56495,,,
25.207,2.725329,31.511,3.941154,31.511,2.523069,25.207,3.363829,63.024,0,63.024,5.00001,,,,,63.019,11.54984,,,
25.21,2.725146,31.514,3.932561,31.514,2.514182,25.21,3.363835,63.031,0,63.031,5.00001,,,,,63.026,11.53475,,,
25.213,2.724963,31.518,3.948596,31.518,2.513269,25.213,3.363841,63.037,0,63.037,5.00001,,,,,63.032,11.51964,,,
25.215,2.72478,31.521,3.949791,31.521,2.493917,25.215,3.363847,63.043,0,63.043,5.00001,,,,,63.039,11.50453,,,
25.218,2.724597,31.524,3.968268,31.524,2.510059,25.218,3.363853,63.05,0,63.05,5.00001,,,,,63.045,11.48944,,,
25.22,2.724414,31.527,3.964294,31.527,2.515458,25.22,3.363859,63.056,0,63.056,5.00001,,,,,63.052,11.47433,,,
25.223,2.72423,31.53,3.95446,31.53,2.497155,25.223,3.363866,63.063,0,63.063,5.00001,,,,,63.058,11.45922,,,
25.225,2.724047,31.534,3.943084,31.534,2.501198,25.225,3.363872,63.069,0,63.069,5.00001,,,,,63.064,11.44411,,,
25.228,2.723864,31.537,3.984851,31.537,2.521276,25.228,3.363878,63.076,0,63.076,5.00001,,,,,63.071,11.42902,,,
25.231,2.723681,31.54,3.956096,31.54,2.506057,25.231,3.363884,63.082,0,63.082,5.00001,,,,,63.077,11.40993,,,
25.233,2.723498,31.543,3.95888,31.543,2.506809,25.233,3.36389,63.088,0,63.088,5.00001,,,,,63.084,11.38916,,,
25.236,2.723314,31.546,3.983603,31.546,2.511069,25.236,3.363896,63.095,0,63.095,5.00001,,,,,63.09,11.3684,,,
25.238,2.723167,31.55,3.963804,31.55,2.515023,25.238,3.363903,63.101,0,63.101,5.00001,,,,,63.097,11.34766,,,
25.241,2.723164,31.553,3.962825,31.553,2.52104,25.241,3.36391,63.108,0,63.108,5.00001,,,,,63.103,11.32689,,,
25.243,2.72316,31.556,3.962731,31.556,2.512917,25.243,3.363918,63.114,0,63.114,5.00001,,,,,63.109,11.30613,,,
25.246,2.723157,31.559,3.972275,31.559,2.518709,25.246,3.363926,63.121,0,63.121,5.00001,,,,,63.116,11.28536,,,
25.249,2.723153,31.563,3.980305,31.563,2.507164,25.249,3.363934,63.127,0,63.127,5.00001,,,,,63.122,11.26462,,,
25.251,2.72315,31.566,3.95823,31.566,2.510722,25.251,3.363942,63.133,0,63.133,5.00001,,,,,63.129,11.24385,,,
25.254,2.723147,31.569,3.958018,31.569,2.520084,25.254,3.36395,63.14,0,63.14,5.00001,,,,,63.135,11.22309,,,
25.256,2.723143,31.572,3.952231,31.572,2.50274,25.256,3.363958,63.146,0,63.146,5.00001,,,,,63.142,11.20232,,,
25.259,2.72314,31.575,3.987202,31.575,2.520847,25.259,3.363966,63.153,0,63.153,5.00001,,,,,63.148,11.18158,,,
25.261,2.723137,31.579,3.960373,31.579,2.519681,25.261,3.363973,63.159,0,63.159,5.00001,,,,,63.154,11.16082,,,
25.264,2.723133,31.582,3.992275,31.582,2.511603,25.264,3.363981,63.166,0,63.166,5.00001,,,,,63.161,11.13126,,,
25.267,2.72313,31.585,3.982904,31.585,2.534117,25.267,3.363989,63.172,0,63.172,5.00001,,,,,63.167,11.09904,,,
25.269,2.723126,31.588,3.979202,31.588,2.51776,25.269,3.363997,63.178,0,63.178,5.00001,,,,,63.174,11.06685,,,
25.272,2.723111,31.591,3.991186,31.591,2.522373,25.272,3.364003,63.185,0,63.185,5.00001,,,,,63.18,11.03463,,,
25.274,2.723053,31.595,3.977461,31.595,2.522217,25.274,3.364002,63.191,0,63.191,5.00001,,,,,63.187,11.00241,,,
25.277,2.722995,31.598,3.981664,31.598,2.5257,25.277,3.364001,63.198,0,63.198,5.00001,,,,,63.193,10.97022,,,
25.279,2.722936,31.601,3.971895,31.601,2.530673,25.279,3.364,63.204,0,63.204,5.00001,,,,,63.199,10.938,,,
25.282,2.722878,31.604,3.958929,31.604,2.514301,25.282,3.363999,63.211,0,63.211,5.00001,,,,,63.206,10.90578,,,
25.285,2.72282,31.608,3.970251,31.608,2.510664,25.285,3.363998,63.217,0,63.217,5.00001,,,,,63.212,10.87356,,,
25.287,2.722762,31.611,3.966363,31.611,2.505455,25.287,3.363997,63.223,0,63.223,5.00001,,,,,63.219,10.84137,,,
25.29,2.722704,31.614,3.969439,31.614,2.509616,25.29,3.363996,63.23,0,63.23,5.00001,,,,,63.225,10.80915,,,
25.292,2.722646,31.617,3.964842,31.617,2.517169,25.292,3.363995,63.236,0,63.236,5.00001,,,,,63.232,10.77693,,,
25.295,2.722588,31.62,3.99825,31.62,2.517136,25.295,3.363994,63.243,0,63.243,5.00001,,,,,63.238,10.74471,,,
25.297,2.72253,31.624,4.000913,31.624,2.51045,25.297,3.363993,63.249,0,63.249,5.00001,,,,,63.244,10.69297,,,
25.3,2.722472,31.627,3.999986,31.627,2.502073,25.3,3.363992,63.256,0,63.256,5.00001,,,,,63.251,10.63662,,,
25.303,2.722414,31.63,3.98514,31.63,2.503299,25.303,3.363991,63.262,0,63.262,5.00001,,,,,63.257,10.58027,,,
25.305,2.722347,31.633,4.004932,31.633,2.511242,25.305,3.363987,63.268,0,63.268,5.00001,,,,,63.264,10.52392,,,
25.308,2.722258,31.636,3.980423,31.636,2.503065,25.308,3.363972,63.275,0,63.275,5.00001,,,,,63.27,10.46764,,,
25.31,2.722169,31.64,3.976345,31.64,2.504838,25.31,3.363958,63.281,0,63.281,5.00001,,,,,63.277,10.41129,,,
25.313,2.72208,31.643,3.970958,31.643,2.51186,25.313,3.363944,63.288,0,63.288,5.00001,,,,,63.283,10.35493,,,
25.315,2.721991,31.646,3.962726,31.646,2.50207,25.315,3.363929,63.294,0,63.294,5.00001,,,,,63.289,10.29858,,,
25.318,2.721902,31.649,3.977295,31.649,2.505327,25.318,3.363915,63.301,0,63.301,5.00001,,,,,63.296,10.2423,,,
25.321,2.721813,31.653,3.98789,31.653,2.516119,25.321,3.3639,63.307,0,63.307,5.00001,,,,,63.302,10.18595,,,
25.323,2.721724,31.656,3.985139,31.656,2.497351,25.323,3.363886,63.313,0,63.313,5.00001,,,,,63.309,10.1296,,,
25.326,2.721634,31.659,3.981484,31.659,2.512275,25.326,3.363872,63.32,0,63.32,5.00001,,,,,63.315,10.07325,,,
25.328,2.721545,31.662,3.999772,31.662,2.517515,25.328,3.363857,63.326,0,63.326,5.00001,,,,,63.322,10.01696,,,
25.331,2.721456,31.665,4.000388,31.665,2.514709,25.331,3.363843,63.333,0,63.333,5.00001,,,,,63.328,9.950188,,,
25.333,2.721367,31.669,4.022373,31.669,2.522171,25.333,3.363828,63.339,0,63.339,5.00001,,,,,63.335,9.881579,,,
25.336,2.721278,31.672,3.99278,31.672,2.517934,25.336,3.363814,63.346,0,63.346,5.00001,,,,,63.341,9.812971,,,
25.339,2.72122,31.675,3.981948,31.675,2.511289,25.339,3.363805,63.352,0,63.352,5.00001,,,,,63.347,9.744445,,,
25.341,2.721226,31.678,4.007437,31.678,2.511824,25.341,3.363807,63.358,0,63.358,5.00001,,,,,63.354,9.675837,,,
25.344,2.721233,31.681,3.986498,31.681,2.500777,25.344,3.363809,63.365,0,63.365,5.00001,,,,,63.36,9.607228,,,
25.346,2.721239,31.685,3.979542,31.685,2.510466,25.346,3.363811,63.371,0,63.371,5.00001,,,,,63.367,9.538702,,,
25.349,2.721245,31.688,4.002282,31.688,2.523246,25.349,3.363813,63.378,0,63.378,5.00001,,,,,63.373,9.470094,,,
25.351,2.721251,31.691,3.976434,31.691,2.51375,25.351,3.363815,63.384,0,63.384,5.00001,,,,,63.38,9.401486,,,
25.354,2.721257,31.694,3.989944,31.694,2.497886,25.354,3.363817,63.391,0,63.391,5.00001,,,,,63.386,9.332878,,,
25.357,2.721263,31.698,3.99758,31.698,2.499137,25.357,3.363819,63.397,0,63.397,5.00001,,,,,63.392,9.264351,,,
25.359,2.721269,31.701,3.996694,31.701,2.511409,25.359,3.363821,63.403,0,63.403,5.00001,,,,,63.399,9.195744,,,
25.362,2.721276,31.704,4.018058,31.704,2.505286,25.362,3.363822,63.41,0,63.41,5.00001,,,,,63.405,9.127135,,,
