Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,System pressure,,Cond temp,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,ml,MPa,ml,°C,
25.282,0.8381308,31.604,1.685788,31.604,1.018017,25.282,3.379965,63.205,0,63.205,5.00001,,,,,63.203,10.92133,25.282,0.3722616,,,
25.284,0.8379765,31.607,1.678588,31.607,1.013164,25.285,3.379962,63.211,0,63.211,5.00001,,,,,63.209,10.88771,25.284,0.3720132,,,
25.287,0.8378223,31.61,1.69,31.61,1.019832,25.287,3.379959,63.218,0,63.218,5.00001,,,,,63.216,10.8541,25.287,0.3717648,,,
25.29,0.8377663,31.613,1.685652,31.613,1.011216,25.29,3.379956,63.224,0,63.224,5.00001,,,,,63.222,10.82045,25.29,0.3718783,,,
25.292,0.8377609,31.616,1.69627,31.616,0.9997422,25.292,3.379953,63.231,0,63.231,5.00001,,,,,63.228,10.78683,25.292,0.3721788,,,
25.295,0.8377554,31.62,1.68728,31.62,1.003571,25.295,3.379951,63.237,0,63.237,5.00001,,,,,63.235,10.73585,25.295,0.3724792,,,
25.297,0.83775,31.623,1.694132,31.623,1.001982,25.297,3.379947,63.244,0,63.244,5.00001,,,,,63.241,10.67872,25.297,0.3727797,,,
25.3,0.8377447,31.626,1.697056,31.626,1.017371,25.3,3.379943,63.25,0,63.25,5.00001,,,,,63.248,10.62166,25.3,0.3730801,,,
25.302,0.8377392,31.629,1.688434,31.629,1.006478,25.303,3.37994,63.256,0,63.256,5.00001,,,,,63.254,10.56454,25.302,0.3733806,,,
25.305,0.8377338,31.632,1.675916,31.632,1.012017,25.305,3.379936,63.263,0,63.263,5.00001,,,,,63.261,10.50748,25.305,0.3736811,,,
25.308,0.8377284,31.636,1.69458,31.636,0.9913508,25.308,3.379932,63.269,0,63.269,5.00001,,,,,63.267,10.45042,25.308,0.3739815,,,
25.31,0.837723,31.639,1.681058,31.639,1.001559,25.31,3.379928,63.276,0,63.276,5.00001,,,,,63.273,10.3933,25.31,0.374282,,,
25.313,0.8377175,31.642,1.686107,31.642,1.0033,25.313,3.379924,63.282,0,63.282,5.00001,,,,,63.28,10.33624,25.313,0.374582,,,
25.315,0.8377121,31.645,1.663193,31.645,0.9986309,25.315,3.37992,63.289,0,63.289,5.00001,,,,,63.286,10.27911,25.315,0.3748825,,,
25.318,0.8377067,31.649,1.688469,31.649,0.999504,25.318,3.379917,63.295,0,63.295,5.00001,,,,,63.293,10.22205,25.318,0.3751829,,,
25.32,0.8377013,31.652,1.68839,31.652,0.9968663,25.321,3.379913,63.301,0,63.301,5.00001,,,,,63.299,10.165,25.32,0.3754834,,,
25.323,0.837702,31.655,1.699293,31.655,1.013377,25.323,3.379909,63.308,0,63.308,5.00001,,,,,63.306,10.10787,25.323,0.3755579,,,
25.326,0.837705,31.658,1.70222,31.658,1.020406,25.326,3.379905,63.314,0,63.314,5.00001,,,,,63.312,10.05081,25.326,0.3755437,,,
25.328,0.8377081,31.661,1.693167,31.661,0.9983777,25.328,3.379901,63.321,0,63.321,5.00001,,,,,63.318,9.987093,25.328,0.3755296,,,
25.331,0.8377112,31.665,1.673008,31.665,0.9994094,25.331,3.3799,63.327,0,63.327,5.00001,,,,,63.325,9.92162,25.331,0.3755154,,,
25.333,0.8377142,31.668,1.695271,31.668,1.007656,25.333,3.379901,63.334,0,63.334,5.00001,,,,,63.331,9.856148,25.333,0.3755012,,,
25.336,0.8377172,31.671,1.707074,31.671,1.010178,25.336,3.379902,63.34,0,63.34,5.00001,,,,,63.338,9.790598,25.336,0.3754871,,,
25.338,0.8377203,31.674,1.701404,31.674,1.012005,25.339,3.379904,63.346,0,63.346,5.00001,,,,,63.344,9.725125,25.338,0.3754729,,,
25.341,0.8377233,31.677,1.713393,31.677,1.015381,25.341,3.379905,63.353,0,63.353,5.00001,,,,,63.351,9.659654,25.341,0.3754587,,,
25.344,0.8377264,31.681,1.70398,31.681,1.007619,25.344,3.379906,63.359,0,63.359,5.00001,,,,,63.357,9.594104,25.344,0.3754446,,,
25.346,0.8377295,31.684,1.719793,31.684,1.013615,25.346,3.379907,63.366,0,63.366,5.00001,,,,,63.363,9.528631,25.346,0.3754304,,,
25.349,0.8377325,31.687,1.722085,31.687,1.017139,25.349,3.379908,63.372,0,63.372,5.00001,,,,,63.37,9.463081,25.349,0.3754162,,,
25.351,0.8377355,31.69,1.713749,31.69,1.014081,25.351,3.37991,63.378,0,63.378,5.00001,,,,,63.376,9.397609,25.351,0.375402,,,
25.354,0.8377386,31.694,1.728326,31.694,1.016352,25.354,3.37991,63.385,0,63.385,5.00001,,,,,63.383,9.332136,25.354,0.3753879,,,
25.356,0.8375795,31.697,1.728299,31.697,1.016637,25.357,3.379912,63.391,0,63.391,5.00001,,,,,63.389,9.266586,25.356,0.3753756,,,
25.359,0.8373683,31.7,1.71984,31.7,1.010966,25.359,3.379913,63.398,0,63.398,5.00001,,,,,63.395,9.201114,25.359,0.3753639,,,
25.362,0.8371571,31.703,1.73254,31.703,1.014578,25.362,3.379914,63.404,0,63.404,5.00001,,,,,63.402,9.14522,25.362,0.3753522,,,
25.364,0.836946,31.706,1.719061,31.706,1.014254,25.364,3.379911,63.411,0,63.411,5.00001,,,,,63.408,9.091329,25.364,0.3753405,,,
25.367,0.8367347,31.71,1.725405,31.71,1.003503,25.367,3.379906,63.417,0,63.417,5.00001,,,,,63.415,9.037436,25.367,0.3753288,,,
25.369,0.8365235,31.713,1.732082,31.713,1.012632,25.369,3.3799,63.423,0,63.423,5.00001,,,,,63.421,8.983481,25.369,0.3753171,,,
25.372,0.8363123,31.716,1.73977,31.716,1.030949,25.372,3.379895,63.43,0,63.43,5.00001,,,,,63.428,8.92959,25.372,0.3753054,,,
25.374,0.8361011,31.719,1.720442,31.719,1.012257,25.375,3.379889,63.436,0,63.436,5.00001,,,,,63.434,8.875635,25.374,0.3752937,,,
25.377,0.8358899,31.722,1.736966,31.722,1.025658,25.377,3.379884,63.443,0,63.443,5.00001,,,,,63.44,8.821743,25.377,0.375282,,,
25.38,0.8356791,31.726,1.718424,31.726,1.016739,25.38,3.379878,63.449,0,63.449,5.00001,,,,,63.447,8.767852,25.38,0.3752703,,,
25.382,0.8354678,31.729,1.715951,31.729,1.026742,25.382,3.379873,63.456,0,63.456,5.00001,,,,,63.453,8.713897,25.382,0.3752586,,,
25.385,0.8352566,31.732,1.733465,31.732,1.021406,25.385,3.379867,63.462,0,63.462,5.00001,,,,,63.46,8.660006,25.385,0.3752469,,,
25.387,0.8350454,31.735,1.730934,31.735,1.012713,25.387,3.379862,63.468,0,63.468,5.00001,,,,,63.466,8.60605,25.387,0.3752352,,,
25.39,0.8346854,31.738,1.733936,31.738,1.016184,25.39,3.379856,63.475,0,63.475,5.00001,,,,,63.473,8.552158,25.39,0.3752538,,,
25.392,0.83429,31.742,1.744324,31.742,1.006605,25.393,3.379851,63.481,0,63.481,5.00001,,,,,63.479,8.498267,25.392,0.3752797,,,
25.395,0.8338945,31.745,1.727094,31.745,1.027973,25.395,3.379845,63.488,0,63.488,5.00001,,,,,63.485,8.460967,25.395,0.3753055,,,
25.397,0.833499,31.748,1.743858,31.748,1.012383,25.398,3.379846,63.494,0,63.494,5.00001,,,,,63.492,8.42618,25.397,0.3753314,,,
25.4,0.8331035,31.751,1.759081,31.751,1.021281,25.4,3.379852,63.501,0,63.501,5.00001,,,,,63.498,8.391394,25.4,0.3753573,,,
25.403,0.8327086,31.755,1.762728,31.755,1.021927,25.403,3.379857,63.507,0,63.507,5.00001,,,,,63.505,8.356566,25.403,0.3753831,,,
25.405,0.8323131,31.758,1.7665,31.758,1.032912,25.405,3.379863,63.513,0,63.513,5.00001,,,,,63.511,8.32178,25.405,0.3754089,,,
25.408,0.8319176,31.761,1.776634,31.761,1.027938,25.408,3.379869,63.52,0,63.52,5.00001,,,,,63.518,8.286952,25.408,0.3754348,,,
25.41,0.831522,31.764,1.757865,31.764,1.017667,25.41,3.379874,63.526,0,63.526,5.00001,,,,,63.524,8.252166,25.41,0.3754607,,,
25.413,0.8311266,31.767,1.765594,31.767,1.028514,25.413,3.37988,63.533,0,63.533,5.00001,,,,,63.53,8.21738,25.413,0.3754866,,,
25.415,0.8307311,31.771,1.753097,31.771,1.024802,25.416,3.379885,63.539,0,63.539,5.00001,,,,,63.537,8.182551,25.415,0.3755124,,,
25.418,0.8303356,31.774,1.765169,31.774,1.013478,25.418,3.379891,63.546,0,63.546,5.00001,,,,,63.543,8.147765,25.418,0.3755383,,,
25.421,0.8299401,31.777,1.767129,31.777,1.026635,25.421,3.379896,63.552,0,63.552,5.00001,,,,,63.55,8.112938,25.421,0.3755642,,,
25.423,0.8297772,31.78,1.780919,31.78,1.020184,25.423,3.379902,63.558,0,63.558,5.00001,,,,,63.556,8.078152,25.423,0.3753626,,,
25.426,0.8296624,31.783,1.750062,31.783,1.020436,25.426,3.379908,63.565,0,63.565,5.00001,,,,,63.563,8.043365,25.426,0.3751134,,,
25.428,0.8295476,31.787,1.760843,31.787,1.02495,25.428,3.379913,63.571,0,63.571,5.00001,,,,,63.569,8.020926,25.428,0.3748642,,,
25.431,0.8294328,31.79,1.780109,31.79,1.016104,25.431,3.379921,63.578,0,63.578,5.00001,,,,,63.575,7.999689,25.431,0.374615,,,
25.433,0.829318,31.793,1.776291,31.793,1.02727,25.434,3.37993,63.584,0,63.584,5.00001,,,,,63.582,7.978425,25.433,0.3743657,,,
25.436,0.8292032,31.796,1.779588,31.796,1.036129,25.436,3.379939,63.591,0,63.591,5.00001,,,,,63.588,7.957187,25.436,0.3741165,,,
25.439,0.8290884,31.8,1.782347,31.8,1.034739,25.439,3.379948,63.597,0,63.597,5.00001,,,,,63.595,7.935948,25.439,0.3738673,,,
25.441,0.8289737,31.803,1.757731,31.803,1.02534,25.441,3.379957,63.603,0,63.603,5.00001,,,,,63.601,7.914685,25.441,0.3736181,,,
25.444,0.8288589,31.806,1.765759,31.806,1.022956,25.444,3.379966,63.61,0,63.61,5.00001,,,,,63.608,7.893446,25.444,0.3733689,,,
25.446,0.8287443,31.809,1.792519,31.809,1.037902,25.446,3.379976,63.616,0,63.616,5.00001,,,,,63.614,7.872182,25.446,0.37312,,,
25.449,0.8286295,31.812,1.791012,31.812,1.028087,25.449,3.379985,63.623,0,63.623,5.00001,,,,,63.62,7.850944,25.449,0.3728708,,,
25.451,0.8285147,31.816,1.807339,31.816,1.034614,25.452,3.379993,63.629,0,63.629,5.00001,,,,,63.627,7.829706,25.451,0.3726216,,,
25.454,0.8283999,31.819,1.80775,31.819,1.025219,25.454,3.380002,63.636,0,63.636,5.00001,,,,,63.633,7.808442,25.454,0.3723723,,,
25.457,0.8284193,31.822,1.802329,31.822,1.036749,25.457,3.380012,63.642,0,63.642,5.00001,,,,,63.64,7.787204,25.457,0.3725961,,,
25.459,0.8284591,31.825,1.790668,31.825,1.032088,25.459,3.380021,63.648,0,63.648,5.00001,,,,,63.646,7.765965,25.459,0.3728918,,,
25.462,0.8284988,31.828,1.781948,31.828,1.015142,25.462,3.38003,63.655,0,63.655,5.00001,,,,,63.653,7.751715,25.462,0.3731875,,,
25.464,0.8285387,31.832,1.809285,31.832,1.009584,25.464,3.380036,63.661,0,63.661,5.00001,,,,,63.659,7.737885,25.464,0.3734832,,,
25.467,0.8285784,31.835,1.801022,31.835,1.029733,25.467,3.380041,63.668,0,63.668,5.00001,,,,,63.665,7.724039,25.467,0.3737789,,,
25.469,0.8286182,31.838,1.804097,31.838,1.023566,25.47,3.380046,63.674,0,63.674,5.00001,,,,,63.672,7.710209,25.469,0.3740742,,,
25.472,0.8286579,31.841,1.806242,31.841,1.029143,25.472,3.38005,63.681,0,63.681,5.00001,,,,,63.678,7.696379,25.472,0.3743699,,,
25.475,0.8286977,31.845,1.801122,31.845,1.031445,25.475,3.380055,63.687,0,63.687,5.00001,,,,,63.685,7.682533,25.475,0.3746656,,,
25.477,0.8287375,31.848,1.824061,31.848,1.026891,25.477,3.38006,63.693,0,63.693,5.00001,,,,,63.691,7.668703,25.477,0.3749613,,,
25.48,0.8287773,31.851,1.827309,31.851,1.02532,25.48,3.380065,63.7,0,63.7,5.00001,,,,,63.698,7.654857,25.48,0.3752571,,,
25.482,0.8288171,31.854,1.816574,31.854,1.038704,25.482,3.38007,63.706,0,63.706,5.00001,,,,,63.704,7.641027,25.482,0.3755528,,,
25.485,0.8288569,31.857,1.820945,31.857,1.036023,25.485,3.380075,63.713,0,63.713,5.00001,,,,,63.71,7.627197,25.485,0.3758485,,,
25.487,0.8288966,31.861,1.820739,31.861,1.029828,25.488,3.38008,63.719,0,63.719,5.00001,,,,,63.717,7.613351,25.487,0.3761442,,,
25.49,0.8288055,31.864,1.803247,31.864,1.030919,25.49,3.380085,63.726,0,63.726,5.00001,,,,,63.723,7.599521,25.49,0.376047,,,
25.493,0.8287068,31.867,1.833904,31.867,1.045559,25.493,3.38009,63.732,0,63.732,5.00001,,,,,63.73,7.585675,25.493,0.3759273,,,
25.495,0.8286081,31.87,1.828632,31.87,1.02247,25.495,3.380094,63.738,0,63.738,5.00001,,,,,63.736,7.576282,25.495,0.3758077,,,
25.498,0.8285094,31.873,1.833764,31.873,1.03742,25.498,3.380098,63.745,0,63.745,5.00001,,,,,63.743,7.56691,25.498,0.3756881,,,
25.5,0.8284106,31.877,1.829054,31.877,1.030633,25.5,3.380102,63.751,0,63.751,5.00001,,,,,63.749,7.557527,25.5,0.3755684,,,
25.503,0.8283119,31.88,1.839367,31.88,1.034089,25.503,3.380105,63.758,0,63.758,5.00001,,,,,63.755,7.548155,25.503,0.3754489,,,
25.505,0.8282132,31.883,1.830493,31.883,1.0237,25.506,3.380109,63.764,0,63.764,5.00001,,,,,63.762,7.538772,25.505,0.3753292,,,
25.508,0.8281145,31.886,1.831524,31.886,1.014694,25.508,3.380112,63.771,0,63.771,5.00001,,,,,63.768,7.5294,25.508,0.3752096,,,
25.511,0.8280158,31.89,1.839726,31.89,1.029082,25.511,3.380116,63.777,0,63.777,5.00001,,,,,63.775,7.520028,25.511,0.37509,,,
25.513,0.8279172,31.893,1.844609,31.893,1.034648,25.513,3.38012,63.783,0,63.783,5.00001,,,,,63.781,7.510645,25.513,0.3749706,,,
25.516,0.8278185,31.896,1.84214,31.896,1.040478,25.516,3.380123,63.79,0,63.79,5.00001,,,,,63.788,7.501273,25.516,0.3748509,,,
25.518,0.8277198,31.899,1.849134,31.899,1.021968,25.518,3.380127,63.796,0,63.796,5.00001,,,,,63.794,7.491901,25.518,0.3747313,,,
25.521,0.8276211,31.902,1.837562,31.902,1.033611,25.521,3.38013,63.803,0,63.803,5.00001,,,,,63.8,7.482518,25.521,0.3746117,,,
25.523,0.8278512,31.906,1.84818,31.906,1.037067,25.524,3.380134,63.809,0,63.809,5.00001,,,,,63.807,7.473146,25.523,0.374527,,,
25.526,0.8280902,31.909,1.861873,31.909,1.032375,25.526,3.380137,63.816,0,63.816,5.00001,,,,,63.813,7.463891,25.526,0.3744433,,,
25.529,0.8283293,31.912,1.858619,31.912,1.035243,25.529,3.380141,63.822,0,63.822,5.00001,,,,,63.82,7.457597,25.529,0.3743596,,,
25.531,0.8285683,31.915,1.864082,31.915,1.03697,25.531,3.38014,63.828,0,63.828,5.00001,,,,,63.826,7.451303,25.531,0.3742758,,,
25.534,0.8288074,31.918,1.855031,31.918,1.037908,25.534,3.380137,63.835,0,63.835,5.00001,,,,,63.833,7.445002,25.534,0.3741921,,,
25.536,0.8290461,31.922,1.863661,31.922,1.050394,25.536,3.380134,63.841,0,63.841,5.00001,,,,,63.839,7.438707,25.536,0.3741085,,,
25.539,0.8292851,31.925,1.861452,31.925,1.044931,25.539,3.380131,63.848,0,63.848,5.00001,,,,,63.845,7.432406,25.539,0.3740248,,,
25.541,0.8295242,31.928,1.865648,31.928,1.044158,25.542,3.380128,63.854,0,63.854,5.00001,,,,,63.852,7.426112,25.541,0.3739411,,,
25.544,0.8297632,31.931,1.855526,31.931,1.040569,25.544,3.380125,63.86,0,63.86,5.00001,,,,,63.858,7.419818,25.544,0.3738574,,,
25.547,0.8300023,31.935,1.84315,31.935,1.029313,25.547,3.380122,63.867,0,63.867,5.00001,,,,,63.865,7.413517,25.547,0.3737736,,,
25.549,0.8302413,31.938,1.865614,31.938,1.052797,25.549,3.38012,63.873,0,63.873,5.00001,,,,,63.871,7.407222,25.549,0.3736899,,,
25.552,0.8304804,31.941,1.873158,31.941,1.050569,25.552,3.380117,63.88,0,63.88,5.00001,,,,,63.878,7.400921,25.552,0.3736062,,,
25.554,0.8307213,31.944,1.869084,31.944,1.04634,25.554,3.380114,63.886,0,63.886,5.00001,,,,,63.884,7.394627,25.554,0.3735245,,,
25.557,0.8311713,31.947,1.877321,31.947,1.043962,25.557,3.380111,63.893,0,63.893,5.00001,,,,,63.89,7.388333,25.557,0.3736603,,,
25.559,0.8316206,31.951,1.87932,31.951,1.043763,25.56,3.380108,63.899,0,63.899,5.00001,,,,,63.897,7.382178,25.559,0.3737959,,,
25.562,0.8320705,31.954,1.882903,31.954,1.052609,25.562,3.380105,63.905,0,63.905,5.00001,,,,,63.903,7.377759,25.562,0.3739317,,,
25.565,0.8325205,31.957,1.869815,31.957,1.045155,25.565,3.380102,63.912,0,63.912,5.00001,,,,,63.91,7.373334,25.565,0.3740675,,,
25.567,0.8329704,31.96,1.856519,31.96,1.029292,25.567,3.380098,63.918,0,63.918,5.00001,,,,,63.916,7.368914,25.567,0.3742033,,,
25.57,0.8334204,31.963,1.878622,31.963,1.035296,25.57,3.380093,63.925,0,63.925,5.00001,,,,,63.923,7.364495,25.57,0.3743391,,,
25.572,0.8338704,31.967,1.881892,31.967,1.042863,25.572,3.380089,63.931,0,63.931,5.00001,,,,,63.929,7.36007,25.572,0.3744749,,,
25.575,0.8343203,31.97,1.901981,31.97,1.044781,25.575,3.380085,63.938,0,63.938,5.00001,,,,,63.935,7.35565,25.575,0.3746108,,,
25.577,0.8347703,31.973,1.897742,31.973,1.049523,25.578,3.380081,63.944,0,63.944,5.00001,,,,,63.942,7.351231,25.577,0.3747466,,,
25.58,0.8352196,31.976,1.892282,31.976,1.056415,25.58,3.380077,63.95,0,63.95,5.00001,,,,,63.948,7.346806,25.58,0.3748822,,,
25.583,0.8356695,31.979,1.89409,31.979,1.047876,25.583,3.380073,63.957,0,63.957,5.00001,,,,,63.955,7.342387,25.583,0.375018,,,
25.585,0.8361195,31.983,1.896641,31.983,1.043316,25.585,3.380069,63.963,0,63.963,5.00001,,,,,63.961,7.337962,25.585,0.3751538,,,
25.588,0.8365708,31.986,1.896036,31.986,1.059984,25.588,3.380065,63.97,0,63.97,5.00001,,,,,63.967,7.333542,25.588,0.3752656,,,
25.59,0.8370427,31.989,1.902528,31.989,1.059124,25.59,3.380061,63.976,0,63.976,5.00001,,,,,63.974,7.329123,25.59,0.375016,,,
25.593,0.8375147,31.992,1.892733,31.992,1.049722,25.593,3.380057,63.983,0,63.983,5.00001,,,,,63.98,7.324839,25.593,0.3747664,,,
25.595,0.8379866,31.996,1.90089,31.996,1.054877,25.596,3.380053,63.989,0,63.989,5.00001,,,,,63.987,7.321583,25.595,0.3745168,,,
25.598,0.8384586,31.999,1.905055,31.999,1.053895,25.598,3.380047,63.995,0,63.995,5.00001,,,,,63.993,7.318323,25.598,0.3742673,,,
25.601,0.8389305,32.002,1.889796,32.002,1.061638,25.601,3.380041,64.002,0,64.002,5.00001,,,,,64,7.315066,25.601,0.3740177,,,
25.603,0.8394018,32.005,1.897672,32.005,1.055576,25.603,3.380036,64.008,0,64.008,5.00001,,,,,64.006,7.31181,25.603,0.3737684,,,
25.606,0.8398737,32.008,1.898221,32.008,1.042752,25.606,3.38003,64.015,0,64.015,5.00001,,,,,64.012,7.308549,25.606,0.3735189,,,
25.608,0.8403456,32.012,1.912991,32.012,1.053206,25.608,3.380024,64.021,0,64.021,5.00001,,,,,64.019,7.305293,25.608,0.3732693,,,
25.611,0.8408176,32.015,1.918827,32.015,1.049751,25.611,3.380018,64.028,0,64.028,5.00001,,,,,64.025,7.302033,25.611,0.3730197,,,
25.613,0.8412895,32.018,1.91355,32.018,1.047895,25.614,3.380013,64.034,0,64.034,5.00001,,,,,64.032,7.298777,25.613,0.3727701,,,
25.616,0.8417615,32.021,1.922441,32.021,1.04714,25.616,3.380007,64.04,0,64.04,5.00001,,,,,64.038,7.29552,25.616,0.3725205,,,
25.619,0.8422334,32.024,1.922679,32.024,1.053938,25.619,3.380001,64.047,0,64.047,5.00001,,,,,64.045,7.29226,25.619,0.3722709,,,
25.621,0.8426883,32.028,1.907176,32.028,1.042958,25.621,3.379996,64.053,0,64.053,5.00001,,,,,64.051,7.289004,25.621,0.372062,,,
25.624,0.8429627,32.031,1.917536,32.031,1.045601,25.624,3.37999,64.06,0,64.06,5.00001,,,,,64.057,7.285744,25.624,0.3722847,,,
25.626,0.8432368,32.034,1.923363,32.034,1.054477,25.626,3.379984,64.066,0,64.066,5.00001,,,,,64.064,7.282605,25.626,0.3725071,,,
25.629,0.8435112,32.037,1.922084,32.037,1.061269,25.629,3.379978,64.073,0,64.073,5.00001,,,,,64.07,7.280077,25.629,0.3727298,,,
25.631,0.8437856,32.041,1.938532,32.041,1.0568,25.632,3.379977,64.079,0,64.079,5.00001,,,,,64.077,7.277546,25.631,0.3729526,,,
25.634,0.8440601,32.044,1.927334,32.044,1.05045,25.634,3.379975,64.085,0,64.085,5.00001,,,,,64.083,7.275018,25.634,0.3731753,,,
25.637,0.8443345,32.047,1.942697,32.047,1.049736,25.637,3.379974,64.092,0,64.092,5.00001,,,,,64.09,7.272491,25.637,0.3733981,,,
25.639,0.844609,32.05,1.935349,32.05,1.064599,25.639,3.379972,64.098,0,64.098,5.00001,,,,,64.096,7.269959,25.639,0.3736208,,,
25.642,0.8448834,32.053,1.934981,32.053,1.054663,25.642,3.379971,64.105,0,64.105,5.00001,,,,,64.102,7.267431,25.642,0.3738435,,,
25.644,0.8451578,32.057,1.940463,32.057,1.059507,25.644,3.37997,64.111,0,64.111,5.00001,,,,,64.109,7.264901,25.644,0.3740663,,,
25.647,0.8454318,32.06,1.917845,32.06,1.062062,25.647,3.379968,64.118,0,64.118,5.00001,,,,,64.115,7.262372,25.647,0.3742887,,,
25.649,0.8457063,32.063,1.962278,32.063,1.0688,25.65,3.379967,64.124,0,64.124,5.00001,,,,,64.122,7.259845,25.649,0.3745114,,,
25.652,0.8459807,32.066,1.942002,32.066,1.062451,25.652,3.379966,64.13,0,64.13,5.00001,,,,,64.128,7.257314,25.652,0.3747342,,,
25.655,0.8462385,32.069,1.954444,32.069,1.064659,25.655,3.379964,64.137,0,64.137,5.00001,,,,,64.135,7.254786,25.655,0.3749172,,,
25.657,0.8463949,32.073,1.940683,32.073,1.068218,25.657,3.379963,64.143,0,64.143,5.00001,,,,,64.141,7.252255,25.657,0.3748581,,,
25.66,0.8465514,32.076,1.944039,32.076,1.061348,25.66,3.379961,64.15,0,64.15,5.00001,,,,,64.147,7.249841,25.66,0.374799,,,
25.662,0.8467078,32.079,1.950332,32.079,1.055809,25.662,3.37996,64.156,0,64.156,5.00001,,,,,64.154,7.24785,25.662,0.3747399,,,
25.665,0.8468642,32.082,1.946084,32.082,1.061739,25.665,3.379952,64.163,0,64.163,5.00001,,,,,64.16,7.245857,25.665,0.3746808,,,
25.667,0.8470206,32.086,1.946028,32.086,1.0619,25.668,3.379944,64.169,0,64.169,5.00001,,,,,64.167,7.243867,25.667,0.3746218,,,
25.67,0.8471768,32.089,1.94472,32.089,1.055197,25.67,3.379935,64.175,0,64.175,5.00001,,,,,64.173,7.241874,25.67,0.3745628,,,
25.673,0.8473333,32.092,1.95029,32.092,1.05961,25.673,3.379927,64.182,0,64.182,5.00001,,,,,64.18,7.239884,25.673,0.3745037,,,
25.675,0.8474897,32.095,1.966191,32.095,1.066384,25.675,3.379919,64.188,0,64.188,5.00001,,,,,64.186,7.237893,25.675,0.3744446,,,
25.678,0.8476461,32.098,2.048407,32.098,1.111566,25.678,3.37991,64.195,0,64.195,5.00001,,,,,64.192,7.2359,25.678,0.3743855,,,
25.68,0.8478025,32.102,2.310018,32.102,1.26052,25.68,3.379902,64.201,0,64.201,5.00001,,,,,64.199,7.23391,25.68,0.3743265,,,
25.683,0.8479589,32.105,2.32001,32.105,1.260662,25.683,3.379894,64.208,0,64.208,5.00001,,,,,64.205,7.231917,25.683,0.3742674,,,
25.685,0.8481154,32.108,2.319621,32.108,1.260647,25.686,3.379885,64.214,0,64.214,5.00001,,,,,64.212,7.229927,25.685,0.3742083,,,
25.688,0.8482808,32.111,2.319234,32.111,1.260632,25.688,3.379877,64.22,0,64.22,5.00001,,,,,64.218,7.227936,25.688,0.3741231,,,
25.691,0.8484882,32.114,2.318846,32.114,1.260617,25.691,3.379869,64.227,0,64.227,5.00001,,,,,64.225,7.225944,25.691,0.3739174,,,
25.693,0.8486952,32.118,2.318457,32.118,1.260601,25.693,3.379861,64.233,0,64.233,5.00001,,,,,64.231,7.224046,25.693,0.373712,,,
25.696,0.8489025,32.121,2.318069,32.121,1.260586,25.696,3.379852,64.24,0,64.24,5.00001,,,,,64.237,7.22243,25.696,0.3735063,,,
25.698,0.8491098,32.124,2.317681,32.124,1.260571,25.698,3.379844,64.246,0,64.246,5.00001,,,,,64.244,7.220811,25.698,0.3733006,,,
25.701,0.8493171,32.127,2.317293,32.127,1.260556,25.701,3.379835,64.253,0,64.253,5.00001,,,,,64.25,7.219194,25.701,0.3730949,,,
25.703,0.8495244,32.131,2.316905,32.131,1.260541,25.704,3.379827,64.259,0,64.259,5.00001,,,,,64.257,7.217576,25.703,0.3728892,,,
25.706,0.8497317,32.134,2.316387,32.134,1.260542,25.706,3.379818,64.265,0,64.265,5.00001,,,,,64.263,7.215959,25.706,0.3726835,,,
25.709,0.849939,32.137,2.315217,32.137,1.260629,25.709,3.37981,64.272,0,64.272,5.00001,,,,,64.27,7.214343,25.709,0.3724778,,,
25.711,0.8501463,32.14,2.314047,32.14,1.260716,25.711,3.379801,64.278,0,64.278,5.00001,,,,,64.276,7.212724,25.711,0.3722721,,,
25.714,0.8503533,32.143,2.312876,32.143,1.260803,25.714,3.379793,64.285,0,64.285,5.00001,,,,,64.282,7.211107,25.714,0.3720667,,,
25.716,0.8505606,32.147,2.311706,32.147,1.26089,25.716,3.379784,64.291,0,64.291,5.00001,,,,,64.289,7.209488,25.716,0.371861,,,
25.719,0.8507679,32.15,2.310534,32.15,1.260977,25.719,3.379776,64.298,0,64.298,5.00001,,,,,64.295,7.207872,25.719,0.3716553,,,
25.721,0.8509195,32.153,2.309365,32.153,1.261063,25.722,3.379767,64.304,0,64.304,5.00001,,,,,64.302,7.206255,25.721,0.3715608,,,
25.724,0.8508489,32.156,2.308194,32.156,1.26115,25.724,3.379759,64.31,0,64.31,5.00001,,,,,64.308,7.204637,25.724,0.3719099,,,
25.727,0.8507783,32.159,2.307023,32.159,1.261237,25.727,3.37975,64.317,0,64.317,5.00001,,,,,64.315,7.203108,25.727,0.3722591,,,
25.729,0.8507076,32.163,2.305853,32.163,1.261324,25.729,3.379742,64.323,0,64.323,5.00001,,,,,64.321,7.201792,25.729,0.3726083,,,
25.732,0.850637,32.166,2.304683,32.166,1.261411,25.732,3.379739,64.33,0,64.33,5.00001,,,,,64.327,7.200477,25.732,0.3729575,,,
