Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,System pressure,,Cond temp,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,ml,MPa,ml,°C,
3.943,133.7571,4.929,12.15697,4.929,6.523511,3.943,3.863221,9.858,100,9.858,5.00001,,,,,9.853,9.79518,3.943,0.06799103,19.71,24.03202,
3.945,132.8564,4.932,12.10593,4.932,6.489456,3.945,3.859481,9.864,100,9.864,5.00001,,,,,9.859,9.79563,3.945,0.06736926,19.723,24.03301,
3.948,131.9308,4.936,12.04945,4.936,6.463076,3.948,3.855872,9.87,100,9.87,5.00001,,,,,9.866,9.796036,3.948,0.06790119,19.736,24.03351,
3.95,130.9975,4.939,11.98991,4.939,6.450001,3.95,3.852182,9.877,100,9.877,5.00001,,,,,9.872,9.796442,3.95,0.06820639,19.748,24.03454,
3.953,130.0382,4.942,11.94394,4.942,6.425508,3.953,3.848622,9.883,100,9.883,5.00001,,,,,9.878,9.796848,3.953,0.06786302,19.761,24.03474,
3.956,129.1171,4.945,11.86972,4.945,6.401222,3.956,3.845076,9.89,100,9.89,5.00001,,,,,9.885,9.797255,3.956,0.06810759,19.774,24.03521,
3.958,128.1668,4.948,11.81129,4.948,6.364154,3.958,3.841542,9.896,100,9.896,5.00001,,,,,9.891,9.797661,3.958,0.06685765,19.787,24.03605,
3.961,127.2474,4.952,11.79289,4.952,6.350706,3.961,3.83813,9.903,100,9.903,5.00001,,,,,9.898,9.798067,3.961,0.06792294,19.8,24.03628,
3.963,126.3484,4.955,11.7317,4.955,6.323265,3.963,3.834693,9.909,100,9.909,5.00001,,,,,9.904,9.798473,3.963,0.06787475,19.813,24.0364,
3.966,125.4803,4.958,11.66055,4.958,6.294871,3.966,3.8316,9.915,100,9.915,5.00001,,,,,9.911,9.79888,3.966,0.06996853,19.826,24.03703,
3.968,124.5866,4.961,11.59394,4.961,6.283227,3.968,3.828264,9.922,100,9.922,5.00001,,,,,9.917,9.799286,3.968,0.06912593,19.838,24.03769,
3.971,123.7123,4.964,11.56038,4.964,6.263484,3.971,3.824762,9.928,100,9.928,5.00001,,,,,9.923,9.799692,3.971,0.06819694,19.851,24.03865,
3.974,122.842,4.968,11.4958,4.968,6.240588,3.974,3.821709,9.935,100,9.935,5.00001,,,,,9.93,9.800098,3.974,0.06747741,19.864,24.03948,
3.976,122.0166,4.971,11.46411,4.971,6.19827,3.976,3.818578,9.941,100,9.941,5.00001,,,,,9.936,9.800505,3.976,0.06717813,19.877,24.04081,
3.979,121.1561,4.974,11.41067,4.974,6.192904,3.979,3.815446,9.948,100,9.948,5.00001,,,,,9.943,9.800898,3.979,0.06781223,19.89,24.04258,
3.981,120.3333,4.977,11.33457,4.977,6.139849,3.981,3.812266,9.954,100,9.954,5.00001,,,,,9.949,9.801252,3.981,0.06704976,19.903,24.04358,
3.984,119.5149,4.981,11.30764,4.981,6.130644,3.984,3.808977,9.96,100,9.96,5.00001,,,,,9.956,9.801608,3.984,0.06756292,19.916,24.0442,
3.986,118.657,4.984,11.27457,4.984,6.117648,3.986,3.805892,9.967,100,9.967,5.00001,,,,,9.962,9.801963,3.986,0.06693441,19.928,24.0453,
3.989,117.8736,4.987,11.20253,4.987,6.100896,3.989,3.802974,9.973,100,9.973,5.00001,,,,,9.968,9.802318,3.989,0.06662497,19.941,24.04633,
3.992,117.1058,4.99,11.16105,4.99,6.089702,3.992,3.799834,9.98,100,9.98,5.00001,,,,,9.975,9.802673,3.992,0.06801997,19.954,24.04702,
3.994,116.3632,4.993,11.08799,4.993,6.03155,3.994,3.79706,9.986,100,9.986,5.00001,,,,,9.981,9.803028,3.994,0.06685293,19.967,24.04755,
3.997,115.6222,4.997,11.04611,4.997,6.007025,3.997,3.794123,9.993,100,9.993,5.00001,,,,,9.988,9.803383,3.997,0.06811372,19.98,24.04776,
3.999,114.8864,5,10.99432,5,5.986336,3.999,3.791227,9.999,100,9.999,5.00001,,,,,9.994,9.803738,3.999,0.06836095,19.993,24.04893,
4.002,114.133,5.003,10.9551,5.003,5.97249,4.002,3.788224,10.005,100,10.005,5.00001,,,,,10.001,9.804093,4.002,0.06778782,20.006,24.05001,
4.004,113.3245,5.006,10.88884,5.006,5.948987,4.004,3.785423,10.012,100,10.012,5.00001,,,,,10.007,9.804448,4.004,0.06769665,20.018,24.05171,
4.007,112.4658,5.009,10.88293,5.009,5.919227,4.007,3.782548,10.018,100,10.018,5.00001,,,,,10.013,9.804803,4.007,0.06793005,20.031,24.05321,
4.01,111.7024,5.013,10.83382,5.013,5.894649,4.01,3.779856,10.025,100,10.025,5.00001,,,,,10.02,9.805158,4.01,0.0675648,20.044,24.05453,
4.012,110.9318,5.016,10.78077,5.016,5.890711,4.012,3.776757,10.031,100,10.031,5.00001,,,,,10.026,9.805499,4.012,0.0677591,20.057,24.05538,
4.015,110.1569,5.019,10.73135,5.019,5.872796,4.015,3.773976,10.038,100,10.038,5.00001,,,,,10.033,9.805807,4.015,0.06728064,20.07,24.05636,
4.017,109.3487,5.022,10.71718,5.022,5.866848,4.017,3.771105,10.044,100,10.044,5.00001,,,,,10.039,9.806115,4.017,0.06816071,20.083,24.05684,
4.02,108.6306,5.026,10.662,5.026,5.834854,4.02,3.768562,10.05,100,10.05,5.00001,,,,,10.046,9.806424,4.02,0.07111568,20.096,24.05783,
4.022,107.8454,5.029,10.62434,5.029,5.812326,4.022,3.766059,10.057,100,10.057,5.00001,,,,,10.052,9.806732,4.022,0.06830945,20.108,24.05865,
4.025,107.0719,5.032,10.55519,5.032,5.781713,4.025,3.763406,10.063,100,10.063,5.00001,,,,,10.058,9.807041,4.025,0.06686141,20.121,24.05944,
4.028,106.3113,5.035,10.50104,5.035,5.755282,4.028,3.760579,10.07,100,10.07,5.00001,,,,,10.065,9.807349,4.028,0.06675697,20.134,24.06036,
4.03,105.6375,5.038,10.46754,5.038,5.733881,4.03,3.758125,10.076,100,10.076,5.00001,,,,,10.071,9.807657,4.03,0.0673422,20.147,24.06164,
4.033,104.9749,5.042,10.41551,5.042,5.733361,4.033,3.755621,10.083,100,10.083,5.00001,,,,,10.078,9.807965,4.033,0.06814785,20.16,24.06248,
4.035,104.3097,5.045,10.38516,5.045,5.720145,4.035,3.753137,10.089,100,10.089,5.00001,,,,,10.084,9.808274,4.035,0.06766999,20.173,24.06352,
4.038,103.5973,5.048,10.33832,5.048,5.690902,4.038,3.750612,10.095,100,10.095,5.00001,,,,,10.091,9.808582,4.038,0.06752093,20.186,24.06826,
4.04,102.9009,5.051,10.31853,5.051,5.674771,4.04,3.748174,10.102,100,10.102,5.00001,,,,,10.097,9.80889,4.04,0.06850483,20.198,24.06874,
4.043,102.1926,5.054,10.27526,5.054,5.64791,4.043,3.745634,10.108,100,10.108,5.00001,,,,,10.103,9.809199,4.043,0.06760835,20.211,24.0692,
4.046,101.4969,5.058,10.21844,5.058,5.632452,4.046,3.743106,10.115,100,10.115,5.00001,,,,,10.11,9.809491,4.046,0.06821226,20.224,24.06928,
4.048,100.8366,5.061,10.17341,5.061,5.614725,4.048,3.740766,10.121,100,10.121,5.00001,,,,,10.116,9.809752,4.048,0.06840529,20.237,24.06928,
4.051,100.2024,5.064,10.14366,5.064,5.626774,4.051,3.738462,10.127,100,10.127,5.00001,,,,,10.123,9.810013,4.051,0.06835786,20.25,24.06929,
4.053,99.56052,5.067,10.11102,5.067,5.593829,4.053,3.736267,10.134,100,10.134,5.00001,,,,,10.129,9.810273,4.053,0.06717279,20.263,24.06929,
4.056,98.91314,5.07,10.06551,5.07,5.560488,4.056,3.733819,10.14,100,10.14,5.00001,,,,,10.135,9.810534,4.056,0.06746883,20.276,24.0693,
4.058,98.24402,5.074,10.01577,5.074,5.534329,4.058,3.731616,10.147,100,10.147,5.00001,,,,,10.142,9.810794,4.058,0.06863867,20.288,24.0693,
4.061,97.5679,5.077,9.975792,5.077,5.512539,4.061,3.729345,10.153,100,10.153,5.00001,,,,,10.148,9.811055,4.061,0.06825357,20.301,24.06931,
4.064,96.89645,5.08,9.947659,5.08,5.507563,4.064,3.72714,10.16,100,10.16,5.00001,,,,,10.155,9.811316,4.064,0.06821278,20.314,24.06931,
4.066,96.22549,5.083,9.920972,5.083,5.483264,4.066,3.724679,10.166,100,10.166,5.00001,,,,,10.161,9.811576,4.066,0.06786867,20.327,24.06932,
4.069,95.56414,5.087,9.860424,5.087,5.457257,4.069,3.722485,10.172,100,10.172,5.00001,,,,,10.168,9.811836,4.069,0.06886961,20.34,24.06932,
4.071,94.91157,5.09,9.818492,5.09,5.427388,4.071,3.720172,10.179,100,10.179,5.00001,,,,,10.174,9.812098,4.071,0.0673688,20.353,24.06933,
4.074,94.28359,5.093,9.801397,5.093,5.441168,4.074,3.718125,10.185,100,10.185,5.00001,,,,,10.18,9.812358,4.074,0.07135052,20.365,24.06933,
4.076,93.66146,5.096,9.758326,5.096,5.394164,4.076,3.715867,10.192,100,10.192,5.00001,,,,,10.187,9.812618,4.076,0.06847657,20.378,24.06824,
4.079,93.0481,5.099,9.718297,5.099,5.381854,4.079,3.713759,10.198,100,10.198,5.00001,,,,,10.193,9.812878,4.079,0.06751273,20.391,24.0617,
4.082,92.38785,5.103,9.677781,5.103,5.363831,4.082,3.711824,10.205,100,10.205,5.00001,,,,,10.2,9.813137,4.082,0.06718269,20.404,24.05516,
4.084,91.79506,5.106,9.634057,5.106,5.377856,4.084,3.709622,10.211,100,10.211,5.00001,,,,,10.206,9.813396,4.084,0.06772686,20.417,24.04862,
4.087,91.15405,5.109,9.606982,5.109,5.332385,4.087,3.70759,10.217,100,10.217,5.00001,,,,,10.213,9.813655,4.087,0.06778428,20.43,24.04208,
4.089,90.55558,5.112,9.576468,5.112,5.321242,4.089,3.705277,10.224,100,10.224,5.00001,,,,,10.219,9.813913,4.089,0.06711312,20.443,24.03554,
4.092,89.95322,5.115,9.547203,5.115,5.310441,4.092,3.703362,10.23,100,10.23,5.00001,,,,,10.225,9.814172,4.092,0.06741721,20.455,24.029,
4.094,89.35831,5.119,9.518324,5.119,5.290152,4.094,3.701589,10.237,100,10.237,5.00001,,,,,10.232,9.814431,4.094,0.06659613,20.468,24.02245,
4.097,88.76179,5.122,9.457428,5.122,5.279274,4.097,3.699607,10.243,100,10.243,5.00001,,,,,10.238,9.81469,4.097,0.06732926,20.481,24.01591,
4.1,88.19599,5.125,9.446574,5.125,5.276019,4.1,3.697512,10.25,100,10.25,5.00001,,,,,10.245,9.814949,4.1,0.06844395,20.494,24.00937,
4.102,87.67345,5.128,9.415902,5.128,5.243351,4.102,3.695614,10.256,100,10.256,5.00001,,,,,10.251,9.815207,4.102,0.06819454,20.507,24.00283,
4.105,87.15205,5.132,9.369721,5.132,5.22402,4.105,3.693535,10.262,100,10.262,5.00001,,,,,10.258,9.815467,4.105,0.06787592,20.52,23.99629,
4.107,86.62997,5.135,9.329855,5.135,5.211639,4.107,3.691668,10.269,100,10.269,5.00001,,,,,10.264,9.815725,4.107,0.0673449,20.533,23.98975,
4.11,86.04868,5.138,9.316504,5.138,5.202598,4.11,3.689687,10.275,100,10.275,5.00001,,,,,10.27,9.815984,4.11,0.06925505,20.545,23.98125,
4.112,85.44269,5.141,9.251771,5.141,5.16593,4.112,3.687765,10.282,100,10.282,5.00001,,,,,10.277,9.81622,4.112,0.06688216,20.558,23.96546,
4.115,84.86447,5.144,9.209146,5.144,5.155545,4.115,3.686059,10.288,100,10.288,5.00001,,,,,10.283,9.816424,4.115,0.06675787,20.571,23.94967,
4.118,84.279,5.148,9.176702,5.148,5.142415,4.118,3.684117,10.295,100,10.295,5.00001,,,,,10.29,9.816628,4.118,0.06710854,20.584,23.93388,
4.12,83.73222,5.151,9.152604,5.151,5.137159,4.12,3.682374,10.301,100,10.301,5.00001,,,,,10.296,9.816833,4.12,0.06761648,20.597,23.9181,
4.123,83.15423,5.154,9.130642,5.154,5.122853,4.123,3.680456,10.307,100,10.307,5.00001,,,,,10.303,9.817038,4.123,0.0676799,20.61,23.90231,
4.125,82.58772,5.157,9.086996,5.157,5.084715,4.125,3.678558,10.314,100,10.314,5.00001,,,,,10.309,9.817242,4.125,0.06717315,20.623,23.88653,
4.128,82.06052,5.16,9.061124,5.16,5.078979,4.128,3.676937,10.32,100,10.32,5.00001,,,,,10.315,9.817447,4.128,0.06956643,20.635,23.87074,
4.13,81.50105,5.164,9.020561,5.164,5.063063,4.13,3.67495,10.327,100,10.327,5.00001,,,,,10.322,9.817651,4.13,0.06743176,20.648,23.85495,
4.133,80.94755,5.167,8.982668,5.167,5.045939,4.133,3.673395,10.333,100,10.333,5.00001,,,,,10.328,9.817855,4.133,0.06769513,20.661,23.83916,
4.136,80.43546,5.17,8.959173,5.17,5.042978,4.136,3.671802,10.34,100,10.34,5.00001,,,,,10.335,9.81806,4.136,0.06668589,20.674,23.82337,
4.138,79.89885,5.173,8.957938,5.173,5.031275,4.138,3.669804,10.346,100,10.346,5.00001,,,,,10.341,9.818264,4.138,0.06820748,20.687,23.80758,
4.141,79.40021,5.177,8.92031,5.177,5.012084,4.141,3.668251,10.352,100,10.352,5.00001,,,,,10.348,9.818468,4.141,0.0669248,20.7,23.7918,
4.143,78.9148,5.18,8.895653,5.18,5.003524,4.143,3.666549,10.359,100,10.359,5.00001,,,,,10.354,9.818673,4.143,0.06650765,20.713,23.77746,
4.146,78.40016,5.183,8.856904,5.183,4.979425,4.146,3.66497,10.365,100,10.365,5.00001,,,,,10.36,9.818883,4.146,0.06709344,20.725,23.76736,
4.148,77.88212,5.186,8.82988,5.186,4.970981,4.148,3.663239,10.372,100,10.372,5.00001,,,,,10.367,9.819099,4.148,0.06716282,20.738,23.75726,
4.151,77.38959,5.189,8.787348,5.189,4.954389,4.151,3.661656,10.378,100,10.378,5.00001,,,,,10.373,9.819317,4.151,0.06679429,20.751,23.74716,
4.153,76.87947,5.193,8.776044,5.193,4.941743,4.154,3.659861,10.385,100,10.385,5.00001,,,,,10.38,9.819533,4.153,0.0671379,20.764,23.73706,
4.156,76.39867,5.196,8.759577,5.196,4.932098,4.156,3.658213,10.391,100,10.391,5.00001,,,,,10.386,9.819751,4.156,0.0680141,20.777,23.72696,
4.159,75.91807,5.199,8.70327,5.199,4.909334,4.159,3.656784,10.397,100,10.397,5.00001,,,,,10.393,9.819967,4.159,0.06742585,20.79,23.71687,
4.161,75.43964,5.202,8.681247,5.202,4.88833,4.161,3.655279,10.404,100,10.404,5.00001,,,,,10.399,9.820185,4.161,0.06773728,20.803,23.70677,
4.164,74.94485,5.205,8.664673,5.205,4.887878,4.164,3.653642,10.41,100,10.41,5.00001,,,,,10.405,9.820401,4.164,0.06770775,20.815,23.69667,
4.166,74.45744,5.209,8.632877,5.209,4.884548,4.166,3.652054,10.417,100,10.417,5.00001,,,,,10.412,9.820619,4.166,0.06883565,20.828,23.68657,
4.169,73.98523,5.212,8.599912,5.212,4.872668,4.169,3.65051,10.423,100,10.423,5.00001,,,,,10.418,9.820835,4.169,0.06812843,20.841,23.67648,
4.171,73.48048,5.215,8.566194,5.215,4.847724,4.172,3.64889,10.43,100,10.43,5.00001,,,,,10.425,9.821053,4.171,0.06759588,20.854,23.66638,
4.174,72.98249,5.218,8.552109,5.218,4.85094,4.174,3.647324,10.436,100,10.436,5.00001,,,,,10.431,9.821269,4.174,0.06760632,20.867,23.65628,
4.177,72.48573,5.222,8.499876,5.222,4.829216,4.177,3.645928,10.442,100,10.442,5.00001,,,,,10.438,9.821486,4.177,0.06708887,20.88,23.64775,
4.179,72.03736,5.225,8.488721,5.225,4.829253,4.179,3.644398,10.449,100,10.449,5.00001,,,,,10.444,9.821696,4.179,0.0667175,20.893,23.64291,
4.182,71.60596,5.228,8.440978,5.228,4.802636,4.182,3.642813,10.455,100,10.455,5.00001,,,,,10.45,9.8219,4.182,0.06930787,20.905,23.63807,
4.184,71.13621,5.231,8.409382,5.231,4.788117,4.184,3.641372,10.462,100,10.462,5.00001,,,,,10.457,9.822104,4.184,0.06780802,20.918,23.63323,
4.187,70.66153,5.234,8.395196,5.234,4.775835,4.187,3.639997,10.468,100,10.468,5.00001,,,,,10.463,9.822309,4.187,0.06742708,20.931,23.62839,
4.189,70.20413,5.238,8.384661,5.238,4.773009,4.19,3.638446,10.475,100,10.475,5.00001,,,,,10.47,9.822513,4.189,0.06707907,20.944,23.62355,
4.192,69.74528,5.241,8.345543,5.241,4.736073,4.192,3.636956,10.481,100,10.481,5.00001,,,,,10.476,9.822717,4.192,0.06722208,20.957,23.61871,
4.195,69.28689,5.244,8.324704,5.244,4.727248,4.195,3.635434,10.487,100,10.487,5.00001,,,,,10.483,9.822921,4.195,0.06707717,20.97,23.61387,
4.197,68.84058,5.247,8.310123,5.247,4.728217,4.197,3.634099,10.494,100,10.494,5.00001,,,,,10.489,9.823125,4.197,0.0672438,20.983,23.60903,
4.2,68.37537,5.25,8.274036,5.25,4.714493,4.2,3.63285,10.5,100,10.5,5.00001,,,,,10.495,9.823329,4.2,0.06700675,20.995,23.60419,
4.202,67.93233,5.254,8.229529,5.254,4.6961,4.202,3.631672,10.507,100,10.507,5.00001,,,,,10.502,9.823532,4.202,0.06684684,21.008,23.59935,
4.205,67.49526,5.257,8.203424,5.257,4.684196,4.205,3.630092,10.513,100,10.513,5.00001,,,,,10.508,9.823736,4.205,0.06597348,21.021,23.59451,
4.207,67.06416,5.26,8.183006,5.26,4.672765,4.208,3.628767,10.52,100,10.52,5.00001,,,,,10.515,9.82394,4.207,0.06730914,21.034,23.58967,
4.21,66.66273,5.263,8.167479,5.263,4.66149,4.21,3.627521,10.526,100,10.526,5.00001,,,,,10.521,9.824144,4.21,0.06736274,21.047,23.58624,
4.213,66.27181,5.267,8.138445,5.267,4.653452,4.213,3.625935,10.532,100,10.532,5.00001,,,,,10.528,9.824339,4.213,0.06751253,21.06,23.58554,
4.215,65.86603,5.27,8.103478,5.27,4.648947,4.215,3.624815,10.539,100,10.539,5.00001,,,,,10.534,9.824525,4.215,0.06857999,21.073,23.58483,
4.218,65.45049,5.273,8.070407,5.273,4.614149,4.218,3.62351,10.545,100,10.545,5.00001,,,,,10.54,9.824712,4.218,0.06792358,21.085,23.58412,
4.22,65.00064,5.276,8.059986,5.276,4.612051,4.22,3.622104,10.552,100,10.552,5.00001,,,,,10.547,9.824898,4.22,0.06801827,21.098,23.58341,
4.223,64.54324,5.279,8.022653,5.279,4.60431,4.223,3.620807,10.558,100,10.558,5.00001,,,,,10.553,9.825084,4.223,0.06733865,21.111,23.5827,
4.225,64.12016,5.283,7.989877,5.283,4.594801,4.226,3.619284,10.565,100,10.565,5.00001,,,,,10.56,9.825271,4.225,0.06698472,21.124,23.58199,
4.228,63.7062,5.286,7.975516,5.286,4.58093,4.228,3.617932,10.571,100,10.571,5.00001,,,,,10.566,9.825457,4.228,0.06753679,21.137,23.58128,
4.231,63.27398,5.289,7.959932,5.289,4.572441,4.231,3.616971,10.577,100,10.577,5.00001,,,,,10.573,9.825644,4.231,0.06741407,21.15,23.58057,
4.233,62.87465,5.292,7.91812,5.292,4.552244,4.233,3.615804,10.584,100,10.584,5.00001,,,,,10.579,9.82583,4.233,0.06557147,21.163,23.57986,
4.236,62.45613,5.295,7.902085,5.295,4.546055,4.236,3.614342,10.59,100,10.59,5.00001,,,,,10.585,9.826015,4.236,0.06855858,21.175,23.57915,
4.238,62.03027,5.299,7.861485,5.299,4.539193,4.238,3.613184,10.597,100,10.597,5.00001,,,,,10.592,9.826202,4.238,0.06760781,21.188,23.57845,
4.241,61.62057,5.302,7.834567,5.302,4.520093,4.241,3.612191,10.603,100,10.603,5.00001,,,,,10.598,9.826388,4.241,0.0665492,21.201,23.57774,
4.243,61.21479,5.305,7.825319,5.305,4.507434,4.244,3.611024,10.609,100,10.609,5.00001,,,,,10.605,9.826575,4.243,0.06707922,21.214,23.57798,
4.246,60.84869,5.308,7.793552,5.308,4.493136,4.246,3.609706,10.616,100,10.616,5.00001,,,,,10.611,9.826738,4.246,0.06658759,21.227,23.57975,
4.249,60.46328,5.311,7.765661,5.311,4.478605,4.249,3.608662,10.622,100,10.622,5.00001,,,,,10.618,9.826887,4.249,0.06702723,21.24,23.58152,
4.251,60.08946,5.315,7.75284,5.315,4.466025,4.251,3.607433,10.629,100,10.629,5.00001,,,,,10.624,9.827035,4.251,0.067118,21.253,23.58328,
4.254,59.70721,5.318,7.731288,5.318,4.475249,4.254,3.606342,10.635,100,10.635,5.00001,,,,,10.63,9.827183,4.254,0.06728031,21.265,23.58505,
4.256,59.33171,5.321,7.702687,5.321,4.468697,4.256,3.60488,10.642,100,10.642,5.00001,,,,,10.637,9.827331,4.256,0.06775279,21.278,23.58682,
4.259,58.91853,5.324,7.701989,5.324,4.460055,4.259,3.603699,10.648,100,10.648,5.00001,,,,,10.643,9.827478,4.259,0.0674744,21.291,23.58858,
4.261,58.53535,5.328,7.670016,5.328,4.429325,4.262,3.602577,10.654,100,10.654,5.00001,,,,,10.65,9.827627,4.261,0.06779823,21.304,23.59035,
4.264,58.17485,5.331,7.657784,5.331,4.427909,4.264,3.601253,10.661,100,10.661,5.00001,,,,,10.656,9.827775,4.264,0.06825051,21.317,23.59212,
4.267,57.83788,5.334,7.625449,5.334,4.42098,4.267,3.600062,10.667,100,10.667,5.00001,,,,,10.663,9.827923,4.267,0.06849209,21.33,23.59388,
4.269,57.46143,5.337,7.58414,5.337,4.405806,4.269,3.598912,10.674,100,10.674,5.00001,,,,,10.669,9.828071,4.269,0.06715558,21.343,23.59565,
4.272,57.07896,5.34,7.550879,5.34,4.39637,4.272,3.597734,10.68,100,10.68,5.00001,,,,,10.675,9.828219,4.272,0.06800568,21.355,23.59742,
4.274,56.69407,5.344,7.543717,5.344,4.388917,4.274,3.596581,10.687,100,10.687,5.00001,,,,,10.682,9.828367,4.274,0.06777989,21.368,23.59918,
4.277,56.30219,5.347,7.521528,5.347,4.370791,4.277,3.595516,10.693,100,10.693,5.00001,,,,,10.688,9.828515,4.277,0.0674377,21.381,23.60138,
4.279,55.90913,5.35,7.502719,5.35,4.360405,4.28,3.594391,10.699,100,10.699,5.00001,,,,,10.695,9.828667,4.279,0.06651381,21.394,23.60414,
4.282,55.53025,5.353,7.454231,5.353,4.346524,4.282,3.593392,10.706,100,10.706,5.00001,,,,,10.701,9.828819,4.282,0.06711219,21.407,23.6069,
4.285,55.15948,5.356,7.447167,5.356,4.345964,4.285,3.592305,10.712,100,10.712,5.00001,,,,,10.707,9.828972,4.285,0.06760185,21.42,23.60966,
4.287,54.82165,5.36,7.441356,5.36,4.318887,4.287,3.591212,10.719,100,10.719,5.00001,,,,,10.714,9.829125,4.287,0.06884282,21.432,23.61242,
4.29,54.46978,5.363,7.413578,5.363,4.326661,4.29,3.589937,10.725,100,10.725,5.00001,,,,,10.72,9.829278,4.29,0.06808859,21.445,23.61518,
4.292,54.13438,5.366,7.3941,5.366,4.302165,4.292,3.588824,10.732,100,10.732,5.00001,,,,,10.727,9.829431,4.292,0.06716037,21.458,23.61794,
4.295,53.7593,5.369,7.359195,5.369,4.294926,4.295,3.587816,10.738,100,10.738,5.00001,,,,,10.733,9.829584,4.295,0.06664048,21.471,23.6207,
4.297,53.43716,5.373,7.348023,5.373,4.29323,4.298,3.586775,10.744,100,10.744,5.00001,,,,,10.74,9.829737,4.297,0.06753911,21.484,23.62346,
4.3,53.10659,5.376,7.322883,5.376,4.28843,4.3,3.585731,10.751,100,10.751,5.00001,,,,,10.746,9.829889,4.3,0.06742504,21.497,23.62622,
4.303,52.77255,5.379,7.298788,5.379,4.280532,4.303,3.584775,10.757,100,10.757,5.00001,,,,,10.752,9.830043,4.303,0.066385,21.51,23.62898,
4.305,52.44341,5.382,7.290597,5.382,4.260509,4.305,3.583679,10.764,100,10.764,5.00001,,,,,10.759,9.830195,4.305,0.06659714,21.522,23.63175,
4.308,52.09286,5.385,7.243508,5.385,4.262698,4.308,3.582712,10.77,100,10.77,5.00001,,,,,10.765,9.830348,4.308,0.06710115,21.535,23.63451,
4.31,51.75288,5.389,7.239678,5.389,4.250748,4.31,3.581792,10.777,100,10.777,5.00001,,,,,10.772,9.830502,4.31,0.06721686,21.548,23.63726,
4.313,51.41389,5.392,7.228784,5.392,4.245015,4.313,3.580961,10.783,100,10.783,5.00001,,,,,10.778,9.830632,4.313,0.06758607,21.561,23.64,
4.315,51.09618,5.395,7.190796,5.395,4.207864,4.316,3.579701,10.789,100,10.789,5.00001,,,,,10.785,9.830752,4.315,0.06728727,21.574,23.64274,
4.318,50.78706,5.398,7.180248,5.398,4.212084,4.318,3.578797,10.796,100,10.796,5.00001,,,,,10.791,9.830872,4.318,0.06733769,21.587,23.64548,
4.321,50.45081,5.401,7.162427,5.401,4.205429,4.321,3.577772,10.802,100,10.802,5.00001,,,,,10.797,9.830992,4.321,0.06857658,21.6,23.64822,
4.323,50.13739,5.405,7.156794,5.405,4.196333,4.323,3.576576,10.809,100,10.809,5.00001,,,,,10.804,9.831112,4.323,0.06817232,21.612,23.65096,
4.326,49.83637,5.408,7.112749,5.408,4.196264,4.326,3.575772,10.815,100,10.815,5.00001,,,,,10.81,9.831232,4.326,0.0679103,21.625,23.6537,
4.328,49.48756,5.411,7.095934,5.411,4.197584,4.328,3.574454,10.822,100,10.822,5.00001,,,,,10.817,9.831352,4.328,0.06735417,21.638,23.65644,
4.331,49.14004,5.414,7.070423,5.414,4.171619,4.331,3.573527,10.828,100,10.828,5.00001,,,,,10.823,9.831472,4.331,0.06740645,21.651,23.65918,
4.333,48.82092,5.418,7.044414,5.418,4.151865,4.334,3.572656,10.834,100,10.834,5.00001,,,,,10.83,9.831592,4.333,0.06727183,21.664,23.66192,
4.336,48.50475,5.421,7.037876,5.421,4.149659,4.336,3.571873,10.841,100,10.841,5.00001,,,,,10.836,9.831712,4.336,0.06749858,21.677,23.66466,
4.339,48.17149,5.424,7.023735,5.424,4.139753,4.339,3.570936,10.847,100,10.847,5.00001,,,,,10.842,9.831832,4.339,0.06724557,21.69,23.6674,
4.341,47.86819,5.427,7.000568,5.427,4.13011,4.341,3.570085,10.854,100,10.854,5.00001,,,,,10.849,9.831952,4.341,0.0696473,21.702,23.67014,
4.344,47.54631,5.43,6.978598,5.43,4.121531,4.344,3.569161,10.86,100,10.86,5.00001,,,,,10.855,9.832072,4.344,0.06886752,21.715,23.67256,
4.346,47.23534,5.434,6.960433,5.434,4.118309,4.346,3.568213,10.867,100,10.867,5.00001,,,,,10.862,9.832177,4.346,0.06788602,21.728,23.67467,
4.349,46.91824,5.437,6.946311,5.437,4.112488,4.349,3.567308,10.873,100,10.873,5.00001,,,,,10.868,9.832276,4.349,0.06641559,21.741,23.67678,
4.351,46.62846,5.44,6.915929,5.44,4.088147,4.352,3.566432,10.879,100,10.879,5.00001,,,,,10.875,9.832376,4.351,0.06746979,21.754,23.6789,
4.354,46.36278,5.443,6.901892,5.443,4.087787,4.354,3.565569,10.886,100,10.886,5.00001,,,,,10.881,9.832475,4.354,0.06734844,21.767,23.68101,
4.357,46.07684,5.446,6.885371,5.446,4.082354,4.357,3.564728,10.892,100,10.892,5.00001,,,,,10.887,9.832574,4.357,0.06725526,21.78,23.68312,
4.359,45.79636,5.45,6.853108,5.45,4.058634,4.359,3.56369,10.899,100,10.899,5.00001,,,,,10.894,9.832673,4.359,0.06790286,21.792,23.68524,
4.362,45.53114,5.453,6.850649,5.453,4.051802,4.362,3.562712,10.905,100,10.905,5.00001,,,,,10.9,9.832773,4.362,0.06834824,21.805,23.68735,
