Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,Cond temp,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,ml,°C,
4.774,20.99714,5.967,6.93419,5.967,3.958588,4.774,3.467587,11.937,100,11.937,5.00001,,,,,11.937,6.515612,23.874,23.31575,
4.777,20.93482,5.971,6.930179,5.971,3.950082,4.777,3.467115,11.943,100,11.943,5.00001,,,,,11.943,6.515642,23.887,23.31373,
4.779,20.82856,5.974,6.960296,5.974,3.95571,4.779,3.466742,11.949,100,11.949,5.00001,,,,,11.95,6.515672,23.899,23.31171,
4.782,20.75853,5.977,6.922176,5.977,3.937676,4.782,3.466602,11.956,100,11.956,5.00001,,,,,11.956,6.515703,23.912,23.30969,
4.784,20.67465,5.98,6.916049,5.98,3.946538,4.784,3.466251,11.962,100,11.962,5.00001,,,,,11.963,6.515733,23.925,23.30774,
4.787,20.59854,5.983,6.854928,5.983,3.911664,4.787,3.465925,11.969,100,11.969,5.00001,,,,,11.969,6.515763,23.938,23.30581,
4.79,20.50698,5.987,6.895493,5.987,3.937421,4.79,3.465562,11.975,100,11.975,5.00001,,,,,11.976,6.515793,23.951,23.30388,
4.792,20.41898,5.99,6.921861,5.99,3.942053,4.792,3.465179,11.982,100,11.982,5.00001,,,,,11.982,6.515826,23.964,23.30195,
4.795,20.35995,5.993,6.871537,5.993,3.914461,4.795,3.464969,11.988,100,11.988,5.00001,,,,,11.988,6.515887,23.977,23.30002,
4.797,20.28838,5.996,6.868129,5.996,3.922051,4.797,3.464631,11.994,100,11.994,5.00001,,,,,11.995,6.515948,23.99,23.29809,
4.8,20.20237,5.999,6.880213,5.999,3.922804,4.8,3.464149,12.001,100,12.001,5.00001,,,,,12.001,6.516008,24.002,23.29617,
4.802,20.15171,6.003,6.92554,6.003,3.925013,4.802,3.463916,12.007,100,12.007,5.00001,,,,,12.008,6.516069,24.015,23.29424,
4.805,20.0323,6.006,6.918964,6.006,3.927312,4.805,3.46382,12.014,100,12.014,5.00001,,,,,12.014,6.51613,24.028,23.29231,
4.808,19.97276,6.009,6.841307,6.009,3.903048,4.808,3.463423,12.02,100,12.02,5.00001,,,,,12.021,6.516191,24.041,23.29038,
4.81,19.89697,6.012,6.850179,6.012,3.881369,4.81,3.463157,12.027,100,12.027,5.00001,,,,,12.027,6.516252,24.054,23.28845,
4.813,19.80221,6.016,6.841632,6.016,3.874192,4.813,3.462783,12.033,100,12.033,5.00001,,,,,12.033,6.516312,24.067,23.28652,
4.815,19.78337,6.019,6.871546,6.019,3.897564,4.815,3.462641,12.039,100,12.039,5.00001,,,,,12.04,6.516373,24.08,23.28459,
4.818,19.67602,6.022,6.836491,6.022,3.87898,4.818,3.462317,12.046,100,12.046,5.00001,,,,,12.046,6.516434,24.092,23.28269,
4.82,19.56999,6.025,6.791453,6.025,3.88138,4.82,3.461992,12.052,100,12.052,5.00001,,,,,12.053,6.516495,24.105,23.28079,
4.823,19.52005,6.028,6.812089,6.028,3.881754,4.823,3.461698,12.059,100,12.059,5.00001,,,,,12.059,6.516555,24.118,23.27889,
4.826,19.44492,6.032,6.78347,6.032,3.880734,4.826,3.461148,12.065,100,12.065,5.00001,,,,,12.066,6.516613,24.131,23.27699,
4.828,19.3713,6.035,6.802609,6.035,3.871032,4.828,3.460955,12.072,100,12.072,5.00001,,,,,12.072,6.516648,24.144,23.27509,
4.831,19.26826,6.038,6.822837,6.038,3.875835,4.831,3.460683,12.078,100,12.078,5.00001,,,,,12.078,6.516683,24.157,23.27319,
4.833,19.19923,6.041,6.757369,6.041,3.842083,4.833,3.460499,12.084,100,12.084,5.00001,,,,,12.085,6.516718,24.17,23.27129,
4.836,19.14359,6.044,6.778685,6.044,3.85332,4.836,3.460024,12.091,100,12.091,5.00001,,,,,12.091,6.516753,24.183,23.26939,
4.839,19.06254,6.048,6.825658,6.048,3.86632,4.839,3.45978,12.097,100,12.097,5.00001,,,,,12.098,6.516788,24.195,23.26749,
4.841,18.99187,6.051,6.792216,6.051,3.867601,4.841,3.459477,12.104,100,12.104,5.00001,,,,,12.104,6.516823,24.208,23.26559,
4.844,18.91349,6.054,6.763772,6.054,3.857489,4.844,3.459221,12.11,100,12.11,5.00001,,,,,12.111,6.516859,24.221,23.26369,
4.846,18.83578,6.057,6.770322,6.057,3.865121,4.846,3.458889,12.117,100,12.117,5.00001,,,,,12.117,6.516893,24.234,23.26179,
4.849,18.77799,6.061,6.7547,6.061,3.844931,4.849,3.458541,12.123,100,12.123,5.00001,,,,,12.123,6.516929,24.247,23.25989,
4.851,18.73153,6.064,6.752575,6.064,3.836589,4.851,3.458287,12.129,100,12.129,5.00001,,,,,12.13,6.516964,24.26,23.2581,
4.854,18.65297,6.067,6.747625,6.067,3.827531,4.854,3.457893,12.136,100,12.136,5.00001,,,,,12.136,6.516999,24.273,23.25634,
4.857,18.56305,6.07,6.734925,6.07,3.833901,4.857,3.45771,12.142,100,12.142,5.00001,,,,,12.143,6.517034,24.285,23.25457,
4.859,18.52836,6.073,6.747558,6.073,3.856716,4.859,3.457421,12.149,100,12.149,5.00001,,,,,12.149,6.517068,24.298,23.25281,
4.862,18.44435,6.077,6.741792,6.077,3.824276,4.862,3.457061,12.155,100,12.155,5.00001,,,,,12.156,6.517101,24.311,23.25104,
4.864,18.36283,6.08,6.724638,6.08,3.82193,4.864,3.456853,12.162,100,12.162,5.00001,,,,,12.162,6.517133,24.324,23.24928,
4.867,18.31789,6.083,6.662725,6.083,3.805349,4.867,3.45659,12.168,100,12.168,5.00001,,,,,12.168,6.517165,24.337,23.24751,
4.869,18.26772,6.086,6.739478,6.086,3.835219,4.869,3.456362,12.174,100,12.174,5.00001,,,,,12.175,6.517197,24.35,23.24574,
4.872,18.21123,6.09,6.71865,6.09,3.819998,4.872,3.455922,12.181,100,12.181,5.00001,,,,,12.181,6.517229,24.363,23.24398,
4.875,18.12817,6.093,6.731174,6.093,3.826719,4.875,3.455735,12.187,100,12.187,5.00001,,,,,12.188,6.517262,24.375,23.24221,
4.877,18.08407,6.096,6.694475,6.096,3.82453,4.877,3.45535,12.194,100,12.194,5.00001,,,,,12.194,6.517293,24.388,23.24045,
4.88,18.01276,6.099,6.722761,6.099,3.821629,4.88,3.455091,12.2,100,12.2,5.00001,,,,,12.201,6.517325,24.401,23.23868,
4.882,17.93146,6.102,6.678051,6.102,3.795349,4.882,3.454853,12.207,100,12.207,5.00001,,,,,12.207,6.517358,24.414,23.23692,
4.885,17.85863,6.106,6.672007,6.106,3.799874,4.885,3.454507,12.213,100,12.213,5.00001,,,,,12.214,6.51739,24.427,23.23536,
4.887,17.79159,6.109,6.711128,6.109,3.833283,4.887,3.454584,12.22,100,12.22,5.00001,,,,,12.22,6.517422,24.44,23.23383,
4.89,17.71651,6.112,6.685057,6.112,3.792929,4.89,3.454327,12.226,100,12.226,5.00001,,,,,12.226,6.517454,24.453,23.2323,
4.893,17.6539,6.115,6.699965,6.115,3.805876,4.893,3.454029,12.232,100,12.232,5.00001,,,,,12.233,6.517486,24.466,23.23077,
4.895,17.64009,6.118,6.676315,6.118,3.7964,4.895,3.453689,12.239,100,12.239,5.00001,,,,,12.239,6.517515,24.478,23.22923,
4.898,17.56894,6.122,6.67293,6.122,3.801786,4.898,3.453511,12.245,100,12.245,5.00001,,,,,12.246,6.517545,24.491,23.2277,
4.9,17.49061,6.125,6.657831,6.125,3.794419,4.9,3.453249,12.252,100,12.252,5.00001,,,,,12.252,6.517575,24.504,23.22617,
4.903,17.41643,6.128,6.68857,6.128,3.820467,4.903,3.453119,12.258,100,12.258,5.00001,,,,,12.259,6.517605,24.517,23.22464,
4.905,17.32404,6.131,6.63885,6.131,3.800553,4.905,3.452613,12.265,100,12.265,5.00001,,,,,12.265,6.517634,24.53,23.22311,
4.908,17.26763,6.135,6.619418,6.135,3.782937,4.908,3.452276,12.271,100,12.271,5.00001,,,,,12.271,6.517664,24.543,23.22157,
4.911,17.23357,6.138,6.708944,6.138,3.797606,4.911,3.451977,12.277,100,12.277,5.00001,,,,,12.278,6.517694,24.556,23.22004,
4.913,17.17291,6.141,6.658963,6.141,3.773259,4.913,3.451652,12.284,100,12.284,5.00001,,,,,12.284,6.517724,24.568,23.21851,
4.916,17.13659,6.144,6.695939,6.144,3.77882,4.916,3.451622,12.29,100,12.29,5.00001,,,,,12.291,6.517754,24.581,23.21698,
4.918,17.02304,6.147,6.640282,6.147,3.787387,4.918,3.451262,12.297,100,12.297,5.00001,,,,,12.297,6.517784,24.594,23.21549,
4.921,16.97574,6.151,6.627892,6.151,3.766359,4.921,3.450991,12.303,100,12.303,5.00001,,,,,12.304,6.517813,24.607,23.21401,
4.923,16.94747,6.154,6.600018,6.154,3.761479,4.923,3.450777,12.31,100,12.31,5.00001,,,,,12.31,6.517843,24.62,23.21253,
4.926,16.88759,6.157,6.627206,6.157,3.755209,4.926,3.450459,12.316,100,12.316,5.00001,,,,,12.316,6.517874,24.633,23.21104,
4.929,16.8368,6.16,6.619698,6.16,3.77423,4.929,3.450284,12.322,100,12.322,5.00001,,,,,12.323,6.517906,24.646,23.20956,
4.931,16.74237,6.163,6.603047,6.163,3.747507,4.931,3.449989,12.329,100,12.329,5.00001,,,,,12.329,6.517939,24.659,23.20808,
4.934,16.69133,6.167,6.599298,6.167,3.751101,4.934,3.449831,12.335,100,12.335,5.00001,,,,,12.336,6.517972,24.671,23.20659,
4.936,16.62357,6.17,6.562066,6.17,3.756362,4.936,3.449528,12.342,100,12.342,5.00001,,,,,12.342,6.518004,24.684,23.20511,
4.939,16.586,6.173,6.595233,6.173,3.771059,4.939,3.449291,12.348,100,12.348,5.00001,,,,,12.349,6.518037,24.697,23.20363,
4.941,16.548,6.176,6.570988,6.176,3.747205,4.941,3.449137,12.355,100,12.355,5.00001,,,,,12.355,6.51807,24.71,23.20214,
4.944,16.49591,6.18,6.609511,6.18,3.753744,4.944,3.448892,12.361,100,12.361,5.00001,,,,,12.361,6.518103,24.723,23.20066,
4.947,16.39614,6.183,6.585622,6.183,3.737242,4.947,3.44881,12.367,100,12.367,5.00001,,,,,12.368,6.518136,24.736,23.19918,
4.949,16.36783,6.186,6.583922,6.186,3.752176,4.949,3.448543,12.374,100,12.374,5.00001,,,,,12.374,6.518168,24.749,23.19769,
4.952,16.32602,6.189,6.603403,6.189,3.746581,4.952,3.448426,12.38,100,12.38,5.00001,,,,,12.381,6.518201,24.761,23.19623,
4.954,16.28476,6.192,6.587298,6.192,3.746722,4.954,3.447911,12.387,100,12.387,5.00001,,,,,12.387,6.518234,24.774,23.19477,
4.957,16.25301,6.196,6.550886,6.196,3.728557,4.957,3.447707,12.393,100,12.393,5.00001,,,,,12.394,6.518266,24.787,23.1933,
4.959,16.15718,6.199,6.529479,6.199,3.706154,4.959,3.447474,12.4,100,12.4,5.00001,,,,,12.4,6.5183,24.8,23.19184,
4.962,16.10644,6.202,6.558729,6.202,3.728135,4.962,3.447444,12.406,100,12.406,5.00001,,,,,12.406,6.518333,24.813,23.19038,
4.965,16.07442,6.205,6.574667,6.205,3.74059,4.965,3.447096,12.412,100,12.412,5.00001,,,,,12.413,6.518367,24.826,23.18891,
4.967,16.01146,6.208,6.592739,6.208,3.732058,4.967,3.446765,12.419,100,12.419,5.00001,,,,,12.419,6.518401,24.839,23.18745,
4.97,15.97292,6.212,6.588875,6.212,3.737764,4.97,3.446568,12.425,100,12.425,5.00001,,,,,12.426,6.518435,24.852,23.18599,
4.972,15.88457,6.215,6.535364,6.215,3.737538,4.972,3.446298,12.432,100,12.432,5.00001,,,,,12.432,6.518469,24.864,23.18452,
4.975,15.80684,6.218,6.551017,6.218,3.716962,4.975,3.446023,12.438,100,12.438,5.00001,,,,,12.439,6.518503,24.877,23.18306,
4.977,15.7766,6.221,6.559531,6.221,3.704611,4.977,3.44608,12.445,100,12.445,5.00001,,,,,12.445,6.518536,24.89,23.1816,
4.98,15.70761,6.225,6.527906,6.225,3.715976,4.98,3.445752,12.451,100,12.451,5.00001,,,,,12.451,6.51857,24.903,23.18013,
4.983,15.68815,6.228,6.515636,6.228,3.728196,4.983,3.445626,12.457,100,12.457,5.00001,,,,,12.458,6.518604,24.916,23.17867,
4.985,15.63401,6.231,6.5359,6.231,3.715616,4.985,3.445402,12.464,100,12.464,5.00001,,,,,12.464,6.518638,24.929,23.17726,
4.988,15.58708,6.234,6.541689,6.234,3.720275,4.988,3.445219,12.47,100,12.47,5.00001,,,,,12.471,6.518672,24.942,23.17585,
4.99,15.54799,6.237,6.538198,6.237,3.728034,4.99,3.444954,12.477,100,12.477,5.00001,,,,,12.477,6.518705,24.954,23.17444,
4.993,15.47206,6.241,6.48888,6.241,3.68628,4.993,3.444759,12.483,100,12.483,5.00001,,,,,12.484,6.518738,24.967,23.17303,
4.995,15.44791,6.244,6.486764,6.244,3.689016,4.995,3.444602,12.49,100,12.49,5.00001,,,,,12.49,6.518768,24.98,23.17161,
4.998,15.40326,6.247,6.515263,6.247,3.715103,4.998,3.444299,12.496,100,12.496,5.00001,,,,,12.497,6.518798,24.993,23.1702,
5.001,15.3294,6.25,6.479533,6.25,3.703774,5.001,3.444219,12.503,100,12.503,5.00001,,,,,12.503,6.518828,25.006,23.16879,
5.003,15.28155,6.254,6.529331,6.254,3.700328,5.003,3.44419,12.509,100,12.509,5.00001,,,,,12.509,6.518857,25.019,23.16738,
5.006,15.2289,6.257,6.492953,6.257,3.687546,5.006,3.443707,12.515,100,12.515,5.00001,,,,,12.516,6.518888,25.032,23.16597,
5.008,15.23077,6.26,6.505913,6.26,3.677647,5.008,3.443511,12.522,100,12.522,5.00001,,,,,12.522,6.518918,25.045,23.16455,
5.011,15.17068,6.263,6.507401,6.263,3.678634,5.011,3.443322,12.528,100,12.528,5.00001,,,,,12.529,6.518948,25.057,23.16314,
5.013,15.10707,6.266,6.455715,6.266,3.689954,5.013,3.442855,12.535,100,12.535,5.00001,,,,,12.535,6.518978,25.07,23.16173,
5.016,15.06386,6.27,6.458019,6.27,3.668954,5.016,3.442799,12.541,100,12.541,5.00001,,,,,12.542,6.519008,25.083,23.16033,
5.019,15.03957,6.273,6.47837,6.273,3.661646,5.019,3.442614,12.548,100,12.548,5.00001,,,,,12.548,6.519038,25.096,23.15903,
5.021,14.9852,6.276,6.475049,6.276,3.699442,5.021,3.442545,12.554,100,12.554,5.00001,,,,,12.554,6.519068,25.109,23.15773,
5.024,14.93635,6.279,6.494656,6.279,3.687377,5.024,3.442268,12.56,100,12.56,5.00001,,,,,12.561,6.519097,25.122,23.15642,
5.026,14.89056,6.282,6.438288,6.282,3.646793,5.026,3.441986,12.567,100,12.567,5.00001,,,,,12.567,6.519127,25.135,23.15512,
5.029,14.85503,6.286,6.43328,6.286,3.674183,5.029,3.441792,12.573,100,12.573,5.00001,,,,,12.574,6.519156,25.147,23.15381,
5.031,14.82698,6.289,6.45619,6.289,3.666255,5.031,3.441642,12.58,100,12.58,5.00001,,,,,12.58,6.519184,25.16,23.15251,
5.034,14.76797,6.292,6.461354,6.292,3.673324,5.034,3.441437,12.586,100,12.586,5.00001,,,,,12.587,6.519213,25.173,23.15121,
5.037,14.70899,6.295,6.494595,6.295,3.684354,5.037,3.441113,12.593,100,12.593,5.00001,,,,,12.593,6.519242,25.186,23.1499,
5.039,14.63889,6.299,6.457963,6.299,3.673892,5.039,3.441033,12.599,100,12.599,5.00001,,,,,12.599,6.51927,25.199,23.1486,
5.042,14.60196,6.302,6.454164,6.302,3.674162,5.042,3.440814,12.605,100,12.605,5.00001,,,,,12.606,6.519299,25.212,23.1473,
5.044,14.55567,6.305,6.43058,6.305,3.643828,5.044,3.440666,12.612,100,12.612,5.00001,,,,,12.612,6.519328,25.225,23.14599,
5.047,14.54521,6.308,6.409874,6.308,3.630097,5.047,3.440359,12.618,100,12.618,5.00001,,,,,12.619,6.519356,25.237,23.14469,
5.049,14.49524,6.311,6.446724,6.311,3.641579,5.049,3.440221,12.625,100,12.625,5.00001,,,,,12.625,6.519385,25.25,23.1434,
5.052,14.45668,6.315,6.408285,6.315,3.66186,5.052,3.440201,12.631,100,12.631,5.00001,,,,,12.632,6.519414,25.263,23.14216,
5.055,14.44054,6.318,6.410088,6.318,3.632059,5.055,3.4401,12.638,100,12.638,5.00001,,,,,12.638,6.519443,25.276,23.14093,
5.057,14.39793,6.321,6.406432,6.321,3.631122,5.057,3.439654,12.644,100,12.644,5.00001,,,,,12.644,6.519471,25.289,23.13969,
5.06,14.38307,6.324,6.386547,6.324,3.618615,5.06,3.439427,12.65,100,12.65,5.00001,,,,,12.651,6.5195,25.302,23.13846,
5.062,14.3364,6.327,6.385908,6.327,3.631726,5.062,3.439246,12.657,100,12.657,5.00001,,,,,12.657,6.519528,25.315,23.13722,
5.065,14.25782,6.331,6.402715,6.331,3.648104,5.065,3.439204,12.663,100,12.663,5.00001,,,,,12.664,6.519557,25.328,23.13599,
5.067,14.21847,6.334,6.362622,6.334,3.594131,5.067,3.439005,12.67,100,12.67,5.00001,,,,,12.67,6.519585,25.34,23.13475,
5.07,14.16966,6.337,6.364784,6.337,3.596562,5.07,3.438812,12.676,100,12.676,5.00001,,,,,12.677,6.519613,25.353,23.13351,
5.073,14.12925,6.34,6.421227,6.34,3.6342,5.073,3.438693,12.683,100,12.683,5.00001,,,,,12.683,6.519642,25.366,23.13228,
5.075,14.11582,6.344,6.387649,6.344,3.643169,5.075,3.438564,12.689,100,12.689,5.00001,,,,,12.689,6.51967,25.379,23.13104,
5.078,14.0855,6.347,6.389963,6.347,3.641948,5.078,3.438348,12.695,100,12.695,5.00001,,,,,12.696,6.519699,25.392,23.12981,
5.08,14.04775,6.35,6.365321,6.35,3.631065,5.08,3.437968,12.702,100,12.702,5.00001,,,,,12.702,6.519727,25.405,23.12857,
5.083,13.99842,6.353,6.356936,6.353,3.620638,5.083,3.437806,12.708,100,12.708,5.00001,,,,,12.709,6.519755,25.418,23.12735,
5.085,13.9738,6.356,6.349321,6.356,3.608186,5.085,3.437728,12.715,100,12.715,5.00001,,,,,12.715,6.519784,25.43,23.12613,
5.088,13.9196,6.36,6.396224,6.36,3.615885,5.088,3.43764,12.721,100,12.721,5.00001,,,,,12.722,6.519812,25.443,23.12493,
5.091,13.89676,6.363,6.327031,6.363,3.602437,5.091,3.437471,12.728,100,12.728,5.00001,,,,,12.728,6.519841,25.456,23.12372,
5.093,13.8582,6.366,6.359024,6.366,3.608653,5.093,3.437383,12.734,100,12.734,5.00001,,,,,12.735,6.519867,25.469,23.12251,
5.096,13.8368,6.369,6.380637,6.369,3.609456,5.096,3.437154,12.741,100,12.741,5.00001,,,,,12.741,6.519891,25.482,23.1213,
5.098,13.76266,6.373,6.346531,6.373,3.601739,5.098,3.437022,12.747,100,12.747,5.00001,,,,,12.747,6.519915,25.495,23.12009,
5.101,13.7121,6.376,6.354828,6.376,3.610123,5.101,3.436916,12.753,100,12.753,5.00001,,,,,12.754,6.519939,25.508,23.11888,
5.103,13.65685,6.379,6.356579,6.379,3.60471,5.103,3.436861,12.76,100,12.76,5.00001,,,,,12.76,6.519964,25.521,23.11767,
5.106,13.63562,6.382,6.36469,6.382,3.616005,5.106,3.436744,12.766,100,12.766,5.00001,,,,,12.767,6.519988,25.533,23.11646,
5.109,13.61824,6.385,6.342501,6.385,3.602734,5.109,3.436436,12.773,100,12.773,5.00001,,,,,12.773,6.520012,25.546,23.11525,
5.111,13.58904,6.389,6.327415,6.389,3.589258,5.111,3.43623,12.779,100,12.779,5.00001,,,,,12.78,6.520036,25.559,23.11404,
5.114,13.56396,6.392,6.295529,6.392,3.568947,5.114,3.436187,12.786,100,12.786,5.00001,,,,,12.786,6.520061,25.572,23.11283,
5.116,13.52825,6.395,6.353857,6.395,3.594766,5.116,3.435924,12.792,100,12.792,5.00001,,,,,12.792,6.520085,25.585,23.11165,
5.119,13.46689,6.398,6.264215,6.398,3.552351,5.119,3.43585,12.798,100,12.798,5.00001,,,,,12.799,6.520109,25.598,23.11055,
5.122,13.41854,6.401,6.326598,6.401,3.576936,5.122,3.435894,12.805,100,12.805,5.00001,,,,,12.805,6.520133,25.611,23.10945,
5.124,13.41008,6.405,6.282801,6.405,3.543611,5.124,3.435728,12.811,100,12.811,5.00001,,,,,12.812,6.520157,25.623,23.10835,
5.127,13.36191,6.408,6.278763,6.408,3.56812,5.127,3.435313,12.818,100,12.818,5.00001,,,,,12.818,6.520184,25.636,23.10725,
5.129,13.31581,6.411,6.280723,6.411,3.550023,5.129,3.435239,12.824,100,12.824,5.00001,,,,,12.825,6.520213,25.649,23.10615,
5.132,13.30029,6.414,6.297592,6.414,3.566444,5.132,3.43507,12.831,100,12.831,5.00001,,,,,12.831,6.520241,25.662,23.10505,
5.134,13.2661,6.418,6.297491,6.418,3.570373,5.134,3.434936,12.837,100,12.837,5.00001,,,,,12.837,6.52027,25.675,23.10395,
5.137,13.21964,6.421,6.293131,6.421,3.564048,5.137,3.434886,12.843,100,12.843,5.00001,,,,,12.844,6.520298,25.688,23.10285,
5.14,13.18932,6.424,6.268569,6.424,3.562206,5.14,3.434618,12.85,100,12.85,5.00001,,,,,12.85,6.520327,25.701,23.10175,
5.142,13.13589,6.427,6.255366,6.427,3.555702,5.142,3.434591,12.856,100,12.856,5.00001,,,,,12.857,6.520355,25.714,23.10065,
5.145,13.11935,6.43,6.290244,6.43,3.54684,5.145,3.434413,12.863,100,12.863,5.00001,,,,,12.863,6.520384,25.726,23.09954,
5.147,13.09496,6.434,6.263488,6.434,3.544154,5.147,3.434246,12.869,100,12.869,5.00001,,,,,12.87,6.520412,25.739,23.09844,
5.15,13.06522,6.437,6.25487,6.437,3.547468,5.15,3.434195,12.876,100,12.876,5.00001,,,,,12.876,6.520441,25.752,23.0974,
5.152,13.03524,6.44,6.261996,6.44,3.555224,5.152,3.434081,12.882,100,12.882,5.00001,,,,,12.882,6.52047,25.765,23.09648,
5.155,13.00443,6.443,6.22571,6.443,3.534043,5.155,3.434067,12.888,100,12.888,5.00001,,,,,12.889,6.520498,25.778,23.09555,
5.158,12.93959,6.446,6.285939,6.446,3.556414,5.158,3.433786,12.895,100,12.895,5.00001,,,,,12.895,6.520526,25.791,23.09463,
5.16,12.95047,6.45,6.231104,6.45,3.540234,5.16,3.433618,12.901,100,12.901,5.00001,,,,,12.902,6.520556,25.804,23.09371,
5.163,12.92793,6.453,6.237791,6.453,3.555963,5.163,3.43343,12.908,100,12.908,5.00001,,,,,12.908,6.520586,25.816,23.09278,
5.165,12.90402,6.456,6.229319,6.456,3.552384,5.165,3.433172,12.914,100,12.914,5.00001,,,,,12.915,6.520615,25.829,23.09186,
5.168,12.89748,6.459,6.248356,6.459,3.541547,5.168,3.432989,12.921,100,12.921,5.00001,,,,,12.921,6.520645,25.842,23.09093,
5.17,12.8562,6.463,6.236759,6.463,3.527699,5.17,3.432745,12.927,100,12.927,5.00001,,,,,12.927,6.520675,25.855,23.09001,
5.173,12.82112,6.466,6.21635,6.466,3.53168,5.173,3.432706,12.933,100,12.933,5.00001,,,,,12.934,6.520704,25.868,23.08909,
5.176,12.77231,6.469,6.220673,6.469,3.507473,5.176,3.432593,12.94,100,12.94,5.00001,,,,,12.94,6.520734,25.881,23.08816,
5.178,12.76101,6.472,6.212312,6.472,3.514568,5.178,3.432649,12.946,100,12.946,5.00001,,,,,12.947,6.520764,25.894,23.08724,
5.181,12.72833,6.475,6.242471,6.475,3.533782,5.181,3.432607,12.953,100,12.953,5.00001,,,,,12.953,6.520793,25.907,23.08632,
5.183,12.66585,6.479,6.197957,6.479,3.516557,5.183,3.432176,12.959,100,12.959,5.00001,,,,,12.96,6.520823,25.919,23.08542,
5.186,12.6282,6.482,6.243845,6.482,3.533763,5.186,3.432118,12.966,100,12.966,5.00001,,,,,12.966,6.520853,25.932,23.08456,
5.188,12.59282,6.485,6.229344,6.485,3.532943,5.188,3.432011,12.972,100,12.972,5.00001,,,,,12.972,6.520883,25.945,23.0837,
5.191,12.59307,6.488,6.249222,6.488,3.533418,5.191,3.431821,12.978,100,12.978,5.00001,,,,,12.979,6.520912,25.958,23.08284,
5.194,12.62011,6.492,6.230837,6.492,3.521069,5.194,3.431733,12.985,100,12.985,5.00001,,,,,12.985,6.520931,25.971,23.08199,
5.196,12.52255,6.495,6.192457,6.495,3.517869,5.196,3.431637,12.991,100,12.991,5.00001,,,,,12.992,6.520946,25.984,23.08113,
5.199,12.45353,6.498,6.196098,6.498,3.491646,5.199,3.431372,12.998,100,12.998,5.00001,,,,,12.998,6.520961,25.997,23.08027,
5.201,12.46902,6.501,6.273814,6.501,3.532447,5.201,3.431297,13.004,100,13.004,5.00001,,,,,13.005,6.520976,26.009,23.07941,
5.204,12.4636,6.504,6.189702,6.504,3.522835,5.204,3.43114,13.011,100,13.011,5.00001,,,,,13.011,6.52099,26.022,23.07855,
5.206,12.42989,6.508,6.15598,6.508,3.493175,5.206,3.431144,13.017,100,13.017,5.00001,,,,,13.018,6.521005,26.035,23.07769,
5.209,12.38142,6.511,6.196589,6.511,3.507038,5.209,3.430897,13.024,100,13.024,5.00001,,,,,13.024,6.52102,26.048,23.07684,
5.212,12.34051,6.514,6.171716,6.514,3.515218,5.212,3.430731,13.03,100,13.03,5.00001,,,,,13.03,6.521035,26.061,23.07598,
5.214,12.33977,6.517,6.166819,6.517,3.498392,5.214,3.43069,13.036,100,13.036,5.00001,,,,,13.037,6.521049,26.074,23.07512,
5.217,12.31709,6.52,6.182053,6.52,3.497241,5.217,3.43067,13.043,100,13.043,5.00001,,,,,13.043,6.521064,26.087,23.07423,
5.219,12.27807,6.524,6.179503,6.524,3.524828,5.219,3.430564,13.049,100,13.049,5.00001,,,,,13.05,6.521079,26.099,23.07331,
5.222,12.24273,6.527,6.160271,6.527,3.490556,5.222,3.430298,13.056,100,13.056,5.00001,,,,,13.056,6.521094,26.112,23.07239,
5.224,12.20213,6.53,6.224131,6.53,3.524934,5.224,3.430208,13.062,100,13.062,5.00001,,,,,13.063,6.521109,26.125,23.07147,
5.227,12.17264,6.533,6.179492,6.533,3.484765,5.227,3.429961,13.069,100,13.069,5.00001,,,,,13.069,6.521148,26.138,23.07055,
5.23,12.13524,6.537,6.159553,6.537,3.509913,5.23,3.429802,13.075,100,13.075,5.00001,,,,,13.075,6.521196,26.151,23.06962,
5.232,12.12735,6.54,6.212307,6.54,3.521257,5.232,3.42969,13.081,100,13.081,5.00001,,,,,13.082,6.521244,26.164,23.0687,
5.235,12.08121,6.543,6.382885,6.543,3.625379,5.235,3.429605,13.088,100,13.088,5.00001,,,,,13.088,6.521291,26.177,23.06778,
5.237,12.08665,6.546,6.386704,6.546,3.626858,5.237,3.429412,13.094,100,13.094,5.00001,,,,,13.095,6.521339,26.19,23.06686,
5.24,12.0774,6.549,6.390523,6.549,3.628336,5.24,3.429421,13.101,100,13.101,5.00001,,,,,13.101,6.521387,26.202,23.06594,
5.242,12.04497,6.553,6.394342,6.553,3.629815,5.242,3.429293,13.107,100,13.107,5.00001,,,,,13.108,6.521435,26.215,23.06502,
5.245,11.99743,6.556,6.398164,6.556,3.631294,5.245,3.429042,13.114,100,13.114,5.00001,,,,,13.114,6.521482,26.228,23.06409,
5.248,11.97533,6.559,6.399787,6.559,3.631189,5.248,3.428909,13.12,100,13.12,5.00001,,,,,13.12,6.52153,26.241,23.06317,
5.25,11.95874,6.562,6.40066,6.562,3.630544,5.25,3.42883,13.126,100,13.126,5.00001,,,,,13.127,6.521578,26.254,23.06231,
