Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,System flow,,Fraction,,Injection,,pH,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,ml/min,ml,Fraction,ml,Injection,ml,,
9.483,5.079276,11.853,4.69591,11.853,2.780174,9.483,3.650938,23.705,0.3000006,,,,,23.704,6.90052,
9.483,5.065802,11.855,4.68331,11.855,2.766038,9.484,3.651683,23.707,0.3000006,,,,,23.706,6.900378,
9.484,5.061024,11.856,4.659778,11.856,2.737953,9.485,3.652468,23.709,0.3000006,,,,,23.709,6.900227,
9.485,5.067363,11.857,4.644754,11.857,2.719385,9.485,3.653327,23.711,0.3000006,,,,,23.711,6.900069,
9.486,5.06501,11.858,4.634663,11.858,2.709939,9.486,3.654287,23.714,0.3000006,,,,,23.713,6.899921,
9.487,5.074635,11.859,4.644859,11.859,2.726711,9.487,3.655156,23.716,0.3000006,,,,,23.715,6.899795,
9.488,5.086726,11.86,4.648936,11.86,2.752005,9.488,3.655949,23.718,0.3000006,,,,,23.717,6.899668,
9.489,5.09692,11.861,4.655138,11.861,2.76382,9.489,3.656827,23.72,0.3000006,,,,,23.719,6.899586,
9.489,5.109252,11.862,4.657659,11.862,2.770034,9.49,3.657491,23.722,0.3000006,,,,,23.722,6.899504,
9.49,5.117646,11.863,4.661077,11.863,2.766367,9.491,3.65828,23.724,0.3000006,,,,,23.724,6.899355,
9.491,5.117604,11.864,4.630811,11.864,2.755386,9.491,3.659097,23.727,0.3000006,,,,,23.726,6.899178,
9.492,5.124924,11.865,4.625257,11.865,2.752079,9.492,3.660006,23.729,0.3000006,,,,,23.728,6.898991,
9.493,5.133855,11.866,4.628938,11.866,2.752068,9.493,3.660897,23.731,0.3000006,,,,,23.73,6.898791,
9.494,5.137012,11.868,4.650763,11.868,2.75176,9.494,3.661767,23.733,0.3000006,,,,,23.732,6.898589,
9.495,5.147779,11.869,4.687249,11.869,2.763948,9.495,3.662659,23.735,0.3000006,,,,,23.735,6.898369,
9.496,5.155933,11.87,4.660944,11.87,2.762726,9.496,3.663372,23.737,0.3000006,,,,,23.737,6.89815,
9.496,5.148408,11.871,4.654198,11.871,2.76053,9.497,3.664141,23.74,0.3000006,,,,,23.739,6.897982,
9.497,5.145001,11.872,4.645626,11.872,2.761642,9.497,3.664911,23.742,0.3000006,,,,,23.741,6.897828,
9.498,5.132483,11.873,4.653875,11.873,2.759538,9.498,3.665768,23.744,0.3000006,,,,,23.743,6.897672,
9.499,5.119547,11.874,4.691218,11.874,2.782455,9.499,3.666576,23.746,0.3000006,,,,,23.745,6.897514,
9.5,5.124722,11.875,4.677935,11.875,2.773467,9.5,3.667365,23.748,0.3000006,,,,,23.748,6.897369,
9.501,5.13639,11.876,4.662087,11.876,2.768434,9.501,3.668164,23.75,0.3000006,,,,,23.75,6.897303,
9.502,5.147059,11.877,4.630665,11.877,2.747357,9.502,3.668941,23.753,0.3000006,,,,,23.752,6.897237,
9.502,5.164861,11.878,4.62228,11.878,2.739978,9.503,3.669808,23.755,0.3000006,,,,,23.754,6.897109,
9.503,5.173587,11.879,4.629684,11.879,2.744108,9.504,3.670714,23.757,0.3000006,,,,,23.756,6.896968,
9.504,5.168068,11.881,4.647033,11.881,2.746816,9.504,3.671525,23.759,0.3000006,,,,,23.758,6.896812,
9.505,5.165681,11.882,4.661398,11.882,2.753234,9.505,3.672414,23.761,0.3000006,,,,,23.761,6.896641,
9.506,5.18247,11.883,4.654915,11.883,2.747129,9.506,3.673207,23.763,0.3000006,,,,,23.763,6.896489,
9.507,5.179226,11.884,4.680499,11.884,2.751106,9.507,3.673997,23.766,0.3000006,,,,,23.765,6.896404,
9.508,5.177529,11.885,4.687931,11.885,2.75595,9.508,3.674875,23.768,0.3000006,,,,,23.767,6.89632,
9.509,5.180005,11.886,4.704886,11.886,2.760693,9.509,3.675726,23.77,0.3000006,,,,,23.769,6.896185,
9.509,5.176396,11.887,4.701513,11.887,2.768753,9.51,3.67661,23.772,0.3000006,,,,,23.771,6.896045,
9.51,5.164141,11.888,4.690132,11.888,2.769234,9.51,3.677391,23.774,0.3000006,,,,,23.774,6.895907,
9.511,5.16107,11.889,4.664244,11.889,2.76704,9.511,3.678168,23.776,0.3000006,,,,,23.776,6.895772,
9.512,5.164758,11.89,4.647761,11.89,2.76138,9.512,3.678972,23.779,0.3000006,,,,,23.778,6.895643,
9.513,5.157745,11.891,4.659887,11.891,2.764388,9.513,3.679718,23.781,0.3000006,,,,,23.78,6.89553,
9.514,5.156748,11.892,4.695481,11.892,2.77357,9.514,3.680411,23.783,0.3000006,,,,,23.782,6.895417,
9.515,5.169672,11.894,4.728334,11.894,2.782017,9.515,3.681176,23.785,0.3000006,,,,,23.784,6.895281,
9.515,5.181955,11.895,4.724677,11.895,2.782179,9.516,3.682039,23.787,0.3000006,,,,,23.787,6.895145,
9.516,5.210482,11.896,4.699733,11.896,2.772767,9.517,3.68284,23.789,0.3000006,,,,,23.789,6.895009,
9.517,5.228553,11.897,4.686217,11.897,2.768392,9.517,3.683681,23.792,0.3000006,,,,,23.791,6.894874,
9.518,5.227932,11.898,4.663276,11.898,2.764159,9.518,3.684513,23.794,0.3000006,,,,,23.793,6.894745,
9.519,5.223146,11.899,4.643283,11.899,2.750818,9.519,3.685371,23.796,0.3000006,,,,,23.795,6.894627,
9.52,5.190899,11.9,4.60851,11.9,2.739656,9.52,3.686235,23.798,0.3000006,,,,,23.797,6.894508,
9.521,5.15883,11.901,4.600959,11.901,2.737367,9.521,3.687006,23.8,0.3000006,,,,,23.799,6.894357,
9.522,5.150902,11.902,4.587002,11.902,2.741521,9.522,3.687751,23.802,0.3000006,,,,,23.802,6.894205,
9.522,5.154157,11.903,4.61214,11.903,2.749346,9.523,3.688608,23.805,0.3000006,,,,,23.804,6.894098,
9.523,5.171585,11.904,4.639915,11.904,2.751769,9.523,3.68932,23.807,0.3000006,,,,,23.806,6.894009,
9.524,5.195786,11.905,4.680135,11.905,2.757251,9.524,3.690113,23.809,0.3000006,,,,,23.808,6.89386,
9.525,5.202323,11.907,4.682678,11.907,2.764417,9.525,3.690936,23.811,0.3000006,,,,,23.81,6.893627,
9.526,5.202085,11.908,4.68805,11.908,2.76235,9.526,3.691796,23.813,0.3000006,,,,,23.812,6.893402,
9.527,5.195724,11.909,4.665239,11.909,2.756713,9.527,3.69266,23.815,0.3000006,,,,,23.815,6.893236,
9.528,5.187783,11.91,4.664256,11.91,2.750354,9.528,3.693323,23.818,0.3000006,,,,,23.817,6.893071,
9.528,5.19046,11.911,4.670286,11.911,2.758517,9.529,3.694023,23.82,0.3000006,,,,,23.819,6.892963,
9.529,5.192918,11.912,4.656747,11.912,2.747155,9.53,3.694824,23.822,0.3000006,,,,,23.821,6.89287,
9.53,5.194805,11.913,4.648913,11.913,2.742413,9.53,3.695683,23.824,0.3000006,,,,,23.823,6.892768,
9.531,5.193095,11.914,4.661067,11.914,2.742214,9.531,3.696434,23.826,0.3000006,,,,,23.825,6.892656,
9.532,5.20103,11.915,4.676278,11.915,2.745686,9.532,3.697214,23.828,0.3000006,,,,,23.828,6.892536,
9.533,5.209138,11.916,4.676973,11.916,2.749344,9.533,3.698034,23.831,0.3000006,,,,,23.83,6.892379,
9.534,5.212413,11.917,4.638143,11.917,2.746754,9.534,3.698769,23.833,0.3000006,,,,,23.832,6.892221,
9.535,5.217111,11.918,4.599326,11.918,2.736283,9.535,3.699599,23.835,0.3000006,,,,,23.834,6.892062,
9.535,5.212676,11.92,4.583504,11.92,2.724372,9.536,3.700527,23.837,0.3000006,,,,,23.836,6.891901,
9.536,5.199509,11.921,4.593583,11.921,2.717768,9.536,3.701378,23.839,0.3000006,,,,,23.838,6.891771,
9.537,5.197832,11.922,4.583474,11.922,2.709409,9.537,3.70226,23.841,0.3000006,,,,,23.841,6.891663,
9.538,5.198784,11.923,4.578376,11.923,2.707707,9.538,3.703092,23.844,0.3000006,,,,,23.843,6.891556,
9.539,5.19574,11.924,4.565697,11.924,2.712167,9.539,3.703856,23.846,0.3000006,,,,,23.845,6.891451,
9.54,5.195455,11.925,4.581797,11.925,2.727086,9.54,3.704643,23.848,0.3000006,,,,,23.847,6.891347,
9.541,5.193985,11.926,4.609537,11.926,2.739588,9.541,3.705582,23.85,0.3000006,,,,,23.849,6.891237,
9.541,5.194558,11.927,4.644206,11.927,2.75034,9.542,3.706364,23.852,0.3000006,,,,,23.851,6.891127,
9.542,5.197426,11.928,4.634753,11.928,2.735096,9.543,3.707058,23.854,0.3000006,,,,,23.854,6.890999,
9.543,5.203571,11.929,4.659811,11.929,2.740988,9.543,3.707896,23.856,0.3000006,,,,,23.856,6.890861,
9.544,5.208028,11.93,4.664526,11.93,2.746948,9.544,3.708795,23.859,0.3000006,,,,,23.858,6.890739,
9.545,5.201936,11.931,4.688842,11.931,2.768951,9.545,3.709571,23.861,0.3000006,,,,,23.86,6.890656,
9.546,5.185721,11.933,4.71197,11.933,2.777641,9.546,3.710387,23.863,0.3000006,,,,,23.862,6.890572,
9.547,5.183839,11.934,4.665904,11.934,2.763363,9.547,3.711288,23.865,0.3000006,,,,,23.864,6.890472,
9.548,5.182077,11.935,4.650658,11.935,2.750896,9.548,3.712113,23.867,0.3000006,,,,,23.867,6.890372,
9.548,5.191965,11.936,4.606696,11.936,2.740979,9.549,3.712901,23.869,0.3000006,,,,,23.869,6.890241,
9.549,5.213478,11.937,4.585099,11.937,2.729492,9.549,3.713669,23.872,0.3000006,,,,,23.871,6.890095,
9.55,5.217471,11.938,4.589403,11.938,2.720738,9.55,3.714482,23.874,0.3000006,,,,,23.873,6.889953,
9.551,5.218957,11.939,4.593461,11.939,2.711794,9.551,3.715265,23.876,0.3000006,,,,,23.875,6.889817,
9.552,5.232646,11.94,4.601583,11.94,2.709047,9.552,3.716126,23.878,0.3000006,,,,,23.877,6.889684,
9.553,5.233366,11.941,4.606995,11.941,2.723217,9.553,3.716866,23.88,0.3000006,,,,,23.88,6.889577,
9.554,5.237161,11.942,4.601012,11.942,2.732836,9.554,3.717652,23.882,0.3000006,,,,,23.882,6.889471,
9.554,5.251348,11.943,4.597873,11.943,2.725741,9.555,3.718427,23.885,0.3000006,,,,,23.884,6.889386,
9.555,5.251093,11.944,4.590704,11.944,2.709447,9.556,3.719307,23.887,0.3000006,,,,,23.886,6.889306,
9.556,5.248651,11.945,4.569886,11.945,2.693687,9.556,3.720138,23.889,0.3000006,,,,,23.888,6.889154,
9.557,5.244983,11.947,4.580852,11.947,2.705302,9.557,3.721033,23.891,0.3000006,,,,,23.89,6.888923,
9.558,5.246377,11.948,4.579783,11.948,2.707941,9.558,3.721864,23.893,0.3000006,,,,,23.893,6.888719,
9.559,5.229164,11.949,4.590898,11.949,2.712251,9.559,3.722691,23.895,0.3000006,,,,,23.895,6.888647,
9.56,5.216564,11.95,4.587357,11.95,2.709014,9.56,3.723441,23.898,0.3000006,,,,,23.897,6.888576,
9.56,5.229663,11.951,4.595265,11.951,2.71358,9.561,3.72422,23.9,0.3000006,,,,,23.899,6.888447,
9.561,5.242591,11.952,4.621257,11.952,2.724354,9.562,3.724962,23.902,0.3000006,,,,,23.901,6.888309,
9.562,5.239812,11.953,4.637586,11.953,2.726139,9.562,3.725835,23.904,0.3000006,,,,,23.903,6.888161,
9.563,5.237395,11.954,4.614704,11.954,2.722627,9.563,3.726725,23.906,0.3000006,,,,,23.906,6.888002,
9.564,5.241782,11.955,4.637811,11.955,2.726109,9.564,3.727557,23.908,0.3000006,,,,,23.908,6.887852,
9.565,5.220976,11.956,4.632252,11.956,2.743768,9.565,3.728385,23.911,0.3000006,,,,,23.91,6.88773,
9.566,5.224426,11.957,4.645443,11.957,2.743335,9.566,3.729128,23.913,0.3000006,,,,,23.912,6.887607,
9.567,5.240874,11.958,4.638037,11.958,2.74764,9.567,3.729964,23.915,0.3000006,,,,,23.914,6.887505,
9.567,5.241005,11.96,4.606626,11.96,2.726418,9.568,3.730795,23.917,0.3000006,,,,,23.916,6.887404,
9.568,5.240757,11.961,4.594191,11.961,2.719941,9.568,3.731555,23.919,0.3000006,,,,,23.919,6.887308,
9.569,5.248415,11.962,4.556708,11.962,2.701704,9.569,3.73235,23.921,0.3000006,,,,,23.921,6.887213,
9.57,5.250487,11.963,4.534607,11.963,2.699734,9.57,3.733195,23.924,0.3000006,,,,,23.923,6.887111,
9.571,5.254293,11.964,4.527219,11.964,2.699869,9.571,3.733845,23.926,0.3000006,,,,,23.925,6.886995,
9.572,5.257119,11.965,4.550186,11.965,2.705598,9.572,3.734683,23.928,0.3000006,,,,,23.927,6.886878,
9.573,5.254757,11.966,4.577087,11.966,2.709299,9.573,3.735568,23.93,0.3000006,,,,,23.929,6.886798,
9.573,5.2523,11.967,4.574683,11.967,2.707373,9.574,3.736406,23.932,0.3000006,,,,,23.932,6.886718,
9.574,5.243546,11.968,4.567946,11.968,2.698703,9.575,3.737184,23.934,0.3000006,,,,,23.934,6.886615,
9.575,5.235344,11.969,4.551097,11.969,2.68567,9.575,3.737947,23.937,0.3000006,,,,,23.936,6.886502,
9.576,5.234896,11.97,4.539216,11.97,2.672805,9.576,3.738721,23.939,0.3000006,,,,,23.938,6.886395,
9.577,5.233682,11.971,4.53959,11.971,2.665841,9.577,3.739565,23.941,0.3000006,,,,,23.94,6.886297,
9.578,5.236691,11.973,4.529177,11.973,2.675933,9.578,3.740411,23.943,0.3000006,,,,,23.942,6.886197,
9.579,5.25093,11.974,4.542647,11.974,2.684623,9.579,3.741224,23.945,0.3000006,,,,,23.945,6.88606,
9.58,5.2655,11.975,4.554825,11.975,2.699328,9.58,3.742157,23.947,0.3000006,,,,,23.947,6.885922,
9.58,5.267286,11.976,4.558559,11.976,2.707754,9.581,3.742898,23.95,0.3000006,,,,,23.949,6.885784,
9.581,5.267601,11.977,4.563506,11.977,2.713028,9.581,3.743793,23.952,0.3000006,,,,,23.951,6.885646,
9.582,5.256495,11.978,4.570365,11.978,2.712298,9.582,3.74472,23.954,0.3000006,,,,,23.953,6.885552,
9.583,5.238773,11.979,4.559101,11.979,2.703,9.583,3.745653,23.956,0.3000006,,,,,23.955,6.885512,
9.584,5.231977,11.98,4.557988,11.98,2.698165,9.584,3.746403,23.958,0.3000006,,,,,23.958,6.885461,
9.585,5.231812,11.981,4.548145,11.981,2.693706,9.585,3.747218,23.96,0.3000006,,,,,23.96,6.885326,
9.586,5.228757,11.982,4.537138,11.982,2.696881,9.586,3.747962,23.963,0.3000006,,,,,23.962,6.885191,
9.586,5.234733,11.983,4.543957,11.983,2.702304,9.587,3.748803,23.965,0.3000006,,,,,23.964,6.885084,
9.587,5.241748,11.984,4.512998,11.984,2.695367,9.588,3.749657,23.967,0.3000006,,,,,23.966,6.884983,
9.588,5.253221,11.986,4.493248,11.986,2.687816,9.588,3.750497,23.969,0.3000006,,,,,23.968,6.884871,
9.589,5.269907,11.987,4.53684,11.987,2.691143,9.589,3.751313,23.971,0.3000006,,,,,23.97,6.884751,
9.59,5.26971,11.988,4.578387,11.988,2.707493,9.59,3.75212,23.973,0.3000006,,,,,23.973,6.884637,
9.591,5.266902,11.989,4.589443,11.989,2.715183,9.591,3.752951,23.976,0.3000006,,,,,23.975,6.884551,
9.592,5.256255,11.99,4.569223,11.99,2.694119,9.592,3.753647,23.978,0.3000006,,,,,23.977,6.884465,
9.593,5.239845,11.991,4.508533,11.991,2.662499,9.593,3.754367,23.98,0.3000006,,,,,23.979,6.884367,
9.593,5.236817,11.992,4.482019,11.992,2.637431,9.594,3.755368,23.982,0.3000006,,,,,23.981,6.884268,
9.594,5.238366,11.993,4.447845,11.993,2.622798,9.594,3.756267,23.984,0.3000006,,,,,23.983,6.884145,
9.595,5.23275,11.994,4.441347,11.994,2.620363,9.595,3.757084,23.986,0.3000006,,,,,23.986,6.884004,
9.596,5.22561,11.995,4.450464,11.995,2.630302,9.596,3.75787,23.989,0.3000006,,,,,23.988,6.883862,
9.597,5.216846,11.996,4.500414,11.996,2.656671,9.597,3.758683,23.991,0.3000006,,,,,23.99,6.883715,
9.598,5.210885,11.997,4.519768,11.997,2.679937,9.598,3.759463,23.993,0.3000006,,,,,23.992,6.883568,
9.599,5.214047,11.999,4.524859,11.999,2.67544,9.599,3.76035,23.995,0.3000006,,,,,23.994,6.883433,
9.599,5.219758,12,4.518942,12,2.671596,9.6,3.761206,23.997,0.3000006,,,,,23.996,6.883299,
9.6,5.243261,12.001,4.498673,12.001,2.670693,9.601,3.762026,23.999,0.3000006,,,,,23.999,6.883185,
9.601,5.254401,12.002,4.503651,12.002,2.677621,9.601,3.762934,24.002,0.3000006,,,,,24.001,6.883082,
9.602,5.268655,12.003,4.502329,12.003,2.679538,9.602,3.763671,24.004,0.3000006,,,,,24.003,6.882974,
9.603,5.291966,12.004,4.50878,12.004,2.673192,9.603,3.764444,24.006,0.3000006,,,,,24.005,6.882856,
9.604,5.287911,12.005,4.53331,12.005,2.67209,9.604,3.765249,24.008,0.3000006,,,,,24.007,6.882743,
9.605,5.274595,12.006,4.556265,12.006,2.688422,9.605,3.766073,24.01,0.3000006,,,,,24.009,6.882699,
9.606,5.275908,12.007,4.580531,12.007,2.706647,9.606,3.76673,24.012,0.3000006,,,,,24.012,6.882657,
9.606,5.26524,12.008,4.574999,12.008,2.71167,9.607,3.767555,24.015,0.3000006,,,,,24.014,6.882568,
9.607,5.255208,12.009,4.539695,12.009,2.703544,9.607,3.76844,24.017,0.3000006,,,,,24.016,6.882462,
9.608,5.262179,12.01,4.512096,12.01,2.687456,9.608,3.769252,24.019,0.3000006,,,,,24.018,6.882344,
9.609,5.26031,12.012,4.491452,12.012,2.678142,9.609,3.770058,24.021,0.3000006,,,,,24.02,6.882209,
9.61,5.25178,12.013,4.518445,12.013,2.691175,9.61,3.770867,24.023,0.3000006,,,,,24.022,6.882079,
9.611,5.248419,12.014,4.529121,12.014,2.700007,9.611,3.771795,24.025,0.3000006,,,,,24.025,6.881986,
9.612,5.246616,12.015,4.538436,12.015,2.706238,9.612,3.772525,24.027,0.3000006,,,,,24.027,6.881892,
9.612,5.249279,12.016,4.508811,12.016,2.695081,9.613,3.773292,24.03,0.3000006,,,,,24.029,6.881795,
9.613,5.262703,12.017,4.472908,12.017,2.674929,9.614,3.774058,24.032,0.3000006,,,,,24.031,6.881698,
9.614,5.271587,12.018,4.461724,12.018,2.671698,9.614,3.77492,24.034,0.3000006,,,,,24.033,6.881606,
9.615,5.271719,12.019,4.455907,12.019,2.668657,9.615,3.775762,24.036,0.3000006,,,,,24.035,6.881518,
9.616,5.292701,12.02,4.496082,12.02,2.68052,9.616,3.776637,24.038,0.3000006,,,,,24.038,6.881429,
9.617,5.29806,12.021,4.50688,12.021,2.684175,9.617,3.777488,24.04,0.3000006,,,,,24.04,6.88133,
9.618,5.302588,12.022,4.501557,12.022,2.669658,9.618,3.778202,24.043,0.3000006,,,,,24.042,6.881232,
9.619,5.325323,12.023,4.508349,12.023,2.669956,9.619,3.779032,24.045,0.3000006,,,,,24.044,6.881161,
9.619,5.326898,12.025,4.513936,12.025,2.672342,9.62,3.779888,24.047,0.3000006,,,,,24.046,6.881094,
9.62,5.31975,12.026,4.52522,12.026,2.69164,9.62,3.780731,24.049,0.3000006,,,,,24.048,6.881005,
9.621,5.303894,12.027,4.509111,12.027,2.693924,9.621,3.781555,24.051,0.3000006,,,,,24.051,6.880898,
9.622,5.280392,12.028,4.495579,12.028,2.690237,9.622,3.782327,24.053,0.3000006,,,,,24.053,6.880795,
9.623,5.259634,12.029,4.489901,12.029,2.678102,9.623,3.78306,24.056,0.3000006,,,,,24.055,6.880701,
9.624,5.254453,12.03,4.497165,12.03,2.673719,9.624,3.78382,24.058,0.3000006,,,,,24.057,6.880606,
9.625,5.271634,12.031,4.507315,12.031,2.66752,9.625,3.784916,24.06,0.3000006,,,,,24.059,6.880519,
9.625,5.299055,12.032,4.50403,12.032,2.66687,9.626,3.785852,24.062,0.3000006,,,,,24.061,6.880432,
9.626,5.335563,12.033,4.471825,12.033,2.65639,9.627,3.786675,24.064,0.3000006,,,,,24.064,6.880372,
9.627,5.343847,12.034,4.463217,12.034,2.647654,9.627,3.787534,24.066,0.3000006,,,,,24.066,6.880327,
9.628,5.329627,12.035,4.435515,12.035,2.645055,9.628,3.788327,24.069,0.3000006,,,,,24.068,6.880262,
9.629,5.310547,12.036,4.454621,12.036,2.652796,9.629,3.789092,24.071,0.3000006,,,,,24.07,6.880153,
9.63,5.278288,12.037,4.452702,12.037,2.652233,9.63,3.789825,24.073,0.3000006,,,,,24.072,6.880044,
9.631,5.260471,12.039,4.474209,12.039,2.655164,9.631,3.79073,24.075,0.3000006,,,,,24.074,6.879947,
9.631,5.264375,12.04,4.499253,12.04,2.673227,9.632,3.79159,24.077,0.3000006,,,,,24.077,6.87985,
9.632,5.26856,12.041,4.50142,12.041,2.672987,9.633,3.79232,24.079,0.3000006,,,,,24.079,6.879675,
9.633,5.268232,12.042,4.513524,12.042,2.680896,9.633,3.793128,24.082,0.3000006,,,,,24.081,6.879465,
9.634,5.268061,12.043,4.464018,12.043,2.657173,9.634,3.793966,24.084,0.3000006,,,,,24.083,6.879344,
9.635,5.264503,12.044,4.482183,12.044,2.65186,9.635,3.794832,24.086,0.3000006,,,,,24.085,6.879367,
9.636,5.277545,12.045,4.471608,12.045,2.65853,9.636,3.795676,24.088,0.3000006,,,,,24.087,6.879378,
9.637,5.301165,12.046,4.489231,12.046,2.665129,9.637,3.79637,24.09,0.3000006,,,,,24.09,6.879222,
9.638,5.317048,12.047,4.475413,12.047,2.672179,9.638,3.79722,24.092,0.3000006,,,,,24.092,6.879066,
9.638,5.316134,12.048,4.463747,12.048,2.664713,9.639,3.798,24.095,0.3000006,,,,,24.094,6.878916,
9.639,5.304699,12.049,4.453623,12.049,2.658217,9.639,3.79872,24.097,0.3000006,,,,,24.096,6.878766,
9.64,5.297778,12.05,4.466315,12.05,2.653053,9.64,3.799381,24.099,0.3000006,,,,,24.098,6.878634,
9.641,5.302398,12.052,4.468487,12.052,2.647946,9.641,3.800095,24.101,0.3000006,,,,,24.1,6.878521,
9.642,5.305059,12.053,4.460616,12.053,2.64477,9.642,3.801013,24.103,0.3000006,,,,,24.103,6.878411,
9.643,5.306769,12.054,4.451354,12.054,2.63318,9.643,3.801819,24.105,0.3000006,,,,,24.105,6.878313,
9.644,5.302202,12.055,4.416887,12.055,2.626919,9.644,3.802647,24.108,0.3000006,,,,,24.107,6.878214,
9.644,5.287722,12.056,4.423603,12.056,2.638026,9.645,3.803468,24.11,0.3000006,,,,,24.109,6.878116,
9.645,5.283173,12.057,4.428526,12.057,2.652131,9.646,3.804278,24.112,0.3000006,,,,,24.111,6.878018,
9.646,5.281689,12.058,4.454421,12.058,2.664471,9.646,3.805164,24.114,0.3000006,,,,,24.113,6.87794,
9.647,5.281876,12.059,4.463274,12.059,2.652089,9.647,3.80601,24.116,0.3000006,,,,,24.116,6.877878,
9.648,5.275708,12.06,4.467828,12.06,2.640527,9.648,3.806765,24.118,0.3000006,,,,,24.118,6.877805,
9.649,5.273686,12.061,4.456265,12.061,2.634495,9.649,3.807637,24.121,0.3000006,,,,,24.12,6.877682,
9.65,5.281054,12.062,4.443126,12.062,2.636411,9.65,3.808421,24.123,0.3000006,,,,,24.122,6.87756,
9.651,5.284996,12.063,4.439083,12.063,2.640082,9.651,3.809164,24.125,0.3000006,,,,,24.124,6.877462,
9.651,5.279947,12.065,4.429526,12.065,2.640914,9.652,3.809998,24.127,0.3000006,,,,,24.126,6.877368,
9.652,5.270335,12.066,4.424535,12.066,2.634936,9.652,3.810853,24.129,0.3000006,,,,,24.129,6.877298,
9.653,5.265653,12.067,4.422368,12.067,2.636067,9.653,3.811641,24.131,0.3000006,,,,,24.131,6.877244,
9.654,5.256901,12.068,4.419575,12.068,2.62751,9.654,3.812417,24.134,0.3000006,,,,,24.133,6.877186,
9.655,5.254166,12.069,4.429485,12.069,2.628537,9.655,3.813212,24.136,0.3000006,,,,,24.135,6.877114,
9.656,5.256279,12.07,4.428753,12.07,2.630857,9.656,3.814014,24.138,0.3000006,,,,,24.137,6.877042,
9.657,5.262561,12.071,4.443507,12.071,2.631673,9.657,3.814756,24.14,0.3000006,,,,,24.139,6.876949,
9.657,5.267277,12.072,4.432753,12.072,2.627166,9.658,3.815578,24.142,0.3000006,,,,,24.141,6.876856,
9.658,5.279317,12.073,4.433277,12.073,2.618666,9.659,3.816331,24.144,0.3000006,,,,,24.144,6.876777,
9.659,5.293827,12.074,4.421345,12.074,2.623587,9.659,3.817234,24.147,0.3000006,,,,,24.146,6.876704,
9.66,5.296555,12.075,4.42386,12.075,2.62778,9.66,3.818051,24.149,0.3000006,,,,,24.148,6.876627,
9.661,5.29732,12.076,4.445067,12.076,2.649498,9.661,3.818857,24.151,0.3000006,,,,,24.15,6.876542,
9.662,5.29395,12.078,4.447417,12.078,2.65479,9.662,3.819671,24.153,0.3000006,,,,,24.152,6.876459,
9.663,5.299686,12.079,4.453659,12.079,2.656714,9.663,3.820532,24.155,0.3000006,,,,,24.154,6.876431,
9.664,5.309617,12.08,4.425365,12.08,2.651058,9.664,3.821417,24.157,0.3000006,,,,,24.157,6.876402,
9.664,5.313246,12.081,4.39861,12.081,2.634272,9.665,3.822177,24.16,0.3000006,,,,,24.159,6.8763,
9.665,5.311263,12.082,4.399496,12.082,2.633638,9.665,3.823049,24.162,0.3000006,,,,,24.161,6.876172,
9.666,5.295559,12.083,4.403022,12.083,2.622171,9.666,3.823758,24.164,0.3000006,,,,,24.163,6.876065,
9.667,5.270196,12.084,4.422399,12.084,2.625385,9.667,3.824512,24.166,0.3000006,,,,,24.165,6.875985,
9.668,5.243987,12.085,4.429508,12.085,2.626683,9.668,3.825353,24.168,0.3000006,,,,,24.167,6.875904,
9.669,5.234298,12.086,4.422816,12.086,2.617414,9.669,3.826002,24.17,0.3000006,,,,,24.17,6.875814,
9.67,5.249221,12.087,4.447071,12.087,2.632677,9.67,3.826864,24.173,0.3000006,,,,,24.172,6.875724,
9.67,5.266007,12.088,4.441701,12.088,2.625762,9.671,3.827754,24.175,0.3000006,,,,,24.174,6.875637,
9.671,5.281787,12.089,4.433111,12.089,2.639182,9.672,3.828562,24.177,0.3000006,,,,,24.176,6.87555,
9.672,5.288774,12.091,4.433542,12.091,2.646637,9.672,3.829405,24.179,0.3000006,,,,,24.178,6.875466,
9.673,5.277062,12.092,4.417557,12.092,2.633765,9.673,3.830271,24.181,0.3000006,,,,,24.18,6.875383,
9.674,5.264501,12.093,4.423169,12.093,2.633101,9.674,3.83103,24.183,0.3000006,,,,,24.183,6.875301,
9.675,5.254742,12.094,4.417935,12.094,2.626447,9.675,3.831807,24.186,0.3000006,,,,,24.185,6.875225,
9.676,5.248803,12.095,4.404856,12.095,2.6122,9.676,3.83266,24.188,0.3000006,,,,,24.187,6.875148,
9.677,5.255309,12.096,4.369411,12.096,2.602821,9.677,3.833415,24.19,0.3000006,,,,,24.189,6.87506,
9.677,5.26637,12.097,4.342667,12.097,2.600233,9.678,3.834172,24.192,0.3000006,,,,,24.191,6.874969,
9.678,5.279972,12.098,4.325053,12.098,2.596642,9.678,3.834927,24.194,0.3000006,,,,,24.193,6.874873,
9.679,5.287597,12.099,4.338655,12.099,2.604366,9.679,3.835742,24.196,0.3000006,,,,,24.196,6.874772,
9.68,5.286592,12.1,4.360572,12.1,2.60667,9.68,3.836444,24.198,0.3000006,,,,,24.198,6.87467,
9.681,5.277732,12.101,4.354631,12.101,2.614311,9.681,3.837174,24.201,0.3000006,,,,,24.2,6.874561,
