Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,System flow,,Fraction,,Injection,,pH,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,ml/min,ml,Fraction,ml,Injection,ml,,
0.479,49.71992,0.598,253.8681,0.598,173.342,0.479,3.308654,1.195,0.08800017,,,,,1.195,6.893223,
0.479,50.90421,0.599,259.215,0.599,176.1312,0.48,3.308679,1.198,0.08800017,,,,,1.197,6.894401,
0.48,52.18142,0.6,264.2369,0.6,179.1773,0.48,3.308662,1.2,0.08800017,,,,,1.2,6.895653,
0.481,53.45814,0.601,269.8065,0.601,182.0219,0.481,3.30871,1.202,0.08800017,,,,,1.202,6.897156,
0.482,54.76669,0.603,275.1072,0.603,185.0424,0.482,3.308826,1.204,0.08800017,,,,,1.204,6.898296,
0.483,56.15418,0.604,280.7943,0.604,188.1751,0.483,3.308741,1.206,0.08800017,,,,,1.206,6.899513,
0.484,57.4526,0.605,286.3399,0.605,191.1525,0.484,3.308704,1.208,0.08800017,,,,,1.208,6.900736,
0.485,58.79777,0.606,292.0232,0.606,194.4493,0.485,3.308834,1.211,0.08800017,,,,,1.21,6.901772,
0.486,60.18468,0.607,297.916,0.607,197.5725,0.486,3.308836,1.213,0.08800017,,,,,1.213,6.902919,
0.486,61.53227,0.608,303.7621,0.608,200.9718,0.486,3.308815,1.215,0.08800017,,,,,1.215,6.903964,
0.487,62.97531,0.609,310.1053,0.609,204.1934,0.487,3.30874,1.217,0.08800017,,,,,1.217,6.905033,
0.488,64.41795,0.61,316.1732,0.61,207.5825,0.488,3.308706,1.219,0.08800017,,,,,1.219,6.906243,
0.489,65.80565,0.611,322.684,0.611,210.8927,0.489,3.308729,1.221,0.08800017,,,,,1.221,6.907282,
0.49,67.29303,0.612,329.072,0.612,214.2109,0.49,3.308679,1.224,0.08800017,,,,,1.223,6.908391,
0.491,68.80322,0.613,335.5604,0.613,217.6556,0.491,3.308694,1.226,0.08800017,,,,,1.226,6.909303,
0.492,70.2787,0.614,342.3384,0.614,220.9652,0.492,3.308693,1.228,0.08800017,,,,,1.228,6.910454,
0.492,71.84406,0.616,348.8773,0.616,224.6045,0.493,3.30868,1.23,0.08800017,,,,,1.23,6.911593,
0.493,73.3658,0.617,356.2158,0.617,228.2327,0.493,3.308762,1.232,0.08800017,,,,,1.232,6.912597,
0.494,74.89015,0.618,363.1111,0.618,232.0125,0.494,3.30878,1.234,0.08800017,,,,,1.234,6.913514,
0.495,76.49255,0.619,370.5261,0.619,235.8155,0.495,3.308733,1.237,0.08800017,,,,,1.236,6.914328,
0.496,78.04461,0.62,377.7191,0.62,239.4213,0.496,3.308735,1.239,0.08800017,,,,,1.239,6.915565,
0.497,79.65746,0.621,384.8737,0.621,243.2335,0.497,3.308754,1.241,0.08800017,,,,,1.241,6.91657,
0.498,81.26452,0.622,392.638,0.622,246.8489,0.498,3.308766,1.243,0.08800017,,,,,1.243,6.917335,
0.499,82.84813,0.623,400.0821,0.623,250.9164,0.499,3.308685,1.245,0.08800017,,,,,1.245,6.918221,
0.499,84.53874,0.624,408.2361,0.624,254.7672,0.499,3.308768,1.247,0.08800017,,,,,1.247,6.918914,
0.5,86.19517,0.625,415.8961,0.625,258.7232,0.5,3.308713,1.25,0.08800017,,,,,1.249,6.919783,
0.501,87.83202,0.626,424.1127,0.626,262.5918,0.501,3.30867,1.252,0.08800017,,,,,1.252,6.920778,
0.502,89.53803,0.627,432.1939,0.627,266.3632,0.502,3.308604,1.254,0.08800017,,,,,1.254,6.921702,
0.503,91.22572,0.629,440.7054,0.629,270.6546,0.503,3.308516,1.256,0.08800017,,,,,1.256,6.922459,
0.504,92.9389,0.63,449.4182,0.63,274.6114,0.504,3.308517,1.258,0.08800017,,,,,1.258,6.923196,
0.505,94.77518,0.631,457.8472,0.631,278.9622,0.505,3.308543,1.26,0.08800017,,,,,1.26,6.923921,
0.505,96.5004,0.632,466.848,0.632,282.9545,0.505,3.308653,1.263,0.08800017,,,,,1.262,6.924702,
0.506,98.27159,0.633,475.4337,0.633,287.2651,0.506,3.308768,1.265,0.08800017,,,,,1.265,6.925638,
0.507,100.094,0.634,484.7804,0.634,291.6104,0.507,3.30881,1.267,0.08800017,,,,,1.267,6.92647,
0.508,101.8833,0.635,493.7472,0.635,295.9643,0.508,3.308794,1.269,0.08800017,,,,,1.269,6.927173,
0.509,103.8509,0.636,503.0166,0.636,300.601,0.509,3.308761,1.271,0.08800017,,,,,1.271,6.927663,
0.51,105.7969,0.637,512.558,0.637,304.996,0.51,3.308765,1.273,0.08800017,,,,,1.273,6.928467,
0.511,107.6995,0.638,521.878,0.638,309.6083,0.511,3.308769,1.276,0.08800017,,,,,1.275,6.929174,
0.511,109.689,0.639,531.6808,0.639,313.8253,0.512,3.308671,1.278,0.08800017,,,,,1.278,6.9299,
0.512,111.6405,0.64,540.9349,0.64,318.3492,0.512,3.308707,1.28,0.08800017,,,,,1.28,6.930652,
0.513,113.595,0.641,551.3264,0.641,322.9982,0.513,3.30871,1.282,0.08800017,,,,,1.282,6.931326,
0.514,115.7708,0.643,561.3021,0.643,327.5976,0.514,3.308724,1.284,0.08800017,,,,,1.284,6.931965,
0.515,117.8684,0.644,571.4274,0.644,332.3683,0.515,3.308712,1.286,0.08800017,,,,,1.286,6.932575,
0.516,119.9792,0.645,581.8998,0.645,336.8958,0.516,3.30876,1.289,0.08800017,,,,,1.288,6.933082,
0.517,122.1737,0.646,591.9734,0.646,341.8966,0.517,3.308671,1.291,0.08800017,,,,,1.291,6.933622,
0.518,124.261,0.647,602.9063,0.647,346.6587,0.518,3.308544,1.293,0.08800017,,,,,1.293,6.934162,
0.518,126.4894,0.648,613.2034,0.648,351.8832,0.518,3.308557,1.295,0.08800017,,,,,1.295,6.934936,
0.519,128.8091,0.649,624.6036,0.649,356.7546,0.519,3.308619,1.297,0.08800017,,,,,1.297,6.935605,
0.52,131.0552,0.65,635.4897,0.65,361.9023,0.52,3.308636,1.299,0.08800017,,,,,1.299,6.936154,
0.521,133.4354,0.651,646.9009,0.651,367.0029,0.521,3.308624,1.301,0.08800017,,,,,1.301,6.936659,
0.522,135.8152,0.652,658.0272,0.652,371.9376,0.522,3.308621,1.304,0.08800017,,,,,1.304,6.937151,
0.523,138.1166,0.653,669.2971,0.653,377.1747,0.523,3.308571,1.306,0.08800017,,,,,1.306,6.937677,
0.524,140.563,0.654,681.178,0.654,381.894,0.524,3.308581,1.308,0.08800017,,,,,1.308,6.938129,
0.524,143.0451,0.656,692.5907,0.656,387.0695,0.525,3.308586,1.31,0.08800017,,,,,1.31,6.938614,
0.525,145.5309,0.657,704.7233,0.657,392.0914,0.525,3.30864,1.312,0.08800017,,,,,1.312,6.939106,
0.526,148.1818,0.658,715.9688,0.658,397.4406,0.526,3.308617,1.314,0.08800017,,,,,1.314,6.939674,
0.527,150.703,0.659,727.977,0.659,402.8089,0.527,3.308534,1.317,0.08800017,,,,,1.317,6.940245,
0.528,153.2835,0.66,739.7954,0.66,408.0049,0.528,3.308508,1.319,0.08800017,,,,,1.319,6.940694,
0.529,156.0053,0.661,752.092,0.661,413.494,0.529,3.308524,1.321,0.08800017,,,,,1.321,6.941166,
0.53,158.6307,0.662,764.6123,0.662,418.7566,0.53,3.308616,1.323,0.08800017,,,,,1.323,6.941647,
0.531,161.4349,0.663,776.6555,0.663,424.3045,0.531,3.308596,1.325,0.08800017,,,,,1.325,6.942037,
0.531,164.2974,0.664,789.5527,0.664,429.5393,0.531,3.308543,1.327,0.08800017,,,,,1.327,6.942323,
0.532,166.8488,0.665,801.5071,0.665,434.9409,0.532,3.308397,1.33,0.08800017,,,,,1.33,6.942774,
0.533,169.6893,0.666,814.6584,0.666,440.3816,0.533,3.308229,1.332,0.08800017,,,,,1.332,6.943209,
0.534,172.5252,0.667,827.2826,0.667,445.7794,0.534,3.308194,1.334,0.08800017,,,,,1.334,6.943598,
0.535,175.3591,0.669,840.1401,0.669,451.559,0.535,3.308075,1.336,0.08800017,,,,,1.336,6.943929,
0.536,178.4518,0.67,853.379,0.67,457.1473,0.536,3.308012,1.338,0.08800017,,,,,1.338,6.944439,
0.537,181.398,0.671,866.1852,0.671,463.1589,0.537,3.308005,1.34,0.08800017,,,,,1.34,6.944999,
0.537,184.4387,0.672,879.8423,0.672,468.778,0.538,3.308065,1.343,0.08800017,,,,,1.342,6.945413,
0.538,187.6252,0.673,892.6477,0.673,474.6779,0.538,3.307967,1.345,0.08800017,,,,,1.345,6.945775,
0.539,190.6845,0.674,906.5412,0.674,480.4645,0.539,3.307997,1.347,0.08800017,,,,,1.347,6.946058,
0.54,194.0216,0.675,919.7173,0.675,486.1305,0.54,3.308044,1.349,0.08800017,,,,,1.349,6.94641,
0.541,197.3136,0.676,933.4006,0.676,491.8167,0.541,3.308051,1.351,0.08800017,,,,,1.351,6.946805,
0.542,200.5218,0.677,947.0838,0.677,496.9475,0.542,3.307979,1.353,0.08800017,,,,,1.353,6.946973,
0.543,203.9279,0.678,960.437,0.678,502.808,0.543,3.30792,1.356,0.08800017,,,,,1.355,6.947381,
0.544,207.2351,0.679,974.855,0.679,508.6659,0.544,3.30805,1.358,0.08800017,,,,,1.358,6.947618,
0.544,210.5729,0.68,988.314,0.68,514.6174,0.544,3.308033,1.36,0.08800017,,,,,1.36,6.947989,
0.545,214.1596,0.682,1002.686,0.682,520.4904,0.545,3.308106,1.362,0.08800017,,,,,1.362,6.948359,
0.546,217.6006,0.683,1016.335,0.683,526.024,0.546,3.308104,1.364,0.08800017,,,,,1.364,6.948599,
0.547,221.1727,0.684,1030.237,0.684,532.0558,0.547,3.308079,1.366,0.08800017,,,,,1.366,6.948807,
0.548,224.8886,0.685,1044.498,0.685,537.6667,0.548,3.308116,1.369,0.08800017,,,,,1.368,6.949306,
0.549,228.414,0.686,1058.387,0.686,544.0278,0.549,3.308008,1.371,0.08800017,,,,,1.371,6.949711,
0.55,232.119,0.687,1073.244,0.687,549.8518,0.55,3.307979,1.373,0.08800017,,,,,1.373,6.949933,
0.55,235.8499,0.688,1086.99,0.688,556.1001,0.551,3.308007,1.375,0.08800017,,,,,1.375,6.950237,
0.551,239.5441,0.689,1102.032,0.689,562.1137,0.551,3.308067,1.377,0.08800017,,,,,1.377,6.950427,
0.552,243.4685,0.69,1116.187,0.69,567.9529,0.552,3.30811,1.379,0.08800017,,,,,1.379,6.95076,
0.553,247.3208,0.691,1130.992,0.691,574.1318,0.553,3.307961,1.382,0.08800017,,,,,1.381,6.950956,
0.554,251.1512,0.692,1145.515,0.692,579.9993,0.554,3.307921,1.384,0.08800017,,,,,1.384,6.951303,
0.555,255.2021,0.693,1159.162,0.693,586.1017,0.555,3.307887,1.386,0.08800017,,,,,1.386,6.951455,
0.556,259.1538,0.695,1174.48,0.695,592.1404,0.556,3.307853,1.388,0.08800017,,,,,1.388,6.951628,
0.557,263.1436,0.696,1188.659,0.696,598.4971,0.557,3.307856,1.39,0.08800017,,,,,1.39,6.951808,
0.557,267.4485,0.697,1203.953,0.697,604.7569,0.557,3.307848,1.392,0.08800017,,,,,1.392,6.952011,
0.558,271.4421,0.698,1218.706,0.698,610.8058,0.558,3.307851,1.395,0.08800017,,,,,1.394,6.952235,
0.559,275.6707,0.699,1233.811,0.699,617.3132,0.559,3.30784,1.397,0.08800017,,,,,1.397,6.952502,
0.56,279.9104,0.7,1249.342,0.7,623.5698,0.56,3.307864,1.399,0.08800017,,,,,1.399,6.952772,
0.561,284.0047,0.701,1264.119,0.701,630.1981,0.561,3.307981,1.401,0.08800017,,,,,1.401,6.952952,
0.562,288.4622,0.702,1279.945,0.702,636.4786,0.562,3.30791,1.403,0.08800017,,,,,1.403,6.953232,
0.563,292.9335,0.703,1294.658,0.703,642.7352,0.563,3.30783,1.405,0.08800017,,,,,1.405,6.953312,
0.563,297.3132,0.704,1310.209,0.704,649.0822,0.564,3.30783,1.408,0.08800017,,,,,1.407,6.953536,
0.564,301.8892,0.705,1325.363,0.705,655.2397,0.564,3.307859,1.41,0.08800017,,,,,1.41,6.95379,
0.565,306.4341,0.706,1340.276,0.706,661.6318,0.565,3.307805,1.412,0.08800017,,,,,1.412,6.953885,
0.566,310.931,0.708,1355.733,0.708,667.6649,0.566,3.307813,1.414,0.08800017,,,,,1.414,6.954268,
0.567,315.8046,0.709,1370.241,0.709,674.2338,0.567,3.30775,1.416,0.08800017,,,,,1.416,6.954351,
0.568,320.5291,0.71,1386.019,0.71,680.567,0.568,3.30771,1.418,0.08800017,,,,,1.418,6.95456,
0.569,325.2779,0.711,1400.901,0.711,687.2443,0.569,3.307601,1.421,0.08800017,,,,,1.42,6.954784,
0.57,330.1805,0.712,1416.376,0.712,693.6378,0.57,3.307534,1.423,0.08800017,,,,,1.423,6.954963,
0.57,334.9148,0.713,1431.344,0.713,699.7847,0.57,3.307518,1.425,0.08800017,,,,,1.425,6.955115,
0.571,339.9396,0.714,1446.144,0.714,706.2712,0.571,3.307479,1.427,0.08800017,,,,,1.427,6.955214,
0.572,345.0605,0.715,1461.355,0.715,712.1236,0.572,3.3075,1.429,0.08800017,,,,,1.429,6.955338,
0.573,350.1082,0.716,1475.678,0.716,718.8137,0.573,3.307491,1.431,0.08800017,,,,,1.431,6.955545,
0.574,355.2496,0.717,1491.396,0.717,724.8878,0.574,3.307374,1.434,0.08800017,,,,,1.433,6.955667,
0.575,360.4507,0.718,1506.01,0.718,731.4372,0.575,3.307343,1.436,0.08800017,,,,,1.436,6.955749,
0.576,365.5045,0.719,1521.308,0.719,737.8976,0.576,3.307389,1.438,0.08800017,,,,,1.438,6.955858,
0.576,370.8706,0.721,1536.098,0.721,743.8678,0.576,3.307372,1.44,0.08800017,,,,,1.44,6.955947,
0.577,376.2138,0.722,1550.649,0.722,750.2971,0.577,3.307453,1.442,0.08800017,,,,,1.442,6.956228,
0.578,381.6022,0.723,1565.825,0.723,756.1823,0.578,3.307328,1.444,0.08800017,,,,,1.444,6.956268,
0.579,387.2863,0.724,1580.139,0.724,762.6578,0.579,3.307357,1.447,0.08800017,,,,,1.446,6.956433,
0.58,392.6568,0.725,1595.396,0.725,768.9373,0.58,3.307339,1.449,0.08800017,,,,,1.449,6.956466,
0.581,398.1843,0.726,1609.477,0.726,775.3363,0.581,3.307288,1.451,0.08800017,,,,,1.451,6.956701,
0.582,403.7929,0.727,1624.44,0.727,781.9016,0.582,3.307356,1.453,0.08800017,,,,,1.453,6.956681,
0.582,409.2226,0.728,1639.047,0.728,788.1191,0.583,3.307399,1.455,0.08800017,,,,,1.455,6.956883,
0.583,415.1254,0.729,1653.781,0.729,794.5007,0.583,3.307324,1.457,0.08800017,,,,,1.457,6.956973,
0.584,420.9612,0.73,1668.702,0.73,800.2568,0.584,3.307323,1.46,0.08800017,,,,,1.459,6.957017,
0.585,426.5702,0.731,1682.83,0.731,806.5565,0.585,3.307373,1.462,0.08800017,,,,,1.462,6.95717,
0.586,432.2835,0.732,1697.911,0.732,812.9172,0.586,3.307312,1.464,0.08800017,,,,,1.464,6.95728,
0.587,438.1112,0.733,1711.868,0.733,819.6993,0.587,3.307245,1.466,0.08800017,,,,,1.466,6.957406,
0.588,444.0302,0.735,1726.669,0.735,826.0626,0.588,3.307309,1.468,0.08800017,,,,,1.468,6.957443,
0.589,450.4417,0.736,1740.714,0.736,831.669,0.589,3.307325,1.47,0.08800017,,,,,1.47,6.95751,
0.589,456.4938,0.737,1754.425,0.737,837.7356,0.589,3.307355,1.472,0.08800017,,,,,1.472,6.95765,
0.59,462.7547,0.738,1768.567,0.738,843.7173,0.59,3.307432,1.475,0.08800017,,,,,1.475,6.957842,
0.591,469.169,0.739,1781.725,0.739,850.1639,0.591,3.307507,1.477,0.08800017,,,,,1.477,6.957962,
0.592,475.3299,0.74,1796.201,0.74,855.9802,0.592,3.307562,1.479,0.08800017,,,,,1.479,6.958066,
0.593,481.9132,0.741,1809.521,0.741,861.7315,0.593,3.307564,1.481,0.08800017,,,,,1.481,6.958086,
0.594,488.5045,0.742,1823.457,0.742,867.7161,0.594,3.30761,1.483,0.08800017,,,,,1.483,6.958182,
0.595,494.9048,0.743,1836.798,0.743,873.7339,0.595,3.307656,1.485,0.08800017,,,,,1.485,6.958257,
0.595,501.6335,0.744,1849.99,0.744,879.7641,0.596,3.307657,1.488,0.08800017,,,,,1.488,6.958315,
0.596,508.2702,0.745,1863.523,0.745,885.28,0.596,3.30792,1.49,0.08800017,,,,,1.49,6.958409,
0.597,514.8251,0.746,1875.464,0.746,890.7486,0.597,3.308066,1.492,0.08800017,,,,,1.492,6.958438,
0.598,521.8326,0.748,1888.051,0.748,895.9122,0.598,3.308087,1.494,0.08800017,,,,,1.494,6.958555,
0.599,528.6507,0.749,1900.027,0.749,901.1132,0.599,3.308156,1.496,0.08800017,,,,,1.496,6.958664,
0.6,535.5309,0.75,1912.663,0.75,906.6344,0.6,3.308242,1.498,0.08800017,,,,,1.498,6.958797,
0.601,542.7684,0.751,1925.092,0.751,912.0353,0.601,3.30837,1.501,0.08800017,,,,,1.5,6.958899,
0.602,549.6556,0.752,1937.149,0.752,918.3937,0.602,3.308516,1.503,0.08800017,,,,,1.503,6.959121,
0.602,556.8502,0.753,1949.604,0.753,924.3967,0.602,3.308669,1.505,0.08800017,,,,,1.505,6.959121,
0.603,564.1754,0.754,1961.241,0.754,930.2274,0.603,3.308825,1.507,0.08800017,,,,,1.507,6.959343,
0.604,571.3002,0.755,1973.71,0.755,935.5506,0.604,3.309094,1.509,0.08800017,,,,,1.509,6.959403,
0.605,578.7524,0.756,1984.985,0.756,940.6807,0.605,3.309291,1.511,0.08800017,,,,,1.511,6.95942,
0.606,586.2656,0.757,1996.644,0.757,945.9227,0.606,3.309452,1.514,0.08800017,,,,,1.513,6.959546,
0.607,593.5056,0.758,2007.632,0.758,950.876,0.607,3.309607,1.516,0.08800017,,,,,1.516,6.959672,
0.608,601.252,0.759,2018.364,0.759,956.4643,0.608,3.309854,1.518,0.08800017,,,,,1.518,6.959733,
0.608,608.9237,0.761,2029.472,0.761,961.6693,0.609,3.310203,1.52,0.08800017,,,,,1.52,6.95986,
0.609,616.5698,0.762,2039.676,0.762,967.3778,0.609,3.310455,1.522,0.08800017,,,,,1.522,6.959867,
0.61,624.7153,0.763,2050.731,0.763,972.0983,0.61,3.310742,1.524,0.08800017,,,,,1.524,6.959984,
0.611,632.4427,0.764,2060.839,0.764,977.1392,0.611,3.311197,1.527,0.08800017,,,,,1.526,6.960111,
0.612,640.2673,0.765,2071.575,0.765,982.1284,0.612,3.311633,1.529,0.08800017,,,,,1.529,6.96021,
0.613,648.4066,0.766,2081.842,0.766,986.8108,0.613,3.311873,1.531,0.08800017,,,,,1.531,6.960189,
0.614,656.2606,0.767,2091.806,0.767,991.3036,0.614,3.312252,1.533,0.08800017,,,,,1.533,6.960352,
0.615,664.6857,0.768,2101.613,0.768,995.1662,0.615,3.312738,1.535,0.08800017,,,,,1.535,6.960389,
0.615,673.153,0.769,2110.601,0.769,999.5429,0.615,3.313114,1.537,0.08800017,,,,,1.537,6.960396,
0.616,681.4933,0.77,2119.945,0.77,1003.818,0.616,3.313525,1.54,0.08800017,,,,,1.539,6.960498,
0.617,690.1636,0.771,2128.936,0.771,1008.112,0.617,3.313957,1.542,0.08800017,,,,,1.542,6.960593,
0.618,698.854,0.772,2138.313,0.772,1012.519,0.618,3.314318,1.544,0.08800017,,,,,1.544,6.960664,
0.619,707.2569,0.774,2147.257,0.774,1017.172,0.619,3.314868,1.546,0.08800017,,,,,1.546,6.960671,
0.62,716.1494,0.775,2155.997,0.775,1021.994,0.62,3.315448,1.548,0.08800017,,,,,1.548,6.9607,
0.621,724.8354,0.776,2164.745,0.776,1026.333,0.621,3.316001,1.55,0.08800017,,,,,1.55,6.960835,
0.621,733.7219,0.777,2172.9,0.777,1030.673,0.622,3.316733,1.553,0.08800017,,,,,1.552,6.961024,
0.622,743.0627,0.778,2181.44,0.778,1034.579,0.622,3.317493,1.555,0.08800017,,,,,1.555,6.960993,
0.623,751.7629,0.779,2188.992,0.779,1038.812,0.623,3.318213,1.557,0.08800017,,,,,1.557,6.961118,
0.624,760.8727,0.78,2197.138,0.78,1042.887,0.624,3.318974,1.559,0.08800017,,,,,1.559,6.961204,
0.625,770.2204,0.781,2204.994,0.781,1046.995,0.625,3.319826,1.561,0.08800017,,,,,1.561,6.961286,
0.626,779.3585,0.782,2212.648,0.782,1051.085,0.626,3.320717,1.563,0.08800017,,,,,1.563,6.961269,
0.627,789.0952,0.783,2220.219,0.783,1054.994,0.627,3.321604,1.566,0.08800017,,,,,1.565,6.961286,
0.628,798.8767,0.784,2227.215,0.784,1058.921,0.628,3.322611,1.568,0.08800017,,,,,1.568,6.961263,
0.628,808.2453,0.785,2234.325,0.785,1062.064,0.628,3.323535,1.57,0.08800017,,,,,1.57,6.961439,
0.629,818.2132,0.787,2241.119,0.787,1065.732,0.629,3.324509,1.572,0.08800017,,,,,1.572,6.961544,
0.63,827.9979,0.788,2248.155,0.788,1068.855,0.63,3.325569,1.574,0.08800017,,,,,1.574,6.961569,
0.631,837.7394,0.789,2254.706,0.789,1071.822,0.631,3.326761,1.576,0.08800017,,,,,1.576,6.961627,
0.632,848.2149,0.79,2261.238,0.79,1074.902,0.632,3.328025,1.579,0.08800017,,,,,1.578,6.961668,
0.633,858.0867,0.791,2267.58,0.791,1077.675,0.633,3.329295,1.581,0.08800017,,,,,1.581,6.961659,
0.634,868.1819,0.792,2273.807,0.792,1081.3,0.634,3.330513,1.583,0.08800017,,,,,1.583,6.961897,
0.634,878.4507,0.793,2280.275,0.793,1084.845,0.635,3.331889,1.585,0.08800017,,,,,1.585,6.961822,
0.635,888.3745,0.794,2286.25,0.794,1088.605,0.635,3.333275,1.587,0.08800017,,,,,1.587,6.961904,
0.636,898.9937,0.795,2292.46,0.795,1091.668,0.636,3.334805,1.589,0.08800017,,,,,1.589,6.96181,
0.637,909.674,0.796,2298.166,0.796,1094.326,0.637,3.336354,1.592,0.08800017,,,,,1.591,6.962027,
0.638,920.0122,0.797,2303.862,0.797,1097.163,0.638,3.338132,1.594,0.08800017,,,,,1.594,6.962089,
0.639,930.7512,0.798,2309.098,0.798,1100.121,0.639,3.339771,1.596,0.08800017,,,,,1.596,6.962141,
0.64,940.8298,0.8,2314.11,0.8,1103.617,0.64,3.34146,1.598,0.08800017,,,,,1.598,6.962183,
0.641,951.4305,0.801,2319.275,0.801,1106.561,0.641,3.343375,1.6,0.08800017,,,,,1.6,6.962103,
0.641,962.8326,0.802,2324.315,0.802,1109.505,0.641,3.345257,1.602,0.08800017,,,,,1.602,6.962469,
0.642,973.5991,0.803,2329.561,0.803,1112.555,0.642,3.347294,1.605,0.08800017,,,,,1.604,6.962487,
0.643,984.5532,0.804,2334.234,0.804,1115.156,0.643,3.349444,1.607,0.08800017,,,,,1.607,6.962399,
0.644,995.818,0.805,2338.526,0.805,1117.7,0.644,3.351672,1.609,0.08800017,,,,,1.609,6.962589,
0.645,1006.617,0.806,2343.383,0.806,1119.951,0.645,3.354061,1.611,0.08800017,,,,,1.611,6.962597,
0.646,1018.062,0.807,2347.914,0.807,1122.556,0.646,3.356506,1.613,0.08800017,,,,,1.613,6.962643,
0.647,1029.831,0.808,2352.675,0.808,1125.169,0.647,3.358928,1.615,0.08800017,,,,,1.615,6.962626,
0.647,1041.169,0.809,2357.005,0.809,1127.62,0.647,3.361557,1.618,0.08800017,,,,,1.617,6.962706,
0.648,1052.87,0.81,2361.69,0.81,1129.538,0.648,3.36439,1.62,0.08800017,,,,,1.62,6.962799,
0.649,1064.684,0.811,2365.72,0.811,1131.814,0.649,3.367296,1.622,0.08800017,,,,,1.622,6.962946,
0.65,1075.934,0.813,2369.891,0.813,1134.618,0.65,3.370426,1.624,0.08800017,,,,,1.624,6.962941,
0.651,1088.066,0.814,2373.969,0.814,1137.186,0.651,3.373581,1.626,0.08800017,,,,,1.626,6.962904,
0.652,1099.987,0.815,2377.959,0.815,1139.932,0.652,3.376968,1.628,0.08800017,,,,,1.628,6.963054,
0.653,1111.651,0.816,2382.298,0.816,1142.153,0.653,3.380439,1.631,0.08800017,,,,,1.63,6.963031,
0.653,1123.96,0.817,2385.834,0.817,1144.091,0.654,3.384071,1.633,0.08800017,,,,,1.633,6.963129,
0.654,1135.663,0.818,2389.636,0.818,1146.183,0.654,3.387886,1.635,0.08800017,,,,,1.635,6.963306,
0.655,1147.502,0.819,2393.303,0.819,1148.407,0.655,3.391755,1.637,0.08800017,,,,,1.637,6.963296,
0.656,1159.974,0.82,2397.168,0.82,1150.762,0.656,3.395784,1.639,0.08800017,,,,,1.639,6.963502,
0.657,1171.998,0.821,2400.679,0.821,1152.959,0.657,3.400011,1.641,0.08800017,,,,,1.641,6.963424,
0.658,1184.29,0.822,2403.669,0.822,1154.921,0.658,3.404328,1.643,0.08800017,,,,,1.643,6.963484,
0.659,1197.029,0.823,2406.655,0.823,1156.713,0.659,3.408908,1.646,0.08800017,,,,,1.646,6.963604,
0.66,1208.947,0.824,2409.551,0.824,1158.562,0.66,3.413611,1.648,0.08800017,,,,,1.648,6.963645,
0.66,1221.553,0.825,2412.499,0.825,1160.479,0.66,3.418548,1.65,0.08800017,,,,,1.65,6.963748,
0.661,1234.235,0.827,2415.251,0.827,1162.283,0.661,3.423573,1.652,0.08800017,,,,,1.652,6.963805,
0.662,1246.631,0.828,2417.983,0.828,1164.258,0.662,3.42888,1.654,0.08800017,,,,,1.654,6.963912,
0.663,1259.633,0.829,2420.938,0.829,1165.641,0.663,3.434366,1.656,0.08800017,,,,,1.656,6.963969,
0.664,1272.325,0.83,2424.01,0.83,1167.329,0.664,3.440091,1.659,0.08800017,,,,,1.659,6.964031,
0.665,1284.855,0.831,2426.801,0.831,1168.762,0.665,3.446061,1.661,0.08800017,,,,,1.661,6.964046,
0.666,1297.997,0.832,2429.435,0.832,1170.805,0.666,3.452148,1.663,0.08800017,,,,,1.663,6.964067,
0.666,1310.57,0.833,2432.485,0.833,1172.969,0.667,3.458544,1.665,0.08800017,,,,,1.665,6.964145,
0.667,1323.489,0.834,2435.198,0.834,1174.89,0.667,3.465086,1.667,0.08800017,,,,,1.667,6.964189,
0.668,1336.934,0.835,2438.065,0.835,1176.4,0.668,3.472044,1.669,0.08800017,,,,,1.669,6.964252,
0.669,1349.662,0.836,2440.411,0.836,1177.421,0.669,3.479162,1.672,0.08800017,,,,,1.671,6.96424,
0.67,1362.823,0.837,2442.888,0.837,1178.497,0.67,3.486521,1.674,0.08800017,,,,,1.674,6.964324,
0.671,1376.013,0.838,2445.42,0.838,1179.864,0.671,3.494252,1.676,0.08800017,,,,,1.676,6.964336,
0.672,1388.646,0.84,2447.794,0.84,1181.324,0.672,3.502115,1.678,0.08800017,,,,,1.678,6.964355,
0.673,1402.451,0.841,2450.29,0.841,1182.805,0.673,3.510365,1.68,0.08800017,,,,,1.68,6.964382,
0.673,1415.781,0.842,2452.296,0.842,1184.492,0.673,3.518871,1.682,0.08800017,,,,,1.682,6.964427,
0.674,1428.75,0.843,2454.565,0.843,1185.903,0.674,3.527662,1.685,0.08800017,,,,,1.684,6.964505,
0.675,1442.299,0.844,2456.45,0.844,1187.449,0.675,3.53684,1.687,0.08800017,,,,,1.687,6.964567,
0.676,1455.279,0.845,2458.584,0.845,1189.081,0.676,3.546295,1.689,0.08800017,,,,,1.689,6.964602,
0.677,1468.303,0.846,2460.667,0.846,1190.268,0.677,3.555996,1.691,0.08800017,,,,,1.691,6.964563,
0.678,1482.103,0.847,2462.676,0.847,1191.392,0.678,3.566002,1.693,0.08800017,,,,,1.693,6.964594,
