Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
3.13,2392.452,15.653,1927.055,15.653,1497.645,6.258,13.99064,31.299,0,31.299,8.000016,31.333,0.5225906,31.344,0.1367719,,,,,31.321,12.54934,3.13,0.3431773,
3.136,2392.544,15.682,1907.064,15.682,1483.593,6.27,13.98982,31.358,0,31.358,8.000016,31.391,0.5224709,31.402,0.1367985,,,,,31.38,12.55283,3.136,0.3431439,
3.141,2392.656,15.712,1878.688,15.712,1464.825,6.282,13.98925,31.416,0,31.416,8.000016,31.45,0.5223672,31.461,0.1367587,,,,,31.439,12.55618,3.141,0.3432964,
3.147,2392.804,15.741,1846.593,15.741,1442.511,6.293,13.98898,31.475,0,31.475,8.000016,31.509,0.5222812,31.52,0.1367107,,,,,31.497,12.55949,3.147,0.3432906,
3.153,2392.951,15.77,1807.846,15.77,1416.707,6.305,13.98889,31.534,0,31.534,8.000016,31.567,0.5222034,31.578,0.1367102,,,,,31.556,12.56259,3.153,0.3429998,
3.159,2393.108,15.8,1766.525,15.8,1388.337,6.317,13.98883,31.592,0,31.592,8.000016,31.626,0.5221565,31.637,0.1367387,,,,,31.615,12.5657,3.159,0.3424709,
3.165,2393.277,15.829,1721.076,15.829,1354.002,6.329,13.98889,31.651,0,31.651,8.000016,31.685,0.5221096,31.696,0.1367646,,,,,31.673,12.56871,3.165,0.3422729,
3.171,2393.436,15.858,1671.407,15.858,1320.008,6.34,13.98884,31.71,0,31.71,8.000016,31.744,0.522152,31.755,0.1367859,,,,,31.732,12.5717,3.171,0.3425572,
3.177,2393.585,15.888,1622.004,15.888,1282.674,6.352,13.9888,31.768,0,31.768,8.000016,31.802,0.5222003,31.813,0.1367968,,,,,31.791,12.57451,3.177,0.3430679,
3.182,2393.729,15.917,1567.337,15.917,1247.115,6.364,13.9887,31.827,0,31.827,8.000016,31.861,0.5221275,31.872,0.1366913,,,,,31.849,12.57721,3.182,0.3434367,
3.188,2393.818,15.946,1516.452,15.946,1209.712,6.375,13.98851,31.885,0,31.885,8.000016,31.92,0.5219948,31.931,0.1365858,,,,,31.908,12.57986,3.188,0.3434495,
3.194,2393.882,15.976,1461.7,15.976,1171.157,6.387,13.98826,31.944,0,31.944,8.000016,31.978,0.5219073,31.989,0.136604,,,,,31.967,12.5824,3.194,0.3437923,
3.2,2393.99,16.005,1408.263,16.005,1131.716,6.399,13.98793,32.003,0,32.003,8.000016,32.037,0.5218872,32.048,0.1366502,,,,,32.025,12.58494,3.2,0.3436485,
3.206,2394.122,16.034,1353.624,16.034,1088.967,6.411,13.98771,32.061,0,32.061,8.000016,32.096,0.521853,32.107,0.1366176,,,,,32.084,12.58732,3.206,0.3433156,
3.212,2394.251,16.064,1298.357,16.064,1049.433,6.422,13.9877,32.12,0,32.12,8.000016,32.154,0.521724,32.166,0.1365194,,,,,32.143,12.58971,3.212,0.3432425,
3.218,2394.365,16.093,1245.019,16.093,1006.651,6.434,13.98769,32.179,0,32.179,8.000016,32.213,0.5215952,32.224,0.1364745,,,,,32.202,12.59201,3.218,0.3429154,
3.224,2394.472,16.123,1189.616,16.123,967.0306,6.446,13.98759,32.237,0,32.237,8.000016,32.272,0.5216238,32.283,0.1365674,,,,,32.26,12.59429,3.224,0.3428176,
3.229,2394.56,16.152,1138.714,16.152,926.0865,6.458,13.9875,32.296,0,32.296,8.000016,32.331,0.5216775,32.342,0.1366594,,,,,32.319,12.59641,3.229,0.3431285,
3.235,2394.643,16.181,1084.999,16.181,887.6114,6.469,13.98726,32.355,0,32.355,8.000016,32.389,0.5216151,32.4,0.1366478,,,,,32.378,12.59839,3.235,0.3431526,
3.241,2394.707,16.211,1036.47,16.211,849.521,6.481,13.98683,32.413,0,32.413,8.000016,32.448,0.5214729,32.459,0.1366362,,,,,32.436,12.60038,3.241,0.3430261,
3.247,2394.733,16.24,986.2867,16.24,811.9026,6.493,13.98633,32.472,0,32.472,8.000016,32.507,0.5213931,32.518,0.1366229,,,,,32.495,12.60245,3.247,0.3437471,
3.253,2394.761,16.269,939.4606,16.269,775.7673,6.505,13.98599,32.531,0,32.531,8.000016,32.565,0.5214429,32.577,0.1366089,,,,,32.554,12.60452,3.253,0.3438566,
3.259,2394.825,16.299,894.0822,16.299,738.3754,6.516,13.98535,32.589,0,32.589,8.000016,32.624,0.5214778,32.635,0.1365821,,,,,32.612,12.60646,3.259,0.3432177,
3.265,2394.891,16.328,849.5046,16.328,705.1074,6.528,13.98478,32.648,0,32.648,8.000016,32.683,0.5212581,32.694,0.1365407,,,,,32.671,12.60839,3.265,0.3429871,
3.27,2394.967,16.357,808.9582,16.357,669.6874,6.54,13.98423,32.707,0,32.707,8.000016,32.742,0.5210384,32.753,0.1365153,,,,,32.73,12.61025,3.27,0.342846,
3.276,2395.053,16.387,766.7753,16.387,638.6337,6.551,13.98377,32.765,0,32.765,8.000016,32.8,0.5210293,32.811,0.1365517,,,,,32.788,12.61208,3.276,0.3429293,
3.282,2395.135,16.416,729.2148,16.416,607.3227,6.563,13.98347,32.824,0,32.824,8.000016,32.859,0.5210766,32.87,0.136588,,,,,32.847,12.61384,3.282,0.3429836,
3.288,2395.208,16.445,690.3483,16.445,577.8043,6.575,13.98321,32.883,0,32.883,8.000016,32.918,0.5211491,32.929,0.1365657,,,,,32.906,12.61551,3.288,0.3431285,
3.294,2395.277,16.475,655.0597,16.475,549.7087,6.587,13.98288,32.941,0,32.941,8.000016,32.976,0.5212453,32.988,0.1365393,,,,,32.965,12.61715,3.294,0.3436527,
3.3,2395.301,16.504,620.7537,16.504,521.5314,6.598,13.98226,33,0,33,8.000016,33.035,0.5213464,33.046,0.1366082,,,,,33.023,12.61871,3.3,0.3437375,
3.306,2395.3,16.533,587.8942,16.533,495.7661,6.61,13.98168,33.059,0,33.059,8.000016,33.094,0.5214624,33.105,0.1367245,,,,,33.082,12.62027,3.306,0.3438541,
3.312,2395.321,16.563,557.7493,16.563,469.9099,6.622,13.98129,33.117,0,33.117,7.364707,33.152,0.5077316,33.164,0.1094896,,,,,33.141,12.62491,3.312,0.3439486,
3.317,2395.38,16.592,527.282,16.592,446.3418,6.634,13.9808,33.176,0,33.176,1.107748,33.211,0.2498848,33.223,0.04040676,,,,,33.199,12.62744,3.317,0.3439812,
3.323,2395.443,16.621,500.1506,16.621,422.6814,6.645,13.98042,33.235,0,33.235,4.635885,33.27,0.2342087,33.281,0.06518755,,,,,33.258,12.62963,3.323,0.3436552,
3.329,2395.524,16.651,472.6322,16.651,400.4214,6.657,13.98019,33.293,0,33.293,5.00001,33.329,0.3377658,33.34,0.08138055,,,,,33.317,12.63193,3.329,0.3437094,
3.335,2395.613,16.68,448.0311,16.68,379.4739,6.669,13.98005,33.352,0,33.352,5.00001,33.387,0.3786579,33.399,0.08770623,,,,,33.375,12.63422,3.335,0.3437539,
3.341,2395.717,16.709,423.8658,16.709,359.0372,6.681,13.97998,33.411,0,33.411,5.00001,33.446,0.3878552,33.457,0.08819804,,,,,33.434,12.6364,3.341,0.3440388,
3.347,2395.867,16.739,400.6748,16.739,340.7929,6.692,13.98005,33.469,0,33.469,5.00001,33.505,0.388557,33.516,0.08828583,,,,,33.493,12.63839,3.347,0.3438089,
3.353,2396.017,16.768,379.1926,16.768,321.9331,6.704,13.98028,33.528,0,33.528,5.00001,33.563,0.3882414,33.575,0.08824548,,,,,33.551,12.64038,3.353,0.3445155,
3.358,2396.133,16.797,357.8012,16.797,305.3987,6.716,13.98049,33.587,0,33.587,5.00001,33.622,0.387867,33.634,0.08827529,,,,,33.61,12.6424,3.358,0.3437508,
3.364,2396.243,16.827,339.1416,16.827,288.679,6.728,13.98051,33.645,0,33.645,5.00001,33.681,0.3879558,33.692,0.08827866,,,,,33.669,12.64424,3.364,0.3435632,
3.37,2396.348,16.856,320.2335,16.856,273.5016,6.739,13.98036,33.704,0,33.704,5.00001,33.74,0.3883566,33.751,0.08823337,,,,,33.727,12.64605,3.37,0.3437565,
3.376,2396.444,16.886,303.5889,16.886,258.73,6.751,13.97991,33.763,0,33.763,5.00001,33.798,0.3882398,33.81,0.08814008,,,,,33.786,12.64783,3.376,0.343741,
3.382,2396.543,16.915,286.8412,16.915,244.7826,6.763,13.97952,33.821,0,33.821,5.00001,33.857,0.3883123,33.868,0.08813743,,,,,33.845,12.64952,3.382,0.3440249,
3.388,2396.653,16.944,271.6366,16.944,232.1113,6.774,13.97927,33.88,0,33.88,5.00001,33.916,0.3883666,33.927,0.08806849,,,,,33.904,12.65125,3.388,0.3440087,
3.394,2396.759,16.974,257.2467,16.974,219.4648,6.786,13.97905,33.939,0,33.939,5.00001,33.974,0.3881858,33.986,0.08802405,,,,,33.962,12.65296,3.394,0.3440609,
3.4,2396.809,17.003,243.2859,17.003,208.4205,6.798,13.97886,33.997,0,33.997,5.00001,34.033,0.3885916,34.045,0.08822247,,,,,34.021,12.65465,3.4,0.3442019,
3.405,2396.825,17.032,230.8981,17.032,197.0883,6.81,13.97859,34.056,0,34.056,5.00001,34.092,0.3888018,34.103,0.08818691,,,,,34.08,12.65618,3.405,0.3447552,
3.411,2396.822,17.062,218.226,17.062,187.0769,6.821,13.97847,34.115,0,34.115,5.00001,34.15,0.3886849,34.162,0.08816411,,,,,34.138,12.65769,3.411,0.3445056,
3.417,2396.781,17.091,206.983,17.091,177.2342,6.833,13.97835,34.173,0,34.173,5.00001,34.209,0.3889957,34.221,0.08826691,,,,,34.197,12.65917,3.417,0.344237,
3.423,2396.741,17.12,195.7571,17.12,167.5015,6.845,13.97821,34.232,0,34.232,5.00001,34.268,0.3891166,34.279,0.08823121,,,,,34.256,12.66069,3.423,0.3445142,
3.429,2396.79,17.15,185.2086,17.15,158.696,6.857,13.9781,34.291,0,34.291,5.00001,34.327,0.3891108,34.338,0.08824363,,,,,34.314,12.66206,3.429,0.3441072,
3.435,2396.885,17.179,175.2611,17.179,149.489,6.868,13.97802,34.349,0,34.349,5.00001,34.385,0.3890726,34.397,0.08830129,,,,,34.373,12.66344,3.435,0.3443853,
3.441,2396.964,17.208,165.3681,17.208,141.6241,6.88,13.97804,34.408,0,34.408,5.00001,34.444,0.3893614,34.456,0.08834136,,,,,34.432,12.66498,3.441,0.3445544,
3.446,2396.998,17.238,156.5268,17.238,133.4526,6.892,13.97789,34.467,0,34.467,5.00001,34.503,0.3895386,34.514,0.08816711,,,,,34.49,12.66627,3.446,0.3439424,
3.452,2397.036,17.267,147.4368,17.267,126.1592,6.904,13.97775,34.525,0,34.525,5.00001,34.561,0.3893497,34.573,0.08804411,,,,,34.549,12.66756,3.452,0.3443674,
3.458,2397.182,17.296,139.3954,17.296,119.1801,6.915,13.97756,34.584,0,34.584,5.00001,34.62,0.3894625,34.632,0.08828908,,,,,34.608,12.66893,3.458,0.3448231,
3.464,2397.344,17.326,131.5063,17.326,112.5018,6.927,13.97723,34.642,0,34.642,5.00001,34.679,0.3893858,34.69,0.08824828,,,,,34.666,12.67027,3.464,0.3444345,
3.47,2397.511,17.355,124.228,17.355,106.5614,6.939,13.97691,34.701,0,34.701,5.00001,34.737,0.3891876,34.749,0.08815951,,,,,34.725,12.67143,3.47,0.3445152,
3.476,2397.688,17.384,117.4964,17.384,100.4675,6.951,13.97657,34.76,0,34.76,5.00001,34.796,0.3895922,34.808,0.08807824,,,,,34.784,12.67253,3.476,0.344669,
3.482,2397.859,17.414,110.8203,17.414,95.00844,6.962,13.97641,34.818,0,34.818,5.00001,34.855,0.3897161,34.867,0.08838891,,,,,34.843,12.67391,3.482,0.3442866,
3.488,2397.952,17.443,104.9141,17.443,89.602,6.974,13.97627,34.877,0,34.877,5.00001,34.914,0.3897263,34.925,0.08835296,,,,,34.901,12.67511,3.488,0.343958,
3.493,2398.027,17.472,99.04054,17.472,84.7308,6.986,13.97611,34.936,0,34.936,5.00001,34.972,0.3897787,34.984,0.08813217,,,,,34.96,12.67624,3.493,0.3441973,
3.499,2398.158,17.502,93.91585,17.502,80.21829,6.997,13.97603,34.994,0,34.994,5.00001,35.031,0.3896657,35.043,0.08807585,,,,,35.019,12.67732,3.499,0.3445129,
3.505,2398.325,17.531,88.93086,17.531,75.90771,7.009,13.97547,35.053,0,35.053,5.00001,35.09,0.3895898,35.102,0.08803718,,,,,35.077,12.67848,3.505,0.3448592,
3.511,2398.523,17.56,84.23817,17.56,72.07397,7.021,13.97763,35.112,0,35.112,5.00001,35.148,0.3896055,35.16,0.08806986,,,,,35.136,12.67952,3.511,0.3447974,
3.517,2398.807,17.59,79.96802,17.59,68.19193,7.033,13.98668,35.17,0,35.17,5.00001,35.207,0.3898436,35.219,0.0882239,,,,,35.195,12.68046,3.517,0.3446279,
3.523,2399.094,17.619,75.76958,17.619,64.78705,7.044,13.98936,35.229,0,35.229,5.00001,35.266,0.3900221,35.278,0.08833311,,,,,35.253,12.68161,3.523,0.3442767,
3.529,2399.296,17.649,72.20374,17.649,61.45496,7.056,13.98633,35.288,0,35.288,5.00001,35.325,0.3901151,35.336,0.0882889,,,,,35.312,12.68275,3.529,0.3442838,
3.535,2399.45,17.678,68.58818,17.678,58.44135,7.068,13.98229,35.346,0,35.346,5.00001,35.383,0.3899967,35.395,0.08811408,,,,,35.371,12.68388,3.535,0.3443991,
3.54,2399.585,17.707,65.42327,17.707,55.63029,7.08,13.97908,35.405,0,35.405,5.00001,35.442,0.3898323,35.454,0.08803392,,,,,35.429,12.68502,3.54,0.3440911,
3.546,2399.696,17.737,62.28129,17.737,52.91591,7.091,13.9769,35.464,0,35.464,5.00001,35.501,0.3898052,35.513,0.08810023,,,,,35.488,12.68596,3.546,0.3447016,
3.552,2399.801,17.766,59.42326,17.766,50.53481,7.103,13.97551,35.522,0,35.522,5.00001,35.559,0.3900798,35.571,0.08818939,,,,,35.547,12.68691,3.552,0.3448126,
3.558,2399.8,17.795,56.79481,17.795,48.1629,7.115,13.97469,35.581,0,35.581,5.00001,35.618,0.3898898,35.63,0.08814751,,,,,35.606,12.68794,3.558,0.3446876,
3.564,2399.779,17.825,54.28569,17.825,46.18024,7.127,13.97427,35.64,0,35.64,5.00001,35.677,0.3898395,35.689,0.08800642,,,,,35.664,12.68901,3.564,0.3450621,
3.57,2399.741,17.854,52.09959,17.854,44.21018,7.138,13.97426,35.698,0,35.698,5.00001,35.735,0.3899615,35.747,0.08794094,,,,,35.723,12.69001,3.57,0.3453191,
3.576,2399.689,17.883,49.93178,17.883,42.49603,7.15,13.97459,35.757,0,35.757,5.00001,35.794,0.3899558,35.806,0.08800018,,,,,35.782,12.69092,3.576,0.3446699,
3.581,2399.64,17.913,48.04003,17.913,40.79859,7.162,13.97494,35.816,0,35.816,5.00001,35.853,0.389654,35.865,0.08759803,,,,,35.84,12.69165,3.581,0.3443612,
3.587,2399.672,17.942,46.17361,17.942,39.19611,7.173,13.9753,35.874,0,35.874,5.00001,35.912,0.3894173,35.924,0.08762112,,,,,35.899,12.69251,3.587,0.344584,
3.593,2399.723,17.971,44.50028,17.971,37.7616,7.185,13.97565,35.933,0,35.933,5.00001,35.97,0.3898596,35.982,0.08789041,,,,,35.958,12.69349,3.593,0.3439203,
3.599,2399.856,18.001,42.95319,18.001,36.36098,7.197,13.97609,35.992,0,35.992,5.00001,36.029,0.3897314,36.041,0.08790564,,,,,36.016,12.69462,3.599,0.3441644,
3.605,2400.043,18.03,41.47203,18.03,35.16388,7.209,13.97633,36.05,0,36.05,5.00001,36.088,0.389563,36.1,0.08770174,,,,,36.075,12.69547,3.605,0.3447506,
3.611,2400.202,18.059,40.15887,18.059,33.95411,7.22,13.97636,36.109,0,36.109,5.00001,36.146,0.3895152,36.158,0.08746774,,,,,36.134,12.69625,3.611,0.3449203,
3.617,2400.274,18.089,38.85394,18.089,32.8999,7.232,13.97615,36.168,0,36.168,5.00001,36.205,0.389145,36.217,0.0873185,,,,,36.192,12.69699,3.617,0.3452821,
3.623,2400.333,18.118,37.69698,18.118,31.88599,7.244,13.9758,36.226,0,36.226,5.00001,36.264,0.3891171,36.276,0.08724457,,,,,36.251,12.69777,3.623,0.3452338,
3.628,2400.351,18.147,36.56882,18.147,30.93592,7.256,13.97523,36.285,0,36.285,5.00001,36.322,0.3892383,36.335,0.08712274,,,,,36.31,12.69847,3.628,0.3454514,
3.634,2400.347,18.177,35.54172,18.177,30.08123,7.267,13.97471,36.344,0,36.344,5.00001,36.381,0.3887023,36.393,0.08695524,,,,,36.368,12.69912,3.634,0.3452488,
3.64,2400.36,18.206,34.58801,18.206,29.22379,7.279,13.97428,36.402,0,36.402,5.00001,36.44,0.3886698,36.452,0.08690467,,,,,36.427,12.69974,3.64,0.3451454,
3.646,2400.396,18.235,33.6539,18.235,28.47813,7.291,13.97402,36.461,0,36.461,5.00001,36.499,0.3886648,36.511,0.08670044,,,,,36.486,12.70026,3.646,0.3450674,
3.652,2400.437,18.265,32.8336,18.265,27.70438,7.303,13.97388,36.52,0,36.52,5.00001,36.557,0.3883092,36.569,0.08649422,,,,,36.545,12.70068,3.652,0.3448851,
3.658,2400.511,18.294,31.97983,18.294,27.00787,7.314,13.97383,36.578,0,36.578,5.00001,36.616,0.3879169,36.628,0.08653086,,,,,36.603,12.70098,3.658,0.345084,
3.664,2400.594,18.323,31.25074,18.323,26.3495,7.326,13.97401,36.637,0,36.637,5.00001,36.675,0.3878971,36.687,0.08678302,,,,,36.662,12.70089,3.664,0.3448283,
3.669,2400.692,18.353,30.53625,18.353,25.74446,7.338,13.97409,36.696,0,36.696,5.00001,36.733,0.3882459,36.746,0.08689242,,,,,36.721,12.70071,3.669,0.3456181,
3.675,2400.807,18.382,29.88317,18.382,25.18794,7.35,13.97396,36.754,0,36.754,5.00001,36.792,0.3877655,36.804,0.08672351,,,,,36.779,12.70039,3.675,0.3451981,
3.681,2400.929,18.412,29.26435,18.412,24.64061,7.361,13.97372,36.813,0,36.813,5.00001,36.851,0.3875624,36.863,0.08680419,,,,,36.838,12.69946,3.681,0.3451571,
3.687,2401.084,18.441,28.65539,18.441,24.13956,7.373,13.97342,36.872,0,36.872,5.00001,36.91,0.3873896,36.922,0.08672912,,,,,36.897,12.69811,3.687,0.3450237,
3.693,2401.242,18.47,28.12284,18.47,23.64102,7.385,13.97307,36.93,0,36.93,5.00001,36.968,0.3867614,36.98,0.08656771,,,,,36.955,12.69631,3.693,0.3449945,
3.699,2401.322,18.5,27.59199,18.5,23.18837,7.396,13.9727,36.989,0,36.989,5.00001,37.027,0.3867039,37.039,0.08660188,,,,,37.014,12.69383,3.699,0.3445048,
3.705,2401.343,18.529,27.11292,18.529,22.75888,7.408,13.97229,37.048,0,37.048,5.00001,37.086,0.3865773,37.098,0.0866051,,,,,37.073,12.69081,3.705,0.3446477,
3.711,2401.363,18.558,26.6336,18.558,22.34939,7.42,13.97201,37.106,0,37.106,5.00001,37.144,0.3861072,37.157,0.08659416,,,,,37.131,12.68713,3.711,0.3446304,
3.716,2401.382,18.588,26.18854,18.588,21.98177,7.432,13.97195,37.165,0,37.165,5.00001,37.203,0.3862355,37.215,0.08657704,,,,,37.19,12.68269,3.716,0.3447182,
3.722,2401.405,18.617,25.78757,18.617,21.60092,7.443,13.97182,37.223,0,37.223,5.00001,37.262,0.3861935,37.274,0.0866203,,,,,37.249,12.67729,3.722,0.3451016,
3.728,2401.465,18.646,25.38881,18.646,21.27361,7.455,13.97185,37.282,0,37.282,5.00001,37.32,0.3859718,37.333,0.0865767,,,,,37.307,12.67112,3.728,0.3450669,
3.734,2401.552,18.676,25.027,18.676,20.94049,7.467,13.97193,37.341,0,37.341,5.00001,37.379,0.3856306,37.392,0.08645276,,,,,37.366,12.66424,3.734,0.3450488,
3.74,2401.653,18.705,24.655,18.705,20.64405,7.479,13.97197,37.399,0,37.399,5.00001,37.438,0.385743,37.45,0.08669714,,,,,37.425,12.65636,3.74,0.3449383,
3.746,2401.767,18.734,24.31926,18.734,20.35949,7.49,13.97194,37.458,0,37.458,5.00001,37.497,0.3858254,37.509,0.08664078,,,,,37.484,12.64754,3.746,0.3445264,
3.752,2401.878,18.764,23.98966,18.764,20.08168,7.502,13.9718,37.517,0,37.517,5.00001,37.555,0.3853675,37.568,0.08645251,,,,,37.542,12.63788,3.752,0.3443315,
3.757,2401.957,18.793,23.68321,18.793,19.82504,7.514,13.9717,37.575,0,37.575,5.00001,37.614,0.385142,37.626,0.0863952,,,,,37.601,12.62719,3.757,0.3444408,
3.763,2402.033,18.822,23.39404,18.822,19.5578,7.526,13.97161,37.634,0,37.634,5.00001,37.673,0.3848924,37.685,0.08625865,,,,,37.66,12.61536,3.763,0.3443656,
3.769,2402.25,18.852,23.10867,18.852,19.31853,7.537,13.9714,37.693,0,37.693,5.00001,37.731,0.3845855,37.744,0.08618298,,,,,37.718,12.60244,3.769,0.3444542,
3.775,2402.519,18.881,22.84432,18.881,19.08565,7.549,13.97105,37.751,0,37.751,5.00001,37.79,0.3847257,37.803,0.08623525,,,,,37.777,12.58844,3.775,0.345165,
3.781,2402.783,18.91,22.58906,18.91,18.87261,7.561,13.97087,37.81,0,37.81,5.00001,37.849,0.3845815,37.861,0.08631886,,,,,37.836,12.57306,3.781,0.3449394,
3.787,2403.011,18.94,22.36767,18.94,18.66869,7.573,13.97078,37.869,0,37.869,5.00001,37.908,0.384338,37.92,0.08627465,,,,,37.894,12.55657,3.787,0.3453677,
3.793,2403.237,18.969,22.14747,18.969,18.4657,7.584,13.97072,37.927,0,37.927,5.00001,37.966,0.3844261,37.979,0.0861354,,,,,37.953,12.53911,3.793,0.3442111,
3.799,2403.497,18.998,21.9272,18.998,18.29286,7.596,13.97071,37.986,0,37.986,5.00001,38.025,0.3843085,38.037,0.08606587,,,,,38.012,12.52037,3.799,0.3454272,
3.804,2403.759,19.028,21.71459,19.028,18.1084,7.608,13.97068,38.045,0,38.045,5.00001,38.084,0.3840463,38.096,0.08594704,,,,,38.07,12.50015,3.804,0.3446253,
3.81,2404.022,19.057,21.5019,19.057,17.94362,7.619,13.9707,38.103,0,38.103,5.00001,38.142,0.3836304,38.155,0.08581196,,,,,38.129,12.47916,3.81,0.3443258,
3.816,2404.286,19.086,21.33489,19.086,17.76562,7.631,13.97065,38.162,9.459274,38.162,5.00001,38.201,0.3837779,38.214,0.08568583,,,,,38.188,12.45749,3.816,0.3443524,
3.822,2404.551,19.116,21.14987,19.116,17.60378,7.643,13.97061,38.221,79.86356,38.221,5.00001,38.26,0.3832029,38.272,0.08543928,,,,,38.247,12.43346,3.822,0.3449446,
3.828,2404.821,19.145,20.98224,19.145,17.45697,7.655,13.97056,38.279,100,38.279,5.00001,38.318,0.3821363,38.331,0.0852616,,,,,38.305,12.40839,3.828,0.3451874,
3.834,2405.091,19.175,20.80514,19.175,17.32066,7.666,13.97071,38.338,100,38.338,5.00001,38.377,0.3828875,38.39,0.08518397,,,,,38.364,12.38226,3.834,0.3453348,
3.84,2405.347,19.204,20.65608,19.204,17.19793,7.678,13.97094,38.397,100,38.397,5.00001,38.436,0.3828879,38.448,0.0850685,,,,,38.423,12.35445,3.84,0.3455448,
3.845,2405.588,19.233,20.51513,19.233,17.06993,7.69,13.9713,38.455,100,38.455,5.00001,38.495,0.3826401,38.507,0.08487422,,,,,38.481,12.32534,3.845,0.3449669,
3.851,2405.884,19.263,20.37762,19.263,16.9503,7.702,13.97193,38.514,100,38.514,5.00001,38.553,0.3826707,38.566,0.08472068,,,,,38.54,12.29513,3.851,0.3442778,
3.857,2406.303,19.292,20.24845,19.292,16.81839,7.713,13.97285,38.573,100,38.573,5.00001,38.612,0.3825074,38.625,0.0849153,,,,,38.599,12.26355,3.857,0.3449967,
3.863,2406.732,19.321,20.10035,19.321,16.7052,7.725,13.9743,38.631,100,38.631,5.00001,38.671,0.3823338,38.683,0.08472642,,,,,38.657,12.23043,3.863,0.3447777,
3.869,2407.027,19.351,19.97466,19.351,16.59242,7.737,13.97625,38.69,100,38.69,5.00001,38.729,0.3821911,38.742,0.08446997,,,,,38.716,12.19622,3.869,0.3451629,
3.875,2407.262,19.38,19.84893,19.38,16.49158,7.749,13.97917,38.749,100,38.749,5.00001,38.788,0.3817607,38.801,0.08427819,,,,,38.775,12.16095,3.875,0.3450619,
3.881,2407.516,19.409,19.7433,19.409,16.39253,7.76,13.98314,38.807,100,38.807,5.00001,38.847,0.3814469,38.859,0.08412383,,,,,38.833,12.1245,3.881,0.3454053,
3.887,2407.8,19.439,19.63718,19.439,16.29277,7.772,13.98871,38.866,100,38.866,5.00001,38.905,0.381276,38.918,0.08398982,,,,,38.892,12.08707,3.887,0.3453315,
3.892,2408.083,19.468,19.53376,19.468,16.20707,7.784,13.99591,38.925,100,38.925,5.00001,38.964,0.3814017,38.977,0.08385342,,,,,38.951,12.0488,3.892,0.3457094,
3.898,2408.333,19.497,19.43496,19.497,16.11344,7.796,14.00519,38.983,100,38.983,5.00001,39.023,0.3809562,39.036,0.08356785,,,,,39.009,12.00947,3.898,0.3451803,
3.904,2408.581,19.527,19.34215,19.527,16.03229,7.807,14.01664,39.042,100,39.042,5.00001,39.082,0.3805443,39.094,0.08332989,,,,,39.068,11.96936,3.904,0.345429,
3.91,2408.85,19.556,19.25708,19.556,15.94186,7.819,14.03035,39.101,100,39.101,5.00001,39.14,0.3805715,39.153,0.08304158,,,,,39.127,11.92882,3.91,0.3445789,
3.916,2409.147,19.585,19.16006,19.585,15.86757,7.831,14.0472,39.159,100,39.159,5.00001,39.199,0.3799229,39.212,0.08256467,,,,,39.186,11.88793,3.916,0.3451252,
3.922,2409.442,19.615,19.0665,19.615,15.79284,7.842,14.06708,39.218,100,39.218,5.00001,39.258,0.3795524,39.271,0.08232284,,,,,39.244,11.84692,3.922,0.3452785,
3.928,2409.732,19.644,18.97605,19.644,15.72838,7.854,14.09057,39.277,100,39.277,5.00001,39.316,0.379494,39.329,0.08202036,,,,,39.303,11.80579,3.928,0.3452796,
3.934,2410.023,19.673,18.91128,19.673,15.66975,7.866,14.11756,39.335,100,39.335,5.00001,39.375,0.3790637,39.388,0.08158915,,,,,39.362,11.76452,3.934,0.3453458,
3.939,2410.355,19.703,18.84904,19.703,15.61299,7.878,14.14889,39.394,100,39.394,5.00001,39.434,0.378564,39.447,0.08111243,,,,,39.42,11.72298,3.939,0.3455949,
3.945,2410.718,19.732,18.78651,19.732,15.55347,7.889,14.18405,39.453,100,39.453,5.00001,39.493,0.3780196,39.505,0.08069114,,,,,39.479,11.68163,3.945,0.3455573,
3.951,2411.03,19.761,18.71456,19.761,15.49649,7.901,14.22404,39.511,100,39.511,5.00001,39.551,0.3774478,39.564,0.08022045,,,,,39.538,11.64046,3.951,0.3454501,
3.957,2411.218,19.791,18.63915,19.791,15.44331,7.913,14.26785,39.57,100,39.57,5.00001,39.61,0.3765414,39.623,0.07936682,,,,,39.596,11.59955,3.957,0.3458107,
3.963,2411.398,19.82,18.56945,19.82,15.37872,7.925,14.31612,39.629,100,39.629,5.00001,39.669,0.3758073,39.682,0.07874133,,,,,39.655,11.55919,3.963,0.3449083,
3.969,2411.683,19.849,18.5094,19.849,15.32641,7.936,14.36869,39.687,100,39.687,5.00001,39.727,0.3754345,39.74,0.07810768,,,,,39.714,11.5197,3.969,0.3450864,
3.975,2412.016,19.879,18.45781,19.879,15.27661,7.948,14.4257,39.746,100,39.746,5.00001,39.786,0.3744375,39.799,0.07732694,,,,,39.772,11.48117,3.975,0.3449539,
3.98,2412.332,19.908,18.40904,19.908,15.24064,7.96,14.48668,39.804,100,39.804,5.00001,39.845,0.3736882,39.858,0.07655217,,,,,39.831,11.44351,3.98,0.3452645,
