Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
0.09,-0.008078332,0.452,0.01230476,0.452,0.03321874,0.179,18.97121,0.913,0,0.913,2.400005,0.924,0.2328543,0.927,0.04526636,17.21442,"1.B.4",,,0.92,7.199135,0.09,0.2305276,
0.096,-0.008809698,0.481,0.02033699,0.481,0.03464463,0.191,18.96591,0.972,0,0.972,2.400005,0.983,0.2334286,0.986,0.04600199,17.51431,"1.B.5",,,0.979,7.199071,0.096,0.2411381,
0.102,-0.009044475,0.51,0.01045459,0.51,0.03424254,0.202,18.96249,1.031,0,1.031,2.400005,1.041,0.2338816,1.045,0.04639589,17.81419,"1.B.6",,,1.038,7.199025,0.102,0.253681,
0.108,-0.008981419,0.54,0.005262712,0.54,0.03722993,0.214,18.95987,1.089,0,1.089,2.400005,1.1,0.2341932,1.103,0.04651207,18.11416,"1.B.7",,,1.096,7.199026,0.108,0.2657005,
0.114,-0.008300875,0.569,-0.003114158,0.569,0.03797563,0.226,18.95741,1.148,0,1.148,2.400005,1.159,0.2344266,1.162,0.04680592,18.41408,"1.B.8",,,1.155,7.198986,0.114,0.2760588,
0.12,-0.006929819,0.598,-0.008778774,0.598,0.03589036,0.238,18.95547,1.207,0,1.207,2.400005,1.217,0.2354534,1.221,0.04725356,18.71394,"1.B.9",,,1.214,7.199167,0.12,0.2839165,
0.125,-0.005535197,0.628,-0.01624631,0.628,0.02798738,0.249,18.95453,1.265,0,1.265,2.400005,1.276,0.2362083,1.28,0.04765598,19.01383,"1.B.10",,,1.272,7.19992,0.125,0.2909694,
0.131,-0.004363999,0.657,-0.01406821,0.657,0.02267344,0.261,18.9543,1.324,0,1.324,2.400005,1.335,0.2366942,1.338,0.04781196,19.31371,"1.B.11",,,1.331,7.201903,0.131,0.2978591,
0.137,-0.003253073,0.686,0.001215656,0.686,0.01346849,0.273,18.95448,1.383,0,1.383,2.400005,1.394,0.2377783,1.397,0.04824308,19.61368,"1.B.12",,,1.39,7.205269,0.137,0.3042826,
0.143,-0.002380648,0.716,0.01835712,0.716,0.006150056,0.284,18.95491,1.441,0,1.441,2.400005,1.452,0.2380698,1.456,0.04839506,19.9136,"1.C.1",,,1.449,7.209554,0.143,0.3092847,
0.149,-0.001717177,0.745,0.02584827,0.745,0.0008122566,0.296,18.95539,1.5,0,1.5,2.400005,1.511,0.2391022,1.514,0.04896399,20.21745,"1.C.2",,,1.507,7.213369,0.149,0.3139919,
0.155,-0.00100727,0.774,0.01958139,0.774,-0.0003933228,0.308,18.95599,1.559,0,1.559,2.400005,1.57,0.2394493,1.573,0.04872687,20.51735,"1.C.3",,,1.566,7.21567,0.155,0.3186721,
0.161,0.0003327275,0.804,0.02394086,0.804,0.008945934,0.32,18.95666,1.617,0,1.617,2.400005,1.628,0.2397364,1.632,0.04893199,20.81724,"1.C.4",,,1.625,7.215127,0.161,0.3218265,
0.166,0.001818905,0.833,0.1012118,0.833,0.05048868,0.331,18.95753,1.676,0,1.676,2.400005,1.687,0.2403911,1.691,0.04910789,21.11719,"1.C.5",,,1.683,7.211675,0.166,0.3247197,
0.172,0.003235494,0.862,0.4697489,0.862,0.2031812,0.343,18.95857,1.735,0,1.735,2.400005,1.746,0.241006,1.749,0.04929649,21.4171,"1.C.6",,,1.742,7.204756,0.172,0.3270302,
0.178,0.004619152,0.892,1.542083,0.892,0.6084219,0.355,18.9594,1.793,0,1.793,2.400005,1.804,0.241485,1.808,0.0496718,21.71696,"1.C.7",,,1.801,7.194656,0.178,0.3301218,
0.184,0.005869515,0.921,4.054789,0.921,1.552693,0.367,18.96006,1.852,0,1.852,2.400005,1.863,0.242067,1.867,0.05010585,22.01686,"1.C.8",,,1.859,7.182222,0.184,0.3321705,
0.19,0.006722255,0.951,9.567658,0.951,3.394367,0.378,18.96057,1.911,0,1.911,2.400005,1.922,0.2424931,1.925,0.05035651,22.31675,"1.C.9",,,1.918,7.168431,0.19,0.3336934,
0.196,0.007724,0.98,18.54447,0.98,6.775592,0.39,18.96117,1.969,0,1.969,2.400005,1.981,0.2428639,1.984,0.05036851,22.61671,"1.C.10",,,1.977,7.155161,0.196,0.3345994,
0.202,0.01000566,1.009,34.61587,1.009,11.969,0.402,18.96173,2.028,0,2.028,2.400005,2.039,0.2432599,2.043,0.05069796,22.91662,"1.C.11",,,2.035,7.141996,0.202,0.3361816,
0.208,0.01276197,1.039,56.01075,1.039,19.97813,0.414,18.96186,2.087,0,2.087,2.400005,2.098,0.2433582,2.102,0.05102945,23.22047,"1.C.12",,,2.094,7.129977,0.208,0.3356082,
0.213,0.01496621,1.068,89.24141,1.068,30.79174,0.425,18.96183,2.145,0,2.145,2.400005,2.157,0.2438479,2.16,0.05131603,23.52036,"1.D.1",,,2.153,7.119433,0.213,0.3358532,
0.219,0.01644648,1.097,129.5021,1.097,45.05313,0.437,18.96169,2.204,0,2.204,2.400005,2.215,0.2442672,2.219,0.0516833,23.8203,"1.D.2",,,2.212,7.110284,0.219,0.3365139,
0.225,0.01707933,1.127,182.0819,1.127,63.13145,0.449,18.9614,2.263,0,2.263,2.400005,2.274,0.2445517,2.278,0.05194408,24.12022,"1.D.3",,,2.27,7.102365,0.225,0.336392,
0.231,0.01555633,1.156,243.8453,1.156,83.704,0.461,18.96117,2.321,0,2.321,2.400005,2.333,0.2448,2.336,0.05196729,24.42014,"1.D.4",,,2.329,7.095772,0.231,0.3359503,
0.237,0.01372489,1.185,312.1166,1.185,108.6986,0.472,18.96077,2.38,0,2.38,2.400005,2.391,0.2451006,2.395,0.05234425,24.71999,"1.D.5",,,2.388,7.09011,0.237,0.3362802,
0.243,0.01212251,1.215,391.4441,1.215,134.3107,0.484,18.96069,2.439,0,2.439,2.400005,2.45,0.2453204,2.454,0.05269866,25.0199,"1.D.6",,,2.446,7.085565,0.243,0.3361402,
0.249,0.01074162,1.244,471.2451,1.244,164.0702,0.496,18.96074,2.497,0,2.497,2.400005,2.509,0.2458849,2.513,0.05291964,25.31982,"1.D.7",,,2.505,7.081879,0.249,0.3361628,
0.254,0.009921683,1.273,561.6044,1.273,194.1488,0.507,18.96086,2.556,0,2.556,2.400005,2.568,0.24617,2.571,0.05320739,25.61972,"1.D.8",,,2.564,7.07862,0.254,0.3356,
0.26,0.00995285,1.303,648.3651,1.303,225.8574,0.519,18.96108,2.615,0,2.615,2.400005,2.626,0.2463468,2.63,0.05364084,25.91957,"1.D.9",,,2.622,7.076111,0.26,0.3351254,
0.266,0.009984435,1.332,740.9561,1.332,258.6701,0.531,18.96134,2.673,0,2.673,2.400005,2.685,0.2466556,2.689,0.05368762,26.2235,"1.D.10",,,2.681,7.073866,0.266,0.3344513,
0.272,0.01008669,1.361,829.9954,1.361,290.0047,0.543,18.9617,2.732,0,2.732,2.400005,2.744,0.2469648,2.748,0.05405454,26.52341,"1.D.11",,,2.74,7.07193,0.272,0.333993,
0.278,0.01022504,1.391,917.2153,1.391,323.8219,0.554,18.96224,2.791,0,2.791,2.400005,2.802,0.2472691,2.806,0.05431464,26.8233,"1.D.12",,,2.798,7.070422,0.278,0.3330678,
0.284,0.01052487,1.42,1006.146,1.42,354.8029,0.566,18.96275,2.849,0,2.849,2.400005,2.861,0.2476235,2.865,0.05457954,27.12321,"1.E.1",,,2.857,7.068781,0.284,0.3332029,
0.29,0.01095611,1.449,1086.935,1.449,387.2514,0.578,18.9633,2.908,0,2.908,2.400005,2.92,0.2476288,2.924,0.05452452,27.42308,"1.E.2",,,2.916,7.067718,0.29,0.3329399,
0.296,0.01119661,1.479,1171.77,1.479,417.7629,0.59,18.96382,2.967,0,2.967,2.400005,2.979,0.2479341,2.982,0.05487408,27.72301,"1.E.3",,,2.974,7.066998,0.296,0.3327859,
0.301,0.01016437,1.508,1246.719,1.508,448.3871,0.601,18.96439,3.025,0,3.025,2.400005,3.037,0.2480959,3.041,0.05496573,28.02294,"1.E.4",,,3.033,7.066189,0.301,0.3326353,
0.307,0.0085522,1.537,1323.769,1.537,478.8232,0.613,18.96486,3.084,0,3.084,2.400005,3.096,0.248415,3.1,0.05537,28.32281,"1.E.5",,,3.092,7.065447,0.307,0.3321695,
0.313,0.006504457,1.567,1395.275,1.567,507.1911,0.625,18.96539,3.142,0,3.142,2.400005,3.155,0.2485679,3.159,0.05549577,28.62273,"1.E.6",,,3.151,7.064745,0.313,0.3317537,
0.319,0.004231867,1.596,1462.835,1.596,536.0737,0.637,18.96569,3.201,0,3.201,2.400005,3.213,0.2487037,3.217,0.05558999,28.9226,"1.E.7",,,3.209,7.064034,0.319,0.3312323,
0.325,0.002719966,1.625,1529.223,1.625,562.1732,0.648,18.96595,3.26,0,3.26,2.400005,3.272,0.2490898,3.276,0.05612029,29.22652,"1.E.8",,,3.268,7.063568,0.325,0.3309636,
0.331,0.003361088,1.655,1587.818,1.655,588.7625,0.66,18.96639,3.318,0,3.318,2.400005,3.331,0.2491514,3.335,0.05608228,29.52645,"1.E.9",,,3.327,7.063129,0.331,0.3303861,
0.337,0.004448797,1.684,1647.272,1.684,613.1778,0.672,18.96671,3.377,0,3.377,2.400005,3.389,0.2490011,3.393,0.055885,29.82632,"1.E.10",,,3.385,7.062758,0.337,0.330508,
0.342,0.006317358,1.714,1699.059,1.714,636.5646,0.684,18.967,3.436,0,3.436,2.400005,3.448,0.2494864,3.452,0.05604226,30.12624,"1.E.11",,,3.444,7.062414,0.342,0.3302789,
0.348,0.008413688,1.743,1749.348,1.743,659.5431,0.695,18.96717,3.494,0,3.494,2.400005,3.507,0.2496286,3.511,0.05657299,30.4261,"1.E.12",,,3.503,7.06218,0.348,0.3302012,
0.354,0.01000394,1.772,1795.797,1.772,680.6744,0.707,18.96734,3.553,0,3.553,2.400005,3.566,0.2498705,3.57,0.05691336,30.72604,"1.F.1",,,3.561,7.061872,0.354,0.330144,
0.36,0.01068636,1.802,1837.326,1.802,702.3566,0.719,18.96755,3.612,0,3.612,2.400005,3.624,0.250435,3.628,0.05717021,31.02598,"1.F.2",,,3.62,7.061574,0.36,0.3297481,
0.366,0.01146058,1.831,1877.936,1.831,720.9288,0.73,18.96787,3.67,0,3.67,2.400005,3.683,0.2504158,3.687,0.05720734,31.32584,"1.F.3",,,3.679,7.061426,0.366,0.3294413,
0.372,0.01288744,1.86,1912.793,1.86,738.8167,0.742,18.96837,3.729,0,3.729,2.400005,3.742,0.2507149,3.746,0.05739786,31.62577,"1.F.4",,,3.737,7.06121,0.372,0.3290438,
0.378,0.0143379,1.89,1947.252,1.89,754.6051,0.754,18.96879,3.788,0,3.788,2.400005,3.8,0.2511284,3.804,0.05756291,31.92567,"1.F.5",,,3.796,7.061247,0.378,0.328808,
0.384,0.01563743,1.919,1976.825,1.919,769.2784,0.766,18.9693,3.846,0,3.846,2.400005,3.859,0.2511375,3.863,0.05777426,32.22961,"1.F.6",,,3.855,7.061025,0.384,0.3284436,
0.389,0.01679584,1.948,2004.449,1.948,783.1318,0.777,18.96978,3.905,0,3.905,2.400005,3.918,0.2512523,3.922,0.05781501,32.52946,"1.F.7",,,3.913,7.060755,0.389,0.3284619,
0.395,0.01846784,1.978,2029.247,1.978,795.5076,0.789,18.97012,3.964,0,3.964,2.400005,3.977,0.2514358,3.981,0.05824916,32.82936,"1.F.8",,,3.972,7.060569,0.395,0.3290528,
0.401,0.02232194,2.007,2051.702,2.007,807.4886,0.801,18.97041,4.022,0,4.022,2.400005,4.035,0.251572,4.039,0.05857563,33.12929,"1.F.9",,,4.031,7.060637,0.401,0.3288415,
0.407,0.02636208,2.036,2073.28,2.036,818.0391,0.813,18.97046,4.081,0,4.081,2.400005,4.094,0.2518252,4.098,0.05847785,33.4292,"1.F.10",,,4.09,7.060421,0.407,0.3290935,
0.413,0.03084381,2.066,2091.764,2.066,828.2953,0.824,18.9701,4.14,0,4.14,2.400005,4.153,0.2516163,4.157,0.05845636,33.72912,"1.F.11",,,4.148,7.060295,0.413,0.329044,
0.419,0.03549538,2.095,2109.685,2.095,837.3027,0.836,18.96962,4.198,0,4.198,2.400005,4.211,0.2523047,4.215,0.05881287,34.02897,"1.F.12",,,4.207,7.060029,0.419,0.3282483,
0.425,0.04023068,2.124,2124.66,2.124,845.9379,0.848,18.96915,4.257,0,4.257,2.400005,4.27,0.2525443,4.274,0.05893194,34.32888,"1.G.1",,,4.266,7.059917,0.425,0.3286658,
0.431,0.04501882,2.154,2138.89,2.154,853.9921,0.86,18.96842,4.316,0,4.316,2.400005,4.329,0.2525062,4.333,0.05910376,34.6288,"1.G.2",,,4.324,7.059806,0.431,0.3282058,
0.436,0.04972535,2.183,2151.055,2.183,860.9946,0.871,18.9673,4.374,0,4.374,2.400005,4.387,0.2529462,4.392,0.05938182,34.92872,"1.G.3",,,4.383,7.059701,0.436,0.3282292,
0.442,0.05367463,2.212,2162.037,2.212,868.5463,0.883,18.9659,4.433,0,4.433,2.400005,4.446,0.2528827,4.45,0.05945235,35.23264,"1.G.4",,,4.442,7.059529,0.442,0.3279342,
0.448,0.0573662,2.242,2172.594,2.242,874.531,0.895,18.96422,4.492,0,4.492,2.400005,4.505,0.2531329,4.509,0.05964214,35.53249,"1.G.5",,,4.5,7.05947,0.448,0.3282267,
0.454,0.06078039,2.271,2181.252,2.271,880.2211,0.906,18.96187,4.55,0,4.55,2.400005,4.564,0.2533415,4.568,0.05963608,35.8324,"1.G.6",,,4.559,7.059283,0.454,0.3282804,
0.46,0.06365635,2.3,2190.218,2.3,884.6516,0.918,18.95822,4.609,0,4.609,2.400005,4.622,0.2533487,4.627,0.05957177,36.13231,"1.G.7",,,4.618,7.059322,0.46,0.328371,
0.466,0.06642567,2.33,2197.645,2.33,888.9875,0.93,18.95328,4.668,0,4.668,2.400005,4.681,0.2537215,4.685,0.05996834,36.43222,"1.G.8",,,4.676,7.059192,0.466,0.3277219,
0.472,0.0685498,2.359,2204.783,2.359,893.4582,0.942,18.94669,4.726,0,4.726,2.400005,4.74,0.2539095,4.744,0.059987,36.73216,"1.G.9",,,4.735,7.059308,0.472,0.3283125,
0.477,0.07063569,2.388,2211.115,2.388,897.3619,0.953,18.93849,4.785,0,4.785,2.400005,4.798,0.2537248,4.803,0.05992575,37.03201,"1.G.10",,,4.794,7.05922,0.477,0.3279709,
0.483,0.07302754,2.418,2216.538,2.418,901.0997,0.965,18.92826,4.844,0,4.844,2.400005,4.857,0.2540214,4.861,0.06018605,37.33192,"1.G.11",,,4.853,7.059337,0.483,0.3278046,
0.489,0.07585331,2.447,2221.511,2.447,903.954,0.977,18.91566,4.902,0,4.902,2.400005,4.916,0.2542335,4.92,0.06045231,37.63183,"1.G.12",,,4.911,7.05913,0.489,0.3274966,
0.495,0.07827251,2.477,2225.839,2.477,907.0389,0.989,18.90057,4.961,0,4.961,2.400005,4.974,0.2543893,4.979,0.06028607,37.6998,"Waste(Frac)",,,4.97,7.059102,0.495,0.3280967,
0.501,0.07841001,2.506,2229.907,2.506,908.8913,1,18.88225,5.02,0,5.02,2.400005,5.033,0.254528,5.038,0.06036475,,,,,5.029,7.059061,0.501,0.328161,
0.507,0.0783596,2.535,2233.323,2.535,910.7913,1.012,18.86079,5.078,0,5.078,2.400005,5.092,0.2545104,5.096,0.06038718,,,,,5.087,7.059135,0.507,0.3283194,
0.513,0.07766002,2.565,2236.775,2.565,912.1813,1.024,18.835,5.137,0,5.137,2.400005,5.151,0.2545866,5.155,0.06046314,,,,,5.146,7.059081,0.513,0.3283662,
0.519,0.07651327,2.594,2239.578,2.594,913.8689,1.036,18.80529,5.196,0,5.196,2.400005,5.209,0.2549938,5.214,0.06086333,,,,,5.205,7.059031,0.519,0.3284722,
0.524,0.07534815,2.623,2242.208,2.623,915.9213,1.047,18.77055,5.254,0,5.254,2.400005,5.268,0.2548362,5.272,0.06066457,,,,,5.263,7.058926,0.524,0.3279606,
0.53,0.07412505,2.653,2244.856,2.653,917.4922,1.059,18.73144,5.313,0,5.313,2.400005,5.327,0.2550052,5.331,0.06076923,,,,,5.322,7.058887,0.53,0.3280744,
0.536,0.07300611,2.682,2246.928,2.682,918.9073,1.071,18.68697,5.372,0,5.372,2.400005,5.385,0.2555039,5.39,0.06123933,,,,,5.381,7.058952,0.536,0.3278149,
0.542,0.07264579,2.711,2249.368,2.711,920.426,1.083,18.63689,5.43,0,5.43,2.400005,5.444,0.255281,5.449,0.06084388,,,,,5.439,7.058937,0.542,0.3276744,
0.548,0.07255655,2.741,2251.227,2.741,921.6859,1.094,18.58099,5.489,0,5.489,2.400005,5.503,0.2556385,5.507,0.06094531,,,,,5.498,7.058876,0.548,0.3276885,
0.554,0.07272351,2.77,2253.121,2.77,923.1918,1.106,18.51973,5.548,0,5.548,2.400005,5.562,0.2556795,5.566,0.06111715,,,,,5.557,7.058898,0.554,0.3280469,
0.56,0.0734371,2.799,2254.721,2.799,924.2084,1.118,18.45318,5.606,0,5.606,2.400005,5.62,0.2555781,5.625,0.06122808,,,,,5.615,7.058933,0.56,0.3285005,
0.565,0.07407916,2.829,2256.217,2.829,925.381,1.129,18.38136,5.665,0,5.665,2.400005,5.679,0.2558894,5.683,0.06109468,,,,,5.674,7.058928,0.565,0.328386,
0.571,0.07442798,2.858,2257.592,2.858,926.62,1.141,18.30393,5.724,0,5.724,2.400005,5.738,0.2559264,5.742,0.06117093,,,,,5.733,7.058826,0.571,0.3278546,
0.577,0.0747494,2.887,2258.95,2.887,927.6381,1.153,18.22146,5.782,0,5.782,2.400005,5.796,0.2561579,5.801,0.06125782,,,,,5.792,7.058867,0.577,0.327324,
0.583,0.07480364,2.917,2260.066,2.917,928.8782,1.165,18.1344,5.841,0,5.841,2.400005,5.855,0.2562588,5.86,0.06131462,,,,,5.85,7.058858,0.583,0.3275519,
0.589,0.07440092,2.946,2261.147,2.946,929.6396,1.176,18.04303,5.899,0,5.899,2.400005,5.914,0.2560172,5.918,0.06143387,,,,,5.909,7.058841,0.589,0.3279164,
0.595,0.07314759,2.975,2262.068,2.975,930.8487,1.188,17.94776,5.958,0,5.958,2.400005,5.972,0.2564491,5.977,0.06152929,,,,,5.968,7.058939,0.595,0.32762,
0.601,0.07059308,3.005,2262.755,3.005,931.7278,1.2,17.84853,6.017,0,6.017,2.400005,6.031,0.2563927,6.036,0.0615459,,,,,6.026,7.05889,0.601,0.3279143,
0.607,0.0680593,3.034,2263.451,3.034,932.3326,1.212,17.74653,6.075,0,6.075,2.400005,6.09,0.2565258,6.094,0.06158496,,,,,6.085,7.058779,0.607,0.3274953,
0.612,0.06616328,3.063,2264.297,3.063,932.5959,1.223,17.6418,6.134,0,6.134,2.400005,6.149,0.2566902,6.153,0.06141893,,,,,6.144,7.058742,0.612,0.328563,
0.618,0.06473652,3.093,2264.968,3.093,932.627,1.235,17.5352,6.193,0,6.193,2.400005,6.207,0.2565453,6.212,0.06152708,,,,,6.202,7.058677,0.618,0.3285043,
0.624,0.06302093,3.122,2265.967,3.122,932.5247,1.247,17.42636,6.251,0,6.251,2.400005,6.266,0.2567045,6.271,0.06141024,,,,,6.261,7.05885,0.624,0.3281093,
0.63,0.06106146,3.151,2266.675,3.151,932.5773,1.259,17.31666,6.31,0,6.31,2.400005,6.325,0.2569358,6.329,0.06155701,,,,,6.32,7.058764,0.63,0.3284262,
0.636,0.05902045,3.181,2267.56,3.181,932.7339,1.27,17.20627,6.369,0,6.369,2.400005,6.383,0.2567264,6.388,0.06165784,,,,,6.378,7.058784,0.636,0.3289127,
0.642,0.05621609,3.21,2268.078,3.21,933.4545,1.282,17.09631,6.427,0,6.427,2.400005,6.442,0.2568416,6.447,0.0615806,,,,,6.437,7.058756,0.642,0.3281049,
0.648,0.05308957,3.24,2268.51,3.24,934.891,1.294,16.98611,6.486,0,6.486,2.400005,6.501,0.257016,6.506,0.06155551,,,,,6.496,7.058621,0.648,0.3284874,
0.653,0.04967657,3.269,2268.836,3.269,935.9696,1.306,16.87651,6.545,0,6.545,2.400005,6.559,0.2568606,6.564,0.06159803,,,,,6.554,7.058705,0.653,0.3283795,
0.659,0.04610886,3.298,2269.285,3.298,936.811,1.317,16.76801,6.603,0,6.603,2.400005,6.618,0.2567697,6.623,0.06143976,,,,,6.613,7.058609,0.659,0.3282568,
0.665,0.04263237,3.328,2270.253,3.328,937.0017,1.329,16.66101,6.662,0,6.662,2.400005,6.677,0.2566071,6.682,0.06151314,,,,,6.672,7.05855,0.665,0.3289912,
0.671,0.03944407,3.357,2270.813,3.357,936.9998,1.341,16.55645,6.721,0,6.721,2.400005,6.736,0.2567264,6.74,0.06144953,,,,,6.731,7.058616,0.671,0.3289892,
0.677,0.03628815,3.386,2271.419,3.386,937.48,1.352,16.45334,6.779,0,6.779,2.400005,6.794,0.2572766,6.799,0.06184845,,,,,6.789,7.058631,0.677,0.3288392,
0.683,0.03388905,3.416,2271.793,3.416,937.6013,1.364,16.35265,6.838,0,6.838,2.400005,6.853,0.2571024,6.858,0.06179742,,,,,6.848,7.058542,0.683,0.3285655,
0.689,0.03168024,3.445,2272.23,3.445,937.8068,1.376,16.25463,6.897,0,6.897,2.400005,6.912,0.2573982,6.917,0.06169512,,,,,6.907,7.058614,0.689,0.3287437,
0.695,0.03021082,3.474,2272.546,3.474,938.1107,1.388,16.15942,6.955,0,6.955,2.400005,6.97,0.2574855,6.975,0.06184517,,,,,6.965,7.058569,0.695,0.3288736,
0.7,0.03013206,3.504,2272.678,3.504,938.4091,1.399,16.06684,7.014,0,7.014,2.400005,7.029,0.2574108,7.034,0.06195384,,,,,7.024,7.058426,0.7,0.3285955,
0.706,0.03004089,3.533,2272.865,3.533,938.7504,1.411,15.97676,7.073,0,7.073,2.400005,7.088,0.2110292,7.093,0.04245906,,,,,7.083,7.058601,0.706,0.3289633,
0.712,0.02964926,3.562,2273.201,3.562,938.5344,1.423,15.89012,7.131,0,7.131,2.400005,7.147,0.2063405,7.151,0.05651842,,,,,7.141,7.058371,0.712,0.3288925,
0.718,0.02923593,3.592,2273.623,3.592,938.3825,1.435,15.80635,7.19,0,7.19,2.400005,7.205,0.2560812,7.21,0.06038095,,,,,7.2,7.058425,0.718,0.3291139,
0.724,0.02910214,3.621,2273.911,3.621,938.4,1.446,15.72627,7.249,0,7.249,2.400005,7.264,0.2583217,7.269,0.06035934,,,,,7.259,7.058333,0.724,0.3293074,
0.73,0.02922478,3.65,2274.619,3.65,939.5961,1.458,15.64877,7.307,0,7.307,2.400005,7.323,0.2574419,7.328,0.0601442,,,,,7.317,7.05827,0.73,0.3294483,
0.736,0.02942657,3.68,2275.323,3.68,940.6054,1.47,15.57445,7.366,0,7.366,2.400005,7.381,0.2573938,7.386,0.06008784,,,,,7.376,7.058332,0.736,0.3295608,
0.741,0.02990811,3.709,2276.189,3.709,941.2123,1.482,15.50308,7.425,0,7.425,2.400005,7.44,0.2569498,7.445,0.05973224,,,,,7.435,7.05844,0.741,0.3294531,
0.747,0.03046508,3.738,2276.505,3.738,941.1177,1.493,15.43462,7.483,0,7.483,2.400005,7.499,0.255664,7.504,0.058468,,,,,7.494,7.058368,0.747,0.3294811,
0.753,0.03129639,3.768,2276.573,3.768,940.9781,1.505,15.36929,7.542,0,7.542,2.400005,7.557,0.2547966,7.562,0.05760146,,,,,7.552,7.058243,0.753,0.3296812,
0.759,0.03229797,3.797,2276.904,3.797,941.5132,1.517,15.30646,7.601,0,7.601,2.400005,7.616,0.253752,7.621,0.05680441,,,,,7.611,7.058399,0.759,0.3295532,
0.765,0.03784429,3.826,2277.664,3.826,942.6673,1.528,15.24658,7.659,0,7.659,2.400005,7.675,0.2526336,7.68,0.05567369,,,,,7.67,7.058239,0.765,0.3292956,
0.771,0.05282461,3.856,2278.63,3.856,944.0573,1.54,15.18932,7.718,0,7.718,2.400005,7.734,0.2522627,7.739,0.05520269,,,,,7.728,7.058176,0.771,0.3291995,
