Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,System pressure,,Cond temp,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,ml,MPa,ml,°C,
49.892,0.4977585,62.364,6.506206,62.364,1.885081,49.892,21.37297,,,,,,,,,,,49.892,0.4132599,,,
49.895,0.4974854,62.368,6.501004,62.368,1.883122,49.895,21.38096,,,,,,,,,,,49.895,0.4131508,,,
49.897,0.4972122,62.371,6.495388,62.371,1.881078,49.898,21.38895,,,,,,,,,,,49.897,0.4130417,,,
49.9,0.4969391,62.374,6.489026,62.374,1.878888,49.9,21.39694,,,,,,,,,,,49.9,0.4129326,,,
49.902,0.496666,62.377,6.48265,62.377,1.876692,49.903,21.40493,,,,,,,,,,,49.902,0.4128235,,,
49.905,0.4963929,62.38,6.476288,62.38,1.874501,49.905,21.41292,,,,,,,,,,,49.905,0.4127144,,,
49.908,0.49614,62.384,6.469927,62.384,1.87231,49.908,21.42093,,,,,,,,,,,49.908,0.4126602,,,
49.91,0.4958879,62.387,6.46355,62.387,1.870114,49.91,21.42892,,,,,,,,,,,49.91,0.4126082,,,
49.913,0.4956357,62.39,6.457189,62.39,1.867924,49.913,21.43691,,,,,,,,,,,49.913,0.4125562,,,
49.915,0.4953837,62.393,6.450827,62.393,1.865733,49.916,21.44438,,,,,,,,,,,49.915,0.4125042,,,
49.918,0.4951308,62.397,6.444451,62.397,1.863537,49.918,21.45173,,,,,,,,,,,49.918,0.4124521,,,
49.92,0.4948787,62.4,6.438089,62.4,1.861346,49.921,21.45908,,,,,,,,,,,49.92,0.4124001,,,
49.923,0.4946266,62.403,6.431728,62.403,1.859156,49.923,21.46643,,,,,,,,,,,49.923,0.4123481,,,
49.926,0.4943745,62.406,6.425351,62.406,1.85696,49.926,21.47378,,,,,,,,,,,49.926,0.4122961,,,
49.928,0.4941224,62.409,6.41899,62.409,1.854769,49.928,21.48113,,,,,,,,,,,49.928,0.4122441,,,
49.931,0.4938703,62.413,6.412426,62.413,1.852422,49.931,21.48848,,,,,,,,,,,49.931,0.4121921,,,
49.933,0.4936182,62.416,6.40553,62.416,1.849827,49.934,21.49583,,,,,,,,,,,49.933,0.4121401,,,
49.936,0.4933661,62.419,6.398652,62.419,1.847238,49.936,21.50319,,,,,,,,,,,49.936,0.4120881,,,
49.938,0.4931149,62.422,6.391773,62.422,1.844649,49.939,21.51054,,,,,,,,,,,49.938,0.4120431,,,
49.941,0.4929149,62.425,6.384878,62.425,1.842054,49.941,21.51789,,,,,,,,,,,49.941,0.4123828,,,
49.944,0.4927149,62.429,6.377999,62.429,1.839465,49.944,21.52524,,,,,,,,,,,49.944,0.4127224,,,
49.946,0.4925148,62.432,6.37112,62.432,1.836876,49.946,21.53261,,,,,,,,,,,49.946,0.413062,,,
49.949,0.4923148,62.435,6.364225,62.435,1.83428,49.949,21.53935,,,,,,,,,,,49.949,0.4134017,,,
49.951,0.4921148,62.438,6.357347,62.438,1.831692,49.952,21.54599,,,,,,,,,,,49.951,0.4137413,,,
49.954,0.4919142,62.442,6.350468,62.442,1.829102,49.954,21.55263,,,,,,,,,,,49.954,0.4140819,,,
49.956,0.4917142,62.445,6.343573,62.445,1.826507,49.957,21.55927,,,,,,,,,,,49.956,0.4144216,,,
49.959,0.4915142,62.448,6.336694,62.448,1.823918,49.959,21.56592,,,,,,,,,,,49.959,0.4147612,,,
49.962,0.4913142,62.451,6.329815,62.451,1.821329,49.962,21.57256,,,,,,,,,,,49.962,0.4151008,,,
49.964,0.4911141,62.454,6.322818,62.454,1.818727,49.964,21.5792,,,,,,,,,,,49.964,0.4154405,,,
49.967,0.4909141,62.458,6.315712,62.458,1.816121,49.967,21.58584,,,,,,,,,,,49.967,0.4157801,,,
49.969,0.4907141,62.461,6.308607,62.461,1.813516,49.97,21.59248,,,,,,,,,,,49.969,0.4161197,,,
49.972,0.4905043,62.464,6.301485,62.464,1.810904,49.972,21.59912,,,,,,,,,,,49.972,0.4164262,,,
49.974,0.4901716,62.467,6.29438,62.467,1.808299,49.975,21.60576,,,,,,,,,,,49.974,0.4163193,,,
49.977,0.4898388,62.47,6.287274,62.47,1.805694,49.977,21.61241,,,,,,,,,,,49.977,0.4162125,,,
49.98,0.4895061,62.474,6.280152,62.474,1.803082,49.98,21.61905,,,,,,,,,,,49.98,0.4161056,,,
49.982,0.4891734,62.477,6.273047,62.477,1.800477,49.982,21.62499,,,,,,,,,,,49.982,0.4159987,,,
49.985,0.4888407,62.48,6.265942,62.48,1.797871,49.985,21.63085,,,,,,,,,,,49.985,0.4158918,,,
49.987,0.488508,62.483,6.25882,62.483,1.79526,49.988,21.63672,,,,,,,,,,,49.987,0.4157849,,,
49.99,0.4881752,62.487,6.251714,62.487,1.792654,49.99,21.64258,,,,,,,,,,,49.99,0.415678,,,
49.992,0.4878415,62.49,6.244609,62.49,1.790049,49.993,21.64845,,,,,,,,,,,49.992,0.4155708,,,
49.995,0.4875088,62.493,6.237487,62.493,1.787437,49.995,21.65431,,,,,,,,,,,49.995,0.4154639,,,
49.998,0.4871761,62.496,6.229715,62.496,1.784862,49.998,21.66018,,,,,,,,,,,49.998,0.415357,,,
50,0.4868434,62.499,6.221236,62.499,1.78232,50,21.66604,,,,,,,,,,,50,0.4152501,,,
50.003,0.4865107,62.503,6.212736,62.503,1.779771,50.003,21.67191,,,,,,,,,,,50.003,0.4151433,,,
50.005,0.4861768,62.506,6.204257,62.506,1.777228,50.006,21.67777,,,,,,,,,,,50.005,0.415052,,,
50.008,0.4858351,62.509,6.195757,62.509,1.77468,50.008,21.68364,,,,,,,,,,,50.008,0.4150708,,,
50.01,0.4854933,62.512,6.187277,62.512,1.772137,50.011,21.6895,,,,,,,,,,,50.01,0.4150895,,,
50.013,0.4851516,62.515,6.178798,62.515,1.769595,50.013,21.69537,,,,,,,,,,,50.013,0.4151083,,,
50.016,0.4848098,62.519,6.170298,62.519,1.767046,50.016,21.7006,,,,,,,,,,,50.016,0.415127,,,
50.018,0.4844681,62.522,6.161819,62.522,1.764503,50.018,21.70583,,,,,,,,,,,50.018,0.4151458,,,
50.021,0.4841263,62.525,6.153339,62.525,1.761961,50.021,21.71104,,,,,,,,,,,50.021,0.4151645,,,
50.023,0.4837846,62.528,6.144839,62.528,1.759412,50.024,21.71625,,,,,,,,,,,50.023,0.4151832,,,
50.026,0.4834428,62.532,6.13636,62.532,1.75687,50.026,21.72146,,,,,,,,,,,50.026,0.415202,,,
50.028,0.4831001,62.535,6.127881,62.535,1.754327,50.029,21.72667,,,,,,,,,,,50.028,0.4152208,,,
50.031,0.4827583,62.538,6.118762,62.538,1.751636,50.031,21.73188,,,,,,,,,,,50.031,0.4152396,,,
50.034,0.4824166,62.541,6.109137,62.541,1.748828,50.034,21.73709,,,,,,,,,,,50.034,0.4152583,,,
50.036,0.4820749,62.544,6.099511,62.544,1.746021,50.036,21.7423,,,,,,,,,,,50.036,0.4152771,,,
50.039,0.4817806,62.548,6.089861,62.548,1.743207,50.039,21.74751,,,,,,,,,,,50.039,0.4153178,,,
50.041,0.4817099,62.551,6.080235,62.551,1.7404,50.042,21.75272,,,,,,,,,,,50.041,0.4154619,,,
50.044,0.4816392,62.554,6.07061,62.554,1.737592,50.044,21.75793,,,,,,,,,,,50.044,0.4156061,,,
50.046,0.4815686,62.557,6.060961,62.557,1.734778,50.047,21.76315,,,,,,,,,,,50.046,0.4157503,,,
50.049,0.4814979,62.56,6.051334,62.56,1.731971,50.049,21.76798,,,,,,,,,,,50.049,0.4158944,,,
50.052,0.4814273,62.564,6.041708,62.564,1.729164,50.052,21.77281,,,,,,,,,,,50.052,0.4160386,,,
50.054,0.4813566,62.567,6.03206,62.567,1.726349,50.054,21.77765,,,,,,,,,,,50.054,0.4161827,,,
50.057,0.4812859,62.57,6.022433,62.57,1.723542,50.057,21.78249,,,,,,,,,,,50.057,0.4163269,,,
50.059,0.4812153,62.573,6.012807,62.573,1.720735,50.06,21.78733,,,,,,,,,,,50.059,0.4164711,,,
50.062,0.4811446,62.577,6.003159,62.577,1.717921,50.062,21.79216,,,,,,,,,,,50.062,0.4166152,,,
50.064,0.4810739,62.58,5.993194,62.58,1.71462,50.065,21.79699,,,,,,,,,,,50.064,0.4167594,,,
50.067,0.4810031,62.583,5.982965,62.583,1.710934,50.067,21.80183,,,,,,,,,,,50.067,0.416904,,,
50.07,0.4809324,62.586,5.972711,62.586,1.707238,50.07,21.80666,,,,,,,,,,,50.07,0.4170481,,,
50.072,0.4809226,62.589,5.962481,62.589,1.703552,50.072,21.81149,,,,,,,,,,,50.072,0.4171464,,,
50.075,0.481149,62.593,5.952251,62.593,1.699865,50.075,21.81633,,,,,,,,,,,50.075,0.4170664,,,
50.077,0.4813755,62.596,5.941998,62.596,1.69617,50.078,21.82116,,,,,,,,,,,50.077,0.4169864,,,
50.08,0.481602,62.599,5.931768,62.599,1.692483,50.08,21.82598,,,,,,,,,,,50.08,0.4169064,,,
50.082,0.4818285,62.602,5.921538,62.602,1.688797,50.083,21.83066,,,,,,,,,,,50.082,0.4168264,,,
50.085,0.482055,62.606,5.911284,62.606,1.685101,50.085,21.83533,,,,,,,,,,,50.085,0.4167464,,,
50.088,0.4822814,62.609,5.901054,62.609,1.681415,50.088,21.84001,,,,,,,,,,,50.088,0.4166664,,,
50.09,0.4825079,62.612,5.890825,62.612,1.677728,50.09,21.84468,,,,,,,,,,,50.09,0.4165864,,,
50.093,0.4827344,62.615,5.880571,62.615,1.674033,50.093,21.84937,,,,,,,,,,,50.093,0.4165064,,,
50.095,0.4829609,62.618,5.870341,62.618,1.670346,50.096,21.85404,,,,,,,,,,,50.095,0.4164264,,,
50.098,0.4831873,62.622,5.857397,62.622,1.666473,50.098,21.85872,,,,,,,,,,,50.098,0.4163464,,,
50.1,0.4834138,62.625,5.842803,62.625,1.66248,50.101,21.86339,,,,,,,,,,,50.1,0.4162664,,,
50.103,0.483641,62.628,5.828243,62.628,1.658496,50.103,21.86806,,,,,,,,,,,50.103,0.4161862,,,
50.106,0.4838328,62.631,5.813649,62.631,1.654503,50.106,21.87274,,,,,,,,,,,50.106,0.416134,,,
50.108,0.4839249,62.634,5.799089,62.634,1.650519,50.108,21.87741,,,,,,,,,,,50.108,0.4161617,,,
50.111,0.484017,62.638,5.78453,62.638,1.646535,50.111,21.88209,,,,,,,,,,,50.111,0.4161893,,,
50.113,0.4841092,62.641,5.769936,62.641,1.642542,50.114,21.88675,,,,,,,,,,,50.113,0.416217,,,
50.116,0.4842013,62.644,5.755376,62.644,1.638558,50.116,21.89131,,,,,,,,,,,50.116,0.4162446,,,
50.118,0.4842934,62.647,5.740817,62.647,1.634574,50.119,21.89586,,,,,,,,,,,50.118,0.4162723,,,
50.121,0.4843856,62.651,5.726223,62.651,1.630581,50.121,21.90042,,,,,,,,,,,50.121,0.4162999,,,
50.124,0.4844777,62.654,5.711663,62.654,1.626597,50.124,21.90498,,,,,,,,,,,50.124,0.4163276,,,
50.126,0.4845698,62.657,5.697104,62.657,1.622613,50.126,21.90954,,,,,,,,,,,50.126,0.4163553,,,
50.129,0.4846619,62.66,5.682509,62.66,1.61862,50.129,21.91411,,,,,,,,,,,50.129,0.4163829,,,
50.131,0.4847541,62.663,5.666508,62.663,1.614206,50.132,21.91866,,,,,,,,,,,50.131,0.4164106,,,
50.134,0.4848462,62.667,5.649862,62.667,1.609599,50.134,21.92322,,,,,,,,,,,50.134,0.4164382,,,
50.136,0.4849383,62.67,5.633178,62.67,1.604981,50.137,21.92778,,,,,,,,,,,50.136,0.4164659,,,
50.139,0.4849282,62.673,5.616532,62.673,1.600374,50.139,21.93234,,,,,,,,,,,50.139,0.4164802,,,
50.142,0.4846852,62.676,5.599887,62.676,1.595768,50.142,21.9369,,,,,,,,,,,50.142,0.4164641,,,
50.144,0.4844428,62.679,5.583202,62.679,1.59115,50.144,21.94145,,,,,,,,,,,50.144,0.4164481,,,
50.147,0.4842005,62.683,5.566556,62.683,1.586543,50.147,21.94599,,,,,,,,,,,50.147,0.4164321,,,
50.149,0.4839582,62.686,5.549911,62.686,1.581936,50.15,21.95039,,,,,,,,,,,50.149,0.4164161,,,
50.152,0.4837159,62.689,5.533226,62.689,1.577319,50.152,21.9548,,,,,,,,,,,50.152,0.4164001,,,
50.154,0.4834735,62.692,5.516581,62.692,1.572712,50.155,21.95921,,,,,,,,,,,50.154,0.4163841,,,
50.157,0.4832312,62.696,5.499936,62.696,1.568105,50.157,21.96361,,,,,,,,,,,50.157,0.4163681,,,
50.16,0.4829889,62.699,5.483251,62.699,1.563488,50.16,21.96802,,,,,,,,,,,50.16,0.4163521,,,
50.162,0.4827465,62.702,5.466605,62.702,1.558881,50.162,21.97243,,,,,,,,,,,50.162,0.4163361,,,
50.165,0.4825042,62.705,5.449253,62.705,1.553329,50.165,21.97684,,,,,,,,,,,50.165,0.4163201,,,
50.167,0.4822619,62.708,5.431593,62.708,1.547409,50.168,21.98125,,,,,,,,,,,50.167,0.4163041,,,
50.17,0.4820196,62.712,5.413976,62.712,1.541502,50.17,21.98566,,,,,,,,,,,50.17,0.4162881,,,
50.172,0.4817296,62.715,5.396358,62.715,1.535596,50.173,21.99007,,,,,,,,,,,50.172,0.4162693,,,
50.175,0.4813439,62.718,5.378698,62.718,1.529675,50.175,21.99448,,,,,,,,,,,50.175,0.416245,,,
50.178,0.480957,62.721,5.36108,62.721,1.523769,50.178,21.99888,,,,,,,,,,,50.178,0.4162205,,,
50.18,0.4805713,62.724,5.343462,62.724,1.517862,50.18,22.00325,,,,,,,,,,,50.18,0.4161962,,,
50.183,0.4801855,62.728,5.325803,62.728,1.511941,50.183,22.00746,,,,,,,,,,,50.183,0.4161719,,,
50.185,0.4797998,62.731,5.308185,62.731,1.506035,50.186,22.01167,,,,,,,,,,,50.185,0.4161475,,,
50.188,0.4794141,62.734,5.290567,62.734,1.500128,50.188,22.01588,,,,,,,,,,,50.188,0.4161232,,,
50.19,0.4790284,62.737,5.272908,62.737,1.494208,50.191,22.02008,,,,,,,,,,,50.19,0.4160989,,,
50.193,0.4786426,62.741,5.25529,62.741,1.488301,50.193,22.02429,,,,,,,,,,,50.193,0.4160745,,,
50.196,0.4782569,62.744,5.237672,62.744,1.482395,50.196,22.0285,,,,,,,,,,,50.196,0.4160502,,,
50.198,0.4778712,62.747,5.216967,62.747,1.475815,50.198,22.03271,,,,,,,,,,,50.198,0.4160258,,,
50.201,0.4774855,62.75,5.195417,62.75,1.469058,50.201,22.03692,,,,,,,,,,,50.201,0.4160015,,,
50.203,0.4770997,62.753,5.173867,62.753,1.4623,50.204,22.04114,,,,,,,,,,,50.203,0.4159772,,,
50.206,0.4766625,62.757,5.152266,62.757,1.455526,50.206,22.04535,,,,,,,,,,,50.206,0.4160997,,,
50.208,0.4761412,62.76,5.130716,62.76,1.448769,50.209,22.04956,,,,,,,,,,,50.208,0.4164622,,,
50.211,0.4756199,62.763,5.109115,62.763,1.441995,50.211,22.05377,,,,,,,,,,,50.211,0.4168247,,,
50.214,0.4750986,62.766,5.087564,62.766,1.435238,50.214,22.05786,,,,,,,,,,,50.214,0.4171871,,,
50.216,0.4745758,62.769,5.066015,62.769,1.42848,50.216,22.06161,,,,,,,,,,,50.216,0.4175507,,,
50.219,0.4740545,62.773,5.044414,62.773,1.421706,50.219,22.06536,,,,,,,,,,,50.219,0.4179131,,,
50.221,0.4735331,62.776,5.022863,62.776,1.414949,50.222,22.0691,,,,,,,,,,,50.221,0.4182756,,,
50.224,0.4730118,62.779,5.001313,62.779,1.408191,50.224,22.07285,,,,,,,,,,,50.224,0.4186381,,,
50.226,0.4724905,62.782,4.979712,62.782,1.401418,50.227,22.0766,,,,,,,,,,,50.226,0.4190005,,,
50.229,0.4719692,62.786,4.958162,62.786,1.39466,50.229,22.08034,,,,,,,,,,,50.229,0.419363,,,
50.232,0.4714479,62.789,4.933617,62.789,1.387811,50.232,22.08409,,,,,,,,,,,50.232,0.4197254,,,
50.234,0.4709266,62.792,4.90832,62.792,1.380925,50.234,22.08783,,,,,,,,,,,50.234,0.4200879,,,
50.237,0.4704053,62.795,4.883083,62.795,1.374055,50.237,22.09158,,,,,,,,,,,50.237,0.4204504,,,
50.239,0.4699758,62.798,4.857847,62.798,1.367185,50.24,22.09534,,,,,,,,,,,50.239,0.420635,,,
50.242,0.4696566,62.802,4.83255,62.802,1.360299,50.242,22.09908,,,,,,,,,,,50.242,0.4206058,,,
50.244,0.4693375,62.805,4.807313,62.805,1.353429,50.245,22.10283,,,,,,,,,,,50.244,0.4205766,,,
50.247,0.4690183,62.808,4.782076,62.808,1.34656,50.247,22.10642,,,,,,,,,,,50.247,0.4205474,,,
50.25,0.4686992,62.811,4.75678,62.811,1.339673,50.25,22.10966,,,,,,,,,,,50.25,0.4205182,,,
50.252,0.4683791,62.814,4.731543,62.814,1.332803,50.252,22.1129,,,,,,,,,,,50.252,0.4204889,,,
50.255,0.46806,62.818,4.706306,62.818,1.325934,50.255,22.11614,,,,,,,,,,,50.255,0.4204597,,,
50.257,0.4677408,62.821,4.681009,62.821,1.319047,50.258,22.11938,,,,,,,,,,,50.257,0.4204305,,,
50.26,0.4674217,62.824,4.655772,62.824,1.312178,50.26,22.12262,,,,,,,,,,,50.26,0.4204013,,,
50.262,0.4671025,62.827,4.630536,62.827,1.305308,50.263,22.12585,,,,,,,,,,,50.262,0.4203721,,,
50.265,0.4667834,62.831,4.605101,62.831,1.297858,50.265,22.12909,,,,,,,,,,,50.265,0.4203429,,,
50.268,0.4664642,62.834,4.579706,62.834,1.290337,50.268,22.13233,,,,,,,,,,,50.268,0.4203137,,,
50.27,0.4661451,62.837,4.55431,62.837,1.282817,50.27,22.13557,,,,,,,,,,,50.27,0.4202845,,,
50.273,0.4657205,62.84,4.528854,62.84,1.275279,50.273,22.13881,,,,,,,,,,,50.273,0.4203937,,,
50.275,0.4651819,62.843,4.503459,62.843,1.267759,50.276,22.14206,,,,,,,,,,,50.275,0.4206526,,,
50.278,0.4646434,62.847,4.478064,62.847,1.260238,50.278,22.14529,,,,,,,,,,,50.278,0.4209114,,,
50.28,0.4641049,62.85,4.452608,62.85,1.2527,50.281,22.14852,,,,,,,,,,,50.28,0.4211702,,,
50.283,0.4635664,62.853,4.427212,62.853,1.24518,50.283,22.15171,,,,,,,,,,,50.283,0.421429,,,
50.286,0.4630279,62.856,4.401817,62.856,1.23766,50.286,22.15491,,,,,,,,,,,50.286,0.4216879,,,
50.288,0.4624894,62.859,4.376361,62.859,1.230121,50.288,22.1581,,,,,,,,,,,50.288,0.4219467,,,
50.291,0.4619492,62.863,4.350965,62.863,1.222601,50.291,22.16129,,,,,,,,,,,50.291,0.4222063,,,
50.293,0.4614107,62.866,4.32557,62.866,1.215081,50.294,22.16448,,,,,,,,,,,50.293,0.4224651,,,
50.296,0.4608722,62.869,4.300114,62.869,1.207543,50.296,22.16768,,,,,,,,,,,50.296,0.4227239,,,
50.298,0.4603337,62.872,4.271426,62.872,1.197804,50.299,22.17087,,,,,,,,,,,50.298,0.4229828,,,
50.301,0.4597951,62.876,4.24241,62.876,1.187844,50.301,22.17406,,,,,,,,,,,50.301,0.4232416,,,
50.304,0.4592566,62.879,4.213326,62.879,1.177861,50.304,22.17726,,,,,,,,,,,50.304,0.4235004,,,
50.306,0.4587032,62.882,4.184311,62.882,1.167902,50.306,22.18045,,,,,,,,,,,50.306,0.4237878,,,
50.309,0.4581373,62.885,4.155227,62.885,1.157919,50.309,22.18365,,,,,,,,,,,50.309,0.4240989,,,
50.311,0.4575715,62.888,4.126211,62.888,1.14796,50.312,22.18684,,,,,,,,,,,50.311,0.42441,,,
50.314,0.4570056,62.892,4.097196,62.892,1.138001,50.314,22.19015,,,,,,,,,,,50.314,0.4247211,,,
50.316,0.4564398,62.895,4.068112,62.895,1.128018,50.317,22.19364,,,,,,,,,,,50.316,0.4250322,,,
50.319,0.4558739,62.898,4.039096,62.898,1.118059,50.319,22.19712,,,,,,,,,,,50.319,0.4253433,,,
50.322,0.4553081,62.901,4.010081,62.901,1.108099,50.322,22.20061,,,,,,,,,,,50.322,0.4256544,,,
50.324,0.4547423,62.904,3.980997,62.904,1.098116,50.324,22.2041,,,,,,,,,,,50.324,0.4259655,,,
50.327,0.4541764,62.908,3.951982,62.908,1.088157,50.327,22.20758,,,,,,,,,,,50.327,0.4262767,,,
50.329,0.4536089,62.911,3.922966,62.911,1.078198,50.33,22.21107,,,,,,,,,,,50.329,0.4265887,,,
50.332,0.453043,62.914,3.880826,62.914,1.06662,50.332,22.21455,,,,,,,,,,,50.332,0.4268998,,,
50.334,0.4524772,62.917,3.838069,62.917,1.054982,50.335,22.21804,,,,,,,,,,,50.334,0.4272109,,,
50.337,0.4519113,62.921,3.795312,62.921,1.043344,50.337,22.22153,,,,,,,,,,,50.337,0.427522,,,
50.34,0.451602,62.924,3.752453,62.924,1.031679,50.34,22.22501,,,,,,,,,,,50.34,0.4281545,,,
50.342,0.4514706,62.927,3.709696,62.927,1.020041,50.342,22.2285,,,,,,,,,,,50.342,0.4290099,,,
50.345,0.4513393,62.93,3.666939,62.93,1.008403,50.345,22.23199,,,,,,,,,,,50.345,0.4298653,,,
50.347,0.4512079,62.933,3.624081,62.933,0.9967369,50.348,22.23565,,,,,,,,,,,50.347,0.4307207,,,
50.35,0.4510765,62.937,3.581324,62.937,0.985099,50.35,22.23955,,,,,,,,,,,50.35,0.4315761,,,
50.352,0.4509451,62.94,3.538567,62.94,0.973461,50.353,22.24343,,,,,,,,,,,50.352,0.4324315,,,
50.355,0.4508138,62.943,3.495708,62.943,0.9617954,50.355,22.24732,,,,,,,,,,,50.355,0.4332869,,,
50.358,0.4506824,62.946,3.452951,62.946,0.9501575,50.358,22.25121,,,,,,,,,,,50.358,0.4341424,,,
50.36,0.450551,62.949,3.410194,62.949,0.9385195,50.36,22.2551,,,,,,,,,,,50.36,0.4349978,,,
50.363,0.4504197,62.953,3.367336,62.953,0.9268539,50.363,22.25899,,,,,,,,,,,50.363,0.4358532,,,
50.365,0.4502879,62.956,3.316083,62.956,0.9128248,50.366,22.26287,,,,,,,,,,,50.365,0.4367111,,,
50.368,0.4501565,62.959,3.264831,62.959,0.8987957,50.368,22.26676,,,,,,,,,,,50.368,0.4375665,,,
50.37,0.4500252,62.962,3.213457,62.962,0.8847333,50.371,22.27065,,,,,,,,,,,50.37,0.4384219,,,
50.373,0.4498534,62.966,3.162204,62.966,0.8707042,50.373,22.27454,,,,,,,,,,,50.373,0.4390437,,,
50.376,0.4496557,62.969,3.110952,62.969,0.8566751,50.376,22.27843,,,,,,,,,,,50.376,0.4395151,,,
50.378,0.4494579,62.972,3.059578,62.972,0.8426127,50.378,22.28231,,,,,,,,,,,50.378,0.4399865,,,
50.381,0.4492602,62.975,3.008325,62.975,0.8285836,50.381,22.2863,,,,,,,,,,,50.381,0.4404579,,,
50.383,0.4490625,62.978,2.957073,62.978,0.8145545,50.384,22.29041,,,,,,,,,,,50.383,0.4409292,,,
50.386,0.4488648,62.982,2.905699,62.982,0.8004921,50.386,22.29453,,,,,,,,,,,50.386,0.4414006,,,
50.388,0.448667,62.985,2.854446,62.985,0.786463,50.389,22.29863,,,,,,,,,,,50.388,0.441872,,,
50.391,0.4484693,62.988,2.803194,62.988,0.7724339,50.391,22.30274,,,,,,,,,,,50.391,0.4423434,,,
50.394,0.4482715,62.991,2.75182,62.991,0.7583715,50.394,22.30684,,,,,,,,,,,50.394,0.4428148,,,
50.396,0.4480738,62.994,2.700131,62.994,0.7441539,50.396,22.31095,,,,,,,,,,,50.396,0.4432862,,,
50.399,0.4478761,62.998,2.642547,62.998,0.7273878,50.399,22.31505,,,,,,,,,,,50.399,0.4437575,,,
50.401,0.4476783,63.001,2.584826,63.001,0.7105818,50.402,22.31916,,,,,,,,,,,50.401,0.4442289,,,
50.404,0.44748,63.004,2.527242,63.004,0.6938158,50.404,22.32327,,,,,,,,,,,50.404,0.4447017,,,
50.406,0.4475085,63.007,2.469521,63.007,0.6770099,50.407,22.32737,,,,,,,,,,,50.406,0.4443822,,,
50.409,0.4476467,63.011,2.411937,63.011,0.6602438,50.409,22.33148,,,,,,,,,,,50.409,0.4436794,,,
50.412,0.4477849,63.014,2.354353,63.014,0.6434777,50.412,22.33558,,,,,,,,,,,50.412,0.4429765,,,
50.414,0.4479231,63.017,2.296632,63.017,0.6266719,50.414,22.33961,,,,,,,,,,,50.414,0.4422737,,,
50.417,0.4480612,63.02,2.239048,63.02,0.6099058,50.417,22.34355,,,,,,,,,,,50.417,0.4415709,,,
50.419,0.4481994,63.023,2.181463,63.023,0.5931396,50.42,22.3475,,,,,,,,,,,50.419,0.4408681,,,
50.422,0.4483376,63.027,2.123743,63.027,0.5763338,50.422,22.35145,,,,,,,,,,,50.422,0.4401653,,,
50.424,0.4484757,63.03,2.066159,63.03,0.5595677,50.425,22.3554,,,,,,,,,,,50.424,0.4394625,,,
50.427,0.4486139,63.033,2.008574,63.033,0.5428016,50.427,22.35935,,,,,,,,,,,50.427,0.4387597,,,
50.43,0.4487521,63.036,1.950781,63.036,0.5261675,50.43,22.3633,,,,,,,,,,,50.43,0.4380569,,,
50.432,0.4488903,63.039,1.892502,63.039,0.5110446,50.432,22.36724,,,,,,,,,,,50.432,0.4373541,,,
50.435,0.4490284,63.043,1.834223,63.043,0.4959217,50.435,22.37119,,,,,,,,,,,50.435,0.4366513,,,
50.437,0.4491666,63.046,1.775805,63.046,0.4807629,50.438,22.37514,,,,,,,,,,,50.437,0.4359485,,,
50.44,0.4492992,63.049,1.717526,63.049,0.46564,50.44,22.37909,,,,,,,,,,,50.44,0.4355622,,,
50.442,0.4494291,63.052,1.659247,63.052,0.4505171,50.443,22.38303,,,,,,,,,,,50.442,0.4352995,,,
50.445,0.449559,63.056,1.600829,63.056,0.4353583,50.445,22.38698,,,,,,,,,,,50.445,0.4350368,,,
50.448,0.4496889,63.059,1.54255,63.059,0.4202354,50.448,22.39085,,,,,,,,,,,50.448,0.4347742,,,
50.45,0.4498188,63.062,1.484271,63.062,0.4051125,50.45,22.39466,,,,,,,,,,,50.45,0.4345115,,,
50.453,0.4499487,63.065,1.425854,63.065,0.3899537,50.453,22.39847,,,,,,,,,,,50.453,0.4342488,,,
50.455,0.4500786,63.068,1.367575,63.068,0.3748308,50.456,22.40228,,,,,,,,,,,50.455,0.4339861,,,
50.458,0.4502085,63.072,1.309295,63.072,0.3597079,50.458,22.40609,,,,,,,,,,,50.458,0.4337234,,,
50.46,0.4503384,63.075,1.250878,63.075,0.3445491,50.461,22.40991,,,,,,,,,,,50.46,0.4334607,,,
50.463,0.4504683,63.078,1.193745,63.078,0.3299887,50.463,22.41372,,,,,,,,,,,50.463,0.433198,,,
50.466,0.4505982,63.081,1.143125,63.081,0.3186246,50.466,22.41753,,,,,,,,,,,50.466,0.4329353,,,
50.468,0.4507281,63.084,1.092385,63.084,0.3072335,50.468,22.42134,,,,,,,,,,,50.468,0.4326726,,,
50.471,0.450858,63.088,1.041765,63.088,0.2958695,50.471,22.42515,,,,,,,,,,,50.471,0.4324099,,,
50.473,0.4506692,63.091,0.9911453,63.091,0.2845054,50.474,22.42896,,,,,,,,,,,50.473,0.4319586,,,
50.476,0.450373,63.094,0.9404051,63.094,0.2731143,50.476,22.43277,,,,,,,,,,,50.476,0.4314435,,,
50.478,0.4500758,63.097,0.8897853,63.097,0.2617503,50.479,22.43658,,,,,,,,,,,50.478,0.4309269,,,
