Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,System pressure,,Cond temp,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,ml,MPa,ml,°C,
16.872,14.57735,21.089,261.2101,21.089,32.14255,16.873,3.375765,42.177,0,42.177,0.08800017,,,,,42.18,3.431774,16.872,0.07822105,,,
16.875,15.07848,21.092,260.5266,21.092,32.06148,16.875,3.376199,42.184,0,42.184,0.08800017,,,,,42.187,3.432704,16.875,0.07746673,,,
16.878,15.56978,21.096,259.8431,21.096,31.98042,16.878,3.376533,42.19,0,42.19,0.08800017,,,,,42.193,3.433622,16.878,0.07993243,,,
16.88,16.08691,21.099,259.1604,21.099,31.89944,16.88,3.376739,42.197,0,42.197,0.00775131,,,,,42.2,3.436616,16.88,0.07870928,,,
16.883,16.68101,21.102,258.4769,21.102,31.81837,16.883,3.376804,42.203,0,42.203,0.08800017,,,,,42.206,3.43768,16.883,0.07782168,,,
16.885,17.21127,21.105,257.7934,21.105,31.73731,16.885,3.377139,42.209,0,42.209,0.08800017,,,,,42.212,3.438428,16.885,0.07854882,,,
16.888,17.68965,21.108,257.1107,21.108,31.65633,16.888,3.377353,42.216,0,42.216,0.08800017,,,,,42.219,3.439113,16.888,0.07745191,,,
16.89,18.21621,21.112,256.4271,21.112,31.57527,16.891,3.377447,42.222,0,42.222,0.08800017,,,,,42.225,3.43972,16.89,0.07795937,,,
16.893,18.78147,21.115,255.7436,21.115,31.4942,16.893,3.37746,42.229,0,42.229,0.08800017,,,,,42.232,3.440262,16.893,0.07753474,,,
16.896,19.32327,21.118,255.0339,21.118,31.40249,16.896,3.377617,42.235,0,42.235,0.08800017,,,,,42.238,3.440772,16.896,0.07844687,,,
16.898,19.86908,21.121,254.3075,21.121,31.30437,16.898,3.377734,42.242,0,42.242,0.08800017,,,,,42.245,3.441125,16.898,0.07869753,,,
16.901,20.43996,21.125,253.5811,21.125,31.20626,16.901,3.377621,42.248,0,42.248,0.08800017,,,,,42.251,3.441577,16.901,0.07856344,,,
16.903,20.9824,21.128,252.8556,21.128,31.10826,16.903,3.377571,42.254,0,42.254,0.08800017,,,,,42.257,3.442047,16.903,0.07788058,,,
16.906,21.55044,21.131,252.1292,21.131,31.01015,16.906,3.377597,42.261,0,42.261,0.08800017,,,,,42.264,3.442189,16.906,0.07828339,,,
16.908,22.13259,21.134,251.4028,21.134,30.91203,16.909,3.377444,42.267,0,42.267,0.08800017,,,,,42.27,3.442706,16.908,0.07893819,,,
16.911,22.69444,21.137,250.6772,21.137,30.81403,16.911,3.37738,42.274,0,42.274,0.08800017,,,,,42.277,3.442989,16.911,0.07860903,,,
16.914,23.23142,21.141,249.9509,21.141,30.71592,16.914,3.377287,42.28,0,42.28,0.08800017,,,,,42.283,3.443335,16.914,0.07901919,,,
16.916,23.7577,21.144,249.2245,21.144,30.6178,16.916,3.377061,42.287,0,42.287,0.08800017,,,,,42.29,3.443681,16.916,0.07861549,,,
16.919,24.31926,21.147,248.4989,21.147,30.5198,16.919,3.377056,42.293,0,42.293,0.08800017,,,,,42.296,3.443919,16.919,0.07864258,,,
16.921,24.85433,21.15,247.7725,21.15,30.42169,16.921,3.376871,42.299,0,42.299,0.08800017,,,,,42.303,3.444177,16.921,0.0785312,,,
16.924,25.40749,21.153,247.0461,21.153,30.32357,16.924,3.376532,42.306,0,42.306,0.08800017,,,,,42.309,3.444571,16.924,0.07919669,,,
16.926,25.9468,21.157,246.3197,21.157,30.22546,16.927,3.376103,42.312,0,42.312,0.08800017,,,,,42.315,3.444779,16.926,0.07920206,,,
16.929,26.4456,21.16,245.5145,21.16,30.12686,16.929,3.375813,42.319,0,42.319,0.08800017,,,,,42.322,3.445069,16.929,0.07748765,,,
16.932,26.9811,21.163,244.668,21.163,30.02783,16.932,3.375465,42.325,0,42.325,0.08800017,,,,,42.328,3.445359,16.932,0.07950798,,,
16.934,27.53119,21.166,243.8215,21.166,29.92881,16.934,3.375264,42.332,0,42.332,0.08800017,,,,,42.335,3.445657,16.934,0.07845553,,,
16.937,28.08272,21.17,242.976,21.17,29.8299,16.937,3.374899,42.338,0,42.338,0.08800017,,,,,42.341,3.445838,16.937,0.07686873,,,
16.939,28.57796,21.173,242.1294,21.173,29.73088,16.939,3.374493,42.344,0,42.344,0.08800017,,,,,42.348,3.446093,16.939,0.07808658,,,
16.942,29.07667,21.176,241.2829,21.176,29.63186,16.942,3.374078,42.351,0,42.351,0.08800017,,,,,42.354,3.446301,16.942,0.07848347,,,
16.944,29.59844,21.179,240.4374,21.179,29.53295,16.945,3.373773,42.357,0,42.357,0.08800017,,,,,42.36,3.446545,16.944,0.07851299,,,
16.947,30.10197,21.182,239.5909,21.182,29.43393,16.947,3.373363,42.364,0,42.364,0.08800017,,,,,42.367,3.446898,16.947,0.07820302,,,
16.95,30.58088,21.186,238.7444,21.186,29.3349,16.95,3.373246,42.37,0,42.37,0.08800017,,,,,42.373,3.447556,16.95,0.0783051,,,
16.952,31.04945,21.189,237.8988,21.189,29.236,16.952,3.372755,42.377,0,42.377,0.08800017,,,,,42.38,3.449052,16.952,0.07809792,,,
16.955,31.54235,21.192,237.0523,21.192,29.13697,16.955,3.372352,42.383,0,42.383,0.08800017,,,,,42.386,3.452117,16.955,0.0787319,,,
16.957,32.00244,21.195,236.2058,21.195,29.03795,16.957,3.371755,42.389,0,42.389,0.08800017,,,,,42.393,3.457428,16.957,0.07870895,,,
16.96,32.45,21.198,235.3603,21.198,28.93904,16.96,3.371264,42.396,0,42.396,0.08800017,,,,,42.399,3.466454,16.96,0.07800138,,,
16.962,32.92026,21.202,234.5031,21.202,28.84125,16.963,3.370782,42.402,0,42.402,0.08800017,,,,,42.405,3.480419,16.962,0.07822041,,,
16.965,33.39318,21.205,233.6418,21.205,28.74393,16.965,3.37025,42.409,0,42.409,0.08800017,,,,,42.412,3.500379,16.965,0.07928459,,,
16.968,33.84034,21.208,232.7814,21.208,28.64673,16.968,3.369635,42.415,0,42.415,0.08800017,,,,,42.418,3.527744,16.968,0.07844999,,,
16.97,34.23727,21.211,231.9201,21.211,28.54942,16.97,3.369118,42.422,0,42.422,0.08800017,,,,,42.425,3.563702,16.97,0.07864447,,,
16.973,34.66734,21.215,231.0588,21.215,28.4521,16.973,3.368704,42.428,0,42.428,0.08800017,,,,,42.431,3.608713,16.973,0.07891448,,,
16.975,35.09847,21.218,230.1985,21.218,28.3549,16.975,3.368097,42.434,0,42.434,0.08800017,,,,,42.438,3.663839,16.975,0.07885227,,,
16.978,35.52873,21.221,229.3371,21.221,28.25759,16.978,3.367608,42.441,0,42.441,0.08800017,,,,,42.444,3.728076,16.978,0.07904102,,,
16.98,35.90932,21.224,228.4758,21.224,28.16027,16.981,3.367051,42.447,0,42.447,0.08800017,,,,,42.45,3.805466,16.98,0.07996332,,,
16.983,36.30515,21.227,227.6144,21.227,28.06296,16.983,3.366574,42.454,0,42.454,0.08800017,,,,,42.457,3.895462,16.983,0.08105073,,,
16.986,36.67512,21.231,226.7541,21.231,27.96576,16.986,3.36595,42.46,0,42.46,0.08800017,,,,,42.463,4.000659,16.986,0.08000741,,,
16.988,37.10061,21.234,225.8928,21.234,27.86844,16.988,3.36532,42.467,0,42.467,0.08800017,,,,,42.47,4.127809,16.988,0.07917513,,,
16.991,37.45692,21.237,225.0314,21.237,27.77113,16.991,3.364813,42.473,0,42.473,0.08800017,,,,,42.476,4.285282,16.991,0.07787342,,,
16.993,37.80611,21.24,224.1711,21.24,27.67393,16.993,3.364301,42.479,0,42.479,0.08800017,,,,,42.483,4.467788,16.993,0.07875157,,,
16.996,38.16404,21.243,223.3452,21.243,27.5699,16.996,3.363752,42.486,0,42.486,0.08800017,,,,,42.489,4.660785,16.996,0.07829964,,,
16.998,38.54146,21.247,222.53,21.247,27.46382,16.999,3.363229,42.492,0,42.492,0.08800017,,,,,42.495,4.854964,16.998,0.07770381,,,
17.001,38.87975,21.25,221.7159,21.25,27.35785,17.001,3.362644,42.499,0,42.499,0.08800017,,,,,42.502,5.049266,17.001,0.07847165,,,
17.004,39.19944,21.253,220.9008,21.253,27.25177,17.004,3.362085,42.505,0,42.505,0.08800017,,,,,42.508,5.23997,17.004,0.07871125,,,
17.006,39.53362,21.256,220.0856,21.256,27.14568,17.006,3.361674,42.512,0,42.512,0.08800017,,,,,42.515,5.423465,17.006,0.07924728,,,
17.009,39.85293,21.26,219.2715,21.26,27.03972,17.009,3.361336,42.518,0,42.518,0.08800017,,,,,42.521,5.596745,17.009,0.07903188,,,
17.011,40.15312,21.263,218.4564,21.263,26.93363,17.011,3.360906,42.524,0,42.524,0.08800017,,,,,42.528,5.759617,17.011,0.07906905,,,
17.014,40.4533,21.266,217.6412,21.266,26.82755,17.014,3.360653,42.531,0,42.531,0.08800017,,,,,42.534,5.911611,17.014,0.08015766,,,
17.016,40.76722,21.269,216.8271,21.269,26.72158,17.017,3.359984,42.537,0,42.537,0.08800017,,,,,42.54,6.051397,17.016,0.07886885,,,
17.019,41.08699,21.272,216.012,21.272,26.6155,17.019,3.359469,42.544,0,42.544,0.08800017,,,,,42.547,6.177883,17.019,0.07824344,,,
17.022,41.39653,21.276,215.1968,21.276,26.50941,17.022,3.359155,42.55,0,42.55,0.08800017,,,,,42.553,6.291145,17.022,0.07917307,,,
17.024,41.70552,21.279,214.3827,21.279,26.40345,17.024,3.35868,42.557,0,42.557,0.08800017,,,,,42.56,6.392708,17.024,0.07859211,,,
17.027,41.99302,21.282,213.5676,21.282,26.29736,17.027,3.358254,42.563,0,42.563,0.08800017,,,,,42.566,6.481194,17.027,0.07884673,,,
17.029,42.26622,21.285,212.7299,21.285,26.1913,17.029,3.357796,42.569,0,42.569,0.08800017,,,,,42.573,6.557725,17.029,0.07906209,,,
17.032,42.55391,21.288,211.887,21.288,26.08524,17.032,3.357378,42.576,0,42.576,0.08800017,,,,,42.579,6.622026,17.032,0.07889204,,,
17.034,42.80344,21.292,211.045,21.292,25.9793,17.035,3.357209,42.582,0,42.582,0.08800017,,,,,42.585,6.675591,17.034,0.07901234,,,
17.037,43.08278,21.295,210.202,21.295,25.87324,17.037,3.356865,42.589,0,42.589,0.08800017,,,,,42.592,6.718914,17.037,0.0797134,,,
17.04,43.32643,21.298,209.3591,21.298,25.76718,17.04,3.356457,42.595,0,42.595,0.08800017,,,,,42.598,6.754462,17.04,0.07975145,,,
17.042,43.57615,21.301,208.5171,21.301,25.66124,17.042,3.356313,42.602,0,42.602,0.08800017,,,,,42.605,6.783078,17.042,0.07791771,,,
17.045,43.84019,21.305,207.6741,21.305,25.55518,17.045,3.355932,42.608,0,42.608,0.08800017,,,,,42.611,6.80837,17.045,0.07754935,,,
17.047,44.10345,21.308,206.8311,21.308,25.44912,17.047,3.355782,42.614,0,42.614,0.08800017,,,,,42.618,6.82996,17.047,0.07718255,,,
17.05,44.31174,21.311,205.9892,21.311,25.34318,17.05,3.355427,42.621,0,42.621,0.08800017,,,,,42.624,6.848004,17.05,0.07902475,,,
17.052,44.52279,21.314,205.1462,21.314,25.23712,17.053,3.355251,42.627,0,42.627,0.08800017,,,,,42.63,6.863536,17.052,0.07981424,,,
17.055,44.7676,21.317,204.3032,21.317,25.13106,17.055,3.354972,42.634,0,42.634,0.08800017,,,,,42.637,6.876475,17.055,0.07925287,,,
17.058,44.9869,21.321,203.4613,21.321,25.02512,17.058,3.354814,42.64,0,42.64,0.08800017,,,,,42.643,6.887074,17.058,0.07935064,,,
17.06,45.21331,21.324,202.6183,21.324,24.91906,17.06,3.354692,42.647,0,42.647,0.08800017,,,,,42.65,6.895775,17.06,0.07934872,,,
17.063,45.40769,21.327,201.7469,21.327,24.82292,17.063,3.354236,42.653,0,42.653,0.08800017,,,,,42.656,6.902977,17.063,0.07994933,,,
17.065,45.60419,21.33,200.8716,21.33,24.72858,17.065,3.354016,42.659,0,42.659,0.08800017,,,,,42.663,6.909018,17.065,0.08006086,,,
17.068,45.81813,21.333,199.9953,21.333,24.63413,17.068,3.353826,42.666,0,42.666,0.08800017,,,,,42.669,6.914111,17.068,0.07934463,,,
17.07,46.03474,21.337,199.119,21.337,24.53968,17.071,3.353728,42.672,0,42.672,0.08800017,,,,,42.675,6.918173,17.07,0.07954855,,,
17.073,46.21893,21.34,198.2437,21.34,24.44534,17.073,3.353595,42.679,0,42.679,0.08800017,,,,,42.682,6.921798,17.073,0.07890022,,,
17.076,46.41112,21.343,197.3674,21.343,24.35089,17.076,3.353471,42.685,0,42.685,0.08800017,,,,,42.688,6.925014,17.076,0.07910341,,,
17.078,46.58754,21.346,196.4911,21.346,24.25643,17.078,3.353209,42.692,0,42.692,0.08800017,,,,,42.695,6.92763,17.078,0.07940028,,,
17.081,46.7324,21.35,195.6149,21.35,24.16198,17.081,3.353178,42.698,0,42.698,0.08800017,,,,,42.701,6.929512,17.081,0.07917334,,,
17.083,46.90889,21.353,194.7396,21.353,24.06764,17.083,3.353035,42.704,0,42.704,0.08800017,,,,,42.708,6.930741,17.083,0.07972118,,,
17.086,47.09554,21.356,193.8633,21.356,23.97319,17.086,3.353016,42.711,0,42.711,0.08800017,,,,,42.714,6.931657,17.086,0.08033805,,,
17.088,47.25584,21.359,192.987,21.359,23.87874,17.089,3.352895,42.717,0,42.717,0.08800017,,,,,42.72,6.931841,17.088,0.07959405,,,
17.091,47.40055,21.362,192.1117,21.362,23.7844,17.091,3.352827,42.724,0,42.724,0.08800017,,,,,42.727,6.931199,17.091,0.08140538,,,
17.094,47.56472,21.366,191.2354,21.366,23.68995,17.094,3.352818,42.73,0,42.73,0.08800017,,,,,42.733,6.930075,17.094,0.08037208,,,
17.096,47.70338,21.369,190.4483,21.369,23.5956,17.096,3.352652,42.737,0,42.737,0.08800017,,,,,42.74,6.928399,17.096,0.0789606,,,
17.099,47.84115,21.372,189.6735,21.372,23.50138,17.099,3.352429,42.743,0,42.743,0.08800017,,,,,42.746,6.925596,17.099,0.07946005,,,
17.101,47.99722,21.375,188.8978,21.375,23.40705,17.101,3.352414,42.749,0,42.749,0.08800017,,,,,42.753,6.922129,17.101,0.07899286,,,
17.104,48.12285,21.378,188.1221,21.378,23.31271,17.104,3.352181,42.756,0,42.756,0.08800017,,,,,42.759,6.917541,17.104,0.07894862,,,
17.106,48.25207,21.382,187.3473,21.382,23.21849,17.107,3.352204,42.762,0,42.762,0.08800017,,,,,42.765,6.912128,17.106,0.07924267,,,
17.109,48.38115,21.385,186.5715,21.385,23.12416,17.109,3.352112,42.769,0,42.769,0.08800017,,,,,42.772,6.905431,17.109,0.07880164,,,
17.112,48.52713,21.388,185.7958,21.388,23.02982,17.112,3.35208,42.775,0,42.775,0.08800017,,,,,42.778,6.897474,17.112,0.07886141,,,
17.114,48.63275,21.391,185.021,21.391,22.9356,17.114,3.351946,42.782,0,42.782,0.08800017,,,,,42.785,6.888039,17.114,0.07989676,,,
17.117,48.73741,21.395,184.2453,21.395,22.84127,17.117,3.351844,42.788,0,42.788,0.08800017,,,,,42.791,6.877043,17.117,0.07920304,,,
17.119,48.86422,21.398,183.4696,21.398,22.74693,17.119,3.351765,42.794,0,42.794,0.08800017,,,,,42.798,6.864021,17.119,0.07983346,,,
17.122,48.98007,21.401,182.6948,21.401,22.65271,17.122,3.351657,42.801,0,42.801,0.08800017,,,,,42.804,6.848718,17.122,0.07939205,,,
17.124,49.09402,21.404,181.9191,21.404,22.55838,17.125,3.351562,42.807,0,42.807,0.08800017,,,,,42.81,6.831107,17.124,0.0791375,,,
17.127,49.15657,21.407,181.1434,21.407,22.46404,17.127,3.351366,42.814,0,42.814,0.08800017,,,,,42.817,6.810015,17.127,0.07955004,,,
17.13,49.27234,21.411,180.3807,21.411,22.36424,17.13,3.351196,42.82,0,42.82,0.08800017,,,,,42.823,6.785052,17.13,0.07945663,,,
17.132,49.406,21.414,179.6198,21.414,22.26418,17.132,3.350981,42.827,0,42.827,0.08800017,,,,,42.83,6.756444,17.132,0.07904763,,,
17.135,49.50561,21.417,178.858,21.417,22.16401,17.135,3.350904,42.833,0,42.833,0.08800017,,,,,42.836,6.721655,17.135,0.07946599,,,
17.137,49.58708,21.42,178.0963,21.42,22.06384,17.137,3.35084,42.839,0,42.839,0.08800017,,,,,42.843,6.681098,17.137,0.07913575,,,
17.14,49.68317,21.423,177.3354,21.423,21.96378,17.14,3.350477,42.846,0,42.846,0.08800017,,,,,42.849,6.633289,17.14,0.07929251,,,
17.142,49.76784,21.427,176.5736,21.427,21.8636,17.143,3.350291,42.852,0,42.852,0.08800017,,,,,42.855,6.577525,17.142,0.07864615,,,
17.145,49.84849,21.43,175.8118,21.43,21.76343,17.145,3.350148,42.859,0,42.859,0.08800017,,,,,42.862,6.51314,17.145,0.08101223,,,
17.148,49.89108,21.433,175.0509,21.433,21.66337,17.148,3.349978,42.865,0,42.865,0.08800017,,,,,42.868,6.440088,17.148,0.07911558,,,
17.15,49.99099,21.436,174.2892,21.436,21.5632,17.15,3.349859,42.872,0,42.872,0.08800017,,,,,42.875,6.359507,17.15,0.07925214,,,
17.153,50.0699,21.44,173.5274,21.44,21.46302,17.153,3.34977,42.878,0,42.878,0.08800017,,,,,42.881,6.271077,17.153,0.07796019,,,
17.155,50.14513,21.443,172.7665,21.443,21.36297,17.155,3.349523,42.884,0,42.884,0.08800017,,,,,42.888,6.177743,17.155,0.07922047,,,
17.158,50.22636,21.446,172.0047,21.446,21.26279,17.158,3.349333,42.891,0,42.891,0.08800017,,,,,42.894,6.082098,17.158,0.07900482,,,
17.16,50.31229,21.449,171.2425,21.449,21.16272,17.161,3.349106,42.897,0,42.897,0.08800017,,,,,42.9,5.985333,17.16,0.07810287,,,
17.163,50.38118,21.452,170.4387,21.452,21.07355,17.163,3.349007,42.904,0,42.904,0.08800017,,,,,42.907,5.890161,17.163,0.07861874,,,
17.166,50.42015,21.456,169.6339,21.456,20.98427,17.166,3.348876,42.91,0,42.91,0.08800017,,,,,42.913,5.799313,17.166,0.07859466,,,
17.168,50.49262,21.459,168.8291,21.459,20.89499,17.168,3.348552,42.917,0,42.917,0.08800017,,,,,42.92,5.714948,17.168,0.0785541,,,
17.171,50.53856,21.462,168.0253,21.462,20.80582,17.171,3.348291,42.923,0,42.923,0.08800017,,,,,42.926,5.639509,17.171,0.07876085,,,
17.173,50.6119,21.465,167.2205,21.465,20.71654,17.173,3.348177,42.929,0,42.929,0.08800017,,,,,42.933,5.573088,17.173,0.07907094,,,
17.176,50.67504,21.468,166.4157,21.468,20.62727,17.176,3.348037,42.936,0,42.936,0.08800017,,,,,42.939,5.51736,17.176,0.07929046,,,
17.178,50.71814,21.472,165.6109,21.472,20.53799,17.179,3.347802,42.942,0,42.942,0.08800017,,,,,42.945,5.470245,17.178,0.07940184,,,
17.181,50.76346,21.475,164.8071,21.475,20.44882,17.181,3.347435,42.949,0,42.949,0.08800017,,,,,42.952,5.431028,17.181,0.07979605,,,
17.184,50.83633,21.478,164.0023,21.478,20.35954,17.184,3.347268,42.955,0,42.955,0.08800017,,,,,42.958,5.398617,17.184,0.07943955,,,
17.186,50.90408,21.481,163.1975,21.481,20.27026,17.186,3.346973,42.962,0,42.962,0.08800017,,,,,42.965,5.372349,17.186,0.07966752,,,
17.189,50.95784,21.485,162.3936,21.485,20.18109,17.189,3.346658,42.968,0,42.968,0.08800017,,,,,42.971,5.351009,17.189,0.07987002,,,
17.191,51.00331,21.488,161.5888,21.488,20.09181,17.191,3.346323,42.974,0,42.974,0.08800017,,,,,42.978,5.334457,17.191,0.07974244,,,
17.194,51.0462,21.491,160.787,21.491,20.00283,17.194,3.345998,42.981,0,42.981,0.08800017,,,,,42.984,5.32128,17.194,0.07963884,,,
17.196,51.09939,21.494,160.0453,21.494,19.91992,17.197,3.345791,42.987,0,42.987,0.08800017,,,,,42.99,5.311079,17.196,0.0780908,,,
17.199,51.12056,21.497,159.3027,21.497,19.8369,17.199,3.345397,42.994,0,42.994,0.08800017,,,,,42.997,5.303766,17.199,0.0809205,,,
17.202,51.15917,21.501,158.5602,21.501,19.75389,17.202,3.345204,43,0,43,0.08800017,,,,,43.003,5.298385,17.202,0.07965235,,,
17.204,51.22094,21.504,157.8185,21.504,19.67098,17.204,3.344988,43.007,0,43.007,0.08800017,,,,,43.01,5.294545,17.204,0.07874588,,,
17.207,51.26823,21.507,157.0759,21.507,19.58797,17.207,3.344775,43.013,0,43.013,0.08800017,,,,,43.016,5.291969,17.207,0.07904481,,,
17.209,51.28099,21.51,156.3334,21.51,19.50496,17.209,3.344362,43.019,0,43.019,0.08800017,,,,,43.023,5.291146,17.209,0.07904614,,,
17.212,51.31907,21.513,155.5917,21.513,19.42204,17.212,3.344106,43.026,0,43.026,0.08800017,,,,,43.029,5.291334,17.212,0.07825172,,,
17.214,51.35281,21.517,154.8491,21.517,19.33903,17.215,3.34395,43.032,0,43.032,0.08800017,,,,,43.035,5.292436,17.214,0.0785922,,,
17.217,51.42463,21.52,154.1066,21.52,19.25602,17.217,3.343846,43.039,0,43.039,0.08800017,,,,,43.042,5.294744,17.217,0.07846729,,,
17.22,51.44099,21.523,153.3649,21.523,19.17311,17.22,3.343499,43.045,0,43.045,0.08800017,,,,,43.048,5.298081,17.22,0.07870016,,,
17.222,51.48151,21.526,152.6223,21.526,19.09009,17.222,3.343158,43.052,0,43.052,0.08800017,,,,,43.055,5.301377,17.222,0.07894409,,,
17.225,51.51357,21.53,151.8798,21.53,19.00708,17.225,3.342968,43.058,0,43.058,0.08800017,,,,,43.061,5.305719,17.225,0.07896128,,,
17.227,51.54184,21.533,151.1463,21.533,18.92379,17.227,3.342726,43.064,0,43.064,0.08800017,,,,,43.068,5.310049,17.227,0.07965859,,,
17.23,51.57657,21.536,150.4895,21.536,18.8369,17.23,3.342518,43.071,0,43.071,0.08800017,,,,,43.074,5.314069,17.23,0.07945098,,,
17.232,51.60609,21.539,149.8326,21.539,18.75,17.233,3.342405,43.077,0,43.077,0.08800017,,,,,43.08,5.318892,17.232,0.07965291,,,
17.235,51.64441,21.542,149.1758,21.542,18.6631,17.235,3.342205,43.084,0,43.084,0.08800017,,,,,43.087,5.324012,17.235,0.07950994,,,
17.238,51.6919,21.546,148.5198,21.546,18.57631,17.238,3.341928,43.09,0,43.09,0.08800017,,,,,43.093,5.328518,17.238,0.07974762,,,
17.24,51.72796,21.549,147.8629,21.549,18.48941,17.24,3.341556,43.097,0,43.097,0.08800017,,,,,43.1,5.335082,17.24,0.07972475,,,
17.243,51.75254,21.552,147.2061,21.552,18.40251,17.243,3.341237,43.103,0,43.103,0.08800017,,,,,43.106,5.34163,17.243,0.07953462,,,
17.245,51.78123,21.555,146.55,21.555,18.31572,17.245,3.341074,43.109,0,43.109,0.08800017,,,,,43.113,5.346921,17.245,0.07956393,,,
17.248,51.81253,21.558,145.8932,21.558,18.22882,17.248,3.340776,43.116,0,43.116,0.08800017,,,,,43.119,5.351551,17.248,0.07936852,,,
17.25,51.82988,21.562,145.2364,21.562,18.14192,17.251,3.34057,43.122,0,43.122,0.08800017,,,,,43.125,5.355176,17.25,0.0785539,,,
17.253,51.84632,21.565,144.5803,21.565,18.05512,17.253,3.340237,43.129,0,43.129,0.08800017,,,,,43.132,5.358777,17.253,0.08070084,,,
17.256,51.85716,21.568,143.9235,21.568,17.96823,17.256,3.340017,43.135,0,43.135,0.08800017,,,,,43.138,5.360739,17.256,0.07959323,,,
17.258,51.88712,21.571,143.2667,21.571,17.88133,17.258,3.339798,43.142,0,43.142,0.08800017,,,,,43.145,5.359885,17.258,0.07778967,,,
17.261,51.91364,21.575,142.6052,21.575,17.79524,17.261,3.339464,43.148,0,43.148,0.08800017,,,,,43.151,5.359591,17.261,0.07983247,,,
17.263,51.95089,21.578,141.905,21.578,17.71403,17.263,3.339223,43.154,0,43.154,0.08800017,,,,,43.158,5.356393,17.263,0.07898203,,,
17.266,51.98939,21.581,141.2047,21.581,17.63281,17.266,3.339112,43.161,0,43.161,0.08800017,,,,,43.164,5.350771,17.266,0.07868167,,,
17.268,52.00041,21.584,140.5053,21.584,17.5517,17.269,3.339178,43.167,0,43.167,0.08800017,,,,,43.17,5.343775,17.268,0.07925758,,,
17.271,52.01852,21.587,139.8051,21.587,17.47048,17.271,3.338885,43.174,0,43.174,0.08800017,,,,,43.177,5.334879,17.271,0.07878113,,,
17.274,52.0457,21.591,139.1048,21.591,17.38927,17.274,3.338711,43.18,0,43.18,0.08800017,,,,,43.183,5.3248,17.274,0.0788544,,,
17.276,52.07023,21.594,138.4054,21.594,17.30816,17.276,3.338485,43.187,0,43.187,0.08800017,,,,,43.19,5.313437,17.276,0.07881848,,,
17.279,52.08916,21.597,137.7052,21.597,17.22694,17.279,3.338427,43.193,0,43.193,0.08800017,,,,,43.196,5.300862,17.279,0.07950634,,,
17.281,52.09421,21.6,137.0049,21.6,17.14573,17.281,3.338236,43.199,0,43.199,0.08800017,,,,,43.203,5.288188,17.281,0.07914886,,,
17.284,52.10714,21.603,136.3047,21.603,17.06451,17.284,3.338245,43.206,0,43.206,0.08800017,,,,,43.209,5.27399,17.284,0.07976659,,,
17.286,52.1377,21.607,135.6053,21.607,16.9834,17.287,3.338084,43.212,0,43.212,0.08800017,,,,,43.215,5.259775,17.286,0.07952821,,,
17.289,52.17235,21.61,134.905,21.61,16.90218,17.289,3.337924,43.219,0,43.219,0.08800017,,,,,43.222,5.245512,17.289,0.07964838,,,
17.292,52.19363,21.613,134.2048,21.613,16.82097,17.292,3.337577,43.225,0,43.225,0.08800017,,,,,43.228,5.231008,17.292,0.07943946,,,
17.294,52.18978,21.616,133.5133,21.616,16.74204,17.294,3.33737,43.232,0,43.232,0.08800017,,,,,43.235,5.216683,17.294,0.07960606,,,
17.297,52.20003,21.62,132.8565,21.62,16.67278,17.297,3.337214,43.238,0,43.238,0.08800017,,,,,43.241,5.201858,17.297,0.07955928,,,
17.299,52.23217,21.623,132.1997,21.623,16.60351,17.299,3.337067,43.244,0,43.244,0.08800017,,,,,43.248,5.187345,17.299,0.07969421,,,
17.302,52.25154,21.626,131.5437,21.626,16.53433,17.302,3.336776,43.251,0,43.251,0.08800017,,,,,43.254,5.172945,17.302,0.08010193,,,
17.304,52.2613,21.629,130.8869,21.629,16.46507,17.305,3.336641,43.257,0,43.257,0.08800017,,,,,43.261,5.158035,17.304,0.0803818,,,
17.307,52.26143,21.632,130.23,21.632,16.39581,17.307,3.336569,43.264,0,43.264,0.08800017,,,,,43.267,5.143269,17.307,0.08038577,,,
17.31,52.27383,21.636,129.574,21.636,16.32663,17.31,3.336495,43.27,0,43.27,0.08800017,,,,,43.273,5.128377,17.31,0.07967822,,,
17.312,52.30151,21.639,128.9172,21.639,16.25736,17.312,3.33611,43.277,0,43.277,0.08800017,,,,,43.28,5.113809,17.312,0.0788064,,,
17.315,52.32011,21.642,128.2604,21.642,16.1881,17.315,3.335964,43.283,0,43.283,0.08800017,,,,,43.286,5.099515,17.315,0.07890633,,,
17.317,52.31593,21.645,127.6043,21.645,16.11892,17.317,3.33568,43.289,0,43.289,0.08800017,,,,,43.293,5.084762,17.317,0.07867435,,,
17.32,52.32069,21.649,126.9475,21.649,16.04966,17.32,3.335583,43.296,0,43.296,0.08800017,,,,,43.299,5.070093,17.32,0.07935102,,,
17.322,52.35684,21.652,126.2907,21.652,15.98039,17.323,3.335431,43.302,0,43.302,0.08800017,,,,,43.306,5.055875,17.322,0.07999489,,,
