Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,PreC pressure,,DeltaC pressure,,Fraction,,Injection,,pH,,System pressure,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,MPa,ml,MPa,ml,Fraction,ml,Injection,ml,,ml,MPa,
7.353,2667.353,36.745,51.02337,36.745,14.98759,14.712,18.91653,,,,,,,,,,,,,,,7.353,0.7980072,
7.368,2667.297,36.82,50.72215,36.82,14.90205,14.742,18.90137,,,,,,,,,,,,,,,7.368,0.7990409,
7.383,2667.237,36.895,50.33655,36.895,14.81175,14.772,18.88387,,,,,,,,,,,,,,,7.383,0.8000699,
7.398,2667.165,36.97,49.9598,36.97,14.71997,14.802,18.8562,,,,,,,,,,,,,,,7.398,0.8012761,
7.413,2667.093,37.045,49.61047,37.045,14.62787,14.832,18.82225,,,,,,,,,,,,,,,7.413,0.8021566,
7.428,2667.021,37.12,49.29596,37.12,14.52829,14.862,18.77791,,,,,,,,,,,,,,,7.428,0.8025759,
7.444,2666.949,37.195,48.98587,37.195,14.4407,14.892,18.7205,,,,,,,,,,,,,,,7.444,0.8028414,
7.459,2666.877,37.271,48.72207,37.271,14.33721,14.922,18.65443,,,,,,,,,,,,,,,7.459,0.8030188,
7.474,2666.806,37.346,48.42274,37.346,14.23343,14.952,18.56586,,,,,,,,,,,,,,,7.474,0.8025428,
7.489,2666.735,37.421,48.07496,37.421,14.12016,14.982,18.4709,,,,,,,,,,,,,,,7.489,0.8019815,
7.504,2666.662,37.496,47.63592,37.496,14.02567,15.012,18.34606,,,,,,,,,,,,,,,7.504,0.8015432,
7.519,2666.589,37.571,47.2666,37.571,13.90839,15.042,18.21184,,,,,,,,,,,,,,,7.519,0.8009079,
7.534,2666.517,37.646,46.96726,37.646,13.79264,15.072,18.05416,,,,,,,,,,,,,,,7.534,0.7998563,
7.549,2666.422,37.721,46.68522,37.721,13.66868,15.102,17.87912,,,,,,,,,,,,,,,7.549,0.7999893,
7.564,2666.308,37.796,46.34016,37.796,13.55944,15.133,17.68734,,,,,,,,,,,,,,,7.564,0.8011031,
7.579,2666.181,37.871,45.98246,37.871,13.4414,15.163,17.47205,,,,,,,,,,,,,,,7.579,0.8009695,
7.594,2666.051,37.947,45.66036,37.947,13.33494,15.193,17.24843,,,,,,,,,,,,,,,7.594,0.800486,
7.609,2665.918,38.022,45.37903,38.022,13.21659,15.223,16.99562,,,,,,,,,,,,,,,7.609,0.7986159,
7.624,2665.785,38.097,45.09827,38.097,13.10061,15.253,16.73646,,,,,,,,,,,,,,,7.624,0.7967397,
7.639,2665.654,38.172,44.82747,38.172,12.98698,15.283,16.45537,,,,,,,,,,,,,,,7.639,0.7948972,
7.654,2665.516,38.247,44.49992,38.247,12.87611,15.313,16.16509,,,,,,,,,,,,,,,7.654,0.7930868,
7.669,2665.37,38.322,44.17133,38.322,12.7618,15.343,15.86207,,,,,,,,,,,,,,,7.669,0.7913159,
7.684,2665.223,38.397,43.85655,38.397,12.63919,15.373,15.54755,,,,,,,,,,,,,,,7.684,0.7896437,
7.699,2665.076,38.472,43.5394,38.472,12.5153,15.403,15.22678,,,,,,,,,,,,,,,7.699,0.7880163,
7.714,2664.927,38.548,43.19455,38.548,12.37763,15.433,14.89214,,,,,,,,,,,,,,,7.714,0.7864906,
7.729,2664.783,38.623,42.84408,38.623,12.25408,15.463,14.55461,,,,,,,,,,,,,,,7.729,0.7850434,
7.744,2664.672,38.698,42.48942,38.698,12.12496,15.493,14.20997,,,,,,,,,,,,,,,7.744,0.7840194,
7.759,2664.573,38.773,42.13398,38.773,11.99565,15.523,13.86305,,,,,,,,,,,,,,,7.759,0.782896,
7.774,2664.498,38.848,41.70971,38.848,11.84803,15.553,13.51142,,,,,,,,,,,,,,,7.774,0.7815949,
7.789,2664.424,38.923,41.26317,38.923,11.69422,15.583,13.15919,,,,,,,,,,,,,,,7.789,0.78034,
7.804,2664.35,38.998,40.79672,38.998,11.53981,15.613,12.80648,,,,,,,,,,,,,,,7.804,0.7791164,
7.819,2664.275,39.073,40.38691,39.073,11.37984,15.643,12.4578,,,,,,,,,,,,,,,7.819,0.7783528,
7.834,2664.201,39.148,39.9059,39.148,11.22025,15.673,12.11037,,,,,,,,,,,,,,,7.834,0.7776827,
7.849,2664.152,39.224,39.40253,39.224,11.04388,15.703,11.77401,,,,,,,,,,,,,,,7.849,0.7767132,
7.864,2664.107,39.299,38.84397,39.299,10.86987,15.733,11.44157,,,,,,,,,,,,,,,7.864,0.7757642,
7.879,2664.075,39.374,38.35076,39.374,10.6867,15.763,11.1217,,,,,,,,,,,,,,,7.879,0.7748706,
7.894,2664.043,39.449,37.74242,39.449,10.50911,15.793,10.81142,,,,,,,,,,,,,,,7.894,0.7737699,
7.909,2664.011,39.524,37.16607,39.524,10.31039,15.823,10.51215,,,,,,,,,,,,,,,7.909,0.7724688,
7.924,2663.617,39.599,36.54833,39.599,10.11269,15.853,10.22914,,,,,,,,,,,,,,,7.924,0.7714406,
7.939,2663.079,39.674,35.92322,39.674,9.899176,15.883,9.953439,,,,,,,,,,,,,,,7.939,0.7705205,
7.954,2662.066,39.749,35.21459,39.749,9.697531,15.913,9.698278,,,,,,,,,,,,,,,7.954,0.7698888,
7.969,2661.03,39.825,34.51613,39.825,9.47931,15.943,9.448354,,,,,,,,,,,,,,,7.969,0.7692761,
7.984,2659.986,39.9,33.82648,39.9,9.275607,15.973,9.218702,,,,,,,,,,,,,,,7.984,0.7686875,
7.999,2658.948,39.975,33.16245,39.975,9.052992,16.003,8.997528,,,,,,,,,,,,,,,7.999,0.767902,
8.014,2657.919,40.05,32.50432,40.05,8.837284,16.033,8.790556,,,,,,,,,,,,,,,8.014,0.7668356,
8.029,2656.901,40.125,31.8912,40.125,8.597324,16.063,8.595221,,,,,,,,,,,,,,,8.029,0.7661389,
8.044,2655.889,40.2,31.24238,40.2,8.356695,16.093,8.407696,,,,,,,,,,,,,,,8.044,0.7656649,
8.059,2654.895,40.275,30.50586,40.275,8.07662,16.123,8.235238,,,,,,,,,,,,,,,8.059,0.7647876,
8.074,2653.903,40.35,29.6471,40.35,7.757831,16.153,8.066689,,,,,,,,,,,,,,,8.074,0.7638524,
8.089,2652.906,40.425,28.51288,40.425,7.347778,16.183,7.91267,,,,,,,,,,,,,,,8.089,0.7629934,
8.104,2651.334,40.501,26.97927,40.501,6.812469,16.213,7.762559,,,,,,,,,,,,,,,8.104,0.7622348,
8.119,2648.548,40.576,24.34462,40.576,6.01776,16.243,7.622427,,,,,,,,,,,,,,,8.119,0.7616873,
8.134,2644.276,40.651,19.51989,40.651,4.529829,16.274,7.489188,,,,,,,,,,,,,,,8.134,0.7612719,
8.149,2638.718,40.726,11.78826,40.726,2.45997,16.304,7.362638,,,,,,,,,,,,,,,8.149,0.7609708,
8.164,2633.191,40.801,4.550101,40.801,0.5163553,16.334,7.245027,,,,,,,,,,,,,,,8.164,0.7628816,
8.179,2627.674,40.876,0.4025661,40.876,-0.3637548,16.364,7.130608,,,,,,,,,,,,,,,8.179,0.7654455,
8.194,2622.12,40.951,0.3289015,40.951,0.0743452,16.394,7.025891,,,,,,,,,,,,,,,8.194,0.7648032,
8.209,2616.592,41.026,1.995852,41.026,1.36929,16.424,6.923299,,,,,,,,,,,,,,,8.209,0.7639083,
8.224,2611.153,41.102,4.180898,41.102,3.136245,16.454,6.828005,,,,,,,,,,,,,,,8.224,0.7622218,
8.239,2605.688,41.177,6.450856,41.177,4.842322,16.484,6.735731,,,,,,,,,,,,,,,8.239,0.7608343,
8.254,2600.193,41.252,8.558491,41.252,6.565341,16.514,6.647701,,,,,,,,,,,,,,,8.254,0.7598259,
8.269,2594.712,41.327,10.48941,41.327,8.113996,16.544,6.564369,,,,,,,,,,,,,,,8.269,0.758827,
8.284,2589.239,41.402,12.24082,41.402,9.592544,16.574,6.483612,,,,,,,,,,,,,,,8.284,0.7578323,
8.299,2579.12,41.477,13.67903,41.477,10.85726,16.604,6.408391,,,,,,,,,,,,,,,8.299,0.7571344,
8.314,2567.83,41.552,14.89763,41.552,11.9329,16.634,6.334566,,,,,,,,,,,,,,,8.314,0.7563066,
8.329,2552.262,41.627,15.83953,41.627,12.81747,16.664,6.26602,,,,,,,,,,,,,,,8.329,0.7544667,
8.344,2536.634,41.702,16.60633,41.702,13.47658,16.694,6.199449,,,,,,,,,,,,,,,8.344,0.7530149,
8.359,2520.887,41.778,17.11726,41.778,13.98664,16.724,6.136961,,,,,,,,,,,,,,,8.359,0.7522795,
8.374,2505.193,41.853,17.47739,41.853,14.33537,16.754,6.0774,,,,,,,,,,,,,,,8.374,0.7515212,
8.389,2489.533,41.928,17.72944,41.928,14.5985,16.784,6.020181,,,,,,,,,,,,,,,8.389,0.7507467,
8.404,2473.77,42.003,17.90376,42.003,14.76178,16.814,5.966673,,,,,,,,,,,,,,,8.404,0.7503629,
8.419,2457.993,42.078,17.98571,42.078,14.86935,16.844,5.914267,,,,,,,,,,,,,,,8.419,0.750021,
8.434,2442.379,42.153,18.02533,42.153,14.92755,16.874,5.86672,,,,,,,,,,,,,,,8.434,0.7486277,
8.449,2426.707,42.228,18.04098,42.228,14.9557,16.904,5.820226,,,,,,,,,,,,,,,8.449,0.7473959,
8.464,2410.87,42.303,18.05554,42.303,14.9566,16.934,5.777163,,,,,,,,,,,,,,,8.464,0.7466344,
8.479,2391.393,42.379,18.05348,42.379,14.94174,16.964,5.736096,,,,,,,,,,,,,,,8.479,0.7458873,
8.494,2368.168,42.454,18.03403,42.454,14.91969,16.994,5.697339,,,,,,,,,,,,,,,8.494,0.7451554,
8.509,2341.225,42.529,17.96874,42.529,14.8888,17.024,5.661066,,,,,,,,,,,,,,,8.509,0.7445406,
8.524,2312.815,42.604,17.89546,42.604,14.85822,17.054,5.625912,,,,,,,,,,,,,,,8.524,0.7439718,
8.539,2284.779,42.679,17.83448,42.679,14.82644,17.084,5.593672,,,,,,,,,,,,,,,8.539,0.742943,
8.554,2256.697,42.754,17.77751,42.754,14.80806,17.114,5.562072,,,,,,,,,,,,,,,8.554,0.7419912,
8.569,2228.321,42.829,17.74335,42.829,14.79151,17.144,5.532722,,,,,,,,,,,,,,,8.569,0.7415286,
8.584,2200.208,42.904,17.75038,42.904,14.788,17.174,5.504327,,,,,,,,,,,,,,,8.584,0.7413402,
8.599,2172.478,42.979,17.78206,42.979,14.79195,17.204,5.477533,,,,,,,,,,,,,,,8.599,0.7415574,
8.614,2144.994,43.055,17.80759,43.055,14.81198,17.234,5.451978,,,,,,,,,,,,,,,8.614,0.7412345,
8.629,2117.653,43.13,17.85047,43.13,14.84139,17.264,5.427258,,,,,,,,,,,,,,,8.629,0.7405941,
8.644,2090.602,43.205,17.91257,43.205,14.86248,17.294,5.403737,,,,,,,,,,,,,,,8.644,0.7399336,
8.659,2063.171,43.28,17.93957,43.28,14.88191,17.324,5.380532,,,,,,,,,,,,,,,8.659,0.7392754,
8.674,2030.453,43.355,17.93368,43.355,14.89143,17.354,5.358572,,,,,,,,,,,,,,,8.674,0.7386861,
8.689,1996.128,43.43,17.91473,43.43,14.88238,17.384,5.336993,,,,,,,,,,,,,,,8.689,0.7381152,
8.704,1958.21,43.505,17.89939,43.505,14.82559,17.414,5.31639,,,,,,,,,,,,,,,8.704,0.7375851,
8.719,1920.209,43.58,17.81466,43.58,14.72328,17.445,5.296412,,,,,,,,,,,,,,,8.719,0.7374384,
8.734,1882.146,43.656,17.68629,43.656,14.56581,17.475,5.277046,,,,,,,,,,,,,,,8.734,0.7376239,
8.75,1844.397,43.731,17.4894,43.731,14.35983,17.505,5.258685,,,,,,,,,,,,,,,8.75,0.7382147,
8.765,1806.749,43.806,17.21819,43.806,14.10819,17.535,5.240686,,,,,,,,,,,,,,,8.765,0.7389272,
8.78,1770.432,43.881,16.89834,43.881,13.80654,17.565,5.224131,,,,,,,,,,,,,,,8.78,0.741253,
8.795,1734.777,43.956,16.4666,43.956,13.41939,17.595,5.207934,,,,,,,,,,,,,,,8.795,0.7428555,
8.81,1701.433,44.031,15.88814,44.031,12.86724,17.625,5.193009,,,,,,,,,,,,,,,8.81,0.7417647,
8.825,1667.988,44.106,14.79621,44.106,11.96266,17.655,5.178763,,,,,,,,,,,,,,,8.825,0.7408034,
8.84,1634.411,44.181,13.10539,44.181,10.46443,17.685,5.165471,,,,,,,,,,,,,,,8.84,0.7400053,
8.855,1598.557,44.256,10.56403,44.256,8.415763,17.715,5.153199,,,,,,,,,,,,,,,8.855,0.7387303,
8.87,1561.62,44.332,7.788873,44.332,6.029256,17.745,5.141489,,,,,,,,,,,,,,,8.87,0.7372295,
8.885,1520.885,44.407,5.07356,44.407,3.927207,17.775,5.130712,,,,,,,,,,,,,,,8.885,0.7365696,
8.9,1479.725,44.482,3.232763,44.482,2.348995,17.805,5.120159,,,,,,,,,,,,,,,8.9,0.7360538,
8.915,1438.761,44.557,2.085229,44.557,1.483379,17.835,5.110389,,,,,,,,,,,,,,,8.915,0.7358344,
8.93,1397.752,44.632,1.507978,44.632,0.9967364,17.865,5.100805,,,,,,,,,,,,,,,8.93,0.7354154,
8.945,1356.647,44.707,1.15271,44.707,0.7305829,17.895,5.09161,,,,,,,,,,,,,,,8.945,0.734632,
8.96,1318.725,44.782,0.8954456,44.782,0.544048,17.925,5.082534,,,,,,,,,,,,,,,8.96,0.7340739,
8.975,1283.058,44.857,0.7070921,44.857,0.4278686,17.955,5.073552,,,,,,,,,,,,,,,8.975,0.7336757,
8.99,1251.201,44.933,0.5676306,44.933,0.3301301,17.985,5.064653,,,,,,,,,,,,,,,8.99,0.7333792,
9.005,1220.303,45.008,0.4547818,45.008,0.24308,18.015,5.055779,,,,,,,,,,,,,,,9.005,0.7330994,
9.02,1189.537,45.083,0.3588234,45.083,0.1685882,18.045,5.047107,,,,,,,,,,,,,,,9.02,0.7325745,
9.035,1158.214,45.158,0.2681634,45.158,0.1110295,18.075,5.03852,,,,,,,,,,,,,,,9.035,0.7322325,
9.05,1125.317,45.233,0.1838444,45.233,0.06315483,18.105,5.030207,,,,,,,,,,,,,,,9.05,0.7324117,
9.065,1091.193,45.308,0.111387,45.308,0.02430051,18.135,5.022138,,,,,,,,,,,,,,,9.065,0.7320328,
9.08,1055.827,45.383,0.06879386,45.383,-0.006955406,18.165,5.014353,,,,,,,,,,,,,,,9.08,0.7310848,
9.095,1020.114,45.458,0.04437401,45.458,-0.03168974,18.195,5.007015,,,,,,,,,,,,,,,9.095,0.730688,
9.11,984.2518,45.534,0.0208681,45.534,-0.0601992,18.225,4.999881,,,,,,,,,,,,,,,9.11,0.730521,
9.125,948.585,45.609,0.0131514,45.609,-0.07307157,18.255,4.993523,,,,,,,,,,,,,,,9.125,0.7306188,
9.14,914.1558,45.684,-0.01506131,45.684,-0.08891356,18.285,4.987352,,,,,,,,,,,,,,,9.14,0.7307221,
9.155,885.8635,45.759,-0.02224748,45.759,-0.09996548,18.315,4.981903,,,,,,,,,,,,,,,9.155,0.7307703,
9.17,859.6907,45.834,-0.03704747,45.834,-0.1083192,18.345,4.976713,,,,,,,,,,,,,,,9.17,0.7306314,
9.185,836.691,45.909,-0.03566092,45.909,-0.1172868,18.375,4.97196,,,,,,,,,,,,,,,9.185,0.7302121,
9.2,813.4831,45.984,-0.05771857,45.984,-0.1290451,18.405,4.967452,,,,,,,,,,,,,,,9.2,0.7298593,
9.215,790.1413,46.059,-0.07208198,46.059,-0.1465447,18.435,4.96311,,,,,,,,,,,,,,,9.215,0.7295488,
9.23,766.6667,46.134,-0.09659088,46.134,-0.1644521,18.465,4.958885,,,,,,,,,,,,,,,9.23,0.7293389,
9.245,742.9609,46.21,-0.1151742,46.21,-0.1790917,18.495,4.954684,,,,,,,,,,,,,,,9.245,0.7291804,
9.26,716.7169,46.285,-0.1436891,46.285,-0.1898347,18.525,4.950497,,,,,,,,,,,,,,,9.26,0.7294234,
9.275,690.5629,46.36,-0.161862,46.36,-0.1945147,18.555,4.946224,,,,,,,,,,,,,,,9.275,0.7293914,
9.29,664.6022,46.435,-0.1734479,46.435,-0.1959353,18.586,4.941731,,,,,,,,,,,,,,,9.29,0.7287479,
9.305,638.4785,46.51,-0.1717619,46.51,-0.1944764,18.616,4.937097,,,,,,,,,,,,,,,9.305,0.7284432,
9.32,612.2133,46.585,-0.1646907,46.585,-0.1978566,18.646,4.932321,,,,,,,,,,,,,,,9.32,0.728446,
9.335,590.1027,46.66,-0.1707731,46.66,-0.2041276,18.676,4.927316,,,,,,,,,,,,,,,9.335,0.729176,
9.35,569.3072,46.735,-0.17015,46.735,-0.2126037,18.706,4.922227,,,,,,,,,,,,,,,9.35,0.7301368,
9.365,553.704,46.811,-0.176168,46.811,-0.2179732,18.736,4.917008,,,,,,,,,,,,,,,9.365,0.7335991,
9.38,538.2263,46.886,-0.1894587,46.886,-0.2267513,18.766,4.911793,,,,,,,,,,,,,,,9.38,0.7361941,
9.395,522.9332,46.961,-0.2171786,46.961,-0.2333306,18.796,4.90662,,,,,,,,,,,,,,,9.395,0.7356077,
9.41,507.5336,47.036,-0.2447085,47.036,-0.2403619,18.826,4.901528,,,,,,,,,,,,,,,9.41,0.7349296,
9.425,491.9905,47.111,-0.2543847,47.111,-0.2380891,18.856,4.896552,,,,,,,,,,,,,,,9.425,0.7341299,
9.44,475.338,47.186,-0.2634324,47.186,-0.2371922,18.886,4.89185,,,,,,,,,,,,,,,9.44,0.7329842,
9.455,458.1287,47.261,-0.2726423,47.261,-0.2387324,18.916,4.887299,,,,,,,,,,,,,,,9.455,0.7316656,
9.47,440.874,47.336,-0.2743627,47.336,-0.2478474,18.946,4.883066,,,,,,,,,,,,,,,9.47,0.7315037,
9.485,423.6374,47.411,-0.2793819,47.411,-0.2495482,18.976,4.878923,,,,,,,,,,,,,,,9.485,0.7313837,
9.5,406.5638,47.487,-0.2853412,47.487,-0.2413107,19.006,4.875181,,,,,,,,,,,,,,,9.5,0.7305964,
9.515,390.7002,47.562,-0.3011762,47.562,-0.2346298,19.036,4.871558,,,,,,,,,,,,,,,9.515,0.729925,
9.53,377.202,47.637,-0.3094742,47.637,-0.2321006,19.066,4.868183,,,,,,,,,,,,,,,9.53,0.7294801,
9.545,365.9531,47.712,-0.2987552,47.712,-0.2359551,19.096,4.864914,,,,,,,,,,,,,,,9.545,0.7289819,
9.56,356.3577,47.787,-0.3005933,47.787,-0.2417912,19.126,4.861732,,,,,,,,,,,,,,,9.56,0.7284446,
9.575,346.713,47.862,-0.3017777,47.862,-0.2474073,19.156,4.858557,,,,,,,,,,,,,,,9.575,0.7285039,
9.59,337.0625,47.937,-0.3211846,47.937,-0.2490088,19.186,4.855383,,,,,,,,,,,,,,,9.59,0.7286916,
9.605,327.5381,48.012,-0.318473,48.012,-0.2523167,19.216,4.85218,,,,,,,,,,,,,,,9.605,0.7283903,
9.62,317.7677,48.088,-0.3211038,48.088,-0.2610999,19.246,4.848983,,,,,,,,,,,,,,,9.62,0.728224,
9.635,307.2627,48.163,-0.3322566,48.163,-0.2660344,19.276,4.845802,,,,,,,,,,,,,,,9.635,0.7284639,
9.65,296.6759,48.238,-0.3447967,48.238,-0.2691729,19.306,4.842585,,,,,,,,,,,,,,,9.65,0.7282146,
9.665,286.0049,48.313,-0.3330073,48.313,-0.2757472,19.336,4.839321,,,,,,,,,,,,,,,9.665,0.727445,
9.68,275.317,48.388,-0.3183921,48.388,-0.2691533,19.366,4.836206,,,,,,,,,,,,,,,9.68,0.7274498,
9.695,264.6209,48.463,-0.329566,48.463,-0.2653837,19.396,4.833161,,,,,,,,,,,,,,,9.695,0.7277681,
9.71,255.8583,48.538,-0.3472849,48.538,-0.2598256,19.426,4.830316,,,,,,,,,,,,,,,9.71,0.7271597,
9.725,247.6598,48.613,-0.3772566,48.613,-0.2667289,19.456,4.827553,,,,,,,,,,,,,,,9.725,0.7266688,
9.74,241.8677,48.688,-0.3836544,48.688,-0.2752539,19.486,4.825182,,,,,,,,,,,,,,,9.74,0.7271096,
9.755,236.08,48.764,-0.3797609,48.764,-0.2821397,19.516,4.823004,,,,,,,,,,,,,,,9.755,0.7272236,
9.77,230.2975,48.839,-0.3710538,48.839,-0.2912581,19.546,4.821167,,,,,,,,,,,,,,,9.77,0.7268254,
9.785,224.5087,48.914,-0.3597396,48.914,-0.2928755,19.576,4.819562,,,,,,,,,,,,,,,9.785,0.7267293,
9.8,218.7157,48.989,-0.3683542,48.989,-0.2909291,19.606,4.81812,,,,,,,,,,,,,,,9.8,0.7268196,
9.815,212.8134,49.064,-0.3665428,49.064,-0.2879567,19.636,4.817002,,,,,,,,,,,,,,,9.815,0.7265328,
9.83,206.8578,49.139,-0.3795278,49.139,-0.2864972,19.666,4.815968,,,,,,,,,,,,,,,9.83,0.7262195,
9.845,200.3802,49.214,-0.373855,49.214,-0.2818859,19.696,4.815125,,,,,,,,,,,,,,,9.845,0.7264884,
9.86,193.9176,49.289,-0.3702583,49.289,-0.2752665,19.726,4.81427,,,,,,,,,,,,,,,9.86,0.7266035,
9.875,187.4876,49.365,-0.347928,49.365,-0.2725294,19.757,4.813379,,,,,,,,,,,,,,,9.875,0.7263629,
9.89,181.203,49.44,-0.3659883,49.44,-0.2835036,19.787,4.812462,,,,,,,,,,,,,,,9.89,0.7265278,
9.905,175.0502,49.515,-0.3820129,49.515,-0.2958426,19.817,4.811517,,,,,,,,,,,,,,,9.905,0.7270564,
9.92,170.9416,49.59,-0.3860443,49.59,-0.3037016,19.847,4.810403,,,,,,,,,,,,,,,9.92,0.7268913,
9.935,167.4859,49.665,-0.3653822,49.665,-0.2987689,19.877,4.809226,,,,,,,,,,,,,,,9.935,0.7265046,
9.95,163.9876,49.74,-0.363954,49.74,-0.3033539,19.907,4.807798,,,,,,,,,,,,,,,9.95,0.7269925,
9.965,160.4903,49.815,-0.3864833,49.815,-0.3054913,19.937,4.806325,,,,,,,,,,,,,,,9.965,0.7281552,
9.98,157.0045,49.89,-0.4012585,49.89,-0.3047724,19.967,4.804693,,,,,,,,,,,,,,,9.98,0.7318325,
9.995,153.4384,49.965,-0.397978,49.965,-0.2949128,19.997,4.803038,,,,,,,,,,,,,,,9.995,0.7336626,
10.01,149.7665,50.041,-0.3850337,50.041,-0.2833109,20.027,4.801348,,,,,,,,,,,,,,,10.01,0.7330691,
10.025,145.963,50.116,-0.3976777,50.116,-0.2799459,20.057,4.79976,,,,,,,,,,,,,,,10.025,0.7319844,
10.041,142.0939,50.191,-0.3928071,50.191,-0.2907007,20.087,4.798231,,,,,,,,,,,,,,,10.041,0.7306573,
10.056,138.1792,50.266,-0.4053923,50.266,-0.3013055,20.117,4.796915,,,,,,,,,,,,,,,10.056,0.72968,
10.071,134.2615,50.341,-0.4017781,50.341,-0.3005149,20.147,4.795657,,,,,,,,,,,,,,,10.071,0.7288356,
10.086,130.3655,50.416,-0.4128565,50.416,-0.285384,20.177,4.794649,,,,,,,,,,,,,,,10.086,0.7286289,
10.101,127.0725,50.491,-0.4160494,50.491,-0.2824472,20.207,4.793747,,,,,,,,,,,,,,,10.101,0.7285414,
10.116,124.9255,50.566,-0.4018621,50.566,-0.2824703,20.237,4.793077,,,,,,,,,,,,,,,10.116,0.7286804,
10.131,122.7934,50.642,-0.3860595,50.642,-0.2876018,20.267,4.792535,,,,,,,,,,,,,,,10.131,0.7282354,
10.146,120.6728,50.717,-0.3834241,50.717,-0.283627,20.297,4.792101,,,,,,,,,,,,,,,10.146,0.7273639,
10.161,118.5302,50.792,-0.3921896,50.792,-0.2824124,20.327,4.791783,,,,,,,,,,,,,,,10.161,0.7272035,
10.176,116.3796,50.867,-0.4042283,50.867,-0.28769,20.357,4.7915,,,,,,,,,,,,,,,10.176,0.7272189,
10.191,114.1267,50.942,-0.4284147,50.942,-0.2989315,20.387,4.791365,,,,,,,,,,,,,,,10.191,0.7266532,
10.206,111.829,51.017,-0.4417083,51.017,-0.3096421,20.417,4.791271,,,,,,,,,,,,,,,10.206,0.7263339,
10.221,109.3984,51.092,-0.4492745,51.092,-0.3125343,20.447,4.791312,,,,,,,,,,,,,,,10.221,0.7267534,
10.236,106.9784,51.167,-0.4294553,51.167,-0.3128159,20.477,4.791403,,,,,,,,,,,,,,,10.236,0.7266288,
10.251,104.5696,51.242,-0.4225287,51.242,-0.3072578,20.507,4.791556,,,,,,,,,,,,,,,10.251,0.7259178,
10.266,102.1417,51.318,-0.4124753,51.318,-0.3072006,20.537,4.791814,,,,,,,,,,,,,,,10.266,0.7257516,
10.281,99.70493,51.393,-0.4333365,51.393,-0.299376,20.567,4.792122,,,,,,,,,,,,,,,10.281,0.7258229,
10.296,98.07237,51.468,-0.4276239,51.468,-0.2976339,20.597,4.792995,,,,,,,,,,,,,,,10.296,0.7254803,
10.311,96.53145,51.543,-0.4242049,51.543,-0.297262,20.627,4.794157,,,,,,,,,,,,,,,10.311,0.7252358,
10.326,95.16512,51.618,-0.4120636,51.618,-0.3074309,20.657,4.796774,,,,,,,,,,,,,,,10.326,0.7256759,
10.341,93.80341,51.693,-0.4239661,51.693,-0.3130901,20.687,4.800848,,,,,,,,,,,,,,,10.341,0.7257853,
10.356,92.44848,51.768,-0.4122692,51.768,-0.3114436,20.717,4.807528,,,,,,,,,,,,,,,10.356,0.7253792,
10.371,91.04971,51.843,-0.4099897,51.843,-0.3088074,20.747,4.818804,,,,,,,,,,,,,,,10.371,0.7251618,
10.386,89.62263,51.919,-0.4203025,51.919,-0.307385,20.777,4.833289,,,,,,,,,,,,,,,10.386,0.7250655,
10.401,88.07545,51.994,-0.4270781,51.994,-0.300848,20.807,4.858674,,,,,,,,,,,,,,,10.401,0.7249066,
10.416,86.50555,52.069,-0.412651,52.069,-0.2914658,20.837,4.887413,,,,,,,,,,,,,,,10.416,0.724781,
10.431,84.93472,52.144,-0.3957293,52.144,-0.2912851,20.867,4.935172,,,,,,,,,,,,,,,10.431,0.7252644,
10.446,83.3672,52.219,-0.411331,52.219,-0.2977135,20.898,4.990276,,,,,,,,,,,,,,,10.446,0.7254984,
10.461,81.80812,52.294,-0.4190305,52.294,-0.3007191,20.928,5.065502,,,,,,,,,,,,,,,10.461,0.725149,
10.476,80.34361,52.369,-0.421437,52.369,-0.3003155,20.958,5.157043,,,,,,,,,,,,,,,10.476,0.7248659,
10.491,78.96801,52.444,-0.4271322,52.444,-0.3051423,20.988,5.264987,,,,,,,,,,,,,,,10.491,0.7246447,
10.506,77.94504,52.519,-0.4400253,52.519,-0.3039017,21.018,5.401632,,,,,,,,,,,,,,,10.506,0.7243283,
10.521,77.03874,52.595,-0.45353,52.595,-0.2990302,21.048,5.549362,,,,,,,,,,,,,,,10.521,0.7239803,
10.536,76.1297,52.67,-0.4565464,52.67,-0.289704,21.078,5.733379,,,,,,,,,,,,,,,10.536,0.7246931,
10.551,75.21914,52.745,-0.4441675,52.745,-0.2894441,21.108,5.926107,,,,,,,,,,,,,,,10.551,0.7259554,
10.566,74.30361,52.82,-0.4175524,52.82,-0.2931549,21.138,6.151342,,,,,,,,,,,,,,,10.566,0.7292086,
10.581,73.32537,52.895,-0.4276733,52.895,-0.2999864,21.168,6.389176,,,,,,,,,,,,,,,10.581,0.7314481,
10.596,72.26136,52.97,-0.4337793,52.97,-0.3098506,21.198,6.645437,,,,,,,,,,,,,,,10.596,0.7323031,
10.611,71.20064,53.045,-0.4272681,53.045,-0.3114457,21.228,6.919989,,,,,,,,,,,,,,,10.611,0.7317644,
10.626,70.14157,53.12,-0.4104018,53.12,-0.3072219,21.258,7.205294,,,,,,,,,,,,,,,10.626,0.7304991,
