Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,
ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,
34.847,2.956072,43.558,88.2494,34.847,3.717384,,,,,,,,,,,
34.849,2.957587,43.561,86.43887,34.849,3.719495,,,,,,,,,,,
34.851,2.9591,43.564,84.75653,34.851,3.721601,,,,,,,,,,,
34.853,2.960615,43.566,83.41125,34.853,3.723712,,,,,,,,,,,
34.855,2.96213,43.569,82.07606,34.855,3.725823,,,,,,,,,,,
34.857,2.963643,43.571,80.77544,34.857,3.72793,,,,,,,,,,,
34.859,2.965158,43.574,79.53138,34.859,3.730041,,,,,,,,,,,
34.861,2.966674,43.576,78.05874,34.861,3.732152,,,,,,,,,,,
34.863,2.968186,43.579,76.69213,34.863,3.734259,,,,,,,,,,,
34.865,2.969702,43.581,75.42183,34.865,3.73637,,,,,,,,,,,
34.867,2.971217,43.584,74.0423,34.867,3.738481,,,,,,,,,,,
34.869,2.972729,43.587,72.61905,34.869,3.740588,,,,,,,,,,,
34.871,2.974245,43.589,71.61746,34.871,3.742699,,,,,,,,,,,
34.873,2.975545,43.592,70.52122,34.873,3.744781,,,,,,,,,,,
34.875,2.976646,43.594,69.32847,34.875,3.746834,,,,,,,,,,,
34.877,2.977748,43.597,68.19682,34.877,3.74889,,,,,,,,,,,
34.879,2.978851,43.599,67.09995,34.879,3.750946,,,,,,,,,,,
34.881,2.979952,43.602,66.08656,34.881,3.752999,,,,,,,,,,,
34.884,2.981055,43.604,65.0636,34.884,3.755055,,,,,,,,,,,
34.886,2.982158,43.607,64.00532,34.886,3.757111,,,,,,,,,,,
34.888,2.983258,43.61,63.19815,34.888,3.759163,,,,,,,,,,,
34.89,2.984361,43.612,62.22682,34.89,3.76122,,,,,,,,,,,
34.892,2.985464,43.615,61.07304,34.892,3.763276,,,,,,,,,,,
34.894,2.986565,43.617,60.09632,34.894,3.765328,,,,,,,,,,,
34.896,2.987668,43.62,59.08967,34.896,3.767385,,,,,,,,,,,
34.898,2.98877,43.622,58.25499,34.898,3.769441,,,,,,,,,,,
34.9,2.989871,43.625,57.50924,34.9,3.771493,,,,,,,,,,,
34.902,2.990974,43.628,56.39114,34.902,3.773549,,,,,,,,,,,
34.904,2.992077,43.63,55.60445,34.904,3.775606,,,,,,,,,,,
34.906,2.99297,43.633,54.75906,34.906,3.777642,,,,,,,,,,,
34.908,2.993222,43.635,53.92999,34.908,3.779634,,,,,,,,,,,
34.91,2.993475,43.638,52.99821,34.91,3.781626,,,,,,,,,,,
34.912,2.993727,43.64,52.09183,34.912,3.783613,,,,,,,,,,,
34.914,2.993979,43.643,51.38087,34.914,3.785605,,,,,,,,,,,
34.916,2.994232,43.645,50.62738,34.916,3.787596,,,,,,,,,,,
34.918,2.994483,43.648,49.90318,34.918,3.789584,,,,,,,,,,,
34.92,2.994736,43.651,49.1511,34.92,3.791576,,,,,,,,,,,
34.922,2.994988,43.653,48.36703,34.922,3.793568,,,,,,,,,,,
34.924,2.99524,43.656,47.62014,34.924,3.795555,,,,,,,,,,,
34.927,2.995493,43.658,46.85146,34.927,3.797547,,,,,,,,,,,
34.929,2.995745,43.661,46.06818,34.929,3.799539,,,,,,,,,,,
34.931,2.995997,43.663,45.57796,34.931,3.801527,,,,,,,,,,,
34.933,2.996249,43.666,44.83738,34.933,3.803518,,,,,,,,,,,
34.935,2.996502,43.668,44.21415,34.935,3.80551,,,,,,,,,,,
34.937,2.996754,43.671,43.64868,34.937,3.807498,,,,,,,,,,,
34.939,2.997003,43.674,42.86468,34.939,3.809489,,,,,,,,,,,
34.941,2.996908,43.676,42.24109,34.941,3.811418,,,,,,,,,,,
34.943,2.996813,43.679,41.66122,34.943,3.813344,,,,,,,,,,,
34.945,2.996718,43.681,40.99442,34.945,3.815274,,,,,,,,,,,
34.947,2.996623,43.684,40.3821,34.947,3.817204,,,,,,,,,,,
34.949,2.996528,43.686,39.80636,34.949,3.819129,,,,,,,,,,,
34.951,2.996433,43.689,39.20876,34.951,3.821059,,,,,,,,,,,
34.953,2.996338,43.691,38.50027,34.953,3.822989,,,,,,,,,,,
34.955,2.996243,43.694,37.96099,34.955,3.824915,,,,,,,,,,,
34.957,2.996148,43.697,37.45209,34.957,3.826844,,,,,,,,,,,
34.959,2.996053,43.699,36.99773,34.959,3.828774,,,,,,,,,,,
34.961,2.995958,43.702,36.43994,34.961,3.8307,,,,,,,,,,,
34.963,2.995863,43.704,35.95865,34.963,3.83263,,,,,,,,,,,
34.965,2.995768,43.707,35.35339,34.965,3.834559,,,,,,,,,,,
34.967,2.995673,43.709,34.80507,34.967,3.836485,,,,,,,,,,,
34.97,2.995578,43.712,34.28812,34.97,3.838415,,,,,,,,,,,
34.972,2.995482,43.715,33.73842,34.972,3.840345,,,,,,,,,,,
34.974,2.995217,43.717,33.27254,34.974,3.842225,,,,,,,,,,,
34.976,2.994882,43.72,32.85812,34.976,3.84409,,,,,,,,,,,
34.978,2.994548,43.722,32.26768,34.978,3.845956,,,,,,,,,,,
34.98,2.994213,43.725,31.82216,34.98,3.847818,,,,,,,,,,,
34.982,2.993879,43.727,31.34593,34.982,3.849684,,,,,,,,,,,
34.984,2.993544,43.73,30.86446,34.984,3.851549,,,,,,,,,,,
34.986,2.99321,43.732,30.36802,34.986,3.853411,,,,,,,,,,,
34.988,2.992875,43.735,29.92184,34.988,3.855277,,,,,,,,,,,
34.99,2.99254,43.738,29.51086,34.99,3.857142,,,,,,,,,,,
34.992,2.992206,43.74,29.11489,34.992,3.859004,,,,,,,,,,,
34.994,2.991871,43.743,28.66913,34.994,3.86087,,,,,,,,,,,
34.996,2.991536,43.745,28.25205,34.996,3.862735,,,,,,,,,,,
34.998,2.991202,43.748,27.82962,34.998,3.864597,,,,,,,,,,,
35,2.990867,43.75,27.46116,35,3.866463,,,,,,,,,,,
35.002,2.990532,43.753,27.0901,35.002,3.868328,,,,,,,,,,,
35.004,2.990198,43.755,26.7655,35.004,3.87019,,,,,,,,,,,
35.006,2.989779,43.758,26.31731,35.006,3.872016,,,,,,,,,,,
35.008,2.989264,43.761,25.97064,35.008,3.873798,,,,,,,,,,,
35.01,2.98875,43.763,25.56129,35.01,3.875576,,,,,,,,,,,
35.013,2.988235,43.766,25.20367,35.013,3.877357,,,,,,,,,,,
35.015,2.987719,43.768,24.84105,35.015,3.879138,,,,,,,,,,,
35.017,2.987205,43.771,24.45469,35.017,3.880917,,,,,,,,,,,
35.019,2.986689,43.773,24.06948,35.019,3.882698,,,,,,,,,,,
35.021,2.986174,43.776,23.70017,35.021,3.884479,,,,,,,,,,,
35.023,2.98566,43.779,23.40015,35.023,3.886257,,,,,,,,,,,
35.025,2.985144,43.781,23.12842,35.025,3.888039,,,,,,,,,,,
35.027,2.984629,43.784,22.80774,35.027,3.88982,,,,,,,,,,,
35.029,2.984115,43.786,22.41386,35.029,3.891598,,,,,,,,,,,
35.031,2.983599,43.789,22.06784,35.031,3.893379,,,,,,,,,,,
35.033,2.983084,43.791,21.77831,35.033,3.895161,,,,,,,,,,,
35.035,2.98257,43.794,21.5234,35.035,3.896939,,,,,,,,,,,
35.037,2.982054,43.796,21.20134,35.037,3.89872,,,,,,,,,,,
35.039,2.98151,43.799,20.86916,35.039,3.900484,,,,,,,,,,,
35.041,2.980839,43.802,20.52073,35.041,3.902194,,,,,,,,,,,
35.043,2.980167,43.804,20.31571,35.043,3.903903,,,,,,,,,,,
35.045,2.979497,43.807,20.01872,35.045,3.90561,,,,,,,,,,,
35.047,2.978825,43.809,19.76805,35.047,3.907319,,,,,,,,,,,
35.049,2.978154,43.812,19.4633,35.049,3.909029,,,,,,,,,,,
35.051,2.977484,43.814,19.16367,35.051,3.910735,,,,,,,,,,,
35.053,2.976812,43.817,18.94713,35.053,3.912445,,,,,,,,,,,
35.056,2.97614,43.819,18.70583,35.056,3.914154,,,,,,,,,,,
35.058,2.97547,43.822,18.45134,35.058,3.91586,,,,,,,,,,,
35.06,2.974799,43.825,18.25567,35.06,3.91757,,,,,,,,,,,
35.062,2.974127,43.827,18.00933,35.062,3.91928,,,,,,,,,,,
35.064,2.973457,43.83,17.7287,35.064,3.920986,,,,,,,,,,,
35.066,2.972785,43.832,17.49736,35.066,3.922695,,,,,,,,,,,
35.068,2.972114,43.835,17.25707,35.068,3.924405,,,,,,,,,,,
35.07,2.971444,43.837,17.10201,35.07,3.926111,,,,,,,,,,,
35.072,2.970772,43.84,16.90194,35.072,3.927821,,,,,,,,,,,
35.074,2.970059,43.842,16.64535,35.074,3.929494,,,,,,,,,,,
35.076,2.969342,43.845,16.42559,35.076,3.93116,,,,,,,,,,,
35.078,2.968624,43.848,16.23822,35.078,3.932829,,,,,,,,,,,
35.08,2.967905,43.85,15.98062,35.08,3.934498,,,,,,,,,,,
35.082,2.967188,43.853,15.73363,35.082,3.936164,,,,,,,,,,,
35.084,2.96647,43.855,15.48186,35.084,3.937833,,,,,,,,,,,
35.086,2.965751,43.858,15.32263,35.086,3.939502,,,,,,,,,,,
35.088,2.965034,43.86,15.17439,35.088,3.941168,,,,,,,,,,,
35.09,2.964316,43.863,14.96097,35.09,3.942837,,,,,,,,,,,
35.092,2.963598,43.866,14.7535,35.092,3.944505,,,,,,,,,,,
35.094,2.962881,43.868,14.51473,35.094,3.946171,,,,,,,,,,,
35.096,2.962162,43.871,14.32109,35.096,3.94784,,,,,,,,,,,
35.098,2.961444,43.873,14.18517,35.098,3.949509,,,,,,,,,,,
35.101,2.960727,43.876,14.01636,35.101,3.951175,,,,,,,,,,,
35.103,2.960009,43.878,13.86632,35.103,3.952844,,,,,,,,,,,
35.105,2.95929,43.881,13.67706,35.105,3.954513,,,,,,,,,,,
35.107,2.958329,43.883,13.51268,35.107,3.956157,,,,,,,,,,,
35.109,2.957226,43.886,13.35764,35.109,3.957792,,,,,,,,,,,
35.111,2.956122,43.889,13.21672,35.111,3.959427,,,,,,,,,,,
35.113,2.95502,43.891,13.06165,35.113,3.961058,,,,,,,,,,,
35.115,2.953917,43.894,12.89641,35.115,3.962693,,,,,,,,,,,
35.117,2.952813,43.896,12.71798,35.117,3.964328,,,,,,,,,,,
35.119,2.951711,43.899,12.54209,35.119,3.96596,,,,,,,,,,,
35.121,2.950608,43.901,12.40553,35.121,3.967594,,,,,,,,,,,
35.123,2.949504,43.904,12.22963,35.123,3.969229,,,,,,,,,,,
35.125,2.948403,43.906,12.07755,35.125,3.970861,,,,,,,,,,,
35.127,2.947299,43.909,11.91179,35.127,3.972496,,,,,,,,,,,
35.129,2.946195,43.912,11.76669,35.129,3.97413,,,,,,,,,,,
35.131,2.945094,43.914,11.6664,35.131,3.975762,,,,,,,,,,,
35.133,2.94399,43.917,11.50885,35.133,3.977397,,,,,,,,,,,
35.135,2.942886,43.919,11.38291,35.135,3.979031,,,,,,,,,,,
35.137,2.941785,43.922,11.22764,35.137,3.980663,,,,,,,,,,,
35.139,2.940794,43.924,11.10989,35.139,3.982285,,,,,,,,,,,
35.141,2.940001,43.927,10.96435,35.141,3.983885,,,,,,,,,,,
35.144,2.939208,43.929,10.83985,35.144,3.985482,,,,,,,,,,,
35.146,2.938415,43.932,10.72497,35.146,3.987083,,,,,,,,,,,
35.148,2.937621,43.935,10.57669,35.148,3.988683,,,,,,,,,,,
35.15,2.936829,43.937,10.4793,35.15,3.99028,,,,,,,,,,,
35.152,2.936035,43.94,10.33112,35.152,3.99188,,,,,,,,,,,
35.154,2.935241,43.942,10.18819,35.154,3.99348,,,,,,,,,,,
35.156,2.934449,43.945,10.11885,35.156,3.995078,,,,,,,,,,,
35.158,2.933656,43.947,10.04274,35.158,3.996678,,,,,,,,,,,
35.16,2.932862,43.95,9.903627,35.16,3.998278,,,,,,,,,,,
35.162,2.93207,43.953,9.766087,35.162,3.999875,,,,,,,,,,,
35.164,2.931276,43.955,9.665077,35.164,4.001475,,,,,,,,,,,
35.166,2.930482,43.958,9.549381,35.166,4.003076,,,,,,,,,,,
35.168,2.92969,43.96,9.41237,35.168,4.004673,,,,,,,,,,,
35.17,2.928896,43.963,9.377731,35.17,4.006273,,,,,,,,,,,
35.172,2.928084,43.965,9.322661,35.172,4.007867,,,,,,,,,,,
35.174,2.927095,43.968,9.218534,35.174,4.009407,,,,,,,,,,,
35.176,2.926105,43.97,9.107139,35.176,4.01095,,,,,,,,,,,
35.178,2.925115,43.973,8.99162,35.178,4.012493,,,,,,,,,,,
35.18,2.924127,43.976,8.93547,35.18,4.014032,,,,,,,,,,,
35.182,2.923137,43.978,8.864853,35.182,4.015575,,,,,,,,,,,
35.184,2.922147,43.981,8.763995,35.184,4.017118,,,,,,,,,,,
35.187,2.921159,43.983,8.651463,35.187,4.018658,,,,,,,,,,,
35.189,2.920169,43.986,8.597562,35.189,4.0202,,,,,,,,,,,
35.191,2.919179,43.988,8.486181,35.191,4.021743,,,,,,,,,,,
35.193,2.91819,43.991,8.423818,35.193,4.023283,,,,,,,,,,,
35.195,2.917201,43.993,8.406594,35.195,4.024825,,,,,,,,,,,
35.197,2.91621,43.996,8.295873,35.197,4.026368,,,,,,,,,,,
35.199,2.915222,43.999,8.22256,35.199,4.027908,,,,,,,,,,,
35.201,2.914232,44.001,8.15468,35.201,4.02945,,,,,,,,,,,
35.203,2.913242,44.004,8.131035,35.203,4.030993,,,,,,,,,,,
35.205,2.912254,44.006,8.049875,35.205,4.032533,,,,,,,,,,,
35.207,2.911266,44.009,7.940148,35.207,4.034027,,,,,,,,,,,
35.209,2.910279,44.011,7.868306,35.209,4.035509,,,,,,,,,,,
35.211,2.909293,44.014,7.81311,35.211,4.036987,,,,,,,,,,,
35.213,2.908306,44.016,7.758627,35.213,4.038469,,,,,,,,,,,
35.215,2.907319,44.019,7.755239,35.215,4.039951,,,,,,,,,,,
35.217,2.906333,44.022,7.690083,35.217,4.04143,,,,,,,,,,,
35.219,2.905346,44.024,7.613357,35.219,4.042912,,,,,,,,,,,
35.221,2.904359,44.027,7.54824,35.221,4.044394,,,,,,,,,,,
35.223,2.903373,44.029,7.525467,35.223,4.045873,,,,,,,,,,,
35.225,2.902386,44.032,7.478344,35.225,4.047355,,,,,,,,,,,
35.227,2.901398,44.034,7.461172,35.227,4.048837,,,,,,,,,,,
35.23,2.900413,44.037,7.406363,35.23,4.050316,,,,,,,,,,,
35.232,2.899426,44.04,7.306036,35.232,4.051798,,,,,,,,,,,
35.234,2.898438,44.042,7.296074,35.234,4.05328,,,,,,,,,,,
35.236,2.897453,44.045,7.260196,35.236,4.054759,,,,,,,,,,,
35.238,2.896466,44.047,7.181931,35.238,4.056241,,,,,,,,,,,
35.24,2.89535,44.05,7.132844,35.24,4.057696,,,,,,,,,,,
35.242,2.894128,44.052,7.113854,35.242,4.059126,,,,,,,,,,,
35.244,2.892904,44.055,7.07443,35.244,4.060558,,,,,,,,,,,
35.246,2.891682,44.057,7.007059,35.246,4.061988,,,,,,,,,,,
35.248,2.890457,44.06,6.992459,35.248,4.06342,,,,,,,,,,,
35.25,2.889233,44.063,6.984391,35.25,4.064853,,,,,,,,,,,
35.252,2.888011,44.065,6.960334,35.252,4.066282,,,,,,,,,,,
35.254,2.886786,44.068,6.932641,35.254,4.067715,,,,,,,,,,,
35.256,2.885562,44.07,6.854064,35.256,4.069147,,,,,,,,,,,
35.258,2.88434,44.073,6.787211,35.258,4.070577,,,,,,,,,,,
35.26,2.883116,44.075,6.760987,35.26,4.072009,,,,,,,,,,,
35.262,2.881891,44.078,6.737639,35.262,4.073442,,,,,,,,,,,
35.264,2.880669,44.08,6.713129,35.264,4.074871,,,,,,,,,,,
35.266,2.879445,44.083,6.684731,35.266,4.076303,,,,,,,,,,,
35.268,2.87822,44.086,6.674804,35.268,4.077736,,,,,,,,,,,
35.27,2.876998,44.088,6.627757,35.27,4.079166,,,,,,,,,,,
35.273,2.875749,44.091,6.627128,35.273,4.080588,,,,,,,,,,,
35.275,2.874437,44.093,6.609628,35.275,4.081983,,,,,,,,,,,
35.277,2.873127,44.096,6.521859,35.277,4.083375,,,,,,,,,,,
35.279,2.871814,44.098,6.502533,35.279,4.08477,,,,,,,,,,,
35.281,2.870502,44.101,6.529972,35.281,4.086164,,,,,,,,,,,
35.283,2.869191,44.104,6.488723,35.283,4.087557,,,,,,,,,,,
35.285,2.867879,44.106,6.44335,35.285,4.088952,,,,,,,,,,,
35.287,2.866566,44.109,6.443209,35.287,4.090346,,,,,,,,,,,
35.289,2.865256,44.111,6.446821,35.289,4.091739,,,,,,,,,,,
35.291,2.863943,44.114,6.417804,35.291,4.093133,,,,,,,,,,,
35.293,2.862631,44.116,6.374134,35.293,4.094528,,,,,,,,,,,
35.295,2.86132,44.119,6.369905,35.295,4.095921,,,,,,,,,,,
35.297,2.860008,44.121,6.327976,35.297,4.097315,,,,,,,,,,,
35.299,2.858695,44.124,6.281896,35.299,4.098711,,,,,,,,,,,
35.301,2.857385,44.127,6.292375,35.301,4.100102,,,,,,,,,,,
35.303,2.856072,44.129,6.277589,35.303,4.101498,,,,,,,,,,,
35.305,2.85476,44.132,6.240314,35.305,4.102892,,,,,,,,,,,
35.307,2.85361,44.134,6.210252,35.307,4.104251,,,,,,,,,,,
35.309,2.852461,44.137,6.211503,35.309,4.105612,,,,,,,,,,,
35.311,2.851311,44.139,6.155129,35.311,4.106973,,,,,,,,,,,
35.313,2.850163,44.142,6.128986,35.313,4.108331,,,,,,,,,,,
35.315,2.849014,44.144,6.096232,35.315,4.109692,,,,,,,,,,,
35.318,2.847864,44.147,6.07372,35.318,4.111053,,,,,,,,,,,
35.32,2.846717,44.15,6.060658,35.32,4.112411,,,,,,,,,,,
35.322,2.845567,44.152,6.021154,35.322,4.113772,,,,,,,,,,,
35.324,2.844417,44.155,5.99809,35.324,4.115133,,,,,,,,,,,
35.326,2.84327,44.157,5.961806,35.326,4.116491,,,,,,,,,,,
35.328,2.84212,44.16,5.922867,35.328,4.117852,,,,,,,,,,,
35.33,2.840971,44.162,5.901924,35.33,4.119213,,,,,,,,,,,
35.332,2.839823,44.165,5.927085,35.332,4.120571,,,,,,,,,,,
35.334,2.838673,44.167,5.905824,35.334,4.121932,,,,,,,,,,,
35.336,2.837524,44.17,5.816465,35.336,4.123292,,,,,,,,,,,
35.338,2.836376,44.173,5.767217,35.338,4.124651,,,,,,,,,,,
35.34,2.835104,44.175,5.760968,35.34,4.125973,,,,,,,,,,,
35.342,2.833783,44.178,5.72907,35.342,4.12728,,,,,,,,,,,
35.344,2.832464,44.18,5.706505,35.344,4.128584,,,,,,,,,,,
35.346,2.831143,44.183,5.683737,35.346,4.129891,,,,,,,,,,,
35.348,2.829821,44.185,5.662029,35.348,4.131198,,,,,,,,,,,
35.35,2.828502,44.188,5.662565,35.35,4.132503,,,,,,,,,,,
35.352,2.827181,44.191,5.648921,35.352,4.133809,,,,,,,,,,,
35.354,2.825859,44.193,5.595236,35.354,4.135116,,,,,,,,,,,
35.356,2.82454,44.196,5.563637,35.356,4.13642,,,,,,,,,,,
35.358,2.823219,44.198,5.539546,35.358,4.137727,,,,,,,,,,,
35.361,2.821897,44.201,5.546422,35.361,4.139034,,,,,,,,,,,
35.363,2.820578,44.203,5.521822,35.363,4.140338,,,,,,,,,,,
35.365,2.819257,44.206,5.496424,35.365,4.141645,,,,,,,,,,,
35.367,2.817935,44.208,5.470539,35.367,4.142951,,,,,,,,,,,
35.369,2.816616,44.211,5.444833,35.369,4.144256,,,,,,,,,,,
35.371,2.815295,44.214,5.432653,35.371,4.145563,,,,,,,,,,,
35.373,2.814043,44.216,5.398439,35.373,4.146836,,,,,,,,,,,
35.375,2.812869,44.219,5.369923,35.375,4.148069,,,,,,,,,,,
35.377,2.811693,44.221,5.342626,35.377,4.149305,,,,,,,,,,,
35.379,2.810518,44.224,5.317734,35.379,4.150541,,,,,,,,,,,
35.381,2.809344,44.226,5.289781,35.381,4.151775,,,,,,,,,,,
35.383,2.808168,44.229,5.270692,35.383,4.153011,,,,,,,,,,,
35.385,2.806993,44.231,5.278776,35.385,4.154247,,,,,,,,,,,
35.387,2.805819,44.234,5.263783,35.387,4.155481,,,,,,,,,,,
35.389,2.804644,44.237,5.245591,35.389,4.156717,,,,,,,,,,,
35.391,2.803468,44.239,5.216608,35.391,4.157953,,,,,,,,,,,
35.393,2.802294,44.242,5.205548,35.393,4.159187,,,,,,,,,,,
35.395,2.801119,44.244,5.176272,35.395,4.160423,,,,,,,,,,,
35.397,2.799943,44.247,5.153628,35.397,4.161659,,,,,,,,,,,
35.399,2.798769,44.249,5.140427,35.399,4.162893,,,,,,,,,,,
35.401,2.797594,44.252,5.157978,35.401,4.164129,,,,,,,,,,,
35.404,2.796418,44.254,5.143655,35.404,4.165365,,,,,,,,,,,
35.406,2.795214,44.257,5.12583,35.406,4.166587,,,,,,,,,,,
35.408,2.793868,44.26,5.094214,35.408,4.167761,,,,,,,,,,,
35.41,2.792521,44.262,5.085862,35.41,4.168936,,,,,,,,,,,
35.412,2.791178,44.265,5.067577,35.412,4.170108,,,,,,,,,,,
35.414,2.789831,44.267,5.051376,35.414,4.171282,,,,,,,,,,,
35.416,2.788485,44.27,5.029749,35.416,4.172456,,,,,,,,,,,
35.418,2.787141,44.272,5.017791,35.418,4.173628,,,,,,,,,,,
35.42,2.785795,44.275,5.006192,35.42,4.174802,,,,,,,,,,,
35.422,2.784449,44.278,4.964441,35.422,4.175976,,,,,,,,,,,
35.424,2.783105,44.28,4.938619,35.424,4.177148,,,,,,,,,,,
35.426,2.781759,44.283,4.917694,35.426,4.178323,,,,,,,,,,,
35.428,2.780413,44.285,4.93494,35.428,4.179497,,,,,,,,,,,
35.43,2.779069,44.288,4.932302,35.43,4.180669,,,,,,,,,,,
35.432,2.777723,44.29,4.89981,35.432,4.181843,,,,,,,,,,,
35.434,2.776376,44.293,4.838496,35.434,4.183017,,,,,,,,,,,
35.436,2.775033,44.295,4.851424,35.436,4.184189,,,,,,,,,,,
35.438,2.773686,44.298,4.862852,35.438,4.185363,,,,,,,,,,,
35.44,2.772656,44.301,4.85092,35.44,4.186488,,,,,,,,,,,
35.442,2.771652,44.303,4.81241,35.442,4.187606,,,,,,,,,,,
35.444,2.770645,44.306,4.814858,35.444,4.188726,,,,,,,,,,,
35.447,2.769638,44.308,4.796564,35.447,4.189847,,,,,,,,,,,
35.449,2.768633,44.311,4.785395,35.449,4.190965,,,,,,,,,,,
35.451,2.767627,44.313,4.769521,35.451,4.192086,,,,,,,,,,,
35.453,2.766622,44.316,4.756149,35.453,4.193204,,,,,,,,,,,
35.455,2.765615,44.318,4.762257,35.455,4.194324,,,,,,,,,,,
35.457,2.764608,44.321,4.741866,35.457,4.195445,,,,,,,,,,,
35.459,2.763603,44.324,4.701807,35.459,4.196563,,,,,,,,,,,
35.461,2.762597,44.326,4.719038,35.461,4.197684,,,,,,,,,,,
35.463,2.76159,44.329,4.699078,35.463,4.198804,,,,,,,,,,,
35.465,2.760585,44.331,4.675697,35.465,4.199923,,,,,,,,,,,
35.467,2.759578,44.334,4.680203,35.467,4.201043,,,,,,,,,,,
35.469,2.758572,44.336,4.651053,35.469,4.202164,,,,,,,,,,,
35.471,2.757567,44.339,4.604352,35.471,4.203282,,,,,,,,,,,
35.473,2.756503,44.342,4.611599,35.473,4.204371,,,,,,,,,,,
35.475,2.755407,44.344,4.596708,35.475,4.205445,,,,,,,,,,,
35.477,2.754314,44.347,4.58575,35.477,4.206516,,,,,,,,,,,
35.479,2.753219,44.349,4.594057,35.479,4.207589,,,,,,,,,,,
35.481,2.752123,44.352,4.581501,35.481,4.208662,,,,,,,,,,,
35.483,2.75103,44.354,4.57918,35.483,4.209733,,,,,,,,,,,
35.485,2.749935,44.357,4.603371,35.485,4.210806,,,,,,,,,,,
35.487,2.748839,44.359,4.590395,35.487,4.211879,,,,,,,,,,,
35.49,2.747746,44.362,4.553221,35.49,4.21295,,,,,,,,,,,
35.492,2.74665,44.365,4.559736,35.492,4.214023,,,,,,,,,,,
35.494,2.745555,44.367,4.521842,35.494,4.215096,,,,,,,,,,,
35.496,2.744462,44.37,4.506997,35.496,4.216167,,,,,,,,,,,
35.498,2.743366,44.372,4.495827,35.498,4.21724,,,,,,,,,,,
35.5,2.742271,44.375,4.507199,35.5,4.218313,,,,,,,,,,,
35.502,2.741178,44.377,4.49251,35.502,4.219385,,,,,,,,,,,
35.504,2.740082,44.38,4.470851,35.504,4.220458,,,,,,,,,,,
35.506,2.738938,44.382,4.448104,35.506,4.221521,,,,,,,,,,,
35.508,2.737705,44.385,4.449365,35.508,4.222566,,,,,,,,,,,
35.51,2.736471,44.388,4.467982,35.51,4.223612,,,,,,,,,,,
35.512,2.735237,44.39,4.460546,35.512,4.224658,,,,,,,,,,,
35.514,2.734005,44.393,4.422436,35.514,4.225703,,,,,,,,,,,
35.516,2.73277,44.395,4.410576,35.516,4.226749,,,,,,,,,,,
35.518,2.731536,44.398,4.377378,35.518,4.227796,,,,,,,,,,,
35.52,2.730304,44.4,4.367938,35.52,4.22884,,,,,,,,,,,
35.522,2.72907,44.403,4.388887,35.522,4.229887,,,,,,,,,,,
35.524,2.727835,44.405,4.386141,35.524,4.230933,,,,,,,,,,,
35.526,2.726603,44.408,4.374447,35.526,4.231978,,,,,,,,,,,
35.528,2.725369,44.411,4.352348,35.528,4.233024,,,,,,,,,,,
35.53,2.724135,44.413,4.355517,35.53,4.234071,,,,,,,,,,,
35.533,2.722903,44.416,4.33373,35.533,4.235115,,,,,,,,,,,
35.535,2.721668,44.418,4.329269,35.535,4.236162,,,,,,,,,,,
35.537,2.720434,44.421,4.328403,35.537,4.237208,,,,,,,,,,,
35.539,2.719195,44.423,4.289972,35.539,4.238251,,,,,,,,,,,
35.541,2.717893,44.426,4.302511,35.541,4.23928,,,,,,,,,,,
35.543,2.716591,44.429,4.279926,35.543,4.24031,,,,,,,,,,,
35.545,2.715292,44.431,4.254639,35.545,4.241338,,,,,,,,,,,
35.547,2.71399,44.434,4.277067,35.547,4.242367,,,,,,,,,,,
35.549,2.712688,44.436,4.260011,35.549,4.243397,,,,,,,,,,,
35.551,2.711389,44.439,4.237638,35.551,4.244425,,,,,,,,,,,
35.553,2.710087,44.441,4.217541,35.553,4.245454,,,,,,,,,,,
35.555,2.708785,44.444,4.21573,35.555,4.246484,,,,,,,,,,,
35.557,2.707485,44.446,4.223214,35.557,4.247511,,,,,,,,,,,
35.559,2.706183,44.449,4.217441,35.559,4.248541,,,,,,,,,,,
35.561,2.704881,44.452,4.205985,35.561,4.249571,,,,,,,,,,,
35.563,2.703582,44.454,4.18864,35.563,4.250598,,,,,,,,,,,
35.565,2.70228,44.457,4.17753,35.565,4.251628,,,,,,,,,,,
35.567,2.700978,44.459,4.1836,35.567,4.252658,,,,,,,,,,,
35.569,2.699679,44.462,4.208866,35.569,4.253685,,,,,,,,,,,
35.571,2.698377,44.464,4.197589,35.571,4.254715,,,,,,,,,,,
35.573,2.696965,44.467,4.168146,35.573,4.255743,,,,,,,,,,,
35.575,2.695534,44.469,4.143195,35.575,4.256768,,,,,,,,,,,
35.578,2.6941,44.472,4.169788,35.578,4.257795,,,,,,,,,,,
35.58,2.692666,44.475,4.1634,35.58,4.258823,,,,,,,,,,,
35.582,2.691234,44.477,4.135468,35.582,4.259848,,,,,,,,,,,
35.584,2.6898,44.48,4.110712,35.584,4.260876,,,,,,,,,,,
35.586,2.688366,44.482,4.120055,35.586,4.261903,,,,,,,,,,,
35.588,2.686935,44.485,4.123179,35.588,4.262928,,,,,,,,,,,
35.59,2.685501,44.487,4.100871,35.59,4.263956,,,,,,,,,,,
