Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,
ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,
1.633,2480.215,2.04,1013.527,1.633,14.4747,4.079,0,4.079,0.08800017,,,,,4.08,6.647299,
1.635,2480.302,2.042,1013.687,1.635,14.47478,4.085,0,4.085,0.08800017,,,,,4.085,6.648047,
1.637,2480.821,2.045,1013.553,1.637,14.47468,4.09,0,4.09,0.08800017,,,,,4.09,6.648729,
1.639,2480.552,2.048,1013.605,1.639,14.47458,4.095,0,4.095,0.08800017,,,,,4.095,6.649521,
1.641,2480.638,2.05,1014.444,1.641,14.47453,4.1,0,4.1,0.08800017,,,,,4.1,6.650348,
1.643,2481.516,2.053,1014.73,1.643,14.4745,4.105,0,4.105,0.08800017,,,,,4.105,6.651025,
1.645,2481.533,2.055,1014.78,1.645,14.47431,4.11,0,4.11,0.08800017,,,,,4.11,6.651979,
1.647,2481.634,2.058,1014.987,1.647,14.47415,4.115,0,4.115,0.08800017,,,,,4.115,6.652884,
1.649,2481.871,2.06,1015.114,1.649,14.47428,4.12,0,4.12,0.08800017,,,,,4.12,6.653582,
1.651,2481.88,2.063,1014.421,1.651,14.47417,4.125,0,4.125,0.08800017,,,,,4.126,6.65429,
1.653,2482.258,2.065,1014.244,1.653,14.47412,4.131,0,4.131,0.08800017,,,,,4.131,6.655134,
1.655,2481.957,2.068,1014.207,1.655,14.47414,4.136,0,4.136,0.08800017,,,,,4.136,6.656052,
1.657,2481.329,2.071,1013.843,1.657,14.4739,4.141,0,4.141,0.08800017,,,,,4.141,6.656935,
1.659,2481.617,2.073,1015.132,1.659,14.47394,4.146,0,4.146,0.08800017,,,,,4.146,6.657693,
1.661,2482.639,2.076,1015.042,1.661,14.47374,4.151,0,4.151,0.08800017,,,,,4.151,6.658491,
1.663,2482.821,2.078,1014.99,1.663,14.47379,4.156,0,4.156,0.08800017,,,,,4.156,6.659041,
1.666,2482.963,2.081,1015.428,1.666,14.47362,4.161,0,4.161,0.08800017,,,,,4.161,6.660081,
1.668,2483.496,2.083,1015.458,1.668,14.47368,4.166,0,4.166,0.08800017,,,,,4.167,6.661098,
1.67,2482.986,2.086,1017.921,1.67,14.47353,4.172,0,4.172,0.08800017,,,,,4.172,6.66188,
1.672,2483.149,2.088,1019.174,1.672,14.47321,4.177,0,4.177,0.08800017,,,,,4.177,6.662552,
1.674,2483.127,2.091,1019.114,1.674,14.47324,4.182,0,4.182,0.08800017,,,,,4.182,6.66336,
1.676,2483.198,2.094,1019.344,1.676,14.47305,4.187,0,4.187,0.08800017,,,,,4.187,6.664132,
1.678,2483.259,2.096,1019.619,1.678,14.47309,4.192,0,4.192,0.08800017,,,,,4.192,6.664863,
1.68,2483.262,2.099,1018.624,1.68,14.47307,4.197,0,4.197,0.08800017,,,,,4.197,6.665904,
1.682,2483.203,2.101,1019.103,1.682,14.47306,4.202,0,4.202,0.08800017,,,,,4.202,6.666823,
1.684,2483.085,2.104,1019.714,1.684,14.47277,4.207,0,4.207,0.08800017,,,,,4.208,6.667512,
1.686,2483.296,2.106,1017.909,1.686,14.4725,4.213,0,4.213,0.08800017,,,,,4.213,6.66817,
1.688,2483.431,2.109,1017.868,1.688,14.47241,4.218,0,4.218,0.08800017,,,,,4.218,6.668941,
1.69,2483.908,2.111,1018.948,1.69,14.4724,4.223,0,4.223,0.08800017,,,,,4.223,6.669819,
1.692,2484.123,2.114,1019.317,1.692,14.47243,4.228,0,4.228,0.08800017,,,,,4.228,6.670872,
1.694,2484.304,2.117,1019.569,1.694,14.4723,4.233,0,4.233,0.08800017,,,,,4.233,6.671631,
1.696,2484.867,2.119,1020.43,1.696,14.47239,4.238,0,4.238,0.08800017,,,,,4.238,6.672412,
1.698,2484.935,2.122,1019.958,1.698,14.47218,4.243,0,4.243,0.08800017,,,,,4.243,6.673122,
1.7,2485.316,2.124,1020.559,1.7,14.47222,4.248,0,4.248,0.08800017,,,,,4.248,6.673848,
1.702,2486.118,2.127,1021.24,1.702,14.4722,4.253,0,4.253,0.08800017,,,,,4.254,6.674763,
1.704,2486.263,2.129,1020.929,1.704,14.47214,4.259,0,4.259,0.08800017,,,,,4.259,6.6757,
1.706,2485.795,2.132,1020.438,1.706,14.4721,4.264,0,4.264,0.08800017,,,,,4.264,6.676457,
1.709,2486.016,2.135,1020.762,1.709,14.47205,4.269,0,4.269,0.08800017,,,,,4.269,6.677282,
1.711,2486.027,2.137,1020.884,1.711,14.47182,4.274,0,4.274,0.08800017,,,,,4.274,6.677954,
1.713,2486.169,2.14,1021.271,1.713,14.4718,4.279,0,4.279,0.08800017,,,,,4.279,6.678724,
1.715,2485.89,2.142,1021.091,1.715,14.47184,4.284,0,4.284,0.08800017,,,,,4.284,6.679507,
1.717,2486.327,2.145,1020.871,1.717,14.47167,4.289,0,4.289,0.08800017,,,,,4.289,6.680494,
1.719,2486.64,2.147,1021.163,1.719,14.47156,4.294,0,4.294,0.08800017,,,,,4.295,6.681286,
1.721,2486.115,2.15,1019.924,1.721,14.47161,4.3,0,4.3,0.08800017,,,,,4.3,6.68208,
1.723,2486.765,2.152,1017.56,1.723,14.47143,4.305,0,4.305,0.08800017,,,,,4.305,6.68272,
1.725,2487.026,2.155,1017.423,1.725,14.47128,4.31,0,4.31,0.08800017,,,,,4.31,6.683419,
1.727,2486.748,2.158,1019.922,1.727,14.47111,4.315,0,4.315,0.08800017,,,,,4.315,6.684222,
1.729,2486.367,2.16,1021.275,1.729,14.47103,4.32,0,4.32,0.08800017,,,,,4.32,6.685224,
1.731,2486.436,2.163,1021.516,1.731,14.47078,4.325,0,4.325,0.08800017,,,,,4.325,6.686021,
1.733,2486.576,2.165,1021.328,1.733,14.47093,4.33,0,4.33,0.08800017,,,,,4.33,6.686806,
1.735,2486.958,2.168,1021.243,1.735,14.47081,4.335,0,4.335,0.08800017,,,,,4.335,6.687397,
1.737,2487.302,2.17,1021.674,1.737,14.47086,4.34,0,4.34,0.08800017,,,,,4.341,6.688211,
1.739,2487.595,2.173,1020.291,1.739,14.4708,4.346,0,4.346,0.08800017,,,,,4.346,6.688965,
1.741,2488.052,2.175,1020.404,1.741,14.47067,4.351,0,4.351,0.08800017,,,,,4.351,6.689586,
1.743,2488.107,2.178,1022.989,1.743,14.47056,4.356,0,4.356,0.08800017,,,,,4.356,6.690433,
1.745,2487.52,2.181,1024.418,1.745,14.47025,4.361,0,4.361,0.08800017,,,,,4.361,6.691168,
1.747,2487.933,2.183,1023.345,1.747,14.47021,4.366,0,4.366,0.08800017,,,,,4.366,6.691805,
1.749,2488.706,2.186,1022.932,1.749,14.47024,4.371,0,4.371,0.08800017,,,,,4.371,6.692452,
1.752,2488.807,2.188,1022.265,1.752,14.46996,4.376,0,4.376,0.08800017,,,,,4.376,6.693173,
1.754,2488.458,2.191,1022.366,1.754,14.46985,4.381,0,4.381,0.08800017,,,,,4.382,6.694082,
1.756,2488.755,2.193,1023.178,1.756,14.46985,4.387,0,4.387,0.08800017,,,,,4.387,6.694827,
1.758,2489.088,2.196,1022.852,1.758,14.4698,4.392,0,4.392,0.08800017,,,,,4.392,6.69565,
1.76,2489.722,2.198,1023.532,1.76,14.46971,4.397,0,4.397,0.08800017,,,,,4.397,6.696301,
1.762,2489.268,2.201,1022.116,1.762,14.46967,4.402,0,4.402,0.08800017,,,,,4.402,6.696977,
1.764,2488.688,2.204,1020.127,1.764,14.46973,4.407,0,4.407,0.08800017,,,,,4.407,6.69766,
1.766,2488.916,2.206,1019.987,1.766,14.46965,4.412,0,4.412,0.08800017,,,,,4.412,6.698429,
1.768,2488.468,2.209,1020.807,1.768,14.4697,4.417,0,4.417,0.08800017,,,,,4.417,6.699284,
1.77,2488.712,2.211,1020.025,1.77,14.46955,4.422,0,4.422,0.08800017,,,,,4.422,6.699972,
1.772,2489.451,2.214,1019.755,1.772,14.46936,4.427,0,4.427,0.08800017,,,,,4.428,6.700658,
1.774,2489.323,2.216,1019.752,1.774,14.46903,4.433,0,4.433,0.08800017,,,,,4.433,6.701402,
1.776,2489.262,2.219,1019.203,1.776,14.46894,4.438,0,4.438,0.08800017,,,,,4.438,6.701948,
1.778,2489.514,2.222,1020.576,1.778,14.46869,4.443,0,4.443,0.08800017,,,,,4.443,6.702644,
1.78,2490.01,2.224,1020.222,1.78,14.46877,4.448,0,4.448,0.08800017,,,,,4.448,6.70327,
1.782,2490.144,2.227,1019.783,1.782,14.46877,4.453,0,4.453,0.08800017,,,,,4.453,6.704164,
1.784,2490.269,2.229,1020.064,1.784,14.46866,4.458,0,4.458,0.08800017,,,,,4.458,6.705004,
1.786,2490.135,2.232,1020.195,1.786,14.46852,4.463,0,4.463,0.08800017,,,,,4.463,6.705592,
1.788,2490.425,2.234,1020.059,1.788,14.46843,4.468,0,4.468,0.08800017,,,,,4.469,6.706244,
1.79,2490.398,2.237,1019.616,1.79,14.46864,4.474,0,4.474,0.08800017,,,,,4.474,6.706863,
1.792,2490.294,2.239,1020.161,1.792,14.46871,4.479,0,4.479,0.08800017,,,,,4.479,6.707581,
1.795,2490.403,2.242,1022.017,1.795,14.46851,4.484,0,4.484,0.08800017,,,,,4.484,6.708229,
1.797,2490.491,2.245,1023.71,1.797,14.46828,4.489,0,4.489,0.08800017,,,,,4.489,6.708907,
1.799,2490.63,2.247,1023.594,1.799,14.46788,4.494,0,4.494,0.08800017,,,,,4.494,6.709618,
1.801,2491.087,2.25,1025.199,1.801,14.46787,4.499,0,4.499,0.08800017,,,,,4.499,6.710151,
1.803,2491.156,2.252,1026.575,1.803,14.46769,4.504,0,4.504,0.08800017,,,,,4.504,6.71083,
1.805,2491.124,2.255,1026.213,1.805,14.46756,4.509,0,4.509,0.08800017,,,,,4.509,6.711345,
1.807,2491.095,2.257,1025.007,1.807,14.46768,4.514,0,4.514,0.08800017,,,,,4.515,6.7119,
1.809,2491.249,2.26,1025.132,1.809,14.46788,4.52,0,4.52,0.08800017,,,,,4.52,6.712431,
1.811,2491.505,2.262,1025.602,1.811,14.46762,4.525,0,4.525,0.08800017,,,,,4.525,6.713372,
1.813,2491.736,2.265,1025.315,1.813,14.46748,4.53,0,4.53,0.08800017,,,,,4.53,6.714013,
1.815,2491.562,2.268,1024.531,1.815,14.46748,4.535,0,4.535,0.08800017,,,,,4.535,6.714431,
1.817,2491.735,2.27,1025.035,1.817,14.46735,4.54,0,4.54,0.08800017,,,,,4.54,6.715253,
1.819,2491.728,2.273,1025.28,1.819,14.46746,4.545,0,4.545,0.08800017,,,,,4.545,6.715832,
1.821,2491.426,2.275,1024.941,1.821,14.46747,4.55,0,4.55,0.08800017,,,,,4.55,6.716304,
1.823,2491.564,2.278,1025.021,1.823,14.46711,4.555,0,4.555,0.08800017,,,,,4.556,6.716724,
1.825,2492.233,2.28,1025.272,1.825,14.46698,4.561,0,4.561,0.08800017,,,,,4.561,6.71744,
1.827,2492.886,2.283,1025.522,1.827,14.467,4.566,0,4.566,0.08800017,,,,,4.566,6.718008,
1.829,2492.78,2.285,1025.524,1.829,14.4667,4.571,0,4.571,0.08800017,,,,,4.571,6.718708,
1.831,2492.222,2.288,1026.653,1.831,14.46664,4.576,0,4.576,0.08800017,,,,,4.576,6.719412,
1.833,2491.976,2.291,1026.451,1.833,14.46672,4.581,0,4.581,0.08800017,,,,,4.581,6.719949,
1.835,2492.201,2.293,1025.87,1.835,14.46664,4.586,0,4.586,0.08800017,,,,,4.586,6.720432,
1.838,2492.865,2.296,1025.728,1.838,14.46659,4.591,0,4.591,0.08800017,,,,,4.591,6.720982,
1.84,2493.399,2.298,1025.953,1.84,14.46646,4.596,0,4.596,0.08800017,,,,,4.596,6.721511,
1.842,2493.146,2.301,1026.691,1.842,14.46648,4.601,0,4.601,0.08800017,,,,,4.602,6.722089,
1.844,2493.26,2.303,1024.601,1.844,14.46639,4.607,0,4.607,0.08800017,,,,,4.607,6.722589,
1.846,2493.441,2.306,1022.401,1.846,14.46623,4.612,0,4.612,0.08800017,,,,,4.612,6.723463,
1.848,2493.209,2.309,1023.029,1.848,14.46599,4.617,0,4.617,0.08800017,,,,,4.617,6.723835,
1.85,2492.746,2.311,1023.208,1.85,14.46588,4.622,0,4.622,0.08800017,,,,,4.622,6.724394,
1.852,2493.094,2.314,1023.029,1.852,14.46569,4.627,0,4.627,0.08800017,,,,,4.627,6.724873,
1.854,2494.393,2.316,1022.843,1.854,14.46568,4.632,0,4.632,0.08800017,,,,,4.632,6.725406,
1.856,2494.104,2.319,1023.091,1.856,14.46554,4.637,0,4.637,0.08800017,,,,,4.637,6.7258,
1.858,2493.491,2.321,1022.949,1.858,14.46563,4.642,0,4.642,0.08800017,,,,,4.643,6.7264,
1.86,2493.524,2.324,1023.387,1.86,14.46567,4.648,0,4.648,0.08800017,,,,,4.648,6.726975,
1.862,2493.255,2.326,1023.513,1.862,14.46547,4.653,0,4.653,0.08800017,,,,,4.653,6.727529,
1.864,2493.483,2.329,1023.743,1.864,14.46523,4.658,0,4.658,0.08800017,,,,,4.658,6.728169,
1.866,2494.403,2.332,1024.005,1.866,14.46517,4.663,0,4.663,0.08800017,,,,,4.663,6.728649,
1.868,2493.9,2.334,1024.735,1.868,14.46513,4.668,0,4.668,0.08800017,,,,,4.668,6.729149,
1.87,2493.489,2.337,1028.095,1.87,14.46499,4.673,0,4.673,0.08800017,,,,,4.673,6.72967,
1.872,2494.238,2.339,1027.914,1.872,14.46505,4.678,0,4.678,0.08800017,,,,,4.678,6.730148,
1.874,2494.589,2.342,1027.718,1.874,14.46487,4.683,0,4.683,0.08800017,,,,,4.684,6.7305,
1.876,2494.447,2.344,1028.231,1.876,14.46493,4.688,0,4.688,0.08800017,,,,,4.689,6.730908,
1.878,2494.876,2.347,1029.152,1.878,14.46477,4.694,0,4.694,0.08800017,,,,,4.694,6.731327,
1.88,2494.495,2.349,1027.773,1.88,14.46478,4.699,0,4.699,0.08800017,,,,,4.699,6.731778,
1.883,2494.743,2.352,1026.843,1.883,14.46459,4.704,0,4.704,0.08800017,,,,,4.704,6.732424,
1.885,2494.905,2.355,1027.292,1.885,14.46464,4.709,0,4.709,0.08800017,,,,,4.709,6.73296,
1.887,2494.679,2.357,1027.121,1.887,14.46468,4.714,0,4.714,0.08800017,,,,,4.714,6.733393,
1.889,2495.014,2.36,1027.511,1.889,14.46441,4.719,0,4.719,0.08800017,,,,,4.719,6.733936,
1.891,2495.237,2.362,1028,1.891,14.46429,4.724,0,4.724,0.08800017,,,,,4.724,6.734267,
1.893,2495.094,2.365,1028.561,1.893,14.46403,4.729,0,4.729,0.08800017,,,,,4.73,6.734766,
1.895,2495.084,2.367,1027.849,1.895,14.46399,4.735,0,4.735,0.08800017,,,,,4.735,6.735241,
1.897,2495.399,2.37,1026.146,1.897,14.46387,4.74,0,4.74,0.08800017,,,,,4.74,6.735606,
1.899,2495.478,2.373,1024.936,1.899,14.4639,4.745,0,4.745,0.08800017,,,,,4.745,6.736024,
1.901,2495.639,2.375,1024.948,1.901,14.46399,4.75,0,4.75,0.08800017,,,,,4.75,6.736475,
1.903,2495.952,2.378,1024.631,1.903,14.46395,4.755,0,4.755,0.08800017,,,,,4.755,6.73676,
1.905,2495.474,2.38,1024.607,1.905,14.46405,4.76,0,4.76,0.08800017,,,,,4.76,6.737566,
1.907,2496.019,2.383,1024.949,1.907,14.464,4.765,0,4.765,0.08800017,,,,,4.765,6.738095,
1.909,2496.312,2.385,1024.709,1.909,14.46362,4.77,0,4.77,0.08800017,,,,,4.771,6.738326,
1.911,2495.69,2.388,1025.42,1.911,14.46354,4.776,0,4.776,0.08800017,,,,,4.776,6.738828,
1.913,2495.702,2.39,1027.621,1.913,14.46346,4.781,0,4.781,0.08800017,,,,,4.781,6.739358,
1.915,2496.634,2.393,1029.691,1.915,14.46361,4.786,0,4.786,0.08800017,,,,,4.786,6.739717,
1.917,2496.923,2.396,1030.209,1.917,14.46333,4.791,0,4.791,0.08800017,,,,,4.791,6.740062,
1.919,2496.708,2.398,1029.939,1.919,14.4635,4.796,0,4.796,0.08800017,,,,,4.796,6.740415,
1.921,2496.866,2.401,1029.211,1.921,14.46324,4.801,0,4.801,0.08800017,,,,,4.801,6.740877,
1.923,2497.406,2.403,1029.083,1.923,14.46341,4.806,0,4.806,0.08800017,,,,,4.806,6.74137,
1.926,2497.378,2.406,1027.568,1.926,14.46356,4.811,0,4.811,0.08800017,,,,,4.811,6.741696,
1.928,2497.483,2.408,1028.251,1.928,14.46339,4.816,0,4.816,0.08800017,,,,,4.817,6.742342,
1.93,2497.594,2.411,1029.807,1.93,14.46329,4.822,0,4.822,0.08800017,,,,,4.822,6.742854,
1.932,2497.3,2.413,1030.122,1.932,14.46322,4.827,0,4.827,0.08800017,,,,,4.827,6.743186,
1.934,2497.431,2.416,1030.527,1.934,14.4631,4.832,0,4.832,0.08800017,,,,,4.832,6.743448,
1.936,2497.711,2.419,1030.567,1.936,14.46286,4.837,0,4.837,0.08800017,,,,,4.837,6.743914,
1.938,2497.562,2.421,1031.586,1.938,14.46292,4.842,0,4.842,0.08800017,,,,,4.842,6.74424,
1.94,2497.563,2.424,1030.45,1.94,14.46274,4.847,0,4.847,0.08800017,,,,,4.847,6.744776,
1.942,2497.608,2.426,1029.507,1.942,14.46234,4.852,0,4.852,0.08800017,,,,,4.852,6.745051,
1.944,2498.285,2.429,1026.691,1.944,14.46236,4.857,0,4.857,0.08800017,,,,,4.858,6.74549,
1.946,2498.779,2.431,1026.027,1.946,14.46214,4.863,0,4.863,0.08800017,,,,,4.863,6.74579,
1.948,2498.744,2.434,1026.968,1.948,14.4622,4.868,0,4.868,0.08800017,,,,,4.868,6.746159,
1.95,2498.272,2.436,1027.379,1.95,14.46204,4.873,0,4.873,0.08800017,,,,,4.873,6.746567,
1.952,2497.945,2.439,1026.477,1.952,14.46218,4.878,0,4.878,0.08800017,,,,,4.878,6.746903,
1.954,2498.562,2.442,1026.646,1.954,14.46212,4.883,0,4.883,0.08800017,,,,,4.883,6.747463,
1.956,2498.743,2.444,1027.72,1.956,14.46196,4.888,0,4.888,0.08800017,,,,,4.888,6.747764,
1.958,2498.18,2.447,1029.571,1.958,14.46192,4.893,0,4.893,0.08800017,,,,,4.893,6.74821,
1.96,2498.331,2.449,1030.461,1.96,14.46178,4.898,0,4.898,0.08800017,,,,,4.898,6.748544,
1.962,2498.937,2.452,1031.184,1.962,14.46184,4.903,0,4.903,0.08800017,,,,,4.904,6.748899,
1.964,2499.458,2.454,1031.288,1.964,14.46187,4.909,0,4.909,0.08800017,,,,,4.909,6.749293,
1.966,2499.012,2.457,1032.426,1.966,14.46177,4.914,0,4.914,0.08800017,,,,,4.914,6.749569,
1.969,2498.712,2.46,1032.005,1.969,14.46173,4.919,0,4.919,0.08800017,,,,,4.919,6.749803,
1.971,2499.125,2.462,1030.577,1.971,14.46153,4.924,0,4.924,0.08800017,,,,,4.924,6.75016,
1.973,2498.816,2.465,1030.217,1.973,14.46136,4.929,0,4.929,0.08800017,,,,,4.929,6.750487,
1.975,2498.784,2.467,1028.669,1.975,14.46131,4.934,0,4.934,0.08800017,,,,,4.934,6.750844,
1.977,2498.802,2.47,1028.28,1.977,14.46143,4.939,0,4.939,0.08800017,,,,,4.939,6.751268,
1.979,2499.319,2.472,1028.273,1.979,14.46128,4.944,0,4.944,0.08800017,,,,,4.945,6.751588,
1.981,2499.397,2.475,1028.723,1.981,14.46123,4.95,0,4.95,0.08800017,,,,,4.95,6.752094,
1.983,2499.547,2.477,1028.226,1.983,14.46132,4.955,0,4.955,0.08800017,,,,,4.955,6.752494,
1.985,2500.234,2.48,1028.223,1.985,14.46109,4.96,0,4.96,0.08800017,,,,,4.96,6.752793,
1.987,2500.725,2.483,1028.758,1.987,14.46096,4.965,0,4.965,0.08800017,,,,,4.965,6.753108,
1.989,2500.724,2.485,1028.315,1.989,14.46059,4.97,0,4.97,0.08800017,,,,,4.97,6.753441,
1.991,2500.86,2.488,1028.852,1.991,14.46073,4.975,0,4.975,0.08800017,,,,,4.975,6.753727,
1.993,2500.881,2.49,1028.972,1.993,14.46047,4.98,0,4.98,0.08800017,,,,,4.98,6.754197,
1.995,2500.525,2.493,1028.817,1.995,14.46033,4.985,0,4.985,0.08800017,,,,,4.985,6.754424,
1.997,2500.676,2.495,1028.777,1.997,14.4603,4.99,0,4.99,0.08800017,,,,,4.991,6.754838,
1.999,2501.365,2.498,1028.97,1.999,14.46022,4.996,0,4.996,0.08800017,,,,,4.996,6.755015,
2.001,2501.457,2.5,1030.299,2.001,14.46009,5.001,0,5.001,0.08800017,,,,,5.001,6.75521,
2.003,2501.076,2.503,1032.507,2.003,14.45985,5.006,0,5.006,0.08800017,,,,,5.006,6.755596,
2.005,2501.317,2.506,1033.193,2.005,14.45985,5.011,0,5.011,0.08800017,,,,,5.011,6.755865,
2.007,2501.613,2.508,1033.196,2.007,14.45989,5.016,0,5.016,0.08800017,,,,,5.016,6.756173,
2.009,2501.419,2.511,1033.438,2.009,14.45969,5.021,0,5.021,0.08800017,,,,,5.021,6.756558,
2.012,2501.773,2.513,1032.717,2.012,14.45968,5.026,0,5.026,0.08800017,,,,,5.026,6.75709,
2.014,2501.688,2.516,1032.114,2.014,14.45962,5.031,0,5.031,0.08800017,,,,,5.032,6.7573,
2.016,2501.672,2.518,1030.237,2.016,14.45935,5.037,0,5.037,0.08800017,,,,,5.037,6.757723,
2.018,2502.234,2.521,1030.875,2.018,14.45938,5.042,0,5.042,0.08800017,,,,,5.042,6.758078,
2.02,2501.683,2.523,1030.188,2.02,14.45934,5.047,0,5.047,0.08800017,,,,,5.047,6.758236,
2.022,2501.836,2.526,1029.722,2.022,14.45931,5.052,0,5.052,0.08800017,,,,,5.052,6.758545,
2.024,2502.488,2.529,1031.632,2.024,14.45928,5.057,0,5.057,0.08800017,,,,,5.057,6.75893,
2.026,2501.636,2.531,1033.492,2.026,14.45919,5.062,0,5.062,0.08800017,,,,,5.062,6.75918,
2.028,2501.748,2.534,1033.852,2.028,14.45912,5.067,0,5.067,0.08800017,,,,,5.067,6.759424,
2.03,2502.247,2.536,1034.224,2.03,14.45895,5.072,0,5.072,0.08800017,,,,,5.072,6.759591,
2.032,2501.351,2.539,1034.559,2.032,14.4586,5.077,0,5.077,0.08800017,,,,,5.078,6.759956,
2.034,2501.83,2.541,1034.812,2.034,14.45814,5.083,0,5.083,0.08800017,,,,,5.083,6.760241,
2.036,2502.223,2.544,1035.597,2.036,14.45807,5.088,0,5.088,0.08800017,,,,,5.088,6.760568,
2.038,2502.523,2.547,1034.292,2.038,14.45769,5.093,0,5.093,0.08800017,,,,,5.093,6.760597,
2.04,2503.171,2.549,1034.306,2.04,14.45763,5.098,0,5.098,0.08800017,,,,,5.098,6.7611,
2.042,2503.409,2.552,1034.889,2.042,14.45767,5.103,0,5.103,0.08800017,,,,,5.103,6.761477,
2.044,2503.479,2.554,1033.229,2.044,14.45777,5.108,0,5.108,0.08800017,,,,,5.108,6.761666,
2.046,2502.863,2.557,1032.381,2.046,14.45769,5.113,0,5.113,0.08800017,,,,,5.113,6.762078,
2.048,2502.892,2.559,1035.137,2.048,14.45794,5.118,0,5.118,0.08800017,,,,,5.119,6.762487,
2.05,2503.351,2.562,1035.756,2.05,14.45805,5.124,0,5.124,0.08800017,,,,,5.124,6.762765,
2.052,2503.566,2.564,1035.25,2.052,14.45768,5.129,0,5.129,0.08800017,,,,,5.129,6.76299,
2.055,2503.343,2.567,1035.82,2.055,14.45774,5.134,0,5.134,0.08800017,,,,,5.134,6.763188,
2.057,2503.36,2.57,1035.429,2.057,14.45755,5.139,0,5.139,0.08800017,,,,,5.139,6.763427,
2.059,2503.986,2.572,1035.807,2.059,14.45743,5.144,0,5.144,0.08800017,,,,,5.144,6.763705,
2.061,2503.843,2.575,1035.094,2.061,14.45704,5.149,0,5.149,0.08800017,,,,,5.149,6.763843,
2.063,2502.926,2.577,1032.281,2.063,14.45698,5.154,0,5.154,0.08800017,,,,,5.154,6.764164,
2.065,2503.536,2.58,1033.454,2.065,14.45696,5.159,0,5.159,0.08800017,,,,,5.159,6.764393,
2.067,2504.141,2.582,1035.424,2.067,14.45694,5.164,0,5.164,0.08800017,,,,,5.165,6.764581,
2.069,2504.369,2.585,1035.283,2.069,14.45656,5.17,0,5.17,0.08800017,,,,,5.17,6.764966,
2.071,2504.709,2.587,1035.641,2.071,14.45619,5.175,0,5.175,0.08800017,,,,,5.175,6.765283,
2.073,2505.009,2.59,1036.87,2.073,14.45614,5.18,0,5.18,0.08800017,,,,,5.18,6.765474,
2.075,2504.525,2.593,1036.479,2.075,14.45602,5.185,0,5.185,0.08800017,,,,,5.185,6.765711,
2.077,2504.669,2.595,1034.211,2.077,14.45586,5.19,0,5.19,0.08800017,,,,,5.19,6.765957,
2.079,2504.365,2.598,1032.594,2.079,14.45588,5.195,0,5.195,0.08800017,,,,,5.195,6.766181,
2.081,2504.427,2.6,1032.377,2.081,14.45597,5.2,0,5.2,0.08800017,,,,,5.2,6.766218,
2.083,2505.32,2.603,1033.307,2.083,14.45577,5.205,0,5.205,0.08800017,,,,,5.206,6.766244,
2.085,2505.234,2.605,1033.541,2.085,14.45577,5.211,0,5.211,0.08800017,,,,,5.211,6.766351,
2.087,2505.275,2.608,1033.404,2.087,14.45578,5.216,0,5.216,0.08800017,,,,,5.216,6.766489,
2.089,2505.822,2.61,1033.472,2.089,14.45554,5.221,0,5.221,0.08800017,,,,,5.221,6.766674,
2.091,2505.688,2.613,1033.322,2.091,14.45535,5.226,0,5.226,0.08800017,,,,,5.226,6.767025,
2.093,2505.026,2.616,1033.541,2.093,14.45522,5.231,0,5.231,0.08800017,,,,,5.231,6.767027,
2.095,2505.017,2.618,1034.146,2.095,14.45517,5.236,0,5.236,0.08800017,,,,,5.236,6.767497,
2.097,2506.188,2.621,1033.834,2.097,14.4551,5.241,0,5.241,0.08800017,,,,,5.241,6.767756,
2.1,2506.498,2.623,1034.262,2.1,14.45489,5.246,0,5.246,0.08800017,,,,,5.247,6.767956,
2.102,2506.571,2.626,1035.217,2.102,14.45463,5.251,0,5.251,0.08800017,,,,,5.252,6.768246,
2.104,2506.418,2.628,1034.152,2.104,14.45441,5.257,0,5.257,0.08800017,,,,,5.257,6.768395,
2.106,2505.916,2.631,1034.525,2.106,14.45433,5.262,0,5.262,0.08800017,,,,,5.262,6.76865,
2.108,2506.076,2.634,1037.566,2.108,14.45422,5.267,0,5.267,0.08800017,,,,,5.267,6.768846,
2.11,2506.268,2.636,1038.36,2.11,14.45416,5.272,0,5.272,0.08800017,,,,,5.272,6.76907,
2.112,2506.622,2.639,1036.534,2.112,14.45387,5.277,0,5.277,0.08800017,,,,,5.277,6.769137,
2.114,2507.073,2.641,1034.708,2.114,14.45362,5.282,0,5.282,0.08800017,,,,,5.282,6.7695,
2.116,2506.919,2.644,1033.921,2.116,14.45357,5.287,0,5.287,0.08800017,,,,,5.287,6.76973,
2.118,2507.052,2.646,1034.632,2.118,14.45354,5.292,0,5.292,0.08800017,,,,,5.293,6.77001,
2.12,2507.13,2.649,1034.66,2.12,14.45316,5.298,0,5.298,0.08800017,,,,,5.298,6.770257,
2.122,2507.502,2.651,1034.28,2.122,14.45327,5.303,0,5.303,0.08800017,,,,,5.303,6.770595,
2.124,2507.233,2.654,1034.597,2.124,14.45286,5.308,0,5.308,0.08800017,,,,,5.308,6.770767,
2.126,2506.351,2.657,1034.518,2.126,14.4529,5.313,0,5.313,0.08800017,,,,,5.313,6.771128,
