accn,name,hccf_feed,hccf_large,hccf_small,hccf_mab,hccf_spf1,hccf_spf2,pavin_feed,pavin_large,pavin_small,pavin_mab,cq_g12,cq_eluate,hq_a5,hq_g12,hq_eluate,xq_g12,xq_eluate
XP_027244002.1,drebrin-like protein isoform X2 [Cricetulus griseus],0.5423395351909275,0.0,0.0,0.1133230328071804,0.4558486077206028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.4636641013016,0.0,0.0,0.0
